,ticker,name,description,logoid,update_mode,type,typespecs,Perf.Y,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark,relative_volume_10d_calc
0,NASDAQ:RGC,RGC,Regencell Bioscience Holdings Limited,regencell-bioscience,streaming,stock,['common'],21758.11044159446,20.19,100,1,false,0,USD,-7.086976530142655,987052,9983730510.985735,USD,,,,0.0,Health technology,Health Technology,america,,0.46716672282799043
1,NASDAQ:QUBT,QUBT,Quantum Computing Inc.,quantum-computing,streaming,stock,['common'],2532.899482515289,16.79,100,1,false,0,USD,0.29868578255675454,13731360,2365770302.600956,USD,,-0.4776,-39.97655334114889,0.0,Technology services,Technology Services,america,1.0,0.28402019548036367
2,NASDAQ:BSGM,BSGM,"BioSig Technologies, Inc.",biosig-technologies,streaming,stock,['common'],2331.4285714285716,8.51,100,1,false,0,USD,5.0617283950617304,489643,232277085.9234568,USD,,-0.6233,80.60249587651325,0.0,Health technology,Health Technology,america,1.0,0.5477776567064763
3,NASDAQ:NUTX,NUTX,Nutex Health Inc.,nutex-health,streaming,stock,['common'],1907.796610169491,118.46,100,1,false,0,USD,-1.7663156148934485,154179,658059041.9101086,USD,9.951026099812672,11.9043,,0.0,Health services,Health Services,america,1.0,1.0628138209431794
4,NASDAQ:DFDV,DFDV,DeFi Development Corp.,janover,streaming,stock,['common'],1740.271473072792,17.94,100,1,false,0,USD,-4.878048780487795,788142,264449581.97560978,USD,,-0.2584,51.42857142857142,0.0,Finance,Finance,america,1.0,0.3534771059190335
5,NASDAQ:TSSI,TSSI,"TSS, Inc.",tss,streaming,stock,['common'],1402.415458937198,31.1,100,1,false,0,USD,14.464482885535515,3372940,778137498.4909828,USD,87.60563380281691,0.355,814.9484536082474,0.0,Technology services,Technology Services,america,,1.2772963521501657
6,NASDAQ:AEVA,AEVA,"Aeva Technologies, Inc.",aeva,streaming,stock,['common'],1242.4,33.56,100,1,false,0,USD,15.049708604730888,2850526,1846559938.9907439,USD,,-2.8215,10.383051708804478,0.0,Electronic technology,Electronic Technology,america,1.2,1.13022611809984
7,NYSE:QBTS,QBTS,D-Wave Quantum Inc.,d-wave-quantum,streaming,stock,['common'],1178.181818181818,14.06,100,1,false,0,USD,-0.8462623413258055,38744209,4393388243.537377,USD,,-0.6043,-13.504883546205853,0.0,Electronic technology,Electronic Technology,america,1.0,0.7804893454049174
8,NASDAQ:RGTI,RGTI,"Rigetti Computing, Inc.",rigetti-computing-redeemable,streaming,stock,['common'],1130.752187880802,11.11,100,1,false,0,USD,0.1803426510369664,27522100,3249038986.060415,USD,,-0.6999,-33.51774132010682,0.0,Electronic technology,Electronic Technology,america,1.071429,0.5011122513984181
9,NASDAQ:SEZL,SEZL,Sezzle Inc.,sezzle,streaming,stock,['common'],1050.651904303668,164.16,100,1,false,0,USD,6.053362620324314,740763,5464278252.900058,USD,55.483827356609325,2.9587,676.3579113093675,0.0,Technology services,Technology Services,america,1.0,0.7106035635555745
10,NASDAQ:AZ,AZ,A2Z Cust2Mate Solutions Corp.,a2z-smart-technologies,streaming,stock,['common'],1008.2872928176795,10.03,100,1,false,0,USD,2.3991832567636493,283686,351448495.63757014,USD,,-1.0767,-22.88290344670167,0.0,Finance,Finance,america,1.0,0.8599237276395918
11,NASDAQ:PSIX,PSIX,"Power Solutions International, Inc.",power-solutions-international,streaming,stock,['common'],991.6532905296949,68.01,100,1,false,0,USD,9.728944820909986,461054,1564788947.174734,USD,19.271202289535577,3.5291,172.98112623762376,0.0,Producer manufacturing,Producer Manufacturing,america,1.0,1.0177482451969455
12,NASDAQ:DGNX,DGNX,Diginex Limited,diginex-limited,streaming,stock,['common'],979.1079812206573,45.97,100,1,false,0,USD,-9.132239573038158,28972,1057023285.11,USD,,-0.2462,,0.0,Technology services,Technology Services,america,,0.7589836556018663
13,AMEX:TGEN,TGEN,Tecogen Inc.,tecogen,streaming,stock,['common'],940.2777777777778,7.49,100,1,false,0,USD,8.393632416787264,409975,189267513.33719248,USD,,-0.1734,-2.3008849557522044,0.0,Producer manufacturing,Producer Manufacturing,america,,0.7239302131097983
14,NASDAQ:NEON,NEON,Neonode Inc.,neonode,streaming,stock,['common'],841.0958904109589,20.61,100,1,false,0,USD,-7.078449053201083,440923,345896042.8999098,USD,,-0.377,46.29629629629629,0.0,Electronic technology,Electronic Technology,america,1.0,0.4779476962366699
15,NASDAQ:MNPR,MNPR,Monopar Therapeutics Inc.,monopar-therapeutics,streaming,stock,['common'],783.4216502649507,35.01,100,1,false,0,USD,9.680451127819536,24388,214093637.8843985,USD,,-3.9851,-51.31758809234509,0.0,Health technology,Health Technology,america,1.166667,0.9704001687098847
16,NASDAQ:PRCH,PRCH,"Porch Group, Inc.",porch,streaming,stock,['common'],758.9928057553957,11.94,100,1,false,0,USD,10.249307479224372,2739691,1232509570.4432132,USD,,-0.2041,81.94923498717608,0.0,Finance,Finance,america,1.2,1.5151869271297607
17,NASDAQ:PHH,PHH,"Park Ha Biological Technology Co., Ltd.",park-ha-biological-technology-co-ltd,streaming,stock,['common'],721.4634146341464,33.68,100,1,false,0,USD,4.079110012360941,1105765,888289893.04,USD,581.6925734024179,0.0579,-91.84507042253522,0.0,Consumer non-durables,Consumer Non-Durables,america,,1.4183498827688636
