,ticker,name,description,logoid,update_mode,type,typespecs,Perf.Y,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark,relative_volume_10d_calc
0,NASDAQ:RGC,RGC,Regencell Bioscience Holdings Limited,regencell-bioscience,streaming,stock,['common'],15814.68085106383,747.99,100,1,false,0,USD,-14.710376282782212,33956,9733493654.692131,USD,,,,0.0,Health technology,Health Technology,america,,0.9051481701644439
1,NASDAQ:NUTX,NUTX,Nutex Health Inc.,nutex-health,streaming,stock,['common'],2370.0,167.96,100,1,false,0,USD,0.13115535948491644,93191,932233805.0955049,USD,14.109187436472537,11.9043,,0.0,Health services,Health Services,america,1.0,0.7394661522701502
2,NASDAQ:DFDV,DFDV,DeFi Development Corp.,janover,streaming,stock,['common'],1659.8231883946169,19.71,100,1,false,0,USD,12.564249000571099,1600390,285144103.9840091,USD,,-0.2584,51.42857142857142,0.0,Finance,Finance,america,,0.5810831906615753
3,NASDAQ:QUBT,QUBT,Quantum Computing Inc.,quantum-computing,streaming,stock,['common'],1527.5862068965519,11.8,100,1,false,0,USD,4.1942604856512276,12213759,1662661672.494481,USD,,-0.4776,-39.97655334114889,0.0,Technology services,Technology Services,america,1.0,0.2607414555661705
4,NYSE:QBTS,QBTS,D-Wave Quantum Inc.,d-wave-quantum,streaming,stock,['common'],1148.9051094890508,17.11,100,1,false,0,USD,4.776484996938158,64917279,4999392679.887938,USD,,-0.6043,-13.504883546205853,0.0,Electronic technology,Electronic Technology,america,1.0,0.44354553018651643
5,NASDAQ:RGTI,RGTI,"Rigetti Computing, Inc.",rigetti-computing-redeemable,streaming,stock,['common'],1056.6037735849056,12.26,100,1,false,0,USD,1.2386457473162704,29878613,3559358358.156895,USD,,-0.6999,-33.51774132010682,0.0,Electronic technology,Electronic Technology,america,1.0,0.37692389996613646
6,NASDAQ:DGNX,DGNX,Diginex Limited,diginex-limited,streaming,stock,['common'],972.0657276995306,45.67,100,1,false,0,USD,-15.127299758409219,66409,1050125156.21,USD,,-0.2462,,0.0,Technology services,Technology Services,america,,1.113721741463742
7,NASDAQ:MVST,MVST,"Microvast Holdings, Inc.",microvast,streaming,stock,['common'],908.7595365922577,3.57,100,1,false,0,USD,-0.5571030640668528,4801468,1161468661.7632313,USD,,-0.4479,-37.90024630541873,0.0,Producer manufacturing,Producer Manufacturing,america,1.333333,0.46066369248218325
8,NASDAQ:MNPR,MNPR,Monopar Therapeutics Inc.,monopar-therapeutics,streaming,stock,['common'],892.0661157024795,30.01,100,1,false,0,USD,-5.42073747242357,66741,183517565.31137726,USD,,-3.9851,-51.31758809234509,0.0,Health technology,Health Technology,america,1.25,4.123098022499386
9,NASDAQ:PSIX,PSIX,"Power Solutions International, Inc.",power-solutions-international,streaming,stock,['common'],865.9090909090909,42.5,100,1,false,0,USD,0.30682086381874574,228586,977849273.365589,USD,12.04273044118897,3.5291,172.98112623762376,0.0,Producer manufacturing,Producer Manufacturing,america,1.0,0.817962497378853
10,NASDAQ:AZ,AZ,A2Z Cust2Mate Solutions Corp.,a2z-smart-technologies,streaming,stock,['common'],763.2558139534884,9.28,100,1,false,0,USD,-1.5906680805938531,317645,325168705.32343584,USD,,-1.0767,-22.88290344670167,0.0,Finance,Finance,america,1.0,2.335607826413041
11,NASDAQ:SEZL,SEZL,Sezzle Inc.,sezzle,streaming,stock,['common'],745.6954149601659,112.52,100,1,false,0,USD,5.444663105613347,888599,3745374089.018086,USD,38.030215973231485,2.9587,676.3579113093675,0.0,Technology services,Technology Services,america,1.0,0.9641334572263218
12,AMEX:UAMY,UAMY,United States Antimony Corporation,united-states-antimony,streaming,stock,['common'],602.7777777777778,2.53,100,1,false,0,USD,4.5454545454545405,4538074,298345113.6818182,USD,,-0.0085,84.40366972477064,0.0,Non-energy minerals,Non-Energy Minerals,america,1.0,1.9580756856831492
13,NASDAQ:ATGL,ATGL,Alpha Technology Group Limited,alpha-technology-limited,streaming,stock,['common'],574.1854636591477,26.9,100,1,false,0,USD,2.2813688212927676,4128,410561232.6121673,USD,,-0.046,99.84849283305228,0.0,Technology services,Technology Services,america,,0.8356951979917402
14,NASDAQ:TOI,TOI,"The Oncology Institute, Inc.",the-oncology-institute,streaming,stock,['common'],560.569105691057,3.25,100,1,false,0,USD,1.8808777429467103,2664308,289880853.5266458,USD,,-0.6963,13.856241494494617,0.0,Health services,Health Services,america,1.0,1.4763177577281343
15,NASDAQ:CURI,CURI,CuriosityStream Inc.,curiositystream,streaming,stock,['common'],548.1132075471697,6.87,100,1,false,0,USD,0.7331378299120208,810595,391110920.2478006,USD,,-0.1378,84.16637940939906,1.31964809384164,Consumer services,Consumer Services,america,1.0,1.5016633070772203
16,NASDAQ:RCAT,RCAT,"Red Cat Holdings, Inc.",red-cat,streaming,stock,['common'],533.3333333333334,6.46,100,1,false,0,USD,8.571428571428568,11533613,587312612.1714286,USD,,,,0.0,Technology services,Technology Services,america,1.0,2.2698772711711683
