,ticker,name,description,logoid,update_mode,type,typespecs,relative_volume_10d_calc,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark
0,NASDAQ:AIRO,AIRO,AIRO GROUP HOLDINGS INC,,streaming,stock,['common'],29065.718237502468,24.0,100,1,false,0,USD,-40.0,14710160,,USD,,,,,Electronic technology,Electronic Technology,america,
1,NASDAQ:OP,OP,OceanPal Inc.,oceanpal,streaming,stock,['common'],11928.286822396618,1.61,100,1,false,0,USD,122.68326417704014,80272599,5426102.0,USD,,-2.64,-63.731084098238654,0.0,Transportation,Transportation,america,
2,NASDAQ:RBNE,RBNE,Robin Energy Ltd.,robin-energy-ltd,streaming,stock,['common'],2256.6782368156823,14.0,100,1,false,0,USD,317.91044776119406,101812521,7995552.199999999,USD,,,,0.0,Transportation,Transportation,america,
3,NASDAQ:ICON,ICON,Icon Energy Corp.,icon-energy,streaming,stock,['common'],739.2699483435108,2.92,100,1,false,0,USD,63.128491620111724,59048300,,USD,,,,,Transportation,Transportation,america,1.0
4,AMEX:TMDE,TMDE,TMD Energy Limited,tmd-energy-limited,streaming,stock,['common'],717.1035045835877,1.31,100,1,false,0,USD,75.20395880700815,85547006,,USD,,,,,Distribution services,Distribution Services,america,
5,AMEX:BATL,BATL,Battalion Oil Corporation,battalion-oil,streaming,stock,['common'],628.8146873207114,1.64,100,1,false,0,USD,14.64522894092973,7672168,26988762.894092973,USD,,-2.4195,45.71338822948686,0.0,Energy minerals,Energy Minerals,america,
6,AMEX:BRN,BRN,"Barnwell Industries, Inc.",barnwell-industries,streaming,stock,['common'],518.5114863971074,1.77,100,1,false,0,USD,28.2608695652174,5879661,17794756.565217394,USD,,-0.6037,-85.86822660098524,0.0,Energy minerals,Energy Minerals,america,
7,NASDAQ:CASI,CASI,"CASI Pharmaceuticals, Inc.",casi-pharmaceuticals,streaming,stock,['common'],472.8000294778732,1.84,100,1,false,0,USD,2.793296089385477,3849396,28506532.02234637,USD,,-2.6855,-18.179017778560112,0.0,Health technology,Health Technology,america,1.0
8,NASDAQ:USEG,USEG,U.S. Energy Corp.,us-energy,streaming,stock,['common'],334.7089893897227,2.21,100,1,false,0,USD,55.633802816901415,106870639,75123929.25352113,USD,,-0.6837,57.324761250858245,0.0,Energy minerals,Energy Minerals,america,1.25
9,NASDAQ:TORO,TORO,Toro Corp.,toro,streaming,stock,['common'],304.55462979643363,2.46,100,1,false,0,USD,23.0,6762331,46970878.38,USD,5.2665382145150925,0.4671,-94.23411635456912,0.0,Transportation,Transportation,america,
10,NASDAQ:USEA,USEA,United Maritime Corporation,united-maritime,streaming,stock,['common'],130.75781290988263,1.73,100,1,false,0,USD,29.114112993506968,2990745,15923381.453839835,USD,,-0.7592,-326.6268656716418,17.5386222852452,Transportation,Transportation,america,1.0
11,AMEX:MXC,MXC,Mexco Energy Corporation,mexco-energy,streaming,stock,['common'],79.86502030986017,11.91,100,1,false,0,USD,40.448113207547166,444353,24367858.59551887,USD,18.76477075783835,0.6347,-30.45145737453429,0.0,Energy minerals,Energy Minerals,america,
12,NASDAQ:CISS,CISS,C3is Inc.,c3is,streaming,stock,['common'],72.84295320339962,4.23,100,1,false,0,USD,17.50000000000001,640224,3302648.875,USD,,-37.5449,-101.53784304087819,0.0,Transportation,Transportation,america,
13,NASDAQ:NEON,NEON,Neonode Inc.,neonode,streaming,stock,['common'],65.92696505346709,16.81,100,1,false,0,USD,68.26826826826824,4784188,282120924.23823816,USD,,-0.377,46.29629629629629,0.0,Electronic technology,Electronic Technology,america,1.0
14,NYSE:NINE,NINE,"Nine Energy Service, Inc.",nine-energy-service,streaming,stock,['common'],60.39484306168318,0.7342,10000,1,false,0,USD,24.60964019008826,56222568,31092375.61507129,USD,,-1.0508,-3.77246691684772,0.0,Industrial services,Industrial Services,america,3.0
15,AMEX:EONR,EONR,EON Resources Inc.,hnr-acquisition,streaming,stock,['common'],53.88936186950278,0.575,10000,1,false,0,USD,19.542619542619537,166327085,11214701.975051975,USD,,-0.8927,-1547.0479704797049,0.0,Energy minerals,Energy Minerals,america,1.0
16,AMEX:TPET,TPET,Trio Petroleum Corp.,trio-petroleum,streaming,stock,['common'],49.854425228272035,1.42,100,1,false,0,USD,13.599999999999996,22117831,10681948.864,USD,,-1.9431,63.83180701362519,0.0,Energy minerals,Energy Minerals,america,
17,NASDAQ:DFLI,DFLI,Dragonfly Energy Holdings Corp,,streaming,stock,['common'],46.18929214857556,0.3032,10000,1,false,0,USD,-9.546539379474932,29532311,2838905.3794749407,USD,,-5.3167,-9.462436433262647,0.0,Producer manufacturing,Producer Manufacturing,america,1.0
18,NASDAQ:CGBS,CGBS,Crown LNG Holdings Limited,crown-lng-limited,streaming,stock,['common'],43.291360856633915,0.1125,10000,1,false,0,USD,33.92857142857142,788410493,51897294.64285714,USD,,,,0.0,Miscellaneous,Miscellaneous,america,
19,NASDAQ:GLBZ,GLBZ,Glen Burnie Bancorp,glen-burnie-bancorp,streaming,stock,['common'],39.5481889961148,4.6,100,1,false,0,USD,-6.313645621181273,63111,13343132.717948716,USD,348.48484848484844,0.0132,-96.19377162629759,8.2051282051282,Finance,Finance,america,
20,NYSE:JBS,JBS,JBS N.V.,,streaming,stock,['common'],37.498519204536755,13.87,100,1,false,0,USD,-3.9473684210526336,11952563,15382662200.0,USD,7.949335167354424,1.7448,368.4026845637583,14.1107409972299,Consumer non-durables,Consumer Non-Durables,america,1.033333
21,AMEX:HUSA,HUSA,Houston American Energy Corporation,,streaming,stock,['common'],37.46026835120662,15.65,100,1,false,0,USD,119.18767507002804,28872461,11200182.0,USD,,-7.9502,-160.20161026379526,0.0,Energy minerals,Energy Minerals,america,
22,AMEX:GBR,GBR,"New Concept Energy, Inc",new-concept-energy,streaming,stock,['common'],31.035015330344944,1.15,100,1,false,0,USD,1.3037350246652506,1358384,5901724.630021141,USD,,-0.0078,-11.428571428571422,0.0,Finance,Finance,america,
23,NASDAQ:GVH,GVH,Globavend Holdings Limited - Ord Shares,globavend-limited-ord-shares,streaming,stock,['common'],30.23111539102576,1.69,100,1,false,0,USD,12.794500433825002,163245,25233597.203497298,USD,27.841845140032948,0.0607,11.172161172161161,0.0,Transportation,Transportation,america,
24,NASDAQ:CDTG,CDTG,CDT Environmental Technology Investment Holdings Limited,cdt-environmental-technology-investment-limited,streaming,stock,['common'],29.23383236363665,1.4,100,1,false,0,USD,53.67727771679471,7358980,17255000.0,USD,68.29268292682926,0.0205,-78.84416924664602,0.0,Producer manufacturing,Producer Manufacturing,america,
25,AMEX:INDO,INDO,Indonesia Energy Corporation Limited,indonesia-energy-limited,streaming,stock,['common'],28.742376020411093,5.18,100,1,false,0,USD,46.3276836158192,38546800,72053996.07909605,USD,,-0.5517,-111.70376055257098,0.0,Energy minerals,Energy Minerals,america,
26,NASDAQ:NUKK,NUKK,Nukkleus Inc.,nukkleus,streaming,stock,['common'],28.635689017844555,13.99,100,1,false,0,USD,15.429042904290439,5871224,74998208.39108911,USD,0.7776888355235363,17.9892,,0.0,Commercial services,Commercial Services,america,
27,NASDAQ:DWSN,DWSN,Dawson Geophysical Company,dawson-geophysical-company,streaming,stock,['common'],26.388604571818494,1.37,100,1,false,0,USD,0.0,46407,42448301.0,USD,,-0.2907,-14.134275618374573,0.0,Technology services,Technology Services,america,
28,NASDAQ:PBFS,PBFS,"Pioneer Bancorp, Inc.",pioneer-bancorp,streaming,stock,['common'],25.304989538368737,11.41,100,1,false,0,USD,-0.43630017452007597,268491,294983783.3839441,USD,16.283716283716284,0.7007,-12.39059764941235,0.0,Finance,Finance,america,
29,NASDAQ:LSE,LSE,"Leishen Energy Holding Co., Ltd.",leishen-energy-co-ltd,streaming,stock,['common'],21.536772777167947,5.1,100,1,false,0,USD,3.030303030303019,103986,86827500.00000001,USD,10.63164477798624,0.4797,-31.73473744129785,0.0,Industrial services,Industrial Services,america,
30,NASDAQ:JVA,JVA,"Coffee Holding Co., Inc.",coffee-co,streaming,stock,['common'],20.176651430772164,3.98,100,1,false,0,USD,9.641873278236918,2106053,22720224.7107438,USD,7.5222075222075215,0.5291,6274.698795180723,0.0,Consumer non-durables,Consumer Non-Durables,america,
31,NASDAQ:MARPS,MARPS,Marine Petroleum Trust,marine-petroleum-trust,streaming,stock,['common'],18.925068485792554,4.535,100,1,false,0,USD,10.60975609756099,352328,9070000.0,USD,12.469067913115204,0.3637,-9.188514357053682,9.41082926829268,Miscellaneous,Miscellaneous,america,
32,NASDAQ:HUBC,HUBC,Hub Cyber Security Ltd.,,streaming,stock,['common'],17.397778335303645,2.34,100,1,false,0,USD,6.849315068493146,3564342,7127578.02739726,USD,,-16.5383,82.0236651144995,0.0,Commercial services,Commercial Services,america,
33,NASDAQ:SNES,SNES,"SenesTech, Inc.",senestech,streaming,stock,['common'],16.654318208177273,3.4,100,1,false,0,USD,21.428571428571434,976456,6038162.0,USD,,-7.6529,94.77510396333992,0.0,Process industries,Process Industries,america,
34,NASDAQ:CHSN,CHSN,Chanson International Holding,chanson-international,streaming,stock,['common'],15.553644252408493,0.225,10000,1,false,0,USD,-59.09090909090909,15151525,15014839.0,USD,35.15625,0.0064,1180.0,0.0,Consumer non-durables,Consumer Non-Durables,america,
35,NASDAQ:PPIH,PPIH,"Perma-Pipe International Holdings, Inc.",perma-pipe-international,streaming,stock,['common'],15.463823162689462,17.33,100,1,false,0,USD,18.9430336307481,214559,138337896.58888125,USD,15.597155971559715,1.1111,-15.053516819571872,0.0,Producer manufacturing,Producer Manufacturing,america,
36,NASDAQ:MTEK,MTEK,Maris-Tech Ltd.,maris-tech-ltd,streaming,stock,['common'],13.636299173400635,3.06,100,1,false,0,USD,22.400000000000002,942301,24429708.900000002,USD,,-0.1564,54.24224692802808,0.0,Consumer durables,Consumer Durables,america,
37,AMEX:PED,PED,Pedevco Corp.,pedevco,streaming,stock,['common'],13.549781628771573,0.7578,10000,1,false,0,USD,3.43980343980344,1526723,69216984.45208846,USD,3.950990615224192,0.1918,,0.0,Industrial services,Industrial Services,america,1.0
38,NASDAQ:HOVR,HOVR,New Horizon Aircraft Ltd.,new-horizon-aircraft-ltd,streaming,stock,['common'],12.736378593449018,1.87,100,1,false,0,USD,36.496350364963504,18764583,58690225.72262774,USD,6.513409961685824,0.2871,,0.0,Electronic technology,Electronic Technology,america,1.0
39,AMEX:PZG,PZG,Paramount Gold Nevada Corp.,paramount-gold-nevada,streaming,stock,['common'],12.458434213862072,0.624,10000,1,false,0,USD,5.762711864406786,3036995,44584268.01355932,USD,,-0.1347,-10.139002452984448,0.0,Non-energy minerals,Non-Energy Minerals,america,1.0
40,NASDAQ:ENGS,ENGS,Energys Group Limited,energys-limited,streaming,stock,['common'],12.416320739062334,2.41,100,1,false,0,USD,-24.6875,3748707,34342500.0,USD,,,,0.0,Electronic technology,Electronic Technology,america,
41,NASDAQ:ISRL,ISRL,Israel Acquisitions Corp,israel_acquisitions,streaming,stock,['common'],11.33600351682704,13.325,100,1,false,0,USD,7.276269603580963,116041,84641716.92348564,USD,94.10310734463276,0.1416,-51.20606478290834,0.0,Finance,Finance,america,
42,NASDAQ:PRZO,PRZO,ParaZero Technologies Ltd.,parazero-technologies-ltd,streaming,stock,['common'],10.719089418387442,1.4,100,1,false,0,USD,19.65811965811966,10145318,23889083.076923072,USD,,-0.268,-121.30470685383983,0.0,Electronic technology,Electronic Technology,america,
43,NASDAQ:RCON,RCON,"Recon Technology, Ltd.",recon-technology,streaming,stock,['common'],10.293862759000971,2.599,100,1,false,0,USD,24.951923076923084,91462,72740702.04230769,USD,,-0.5704,83.10626702997276,0.0,Distribution services,Distribution Services,america,2.0
44,AMEX:AWX,AWX,Avalon Holdings Corporation,avalon,streaming,stock,['common'],10.231833030627996,2.42,100,1,false,0,USD,-2.7174786943238503,165063,9436623.452323524,USD,11.827956989247312,0.2046,,0.0,Industrial services,Industrial Services,america,
45,NASDAQ:GLBS,GLBS,Globus Maritime Limited,globus-maritime-ltd,streaming,stock,['common'],9.890896600348913,1.35,100,1,false,0,USD,19.469026548672584,218844,27786105.000000007,USD,64.5933014354067,0.0209,-91.8391253416634,0.0,Transportation,Transportation,america,1.0
