,ticker,name,description,logoid,update_mode,type,typespecs,Volatility.D,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark,relative_volume_10d_calc
0,NASDAQ:DIST,DIST,Distoken Acquisition Corporation,distoken-acquisition,streaming,stock,['common'],160.0318471337579,28.0,100,1,false,0,USD,42.131979695431475,144352,89604764.26395938,USD,,-0.1378,-208.76085240726124,0.0,Finance,Finance,america,,4.838441530582147
1,NASDAQ:HCTI,HCTI,"Healthcare Triangle, Inc.",healthcare-triangle,streaming,stock,['common'],121.27659574468085,0.03,10000,1,false,0,USD,226.08695652173913,5711787155,3757699.0,USD,,-0.915,45.84196507842557,0.0,Technology services,Technology Services,america,,9.0104662892117
2,NASDAQ:INTS,INTS,"Intensity Therapeutics, Inc.",intensity-therapeutics,streaming,stock,['common'],103.51493848857646,0.32,10000,1,false,0,USD,-44.732297063903275,16142171,5887424.960000001,USD,,-1.0551,-3.4919077979401525,0.0,Health technology,Health Technology,america,1.25,7.124752063064378
3,NASDAQ:NEHC,NEHC,New Era Helium Inc,new-era-helium,streaming,stock,['common'],102.92727272727274,0.601,10000,1,false,0,USD,21.684551528649518,205098000,8698904.907876087,USD,,-1.2967,-234.89152892561984,0.0,Finance,Finance,america,,394.0684340805079
4,NASDAQ:LIMN,LIMN,"Liminatus Pharma, Inc.",liminatus-pharma,streaming,stock,['common'],102.25,20.31,100,1,false,0,USD,82.8082808280828,3234894,528357184.10981095,USD,,-0.4048,-158.65814696485623,0.0,Health technology,Health Technology,america,,4.796756189278639
5,NASDAQ:HSDT,HSDT,"Helius Medical Technologies, Inc.",helius-medical-technologies,streaming,stock,['common'],85.00000000000003,0.6006,100,1,false,0,USD,-45.891891891891895,35965483,317154.1345945946,USD,,-47.8064,59.34173038160928,0.0,Health technology,Health Technology,america,2.0,1.732441344268953
6,NASDAQ:GNLN,GNLN,"Greenlane Holdings, Inc.",greenlane,streaming,stock,['common'],83.63636363636363,0.0154,10000,1,false,0,USD,100.0,4083760640,7858825.0,USD,,-7.8006,92.53533957764755,0.0,Distribution services,Distribution Services,america,,13.665761631240166
7,NASDAQ:CGTL,CGTL,Creative Global Technology Holdings Limited,creative-global-technology-limited,streaming,stock,['common'],83.51499864877039,1.83,10000,1,false,0,USD,98.28800520099685,109186684,19784668.75,USD,71.484375,0.0256,36.17021276595745,0.0,Distribution services,Distribution Services,america,,1153.8042034451385
8,NASDAQ:JUNS,JUNS,"Jupiter Neurosciences, Inc.",jupiter-neurosciences,streaming,stock,['common'],80.90909090909089,1.12,100,1,false,0,USD,-43.71859296482412,1660915,37076322.412060305,USD,,-0.1007,71.7769058295964,0.0,Health technology,Health Technology,america,1.0,1.60881653331985
9,NASDAQ:URGN,URGN,UroGen Pharma Ltd.,urogen-pharma-ltd,streaming,stock,['common'],80.63583815028902,11.08,100,1,false,0,USD,51.780821917808225,20927124,510870542.9643836,USD,,-3.1785,6.321839080459761,0.0,Health technology,Health Technology,america,1.25,4.454838651583444
10,AMEX:SOAR,SOAR,"Volato Group, Inc.",volato,streaming,stock,['common'],79.02439024390245,2.16,100,1,false,0,USD,-0.4608294930875478,64814200,4488309.788018433,USD,,-19.106,81.77798632729049,0.0,Transportation,Transportation,america,,25.67184907879642
11,NASDAQ:IPA,IPA,ImmunoPrecise Antibodies Ltd.,immunoprecise-antibodies,streaming,stock,['common'],71.09765329295988,0.7299,10000,1,false,0,USD,21.568954030646225,68859656,33403957.382578276,USD,,-1.1286,-169.29133858267718,0.0,Health technology,Health Technology,america,1.0,76.45862658257434
