,ticker,name,description,logoid,update_mode,type,typespecs,Volatility.D,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark,relative_volume_10d_calc
0,NASDAQ:BLMZ,BLMZ,BloomZ Inc.,bloomz,streaming,stock,['common'],191.8774966711052,0.1522,10000,1,false,0,USD,49.50884086444008,763085127,2195627.4592,USD,,,,0.0,Commercial services,Commercial Services,america,,30.714923192035926
1,NASDAQ:TNMG,TNMG,TNL Mediagene,tnl-mediagene,streaming,stock,['common'],115.28419041553894,0.91,10000,1,false,0,USD,52.710186272864576,101426577,25739471.03,USD,,-3.2534,-10462.987012987012,0.0,Technology services,Technology Services,america,1.0,10.208310714950382
2,AMEX:NRXS,NRXS,"Neuraxis, Inc.",neuraxis,streaming,stock,['common'],112.60744985673352,3.99,100,1,false,0,USD,75.77092511013217,90732073,28791297.360000007,USD,,-1.2374,62.82186101012529,0.0,Health technology,Health Technology,america,1.0,2986.739646392326
3,NASDAQ:MULN,MULN,"Mullen Automotive, Inc.",mullen-automotive,streaming,stock,['common'],78.01047120418849,0.1995,10000,1,false,0,USD,-41.32352941176471,69344335,5680041.366176469,USD,,-16686343.8827,98.8198911048425,0.0,Technology services,Technology Services,america,,0.9247559741682487
4,NASDAQ:SYTA,SYTA,"Siyata Mobile, Inc.",siyata-mobile,streaming,stock,['common'],77.75800711743771,8.19,100,1,false,0,USD,101.2285012285012,128663965,12277233.0,USD,,-132.7291,81.57843603428351,0.0,Electronic technology,Electronic Technology,america,2.0,4.615541178233506
5,NASDAQ:EDBL,EDBL,Edible Garden AG Incorporated,,streaming,stock,['common'],76.73469387755101,3.6,100,1,false,0,USD,80.0,90904581,5958950.4,USD,,-59.4832,94.95620837166709,0.0,Process industries,Process Industries,america,1.0,1284.1643393243855
6,NASDAQ:PTIX,PTIX,"Protagenic Therapeutics, Inc.",protagenic-therapeutics,streaming,stock,['common'],73.43749999999999,6.88,100,1,false,0,USD,-38.01801801801802,4007870,4052065.873873874,USD,,-13.1415,31.655069117234063,0.0,Health technology,Health Technology,america,,0.393359356547647
7,NASDAQ:HCTI,HCTI,"Healthcare Triangle, Inc.",healthcare-triangle,streaming,stock,['common'],69.33333333333334,0.0097,10000,1,false,0,USD,6.59340659340659,673946820,438550.8571428571,USD,,-1.1603,43.529469022241685,0.0,Technology services,Technology Services,america,,2.180744868516874
8,NASDAQ:EPSM,EPSM,Epsium Enterprise Limited,,streaming,stock,['common'],66.8552036199095,13.81,100,1,false,0,USD,-4.030576789437109,590206,185579249.54000002,USD,,,,0.0,Distribution services,Distribution Services,america,,0.8347880449157229
9,NASDAQ:BBLG,BBLG,Bone Biologics Corp,bone-biologics,streaming,stock,['common'],52.396785813244676,0.88,10000,1,false,0,USD,18.502558577969292,4894933,2878517.209803393,USD,,-4.865,93.64629519586781,0.0,Health technology,Health Technology,america,,70.12617153139317
