,ticker,name,description,logoid,update_mode,type,typespecs,market_cap_basic,fundamental_currency_code,close,pricescale,minmov,fractional,minmove2,currency,change,volume,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark,relative_volume_10d_calc
0,AMEX:SVT,SVT,"Servotronics, Inc.",servotronics,streaming,stock,['common'],26306404.0,USD,37.75,100,1,false,0,USD,266.8610301263363,353378,,-0.4381,83.0934280091074,0.0,Producer manufacturing,Producer Manufacturing,america,,32.814984027932546
1,NASDAQ:PTIX,PTIX,"Protagenic Therapeutics, Inc.",protagenic-therapeutics,streaming,stock,['common'],1784558.0,USD,11.1,100,1,false,0,USD,266.33663366336634,97382610,,-13.1415,31.655069117234063,0.0,Health technology,Health Technology,america,,195.25100449919398
2,NASDAQ:SYTA,SYTA,"Siyata Mobile, Inc.",siyata-mobile,streaming,stock,['common'],12277232.523809524,USD,4.07,100,1,false,0,USD,76.1904761904762,81894036,,-132.7291,81.57843603428351,0.0,Electronic technology,Electronic Technology,america,2.0,4.157432551430678
3,AMEX:ARMP,ARMP,"Armata Pharmaceuticals, Inc.",armata-pharmaceuticals,streaming,stock,['common'],85778552.86666667,USD,2.37,100,1,false,0,USD,75.55555555555556,13177396,,-0.5354,75.7100081662281,0.0,Health technology,Health Technology,america,1.0,1200.0724921451665
4,NASDAQ:TNGX,TNGX,"Tango Therapeutics, Inc.",tango-therapeutics,streaming,stock,['common'],248222690.52,USD,2.29,100,1,false,0,USD,52.66666666666667,23643909,,-1.2128,-7.251503360452784,0.0,Health technology,Health Technology,america,1.0625,33.39920581230913
5,NASDAQ:NWTN,NWTN,NWTN Inc.,nwtn,streaming,stock,['common'],794783176.7272726,USD,2.72,100,1,false,0,USD,45.45454545454546,29599418,,,,0.0,Consumer durables,Consumer Durables,america,,11.241879955782084
6,NASDAQ:OMH,OMH,Ohmyhome Limited,,streaming,stock,['common'],5004495.246666667,USD,2.09,100,1,false,0,USD,39.33333333333333,4293689,,,,0.0,Finance,Finance,america,1.0,15.305932280424704
7,NASDAQ:ARQQ,ARQQ,Arqit Quantum Inc.,,streaming,stock,['common'],309362709.74837667,USD,24.27,100,1,false,0,USD,31.331168831168828,2622262,,-7.7644,27.839478062063773,0.0,Technology services,Technology Services,america,,5.359625166219667
8,NASDAQ:GUTS,GUTS,"Fractyl Health, Inc.",fractyl-health-inc,streaming,stock,['common'],103830469.77514794,USD,2.12,100,1,false,0,USD,25.44378698224853,634424,,-1.8406,,0.0,Health technology,Health Technology,america,1.0,3.0450559071081895
9,NASDAQ:QMCO,QMCO,Quantum Corporation,quantum,streaming,stock,['common'],89090571.70475319,USD,13.65,100,1,false,0,USD,24.771480804387576,9512302,,-25.6764,-223.69834346083053,0.0,Electronic technology,Electronic Technology,america,2.0,9.14720855040676
10,NASDAQ:CTNM,CTNM,"Contineum Therapeutics, Inc.",contineum-therapeutics,streaming,stock,['common'],113058672.87749287,USD,4.37,100,1,false,0,USD,24.501424501424513,202133,,-1.9306,-294.5384925433293,0.0,Health technology,Health Technology,america,1.1,2.3443864532591046
11,NASDAQ:ZKIN,ZKIN,"ZK International Group Co., Ltd",zk-international-co-ltd,streaming,stock,['common'],18538566.214532867,USD,3.59,100,1,false,0,USD,24.22145328719722,539589,,-0.081,95.82861262745907,0.0,Producer manufacturing,Producer Manufacturing,america,,0.037382570369031275
12,AMEX:AREN,AREN,"The Arena Group Holdings, Inc.",the-arena,streaming,stock,['common'],464194877.5806861,USD,9.76,100,1,false,0,USD,24.015247776365943,812783,174.28571428571428,0.056,,0.0,Technology services,Technology Services,america,,3.460538898241509
13,NASDAQ:GYRO,GYRO,"Gyrodyne , LLC",gyrodyne-llc,streaming,stock,['common'],20585524.863576155,USD,9.36,100,1,false,0,USD,23.97350993377483,1019,,,,,Finance,Finance,america,,0.44141217240632447
14,NYSE:ADCT,ADCT,ADC Therapeutics SA,adc-therapeutics-sa,streaming,stock,['common'],232077199.7142857,USD,2.34,100,1,false,0,USD,23.809523809523807,1371944,,-1.453,47.30543265394937,0.0,Health technology,Health Technology,america,1.0,2.6418064840125672
15,NASDAQ:NFE,NFE,New Fortress Energy Inc.,new-fortress-energy-llc,streaming,stock,['common'],902053811.6052631,USD,3.29,100,1,false,0,USD,23.684210526315784,30921469,,-2.2557,-202.849717308043,15.0375939849624,Utilities,Utilities,america,1.5,1.7444971922912527
16,NASDAQ:WTO,WTO,UTime Limited,utime-limited,streaming,stock,['common'],8469430.759162303,USD,2.35,100,1,false,0,USD,23.036649214659697,216733,,-1.4708,-50.7121631314684,0.0,Electronic technology,Electronic Technology,america,,4.582490236997284
17,NASDAQ:RYET,RYET,Ruanyun Edai Technology Inc.,ruanyun-edai-technology,streaming,stock,['common'],417825049.52000004,USD,12.38,100,1,false,0,USD,22.69573835480675,958696,,,,0.0,Technology services,Technology Services,america,,0.540183278803913
18,NASDAQ:TMC,TMC,TMC the metals company Inc.,the-metals-company,streaming,stock,['common'],1651121567.0604396,USD,4.45,100,1,false,0,USD,22.252747252747255,24110672,,-0.2337,28.597616865261227,0.0,Non-energy minerals,Non-Energy Minerals,america,1.333333,3.385893404654467
19,NASDAQ:AISP,AISP,"Airship AI Holdings, Inc",airship-ai,streaming,stock,['common'],171004802.56659144,USD,5.37,100,1,false,0,USD,21.218961625282176,4542218,,-0.066,-140.8921933085502,0.0,Technology services,Technology Services,america,1.0,7.1002975979261
20,NASDAQ:LAES,LAES,SEALSQ Corp,sealsq,streaming,stock,['common'],378224465.96899223,USD,3.1,100,1,false,0,USD,20.155038759689923,26670529,,-0.6817,-191.6987590928541,0.0,Electronic technology,Electronic Technology,america,1.0,3.272012913582602
21,NASDAQ:DOGZ,DOGZ,Dogness (International) Corporation,dogness-international,streaming,stock,['common'],276891823.9285714,USD,21.75,100,1,false,0,USD,19.50549450549451,316981,,-0.396,2.750491159135557,0.0,Consumer non-durables,Consumer Non-Durables,america,,1.0127029960233849
22,NASDAQ:FCEL,FCEL,"FuelCell Energy, Inc.",fuelcell-energy,streaming,stock,['common'],110847913.6699029,USD,4.88,100,1,false,0,USD,18.446601941747566,1714091,,-7.8119,0.4104996111727343,0.0,Electronic technology,Electronic Technology,america,2.111111,1.822594420052324
23,NYSE:ANVS,ANVS,"Annovis Bio, Inc.",annovis-bio,streaming,stock,['common'],41310807.95530727,USD,2.12,100,1,false,0,USD,18.435754189944138,677981,,-2.2135,56.85857955874328,0.0,Health technology,Health Technology,america,1.25,2.1309114018898385
