,ticker,name,description,logoid,update_mode,type,typespecs,relative_volume_10d_calc,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark
0,NASDAQ:GITS,GITS,"Global Interactive Technologies, Inc.",global-interactive-technologies,streaming,stock,['common'],2812.5239553939246,2.41,10000,1,false,0,USD,153.68421052631584,55914945,2793381.9,USD,,,,0.0,Technology services,Technology Services,america,
1,NASDAQ:BENF,BENF,Beneficient,beneficient,streaming,stock,['common'],452.97359697907314,0.4442,10000,1,false,0,USD,23.38888888888889,45163506,3852082.657777778,USD,,-19.6217,97.2344545272088,0.0,Finance,Finance,america,
2,NASDAQ:TIRX,TIRX,TIAN RUIXIANG Holdings Ltd,tian-ruixiang-ltd,streaming,stock,['common'],411.4201602491087,2.0,100,1,false,0,USD,9.289617486338795,21668677,20343841.530054644,USD,,-3.2634,14.864864864864872,0.0,Finance,Finance,america,
3,NASDAQ:BSLK,BSLK,"Bolt Projects Holdings, Inc.",,streaming,stock,['common'],358.80234367518915,3.38,100,1,false,0,USD,86.7403314917127,29975783,6968813.038674033,USD,6.5964090554254495,0.5124,,0.0,Finance,Finance,america,
4,NASDAQ:BNAI,BNAI,Brand Engagement Network Inc.,brand-engagement-network,streaming,stock,['common'],210.97357504947433,0.279,10000,1,false,0,USD,12.955465587044547,56800500,11794573.639676115,USD,,-0.9802,-20.32899582617235,0.0,Technology services,Technology Services,america,1.0
5,AMEX:MPU,MPU,Mega Matrix Inc.,mega-matrix,streaming,stock,['common'],154.42426472740652,0.9461,10000,1,false,0,USD,8.659699092684049,3692732,32996508.275180887,USD,,,,0.0,Technology services,Technology Services,america,
6,NASDAQ:RRGB,RRGB,"Red Robin Gourmet Burgers, Inc.",red-robin-gourmet-burgers,streaming,stock,['common'],101.36695867683038,5.1,100,1,false,0,USD,62.939297124600635,32508039,89866598.14696483,USD,,-4.2152,-140.483797352807,0.0,Consumer services,Consumer Services,america,1.25
7,NYSE:GWH,GWH,"ESS Tech, Inc.",,streaming,stock,['common'],97.71940978307747,1.7,10000,1,false,0,USD,107.31707317073172,37657484,9925075.0,USD,,-7.243,-54.01135469603864,0.0,Producer manufacturing,Producer Manufacturing,america,2.0
8,NASDAQ:IBAC,IBAC,IB Acquisition Corp.,ib-acquisition,streaming,stock,['common'],65.74202368416191,10.44,100,1,false,0,USD,0.19193857965450647,355855,164420499.6,USD,42.370129870129865,0.2464,,0.0,Finance,Finance,america,
9,NASDAQ:VIVK,VIVK,"Vivakor, Inc.",vivakor,streaming,stock,['common'],65.47393693259937,1.14,10000,1,false,0,USD,34.1492115791951,28258250,53918976.27677101,USD,,-0.7521,-53.961105424769706,0.0,Process industries,Process Industries,america,
10,NASDAQ:LBGJ,LBGJ,Li Bang International Corporation Inc.,li-bang-international,streaming,stock,['common'],61.477544923813944,1.63,100,1,false,0,USD,13.194444444444443,675005,30187599.999999996,USD,,,,0.0,Consumer durables,Consumer Durables,america,
11,NASDAQ:SLE,SLE,"Super League Enterprise, Inc.",super-league-enterprise,streaming,stock,['common'],58.756911621366356,0.195,10000,1,false,0,USD,24.20382165605096,200225017,4715773.184713376,USD,,-1.8379,81.30961823987633,0.0,Technology services,Technology Services,america,1.0
12,AMEX:ROLR,ROLR,"High Roller Technologies, Inc.",high-roller-technologies,streaming,stock,['common'],43.31662122221297,4.36,100,1,false,0,USD,59.12408759124087,1664883,36741061.64,USD,,-0.8814,-63.43408121639161,0.0,Technology services,Technology Services,america,
13,NASDAQ:BMGL,BMGL,Basel Medical Group Ltd,basel-medical-ltd,streaming,stock,['common'],42.63047141124195,6.08,100,1,false,0,USD,484.6153846153846,177260399,19537180.0,USD,,,,0.0,Health services,Health Services,america,
14,AMEX:BURU,BURU,"Nuburu, Inc.",nuburu-inc,streaming,stock,['common'],35.6579918063748,0.368,10000,1,false,0,USD,82.17821782178217,660341015,19299153.34653465,USD,,-9.7161,59.66615744815103,0.0,Electronic technology,Electronic Technology,america,
15,NASDAQ:MRKR,MRKR,"Marker Therapeutics, Inc.",marker-therapeutics,streaming,stock,['common'],35.3842370848109,1.56,100,1,false,0,USD,28.92561983471075,2014598,17651142.148760334,USD,,-1.3265,18.524660647380387,0.0,Health technology,Health Technology,america,1.0
16,NASDAQ:LNZA,LNZA,"LanzaTech Global, Inc.",lanzatech-global,streaming,stock,['common'],32.38107835279113,0.2822,10000,1,false,0,USD,16.804635761589402,38900254,65460519.49586092,USD,,-0.6673,-35.96169519152404,0.0,Industrial services,Industrial Services,america,2.0
17,NASDAQ:ALCY,ALCY,Alchemy Investments Acquisition Corp 1,alchemy-investments-acquisition-1,streaming,stock,['common'],30.07856602455916,11.48,100,1,false,0,USD,-0.17391304347825717,51684,52032678.37823608,USD,86.57616892911011,0.1326,-57.85123966942148,0.0,Finance,Finance,america,
18,NASDAQ:ISPO,ISPO,Inspirato Incorporated,inspirato-incorporated,streaming,stock,['common'],24.081445228490715,3.64,100,1,false,0,USD,7.6923076923077,414302,45283703.23076923,USD,,-1.8409,87.3190053041262,0.0,Consumer services,Consumer Services,america,2.0
19,NASDAQ:EDSA,EDSA,"Edesa Biotech, Inc.",edesa-biotech,streaming,stock,['common'],23.794292073228657,1.96,100,1,false,0,USD,-1.5075376884422125,350666,13764449.648241205,USD,,-1.5973,-23.2294399012498,0.0,Health technology,Health Technology,america,1.0
20,NASDAQ:IPDN,IPDN,"Professional Diversity Network, Inc.",,streaming,stock,['common'],23.764772342108238,1.57,100,1,false,0,USD,-0.6329113924050638,210342,3270757.1518987343,USD,,-1.7099,53.7327164001407,0.0,Commercial services,Commercial Services,america,
21,NASDAQ:ATHA,ATHA,"Athira Pharma, Inc.",athira-pharma,streaming,stock,['common'],21.334782962632197,0.3125,10000,1,false,0,USD,10.541209762999644,6263728,12200764.945171561,USD,,-2.066,32.22896506478597,0.0,Health technology,Health Technology,america,2.0
22,NASDAQ:ECDA,ECDA,"ECD Automotive Design, Inc.",ecd-automotive-design,streaming,stock,['common'],19.93344428489817,0.3404,10000,1,false,0,USD,28.59841329807329,102130138,12045278.404231204,USD,,-0.2752,-162.59541984732823,0.0,Producer manufacturing,Producer Manufacturing,america,1.0
23,NASDAQ:LE,LE,"Lands' End, Inc.",lands-end,streaming,stock,['common'],19.857334644856703,8.42,100,1,false,0,USD,-3.550973654066443,2135843,260021607.90378004,USD,42.01596806387226,0.2004,,0.0,Retail trade,Retail Trade,america,1.0
24,NASDAQ:LVTX,LVTX,LAVA Therapeutics N.V.,lava-therapeutics-nv,streaming,stock,['common'],18.61576132897203,1.31,100,1,false,0,USD,-1.1320754716981059,405213,34459936.57358491,USD,,-1.0409,3.851838167374845,0.0,Health technology,Health Technology,america,1.75
25,NASDAQ:TATT,TATT,TAT Technologies Ltd.,tat-technologies,streaming,stock,['common'],17.94341472077924,26.03,100,1,false,0,USD,-5.276564774381366,2626889,284777517.9443231,USD,22.07428765264586,1.1792,84.25,0.0,Electronic technology,Electronic Technology,america,1.0
26,NASDAQ:SISI,SISI,"Shineco, Inc.",shineco,streaming,stock,['common'],16.62238455285456,0.45,10000,1,false,0,USD,-35.98862019914651,4776768,9335630.867709816,USD,,-4.491,-310.77471874142503,0.0,Process industries,Process Industries,america,
27,NASDAQ:FEMY,FEMY,Femasys Inc.,femasys,streaming,stock,['common'],16.177529187210762,0.88,100,1,false,0,USD,-13.725490196078432,2179935,23971099.05882353,USD,,-0.9134,-6.892919836161491,0.0,Electronic technology,Electronic Technology,america,1.0
28,NASDAQ:NCPL,NCPL,Netcapital Inc.,netcapital,streaming,stock,['common'],15.901607082272896,2.67,100,1,false,0,USD,32.17821782178218,1551391,5852762.925742575,USD,,-16.9907,-261.573492796493,0.0,Commercial services,Commercial Services,america,
29,NASDAQ:IVP,IVP,"Inspire Veterinary Partners, Inc.",inspire-veterinary-partners,streaming,stock,['common'],14.90169514777882,1.82,100,1,false,0,USD,26.03878116343491,521382,9355348.268698063,USD,,-30.7027,99.3320090725642,0.0,Process industries,Process Industries,america,
30,NASDAQ:VERB,VERB,"Verb Technology Company, Inc.",verb-technology-company,streaming,stock,['common'],14.014352680651786,8.09,100,1,false,0,USD,24.46153846153846,270861,11471255.327692308,USD,,-13.151,98.05716092280056,0.0,Technology services,Technology Services,america,1.0
31,NASDAQ:MFI,MFI,mF International Limited,mf-international-limited,streaming,stock,['common'],13.629874244034637,0.861,10000,1,false,0,USD,13.30438215554678,5010245,11409685.287,USD,,-0.2003,,0.0,Technology services,Technology Services,america,
32,NASDAQ:GMHS,GMHS,Gamehaus Holdings Inc.,gamehaus,streaming,stock,['common'],13.139418396286315,1.6871,100,1,false,0,USD,12.473333333333336,93123,90376895.37433334,USD,,,,0.0,Finance,Finance,america,
33,NASDAQ:LOKV,LOKV,Live Oak Acquisition Corp. V,,streaming,stock,['common'],12.328688503565383,10.35,100,1,false,0,USD,1.769911504424776,1153551,297562500.0,USD,,,,0.0,Finance,Finance,america,
34,NASDAQ:AACB,AACB,Artius II Acquisition Inc.,,streaming,stock,['common'],12.32106683139086,10.075,100,1,false,0,USD,0.2487562189054585,135634,296205000.0,USD,,,,0.0,Finance,Finance,america,
35,AMEX:KAPA,KAPA,"Kairos Pharma, Ltd.",kairos-pharma-ltd,streaming,stock,['common'],11.51027751829123,0.61,10000,1,false,0,USD,10.487230574171335,1865496,10278076.66,USD,,-0.252,-62.79069767441862,0.0,Health technology,Health Technology,america,1.0
36,NYSE:IPG,IPG,"Interpublic Group of Companies, Inc. (The)",interpublic-group-cos,streaming,stock,['common'],11.479052177722052,23.96,100,1,false,0,USD,-1.4397367338543723,47959123,8858843473.107363,USD,18.315242317688426,1.3082,-53.530832622904235,5.42986425339367,Commercial services,Commercial Services,america,1.538462
37,NYSE:TLYS,TLYS,"Tilly's, Inc.",tillys,streaming,stock,['common'],10.861253564848399,1.43,100,1,false,0,USD,31.1926605504587,4562149,43117072.68807339,USD,,-1.54,-33.29871029169913,0.0,Retail trade,Retail Trade,america,2.0
38,NASDAQ:MANH,MANH,"Manhattan Associates, Inc.",manhattan-associates,streaming,stock,['common'],10.084513408829528,188.78,100,1,false,0,USD,-0.058234951559100655,6197591,11461775531.2637,USD,53.81413911060433,3.508,14.349044918182408,0.0,Technology services,Technology Services,america,1.5
39,NYSE:EEX,EEX,"Emerald Holding, Inc.",emerald,streaming,stock,['common'],10.013260821222547,4.58,100,1,false,0,USD,-0.8658008658008665,612387,910773468.5627705,USD,284.472049689441,0.0161,,0.974025974025974,Commercial services,Commercial Services,america,1.0
40,NASDAQ:WBA,WBA,"Walgreens Boots Alliance, Inc.",walgreens-boots-alliance,streaming,stock,['common'],9.699689770435054,11.25,100,1,false,0,USD,0.13351134846462456,69211728,9728300560.413885,USD,,-6.6897,4.421933935306891,8.90075656430797,Retail trade,Retail Trade,america,2.0
