,ticker,name,description,logoid,update_mode,type,typespecs,Volatility.D,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark,relative_volume_10d_calc
0,NASDAQ:HCTI,HCTI,"Healthcare Triangle, Inc.",healthcare-triangle,streaming,stock,['common'],429.57746478873236,0.0079,10000,1,false,0,USD,-78.98936170212765,672396060,357170.0,USD,,-1.1603,43.529469022241685,0.0,Technology services,Technology Services,america,,20.893384025504222
1,NASDAQ:AFMD,AFMD,Affimed N.V.,affimed,streaming,stock,['common'],277.8599886169607,0.279,10000,1,false,0,USD,227.84958871915399,919275416,4248462.0,USD,,-3.6405,-325.8890968647637,0.0,Health technology,Health Technology,america,2.0,322.90061515037655
2,NASDAQ:GORV,GORV,"Lazydays Holdings, Inc.",lazydays,streaming,stock,['common'],257.9347000759301,0.2191,10000,1,false,0,USD,56.49999999999997,181750571,24150464.000000004,USD,,-7.0639,26.174700054345557,0.0,Retail trade,Retail Trade,america,,367.90876255718763
3,NASDAQ:CGBS,CGBS,Crown LNG Holdings Limited,crown-lng-limited,streaming,stock,['common'],168.13880126182968,0.0694,10000,1,false,0,USD,-24.070021881838066,199526832,32014864.000000007,USD,,,,0.0,Miscellaneous,Miscellaneous,america,,13.65330085849443
4,AMEX:LGPS,LGPS,LogProstyle Inc.,,streaming,stock,['common'],154.2056074766355,1.13,100,1,false,0,USD,-58.45588235294118,2694411,26726884.299999997,USD,6.222466960352422,0.1816,,0.0,Finance,Finance,america,,11.399987560931338
5,NASDAQ:VSTE,VSTE,Vast Renewables Limited,vast-renewables-limited,streaming,stock,['common'],147.04562453253553,0.1564,10000,1,false,0,USD,17.32933233308328,157919376,4687856.0,USD,,-0.5876,-8149.315068493151,0.0,Utilities,Utilities,america,,19.02757960483614
6,NASDAQ:TOPW,TOPW,Top Win International Limited,top-win-international-limited,streaming,stock,['common'],146.04966139954857,7.77,100,1,false,0,USD,3.5999999999999943,15052055,193193280.0,USD,,,,0.0,Distribution services,Distribution Services,america,,26.217839631432728
7,NASDAQ:LHSW,LHSW,Lianhe Sowell International Group Ltd,,streaming,stock,['common'],145.3125,1.36,100,1,false,0,USD,-54.05405405405405,4926025,70720000.0,USD,,,,0.0,Electronic technology,Electronic Technology,america,,6.557247971869203
8,NASDAQ:UOKA,UOKA,MDJM LTD,mdjm,streaming,stock,['common'],138.81176470588235,0.0922,10000,1,false,0,USD,12.576312576312581,138720066,2463264.0000000005,USD,,-0.2171,-118.41046277665994,0.0,Finance,Finance,america,,28.37835920382047
9,NASDAQ:SYTA,SYTA,"Siyata Mobile, Inc.",siyata-mobile,streaming,stock,['common'],135.25179856115108,2.31,100,1,false,0,USD,75.0,44254335,6968159.0,USD,,-132.7291,81.57843603428351,0.0,Electronic technology,Electronic Technology,america,2.0,2.8942078193167857
