,ticker,name,description,logoid,update_mode,type,typespecs,market_cap_basic,fundamental_currency_code,close,pricescale,minmov,fractional,minmove2,currency,change,volume,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark,relative_volume_10d_calc
0,NASDAQ:SMMT,SMMT,Summit Therapeutics Inc.,summit-therapeutics,streaming,stock,['common'],13527659890.41778,USD,18.215,100,1,false,0,USD,-30.50362457077452,19850372,,-0.3309,-99.69824984912495,0.0,Health technology,Health Technology,america,1.0,8.516160430816116
1,NASDAQ:CLGN,CLGN,CollPlant Biotechnologies Ltd.,collplant-biotechnologies-ltd,streaming,stock,['common'],36425346.422907494,USD,3.18,100,1,false,0,USD,-29.955947136563875,316475,,-1.2105,-80.96875467184927,0.0,Health technology,Health Technology,america,1.0,1.073616562072661
2,NASDAQ:MDCX,MDCX,Medicus Pharma Ltd.,medicus-pharma-ltd,streaming,stock,['common'],34610480.7565337,USD,2.55,100,1,false,0,USD,-29.848693259972492,1978502,,-1.426,,0.0,Health technology,Health Technology,america,1.0,4.479278969257484
3,NASDAQ:ALZN,ALZN,"Alzamend Neuro, Inc.",alzamend-neuro,streaming,stock,['common'],3067653.988970588,USD,3.83,100,1,false,0,USD,-29.595588235294123,2030768,,-27.5792,83.61972911781544,0.0,Health technology,Health Technology,america,1.5,0.25824886882402653
4,AMEX:VENU,VENU,Venu Holding Corporation,venu,streaming,stock,['common'],355128853.1605896,USD,9.37,100,1,false,0,USD,-27.30799069045773,245791,,-0.8738,,0.0,Consumer services,Consumer Services,america,1.0,2.996815309922041
5,NASDAQ:HCAI,HCAI,"Huachen AI Parking Management Technology Holding Co., Ltd.",huachen-ai-parking-management-technology-co-ltd,streaming,stock,['common'],214891950.0,USD,6.37,100,1,false,0,USD,-22.600243013365738,865160,161.67512690355332,0.0394,,0.0,Producer manufacturing,Producer Manufacturing,america,,3.103427990111043
6,NYSE:GAP,GAP,"Gap, Inc. (The)",gap,streaming,stock,['common'],8402029429.023255,USD,22.31,100,1,false,0,USD,-20.178890876565298,58746202,9.721132897603486,2.295,27.869400490305324,2.20035778175313,Retail trade,Retail Trade,america,1.55,4.5218740420945105
7,NASDAQ:MCTR,MCTR,CTRL Group Limited,ctrl-limited,streaming,stock,['common'],72216000.0,USD,4.72,100,1,false,0,USD,-19.727891156462587,29188,2052.173913043478,0.0023,,0.0,Electronic technology,Electronic Technology,america,,2.3610111223458037
8,NASDAQ:NEGG,NEGG,"Newegg Commerce, Inc.",newegg-commerce,streaming,stock,['common'],93878578.42000002,USD,4.84,100,1,false,0,USD,-19.333333333333336,332632,,,,0.0,Retail trade,Retail Trade,america,,1.1965937411864922
9,NASDAQ:REGN,REGN,"Regeneron Pharmaceuticals, Inc.",regeneron-pharmaceuticals,streaming,stock,['common'],52933326413.062,USD,490.28,100,1,false,0,USD,-19.01418920035019,6311667,12.479986152581246,39.2853,16.05050233517173,0.14536084177142,Health technology,Health Technology,america,1.333333,6.814773809805306
