,ticker,name,description,logoid,type,typespecs,market_cap_basicfundamental_currency_code,close,pricescale,minmov,fractional,minmove2,currency,change,volume,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark,relative_volume_10d_calc
173,NASDAQ:RKDA,RKDA,"Arcadia Biosciences, Inc.",arcadia-biosciences,stock,['common'],,4.3701,100,1,false,0,USD,-5.623582766439904,2849,,-1.4786,72.02323513273163,0.0,Process industries,Process Industries,america,1.0,0.7412514635098217
174,NASDAQ:LHAI,LHAI,Linkhome Holdings Inc.,,stock,['common'],,7.08,100,1,false,0,USD,-5.599999999999999,153421,138.28125,0.0512,,0.0,Technology services,Technology Services,america,,0.15390824271478648
175,AMEX:EXOD,EXOD,"Exodus Movement, Inc.",exodus-movement,stock,['common'],,30.12,100,1,false,0,USD,-5.579937304075227,145110,17.087422703806663,1.7627,,0.0,Technology services,Technology Services,america,1.0,1.2755510158874708
176,NASDAQ:FWRD,FWRD,Forward Air Corporation,forward-air,stock,['common'],,28.57,100,1,false,0,USD,-5.553719008264462,757172,,-29.6122,-681.6957921968218,0.0,Transportation,Transportation,america,1.428571,1.6857350417208135
177,NASDAQ:GLBE,GLBE,Global-E Online Ltd.,global-e-online,stock,['common'],,32.78,100,1,false,0,USD,-5.5331412103746445,2627767,,-0.3658,50.78703080855643,0.0,Retail trade,Retail Trade,america,1.2,1.8936590235232331
178,NASDAQ:PLUR,PLUR,Pluri Inc.,pluristem-therapeutics,stock,['common'],,4.55,100,1,false,0,USD,-5.523255813953489,5432,,-3.6056,13.572079198427542,0.0,Health technology,Health Technology,america,1.0,0.7642200931358066
179,AMEX:CVM,CVM,Cel-Sci Corporation,cel-sci,stock,['common'],,7.03,100,1,false,0,USD,-5.510752688172045,206421,,-12.2634,35.03385143511013,0.0,Health technology,Health Technology,america,,0.363011741285483
180,NASDAQ:SHLS,SHLS,"Shoals Technologies Group, Inc.",shoals-technologies-group,stock,['common'],,4.46,100,1,false,0,USD,-5.508474576271182,4920303,35.31274742676168,0.1263,-7.742878013148283,0.0,Electronic technology,Electronic Technology,america,1.380952,0.9363532163560176
181,NASDAQ:AYTU,AYTU,"Aytu BioPharma, Inc.",aytu-biopharma,stock,['common'],,2.24,100,1,false,0,USD,-5.485232067510544,150378,,-0.7132,72.9407747467466,0.0,Health technology,Health Technology,america,1.0,1.1437894328514873
182,NYSE:ASAN,ASAN,"Asana, Inc.",asana,stock,['common'],,12.8,100,1,false,0,USD,-5.465288035450506,5795335,,-1.0035,13.73678328891945,0.0,Technology services,Technology Services,america,1.875,1.5684969720150306
183,NASDAQ:CCEC,CCEC,Capital Clean Energy Carriers Corp.,capital-product,stock,['common'],,22.5,100,1,false,0,USD,-5.42244640605296,11769,7.0316894805925365,3.1998,25.536505943740433,2.52206809583859,Transportation,Transportation,america,1.416667,0.2954437052843
184,NASDAQ:VERB,VERB,"Verb Technology Company, Inc.",verb-technology-company,stock,['common'],,15.89,100,1,false,0,USD,-5.416666666666668,257025,,-11.5881,93.90920654276343,0.0,Technology services,Technology Services,america,1.0,0.06734778437777189
185,NASDAQ:FA,FA,First Advantage Corporation,first-advantage,stock,['common'],,15.73,100,1,false,0,USD,-5.411906193625969,1367013,,-0.9148,-640.9816676522767,0.0,Commercial services,Commercial Services,america,1.555556,1.3965607337237604
186,NASDAQ:XXII,XXII,"22nd Century Group, Inc",22nd-century,stock,['common'],,2.3,100,1,false,0,USD,-5.349794238683141,253844,,-2825.5091,99.11402659823749,0.0,Health technology,Health Technology,america,1.5,0.11335436649464915
187,NASDAQ:SOPH,SOPH,SOPHiA GENETICS SA,sophia-genetics-sa,stock,['common'],,3.01,100,1,false,0,USD,-5.345911949685546,59431,,-1.0981,-7.488253719655444,0.0,Technology services,Technology Services,america,1.0,0.43136304217967136
188,NASDAQ:IRBT,IRBT,iRobot Corporation,irobot,stock,['common'],,3.55,100,1,false,0,USD,-5.3333333333333375,1289987,,-6.2552,13.630840605324195,0.0,Consumer durables,Consumer Durables,america,2.0,1.0138599191434636
189,NASDAQ:PHIO,PHIO,Phio Pharmaceuticals Corp.,phio-pharmaceuticals,stock,['common'],,2.13,100,1,false,0,USD,-5.3333333333333375,191918,,-6.5062,79.86295094956299,0.0,Health technology,Health Technology,america,1.0,0.6255363740219781
190,NASDAQ:BSLK,BSLK,"Bolt Projects Holdings, Inc.",bolt-projects,stock,['common'],,2.14,100,1,false,0,USD,-5.309734513274321,86778,4.176424668227948,0.5124,,0.0,Finance,Finance,america,,0.1425084295071177
191,NASDAQ:CYCN,CYCN,"Cyclerion Therapeutics, Inc.",cyclerion-therapeutics,stock,['common'],,2.17,100,1,false,0,USD,-5.289804469273742,13347,,-0.7426,85.69584898391601,0.0,Health technology,Health Technology,america,,0.31038091251569694
192,NYSE:CRI,CRI,"Carter's, Inc.",carters,stock,['common'],,24.02,100,1,false,0,USD,-5.28391167192429,1560282,6.38116996971468,3.7642,-41.92931303127072,10.4495268138801,Retail trade,Retail Trade,america,2.428571,0.8988215295903377
193,NASDAQ:MRSN,MRSN,"Mersana Therapeutics, Inc.",mersana-therapeutics,stock,['common'],,5.97,100,1,false,0,USD,-5.23809523809524,97724,,-14.9995,47.20437866281833,0.0,Health technology,Health Technology,america,1.125,0.8468643815898597
194,NASDAQ:TEAM,TEAM,Atlassian Corporation,atlassian,stock,['common'],,159.28,100,1,false,0,USD,-5.224324645959777,5298278,,-0.982,15.198618307426592,0.0,Technology services,Technology Services,america,1.274194,1.8524898930440765
195,NASDAQ:EHLD,EHLD,Euroholdings Ltd.,euroholdings-ltd,stock,['common'],,7.11,100,1,false,0,USD,-5.199999999999996,16529,5.3119163242435565,1.3385,,0.0,Transportation,Transportation,america,,3.309705452433872
196,NASDAQ:GSIT,GSIT,"GSI Technology, Inc.",gsi-technology,stock,['common'],,3.13,100,1,false,0,USD,-5.15151515151515,493918,,-0.5414,1.8135654697134584,0.0,Electronic technology,Electronic Technology,america,,1.7430267355523559
197,NYSE:SMHI,SMHI,SEACOR Marine Holdings Inc.,seacor-marine,stock,['common'],,6.09,100,1,false,0,USD,-5.140186915887852,106300,,-2.3497,-108.9365107593811,0.0,Transportation,Transportation,america,1.0,0.7873531675225337
198,NASDAQ:LEE,LEE,"Lee Enterprises, Incorporated",lee-enterprises,stock,['common'],,4.14,100,1,false,0,USD,-5.132905591200738,28972,,-6.8152,-127.21877708875107,0.0,Consumer services,Consumer Services,america,,0.9307944136914029
199,NYSE:KD,KD,"Kyndryl Holdings, Inc.",kyndryl,stock,['common'],,29.12,100,1,false,0,USD,-5.115672857608343,4491174,23.808355817185838,1.2231,,0.0,Technology services,Technology Services,america,1.1,1.041003374333509
200,NASDAQ:STIM,STIM,"Neuronetics, Inc.",neuronetics,stock,['common'],,3.92,100,1,false,0,USD,-5.084745762711863,672124,,-1.1314,-2.4262176353431046,0.0,Health technology,Health Technology,america,1.0,0.439279476668923
201,NASDAQ:WBUY,WBUY,WEBUY GLOBAL LTD.,webuy-global-ltd,stock,['common'],,2.99,100,1,false,0,USD,-5.079365079365069,71019,,-10.7004,9.232491856677525,0.0,Retail trade,Retail Trade,america,,0.17638306311309312
202,NASDAQ:VWAV,VWAV,"VisionWave Holdings, Inc.",,stock,['common'],,6.55,100,1,false,0,USD,-5.0724637681159495,185043,,-0.4182,-733.0677290836653,0.0,Finance,Finance,america,,0.0061236866764051694
203,NASDAQ:USAR,USAR,"USA Rare Earth, Inc.",usa-rare-earth,stock,['common'],,15.44,100,1,false,0,USD,-5.043050430504318,10928976,19.134960961705293,0.8069,160.6266149870801,0.0,Producer manufacturing,Producer Manufacturing,america,1.0,1.5704587679520579
204,NASDAQ:MCVT,MCVT,"Mill City Ventures III, Ltd.",mill-city-ventures-iii-ltd,stock,['common'],,5.69,100,1,false,0,USD,-5.008347245409012,623957,29.712793733681465,0.1915,,0.0,Finance,Finance,america,,0.14997096756159195
205,NASDAQ:UDMY,UDMY,"Udemy, Inc.",udemy,stock,['common'],,6.65,100,1,false,0,USD,-4.999999999999995,1853144,,-0.207,63.45338983050848,0.0,Technology services,Technology Services,america,1.4,0.8675435556821841
206,NYSE:QUAD,QUAD,"Quad Graphics, Inc",quad-graphics,stock,['common'],,5.92,100,1,false,0,USD,-4.97592295345105,341569,,-0.3126,73.42740564433866,4.01284109149278,Commercial services,Commercial Services,america,1.0,0.714612687032745
207,NASDAQ:RGNX,RGNX,REGENXBIO Inc.,regenxbio,stock,['common'],,7.46,100,1,false,0,USD,-4.9681528662420344,659370,,-3.4645,34.248733180239505,0.0,Health technology,Health Technology,america,1.192308,0.9788998440725988
208,NYSE:NOMD,NOMD,Nomad Foods Limited,nomad-foods-limited,stock,['common'],,15.35,100,1,false,0,USD,-4.953560371517022,648278,10.447151704893486,1.4693,8.47545219638243,3.96284829721362,Consumer non-durables,Consumer Non-Durables,america,1.071429,0.4315127200727985
209,NASDAQ:VRNT,VRNT,Verint Systems Inc.,verint-systems,stock,['common'],,19.97,100,1,false,0,USD,-4.950023798191349,910639,25.711342860821425,0.7767,63.964534515516135,0.0,Technology services,Technology Services,america,1.4,0.959498587049747
210,NASDAQ:GVH,GVH,Globavend Holdings Limited - Ord Shares,globavend-limited-ord-shares,stock,['common'],,5.39,100,1,false,0,USD,-4.938271604938276,179051,,,,0.0,Transportation,Transportation,america,1.0,1.5731260092814394
211,NASDAQ:IPWR,IPWR,Ideal Power Inc.,ideal-power,stock,['common'],,3.859,100,1,false,0,USD,-4.927322000492737,64658,,-1.2035,24.28436615287826,0.0,Electronic technology,Electronic Technology,america,2.0,0.9514699974542314
212,NASDAQ:GHRS,GHRS,GH Research PLC,gh-research-plc,stock,['common'],,11.8,100,1,false,0,USD,-4.915390813859786,346032,,-0.7381,-9.81996726677577,0.0,Health technology,Health Technology,america,1.0,1.0192340545858345
213,NASDAQ:ANAB,ANAB,"AnaptysBio, Inc.",anaptysbio,stock,['common'],,20.0,100,1,false,0,USD,-4.897765097479796,524163,,-4.4767,29.368422713431467,0.0,Health technology,Health Technology,america,1.166667,1.0486890561512394
214,NASDAQ:PXS,PXS,Pyxis Tankers Inc.,pyxis-tankers,stock,['common'],,2.54,100,1,false,0,USD,-4.8689138576778985,39410,,-0.0348,-101.27248793330408,0.0,Transportation,Transportation,america,1.0,1.6020585700580499
215,NASDAQ:APVO,APVO,Aptevo Therapeutics Inc.,aptevo-therapeutics,stock,['common'],,2.15,100,1,false,0,USD,-4.867256637168136,101738,,-1769.0946,97.59485650601745,0.0,Health technology,Health Technology,america,,1.1866288766810122
216,NYSE:LOCL,LOCL,Local Bounti Corporation,local-bounti,stock,['common'],,2.5401,100,1,false,0,USD,-4.865168539325848,6188,,-15.544,-1.1992343650307986,0.0,Finance,Finance,america,1.0,0.2718984115824857
217,NASDAQ:PRTG,PRTG,Portage Biotech Inc.,portage-biotech,stock,['common'],,8.85,100,1,false,0,USD,-4.838709677419366,29796,,,,0.0,Health technology,Health Technology,america,,0.42191774614701016
218,NASDAQ:PGNY,PGNY,"Progyny, Inc.",progyny,stock,['common'],,21.75,100,1,false,0,USD,-4.81400437636762,1416567,36.926994906621395,0.589,-6.060606060606066,0.0,Commercial services,Commercial Services,america,1.5,1.175446096583327
219,AMEX:UEC,UEC,Uranium Energy Corp.,uranium-energy,stock,['common'],,9.69,100,1,false,0,USD,-4.813359528487232,13443776,,-0.1802,-441.1411411411411,0.0,Non-energy minerals,Non-Energy Minerals,america,1.0625,1.0572876610484387
220,NASDAQ:TMC,TMC,TMC the metals company Inc.,the-metals-company,stock,['common'],,5.35,100,1,false,0,USD,-4.80427046263346,7636685,,-0.2337,28.597616865261227,0.0,Non-energy minerals,Non-Energy Minerals,america,1.0,0.5764000144705996
221,NYSE:HSY,HSY,The Hershey Company,hershey,stock,['common'],,175.42,100,1,false,0,USD,-4.802735116947969,3185027,23.311008345293146,7.5252,-16.449793489363596,2.9738969989689,Consumer non-durables,Consumer Non-Durables,america,2.04,1.7561105651071784
222,NYSE:EBS,EBS,Emergent BioSolutions Inc.,emergent-biosolutions,stock,['common'],,8.16,100,1,false,0,USD,-4.784130688448076,1330407,3.3270814645682134,2.4526,,0.0,Health technology,Health Technology,america,1.666667,0.732510482018983
223,NASDAQ:ZENA,ZENA,"ZenaTech, Inc.",zenatech,stock,['common'],,4.8,100,1,false,0,USD,-4.761904761904765,619731,,-0.2489,,0.0,Technology services,Technology Services,america,1.0,0.7245509955150702
224,AMEX:DDC,DDC,DDC Enterprise Limited,ddc-enterprise-limited,stock,['common'],,11.5,100,1,false,0,USD,-4.722452361226183,16750,,,,0.0,Technology services,Technology Services,america,1.0,0.27125681785792943
225,NASDAQ:UCTT,UCTT,"Ultra Clean Holdings, Inc.",ultra-clean,stock,['common'],,22.11,100,1,false,0,USD,-4.698275862068965,490845,,-3.387,-1604.579768495219,0.0,Producer manufacturing,Producer Manufacturing,america,1.0,0.8207875661080595
226,NYSE:CLB,CLB,Core Laboratories Inc.,core-laboratories,stock,['common'],,9.74,100,1,false,0,USD,-4.696673189823879,438146,15.66420070762303,0.6218,5.928449744463382,0.391389432485323,Energy minerals,Energy Minerals,america,2.1,0.870753658430916
227,NYSE:TRU,TRU,TransUnion,transunion,stock,['common'],,86.0,100,1,false,0,USD,-4.688019505707641,3883918,43.279150520859545,1.9871,,0.487642690901031,Commercial services,Commercial Services,america,1.347826,2.3691923823610757
228,NASDAQ:FCEL,FCEL,"FuelCell Energy, Inc.",fuelcell-energy,stock,['common'],,4.07,100,1,false,0,USD,-4.683840749414504,1718244,,-7.4172,0.22598870056497075,0.0,Electronic technology,Electronic Technology,america,2.285714,1.2352515162751827
229,NASDAQ:FTEK,FTEK,"Fuel Tech, Inc.",fuel-tech,stock,['common'],,2.86,100,1,false,0,USD,-4.666666666666671,375270,,-0.1051,-1320.2702702702702,0.0,Process industries,Process Industries,america,1.0,0.6290297032026424
230,NASDAQ:BRZE,BRZE,"Braze, Inc.",braze,stock,['common'],,24.13,100,1,false,0,USD,-4.66218885815883,1365288,,-1.0092,21.19934410869055,0.0,Technology services,Technology Services,america,1.05,1.1441451150448738
231,NASDAQ:SONN,SONN,"Sonnet BioTherapeutics Holdings, Inc.",sonnet-biotherapeutics,stock,['common'],,3.07,100,1,false,0,USD,-4.658385093167713,832800,,-12.831,69.65073868555129,0.0,Health technology,Health Technology,america,,1.1917792987306148
232,NYSE:ATUS,ATUS,"Altice USA, Inc.",altice-usa,stock,['common'],,2.05,100,1,false,0,USD,-4.651162790697678,3801058,,-0.5791,-362.90967226219027,0.0,Communications,Communications,america,1.972222,1.0603925786261705
233,NYSE:MODG,MODG,Topgolf Callaway Brands Corp.,callaway-golf-company,stock,['common'],,8.2,100,1,false,0,USD,-4.651162790697678,2921206,,-8.1323,-8901.190476190477,0.0,Consumer durables,Consumer Durables,america,1.75,0.8623040621575546
234,NASDAQ:DRMA,DRMA,"Dermata Therapeutics, Inc.",,stock,['common'],,6.156,100,1,false,0,USD,-4.646840148698896,26319,,-79.2096,75.79353655741463,0.0,Health technology,Health Technology,america,1.0,0.7787578045178545
235,NASDAQ:UTSI,UTSI,UTStarcom Holdings Corp,utstarcom-holdings,stock,['common'],,2.375,100,1,false,0,USD,-4.618473895582338,14733,,-0.4768,-8.166969147005439,0.0,Electronic technology,Electronic Technology,america,,3.4669961171902575
236,NASDAQ:NUWE,NUWE,"Nuwellis, Inc.",,stock,['common'],,4.96,100,1,false,0,USD,-4.615384615384619,70112,,-765.925,93.72153305338138,0.0,Health technology,Health Technology,america,,0.29510802219707877
237,NASDAQ:UEIC,UEIC,Universal Electronics Inc.,universal-electronics,stock,['common'],,4.77,100,1,false,0,USD,-4.6000000000000085,389024,,-1.2524,62.668415404793144,0.0,Consumer durables,Consumer Durables,america,2.0,6.803390642679636
238,NYSE:OKLO,OKLO,Oklo Inc.,altc,stock,['common'],,71.86,100,1,false,0,USD,-4.593733404142318,16426779,,-5.399,-2987.16577540107,0.0,Producer manufacturing,Producer Manufacturing,america,1.464286,0.9097148754510646
239,NASDAQ:HCAT,HCAT,"Health Catalyst, Inc",health-catalyst,stock,['common'],,2.7,100,1,false,0,USD,-4.593639575971728,1676040,,-1.51,-0.9898341359015465,0.0,Technology services,Technology Services,america,1.583333,2.0117975426167414
240,NYSE:AMPX,AMPX,"Amprius Technologies, Inc.",amprius-technologies,stock,['common'],,7.69,100,1,false,0,USD,-4.590570719602979,10494025,,-0.4109,4.241435562805871,0.0,Producer manufacturing,Producer Manufacturing,america,1.0,1.109206511553092
241,NASDAQ:SEZL,SEZL,Sezzle Inc.,sezzle,stock,['common'],,87.31,100,1,false,0,USD,-4.589662331985578,2027860,29.958138896513862,2.9144,149.26445432774545,0.0,Technology services,Technology Services,america,1.0,1.3672636811827998
242,NASDAQ:ENSC,ENSC,"Ensysce Biosciences, Inc.",ensysce-biosciences,stock,['common'],,2.08,100,1,false,0,USD,-4.587155963302756,215851,,-6.3615,87.93799772468715,0.0,Health technology,Health Technology,america,,0.1304953255563679
243,NASDAQ:CMRC,CMRC,"Commerce.com, Inc. - Series 1",bigcommerce,stock,['common'],,4.16,100,1,false,0,USD,-4.587155963302756,1027076,,-0.2294,57.50277880696554,0.0,Technology services,Technology Services,america,1.807692,0.9319019700782704
244,NASDAQ:PTCT,PTCT,"PTC Therapeutics, Inc.",ptc-therapeutics,stock,['common'],,43.3,100,1,false,0,USD,-4.583516967827248,1506109,6.208686425488593,6.9741,,0.0,Health technology,Health Technology,america,1.441176,0.9890658345105275
245,NASDAQ:ZSPC,ZSPC,"zSpace, Inc.",zspace,stock,['common'],,2.29,100,1,false,0,USD,-4.583333333333329,69190,,-0.6369,34.50899742930591,0.0,Technology services,Technology Services,america,1.0,0.8086751122315763
246,AMEX:FLYY,FLYY,"Spirit Aviation Holdings, Inc.",spirit-aviation,stock,['common'],,3.54,100,1,false,0,USD,-4.582210242587599,615776,,-7.4302,-66.95577925579724,0.0,Transportation,Transportation,america,,3.0591378538601135
247,NYSE:AGX,AGX,"Argan, Inc.",argan,stock,['common'],,228.08,100,1,false,0,USD,-4.577022843276712,289179,32.01527210454654,7.1241,153.2023030992323,0.627562547067191,Industrial services,Industrial Services,america,1.333333,0.6198177320611143
248,NASDAQ:DUOT,DUOT,"Duos Technologies Group, Inc.",duos-technologies,stock,['common'],,6.06,100,1,false,0,USD,-4.5669291338582685,463328,,-1.2038,26.30096730745684,0.0,Technology services,Technology Services,america,1.0,1.031675397041878
249,NYSE:NBR,NBR,Nabors Industries Ltd.,nabors-industries,stock,['common'],,33.86,100,1,false,0,USD,-4.565952649379926,420377,,-14.0577,17.149255930455283,0.0,Industrial services,Industrial Services,america,2.2,0.6950451514724141
250,NASDAQ:NA,NA,Nano Labs Ltd,nano-labs-ltd,stock,['common'],,4.2,100,1,false,0,USD,-4.545454545454549,778651,,-2.0089,,0.0,Electronic technology,Electronic Technology,america,,1.6533483100260307
251,NASDAQ:ETOR,ETOR,eToro Group Ltd.,etoro-limited,stock,['common'],,55.3,100,1,false,0,USD,-4.53996202313137,1059093,,,,0.0,Technology services,Technology Services,america,1.466667,2.05462095863028
252,NASDAQ:IMVT,IMVT,"Immunovant, Inc.",immunovant,stock,['common'],,14.76,100,1,false,0,USD,-4.5278137128072515,1687898,,-2.7363,-44.94649856976375,0.0,Health technology,Health Technology,america,1.266667,1.577747701962274
253,NYSE:VOYG,VOYG,"Voyager Technologies, Inc.",,stock,['common'],,29.41,100,1,false,0,USD,-4.512987012987015,1663059,,,,0.0,Technology services,Technology Services,america,1.285714,1.4005175583554246
254,NASDAQ:SMTC,SMTC,Semtech Corporation,semtech,stock,['common'],,48.56,100,1,false,0,USD,-4.503441494591935,1636916,,-2.0604,87.81066418983275,0.0,Electronic technology,Electronic Technology,america,1.214286,1.006326101553289
255,NASDAQ:LVLU,LVLU,"Lulu's Fashion Lounge Holdings, Inc.",,stock,['common'],,3.6201,100,1,false,0,USD,-4.48284960422164,33921,,-20.6918,-183.51922391822643,0.0,Retail trade,Retail Trade,america,,0.2012565108299747
256,NASDAQ:QNST,QNST,"QuinStreet, Inc.",quinstreet,stock,['common'],,14.51,100,1,false,0,USD,-4.4766293614219865,1018688,185.0765306122449,0.0784,,0.0,Commercial services,Commercial Services,america,1.166667,1.8945200914111597
257,NYSE:TDW,TDW,Tidewater Inc.,tidewater,stock,['common'],,54.84,100,1,false,0,USD,-4.476572025779469,970957,14.222729394678149,3.8558,27.71778734680357,0.0,Transportation,Transportation,america,1.666667,0.7041955449790193
258,NASDAQ:NTRB,NTRB,Nutriband Inc.,nutriband,stock,['common'],,6.85,100,1,false,0,USD,-4.463040446304048,105764,,-0.8999,-17.29666319082378,0.0,Health technology,Health Technology,america,1.0,0.3130254320584994
259,NYSE:EHAB,EHAB,"Enhabit, Inc.",enhabit,stock,['common'],,7.28,100,1,false,0,USD,-4.461942257217846,644245,,-2.66,-1410.5053946621238,0.0,Health services,Health Services,america,1.8,0.9441751816516283
260,NYSE:NIQ,NIQ,NIQ Global Intelligence plc,,stock,['common'],,17.15,100,1,false,0,USD,-4.456824512534823,2304660,,-2.2861,-17.682487388036634,0.0,Technology services,Technology Services,america,,0.9797111631962628
261,NASDAQ:MAMK,MAMK,MaxsMaking Inc.,,stock,['common'],,2.36,100,1,false,0,USD,-4.453441295546572,51156,,,,0.0,Process industries,Process Industries,america,,0.3617164348488287
262,NYSE:CABO,CABO,"Cable One, Inc.",cable-one,stock,['common'],,127.02,100,1,false,0,USD,-4.453136753422598,189640,,-88.3705,-369.81134379761056,8.87618474499774,Consumer services,Consumer Services,america,1.875,0.7986711836539417
263,NASDAQ:APPN,APPN,Appian Corporation,appian-corporation,stock,['common'],,27.8,100,1,false,0,USD,-4.434513578549327,1309990,,-0.2336,84.34945732279245,0.0,Technology services,Technology Services,america,1.888889,0.9512088577244994
264,NASDAQ:SAIL,SAIL,"SailPoint, Inc.",sailpoint,stock,['common'],,18.34,100,1,false,0,USD,-4.429390307451805,3122183,,-1.3162,-23.691382388873226,0.0,Technology services,Technology Services,america,1.441176,0.9775337280246658
265,NASDAQ:MTEX,MTEX,"Mannatech, Incorporated",mannatech-incorporated,stock,['common'],,8.0,100,1,false,0,USD,-4.420549581839896,1188,,-0.1099,87.77530589543939,0.0,Health technology,Health Technology,america,,0.03902490301260426
266,NASDAQ:PPIH,PPIH,"Perma-Pipe International Holdings, Inc.",perma-pipe-international,stock,['common'],,25.12,100,1,false,0,USD,-4.3776170536733865,105198,16.258899676375407,1.545,-5.063291139240508,0.0,Producer manufacturing,Producer Manufacturing,america,,1.1793127569986592
267,NASDAQ:VTGN,VTGN,"Vistagen Therapeutics, Inc.",vistagen-therapeutics,stock,['common'],,2.84,100,1,false,0,USD,-4.377104377104389,314170,,-1.5848,54.90681462512449,0.0,Health technology,Health Technology,america,1.0,0.7297091522441279
268,NASDAQ:SATL,SATL,Satellogic Inc.,satellogic,stock,['common'],,3.28,100,1,false,0,USD,-4.373177842565608,1291318,,-1.2754,-1121.647509578544,0.0,Electronic technology,Electronic Technology,america,,1.4077644765348787
269,NASDAQ:ARCT,ARCT,Arcturus Therapeutics Holdings Inc.,arcturus-therapeutics,stock,['common'],,11.39,100,1,false,0,USD,-4.366078925272876,1250608,,-2.5241,35.418585610479994,0.0,Health technology,Health Technology,america,1.0,3.1600560953114933
270,NYSE:AMN,AMN,AMN Healthcare Services Inc,amn-healthcare-services,stock,['common'],,16.49,100,1,false,0,USD,-4.3503480278422275,1511309,,-7.7721,-399.7338989587351,0.0,Commercial services,Commercial Services,america,1.722222,1.5256080667270122
271,AMEX:TGEN,TGEN,Tecogen Inc.,tecogen,stock,['common'],,9.02,100,1,false,0,USD,-4.347826086956523,778930,,-0.1734,-2.3008849557522044,0.0,Producer manufacturing,Producer Manufacturing,america,,0.8113467931786997
272,NASDAQ:GLUE,GLUE,"Monte Rosa Therapeutics, Inc.",monte-rosa-therapeutics,stock,['common'],,4.19,100,1,false,0,USD,-4.337899543378984,432500,12.212183037015448,0.3431,,0.0,Health technology,Health Technology,america,1.111111,0.9571752066613197
273,NASDAQ:KYTX,KYTX,"Kyverna Therapeutics, Inc.",kyverna-therapeutics-inc,stock,['common'],,3.1,100,1,false,0,USD,-4.320987654320991,272030,,-3.3669,-48.62275977752272,0.0,Health technology,Health Technology,america,1.0,1.4007449905717602
274,NASDAQ:AKRO,AKRO,"Akero Therapeutics, Inc.",akero-therapeutics,stock,['common'],,48.28,100,1,false,0,USD,-4.320253666270313,1196196,,-3.8011,-11.387545787545783,0.0,Health technology,Health Technology,america,1.0,0.9899557472908126
275,NASDAQ:KPTI,KPTI,Karyopharm Therapeutics Inc.,karyopharm-therapeutics,stock,['common'],,3.77,100,1,false,0,USD,-4.314720812182739,301234,,-13.2585,30.6984256413473,0.0,Health technology,Health Technology,america,1.5,3.326427983011956
276,NASDAQ:ETNB,ETNB,"89bio, Inc.",89bio,stock,['common'],,8.77,100,1,false,0,USD,-4.3098745226404755,1413159,,-3.6061,-82.75390229069531,0.0,Health technology,Health Technology,america,1.2,0.8453574340970565
277,NASDAQ:CCLD,CCLD,"CareCloud, Inc.",carecloud-11-series-a-cumulative-redeemable-perpetual-preferred-stock,stock,['common'],,2.56,100,1,false,0,USD,-4.29906542056074,417422,,-0.0405,98.8676713171359,0.0,Technology services,Technology Services,america,1.5,1.1578980071556213
278,NASDAQ:CERT,CERT,"Certara, Inc.",certara,stock,['common'],,10.47,100,1,false,0,USD,-4.296160877513701,1920474,211.9433198380567,0.0494,,0.0,Technology services,Technology Services,america,1.541667,1.1776948866132146
279,NASDAQ:NXT,NXT,Nextracker Inc.,nextracker,stock,['common'],,53.8,100,1,false,0,USD,-4.287493328589226,1730601,14.660598959042972,3.6697,6.649423116045224,0.0,Electronic technology,Electronic Technology,america,1.45,0.6324796495423004
280,NASDAQ:BLKB,BLKB,"Blackbaud, Inc.",blackbaud,stock,['common'],,61.35,100,1,false,0,USD,-4.275237946637544,258598,,-5.7855,-836.0687022900763,0.0,Technology services,Technology Services,america,1.928571,0.5065342641935485
281,NYSE:VSH,VSH,"Vishay Intertechnology, Inc.",vishay-intertechnology,stock,['common'],,13.97,100,1,false,0,USD,-4.249485949280324,2545657,,-0.6439,-152.29007633587787,2.74160383824537,Electronic technology,Electronic Technology,america,1.8,0.983278422361698
282,NASDAQ:DEVS,DEVS,DevvStream Corp.,,stock,['common'],,2.71,100,1,false,0,USD,-4.240282685512371,185318,,,,0.0,Commercial services,Commercial Services,america,,0.5827981550899489
283,NYSE:UA,UA,"Under Armour, Inc.",under-armour,stock,['common'],,4.97,100,1,false,0,USD,-4.238921001926794,14161959,21.552471812662617,0.2306,,0.0,Consumer non-durables,Consumer Non-Durables,america,1.944444,3.217061652500454
284,NASDAQ:STRL,STRL,"Sterling Infrastructure, Inc.",sterling-construction,stock,['common'],,289.86,100,1,false,0,USD,-4.238660015197062,691524,31.514742976428636,9.1976,76.74096848578017,0.0,Industrial services,Industrial Services,america,1.0,1.090733065478148
285,NASDAQ:MB,MB,MasterBeef Group,masterbeef,stock,['common'],,14.25,100,1,false,0,USD,-4.23387096774194,22107,57.62232106752932,0.2473,,0.0,Consumer services,Consumer Services,america,,1.0244729805504451
286,NYSE:HUN,HUN,Huntsman Corporation,huntsman,stock,['common'],,9.06,100,1,false,0,USD,-4.228329809725162,4353282,,-1.799,-259.2252396166134,10.5708245243129,Process industries,Process Industries,america,1.888889,0.6655470361982306
287,NASDAQ:ICUI,ICUI,"ICU Medical, Inc.",icu-medical,stock,['common'],,108.1,100,1,false,0,USD,-4.209127159946832,638121,,-1.523,47.84960964251472,0.0,Health technology,Health Technology,america,1.2,1.8621282541305582
