,exchange,name,description,logoid,type,typespecs,Volatility.D,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,relative_volume_10d_calc,recommendation_mark,sector.tr,sector,market
0,NASDAQ,BSLK,"Bolt Projects Holdings, Inc.",bolt-projects,stock,['common'],478.81619937694705,14.32,100,1,false,0,USD,556.880733944954,263850216,4494678.0,USD,,-2.5118,70.94707134264829,0.0,834.789927983806,,Finance,Finance,america
1,NASDAQ,CRE,Cre8 Enterprise Limited,,stock,['common'],397.14285714285717,1.49,100,1,false,0,USD,-78.5919540229885,15698959,21422690.688000005,USD,338.5704962852681,0.004400856,-17.171973059777976,0.0,5.343290551840248,,Commercial services,Commercial Services,america
2,NASDAQ,ADD,"Color Star Technology Co., Ltd.",color-star-technology-co-ltd,stock,['common'],339.21568627450984,0.178,10000,1,false,0,USD,-68.21428571428572,129278591,16511350.0,USD,,-35.5873,85.46448556140996,0.0,562.885021818128,,Technology services,Technology Services,america
3,NASDAQ,MB,MasterBeef Group,masterbeef,stock,['common'],115.53846153846153,7.31,100,1,false,0,USD,-47.822983583154894,159700,240341550.0,USD,29.559239789729073,0.2473,,0.0,7.488511675888587,,Consumer services,Consumer Services,america
4,NASDAQ,RSLS,"ReShape Lifesciences, Inc.",reshape-lifesciences,stock,['common'],99.01960784313725,3.2,100,1,false,0,USD,57.63546798029559,43675139,7635070.738916259,USD,,-210.7045,93.5828369680999,0.0,191.223573030097,,Health technology,Health Technology,america
5,NASDAQ,MNTS,Momentus Inc.,momentus,stock,['common'],88.66666666666664,1.91,100,1,false,0,USD,72.07207207207205,323058137,17402417.810810808,USD,,-18.0811,93.33252453319449,0.0,2264.155870642547,,Electronic technology,Electronic Technology,america
6,NASDAQ,VEEA,Veea Inc.,veea,stock,['common'],81.35593220338984,0.6063,100,1,false,0,USD,-43.33644859813085,2342897,24786225.662523363,USD,,-1.1002,-151.0152863335615,0.0,19.41889127595101,,Technology services,Technology Services,america
7,NASDAQ,ATNF,180 Life Sciences Corp.,180-life-sciences,stock,['common'],79.81462409886714,10.7,100,1,false,0,USD,4.492187499999991,87903995,1648143154.4335933,USD,,-5.692,80.01846501651671,0.0,3.459796204672934,,Health technology,Health Technology,america
8,NASDAQ,ACDC,ProFrac Holding Corp.,profrac,stock,['common'],75.55555555555556,3.63,100,1,false,0,USD,-42.56329113924051,14876076,581817076.0300633,USD,,-1.7392,-39.136,0.0,29.758716772920106,2.3,Industrial services,Industrial Services,america
9,NYSE,BLSH,Bullish Ordinary Shares,,stock,['common'],73.52941176470588,68.0,100,1,false,0,USD,,57849981,,USD,,,,,,,Technology services,Technology Services,america
10,NASDAQ,WBTN,WEBTOON Entertainment Inc.,webtoon-entertainment,stock,['common'],71.43418467583497,16.96,100,1,false,0,USD,81.19658119658122,15135193,2208001656.6153846,USD,,-0.7757,44.43807750161163,0.0,46.98232946811466,1.375,Technology services,Technology Services,america
11,NASDAQ,MNDR,Mobile-health Network Solutions,mobile-health-network-solutions,stock,['common'],68.61510791366908,1.24,10000,1,false,0,USD,39.32584269662921,6490684,5394240.56,USD,,-2.7245,,0.0,118.34164129305158,,Health services,Health Services,america
12,NASDAQ,UPC,Universe Pharmaceuticals Inc,universe-pharmaceuticals,stock,['common'],59.763313609467474,4.4,100,1,false,0,USD,29.032258064516135,538504,2478687.741935484,USD,7.189996099574184e-05,61196.1389,,0.0,14.98545989853929,,Health technology,Health Technology,america
