,exchange,name,description,logoid,type,typespecs,market_cap_basic,fundamental_currency_code,close,pricescale,minmov,fractional,minmove2,currency,change,volume,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,relative_volume_10d_calc,recommendation_mark,sector.tr,sector,market
0,NASDAQ,ATNF,180 Life Sciences Corp.,180-life-sciences,stock,['common'],514467114.00000006,USD,10.24,100,1,false,0,USD,206.58682634730542,225462813,,-5.692,80.01846501651671,0.0,61.85913632762095,,Health technology,Health Technology,america
1,NASDAQ,XFOR,"X4 Pharmaceuticals, Inc.",x4-pharmaceuticals,stock,['common'],29433561.16901409,USD,2.58,100,1,false,0,USD,81.69014084507043,97762846,,-14.7989,-676.4831911495462,0.0,126.15828868475941,1.0,Health technology,Health Technology,america
2,NASDAQ,RMBL,"RumbleOn, Inc.",rumbleon,stock,['common'],121527481.485,USD,3.21,100,1,false,0,USD,60.5,39976018,,-3.0034,67.05931385452311,0.0,891.9574816536995,1.666667,Retail trade,Retail Trade,america
3,NASDAQ,ADN,"Advent Technologies Holdings, Inc.",advent-technologies,stock,['common'],8331293.020408164,USD,3.12,100,1,false,0,USD,59.18367346938776,26020835,,-13.2455,58.26835162273115,0.0,435.81754201434364,,Electronic technology,Electronic Technology,america
4,NYSE,WOW,"WideOpenWest, Inc.",wideopenwest,stock,['common'],430798735.8106509,USD,5.04,100,1,false,0,USD,49.11242603550296,44698517,,-0.7861,63.353689804671106,0.0,64.90716950336382,2.0,Communications,Communications,america
5,NASDAQ,ZYBT,Zhengye Biotechnology Holding Limited,zhengye-biotechnology-limited,stock,['common'],358278802.56,USD,7.56,100,1,false,0,USD,40.520446096654275,342856,227.027027027027,0.0333,-64.87341772151898,0.0,26.04437759698579,,Health technology,Health Technology,america
6,NASDAQ,TLS,Telos Corporation,telos,stock,['common'],385059911.9483205,USD,5.24,100,1,false,0,USD,35.400516795865634,13791202,,-0.7652,-75.18315018315018,0.0,5.648184256790357,1.4,Technology services,Technology Services,america
7,NYSE,GDOT,Green Dot Corporation,green-dot,stock,['common'],737182909.775428,USD,13.43,100,1,false,0,USD,35.24672708962739,4025497,,-0.4402,56.68175555992916,0.0,5.082290109026599,1.5,Finance,Finance,america
8,NASDAQ,TNXP,Tonix Pharmaceuticals Holding Corp.,tonix-pharmaceuticals,stock,['common'],439666178.97798526,USD,59.76,100,1,false,0,USD,32.88859239492995,3555534,,-1006.2787,90.94503022991363,0.0,2.430478919052532,1.0,Health technology,Health Technology,america
9,NASDAQ,ARCT,Arcturus Therapeutics Holdings Inc.,arcturus-therapeutics,stock,['common'],403825799.36435467,USD,14.89,100,1,false,0,USD,30.728709394205445,1813855,,-2.224,13.41249756667314,0.0,3.7244396569956275,1.0,Health technology,Health Technology,america
10,NASDAQ,MRVI,"Maravai LifeSciences Holdings, Inc.",maravai-lifesciences,stock,['common'],685033856.5145631,USD,2.69,100,1,false,0,USD,30.58252427184465,4997269,,-1.3673,-37.00400801603206,0.0,3.004351054523361,1.5,Health technology,Health Technology,america
11,NASDAQ,ULCC,"Frontier Group Holdings, Inc.",frontier,stock,['common'],978786891.5166163,USD,4.29,100,1,false,0,USD,29.607250755287005,13778033,,-0.1482,49.10714285714286,0.0,2.847491918054843,2.045455,Transportation,Transportation,america
12,NYSE,DDD,3D Systems Corporation,3-d-systems,stock,['common'],311021312.25,USD,2.28,100,1,false,0,USD,29.545454545454536,22353126,,-1.3127,50.783593281343734,0.0,9.627460758940087,1.75,Technology services,Technology Services,america
