,exchange,name,description,logoid,type,typespecs,premarket_close,premarket_change_abs,premarket_change,premarket_volume,premarket_gap,close,change,volume,market_cap_basic,Perf.1Y.MarketCap,pricescale,minmov,fractional,minmove2,fundamental_currency_code,currency
0,NASDAQ,ADD,"Color Star Technology Co., Ltd.",color-star-technology-co-ltd,stock,['common'],0.1321,-0.42790000000000006,-76.41071428571429,24166428,-0.17857142857142871,0.178,-68.21428571428572,129278591,16511350.0,-73.65556465922991,10000,1,false,0,USD,USD
1,NASDAQ,CRE,Cre8 Enterprise Limited,,stock,['common'],1.915,-5.045,-72.48563218390804,2432197,-66.95402298850574,1.49,-78.5919540229885,15698959,21422690.688000005,,100,1,false,0,USD,USD
2,NASDAQ,ACDC,ProFrac Holding Corp.,profrac,stock,['common'],3.95,-2.37,-37.5,1271440,-22.310126582278482,3.63,-42.56329113924051,14876076,581817076.0300633,0.2656223982972359,100,1,false,0,USD,USD
3,NYSE,KLC,"KinderCare Learning Companies, Inc.",kindercare-learning-companies,stock,['common'],7.0,-2.8100000000000005,-28.64424057084608,126238,-13.557594291539246,7.62,-22.324159021406732,5971162,899208232.8134555,,100,1,false,0,USD,USD
4,NYSE,CAVA,"CAVA Group, Inc.",cava,stock,['common'],66.8,-17.700000000000003,-20.946745562130182,2512381,-21.90532544378699,70.45,-16.62721893491124,41537919,8148244570.51716,7.37335710604504,100,1,false,0,USD,USD
5,NASDAQ,LAZR,"Luminar Technologies, Inc.",luminar,stock,['common'],2.39,-0.6199999999999997,-20.598006644518264,570153,-17.607973421926907,2.54,-15.614617940199329,12823513,147942530.37209305,-67.57394383348803,100,1,false,0,USD,USD
6,NASDAQ,ONDS,Ondas Holdings Inc.,ondas,stock,['common'],3.49,-0.7999999999999998,-18.648018648018645,16398805,-7.459207459207455,3.52,-17.94871794871795,94746507,615157645.948718,947.2002719903668,100,1,false,0,USD,USD
7,AMEX,LODE,Comstock Inc.,comstock-mining,stock,['common'],2.5,-0.52,-17.218543046357617,110005,-17.218543046357617,2.48,-17.880794701986755,6403747,80392087.31125827,260.8769545470593,100,1,false,0,USD,USD
8,NASDAQ,VMAR,Vision Marine Technologies Inc.,vision-marine-technologies,stock,['common'],4.2,-0.8700000000000001,-17.15976331360947,34249,-7.692307692307702,3.33,-34.31952662721894,425525,3853265.8224852066,17.530483309742863,100,1,false,0,USD,USD
9,NASDAQ,SSYS,"Stratasys, Ltd.",stratasys,stock,['common'],9.49,-1.879999999999999,-16.53474054529463,433109,2.902374670184697,10.01,-11.961301671064199,3284892,841255216.9129288,75.51286899614554,100,1,false,0,USD,USD
