,exchange,name,description,logoid,type,typespecs,relative_volume_10d_calc,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,recommendation_mark,sector.tr,sector,market
0,NASDAQ,ALLR,"Allarity Therapeutics, Inc.",allarity-therapeutics,stock,['common'],1347.5592257322262,1.43,100,1,false,0,USD,51.91756082014235,387016045,20906078.000000004,USD,,-9.1267,99.58922538828074,0.0,1.0,Health technology,Health Technology,america
1,NASDAQ,VRAX,Virax Biolabs Group Limited,virax-biolabs-limited,stock,['common'],906.6403334866086,0.6333,10000,1,false,0,USD,-18.178400286304548,24054800,2749757.1821421417,USD,,-1.6493,47.21564360238111,0.0,,Finance,Finance,america
2,NASDAQ,HKPD,Hong Kong Pharma Digital Technology Holdings Limited,hong-kong-pharma-digital-technology-limited,stock,['common'],760.6426915325127,1.42,100,1,false,0,USD,35.23809523809523,150583673,,USD,,,,,,Transportation,Transportation,america
3,NASDAQ,FEBO,Fenbo Holdings Limited,fenbo-limited,stock,['common'],542.8828989892045,0.9,10000,1,false,0,USD,21.621621621621625,7895146,9956250.0,USD,,-0.1796,-956.4705882352941,0.0,,Consumer durables,Consumer Durables,america
4,NASDAQ,AIFF,"Firefly Neuroscience, Inc.",firefly-neuroscience,stock,['common'],434.04197067004526,2.71,100,1,false,0,USD,4.633204633204638,83452208,36294807.0,USD,,-2.9443,1.1913551245049958,0.0,,Health technology,Health Technology,america
5,NASDAQ,MRKR,"Marker Therapeutics, Inc.",marker-therapeutics,stock,['common'],348.0413714471863,1.0,10000,1,false,0,USD,-20.634920634920636,45300160,12938910.0,USD,,-1.3684,-17.924853498793514,0.0,1.0,Health technology,Health Technology,america
6,NASDAQ,WORX,SCWorx Corp.,scworx,stock,['common'],259.7360339088134,0.3812,10000,1,false,0,USD,31.086657496561205,146125207,3004271.9999999995,USD,,-1.0818,66.71794240708834,0.0,,Technology services,Technology Services,america
7,NASDAQ,SGRP,"SPAR Group, Inc.",spar-group,stock,['common'],159.81109358133355,1.29,100,1,false,0,USD,14.159292035398243,3849210,30553329.0,USD,,-0.552,-204.24929178470256,0.0,,Commercial services,Commercial Services,america
8,NASDAQ,VSME,VS Media Holdings Limited,vs-media-limited,stock,['common'],157.11611675126903,1.74,100,1,false,0,USD,41.463414634146346,9062709,86240815.99999999,USD,,-0.1839,-125.0917992656059,0.0,,Commercial services,Commercial Services,america
9,NASDAQ,NUKK,Nukkleus Inc.,nukkleus,stock,['common'],151.3015488321306,5.8,100,1,false,0,USD,17.40890688259108,45061293,41021783.0,USD,0.2913021204785391,19.9106,,0.0,,Commercial services,Commercial Services,america
10,NASDAQ,IVVD,"Invivyd, Inc.",adagio,stock,['common'],69.21675340772686,1.03,100,1,false,0,USD,84.0271574057531,186776820,200802845.0,USD,,-0.9202,48.92884892884893,0.0,1.0,Health technology,Health Technology,america
11,NASDAQ,FBGL,FBS Global Limited,fbs-global-limited,stock,['common'],55.622673780300644,0.6728,10000,1,false,0,USD,18.09724416359487,7792058,,USD,,,,,,Industrial services,Industrial Services,america
12,NASDAQ,PMEC,Primech Holdings Ltd.,primech-ltd,stock,['common'],48.84778279994852,1.31,100,1,false,0,USD,-22.485207100591712,3225932,50327564.28000001,USD,,-0.0518,45.75916230366492,0.0,,Commercial services,Commercial Services,america
