,ticker,name,description,logoid,update_mode,type,typespecs,relative_volume_10d_calc,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark
0,NASDAQ:BRLT,BRLT,"Brilliant Earth Group, Inc.",brilliant-earth,delayed_streaming_900,stock,['common'],2031.1455400962661,1.9,100,1,false,0,USD,37.68115942028986,60175124,188692230.00000003,USD,,-0.2111,-2738.7500000000005,0.0,Retail trade,Retail Trade,america,1.833333
1,NASDAQ:KAVL,KAVL,"Kaival Brands Innovations Group, Inc.",kaival-brands-innovations,delayed_streaming_900,stock,['common'],561.4094199602304,0.658,10000,1,false,0,USD,38.90648089508128,120950270,7594834.080641757,USD,,-1.1628,59.46596019102729,0.0,Distribution services,Distribution Services,america,
2,NASDAQ:IMG,IMG,CIMG Inc.,nuzee,delayed_streaming_900,stock,['common'],243.14383488382273,0.427,10000,1,false,0,USD,113.49999999999997,708096241,7279484.0,USD,,,,0.0,Consumer non-durables,Consumer Non-Durables,america,
3,NASDAQ:PALI,PALI,"Palisade Bio, Inc.",palisade-bio,delayed_streaming_900,stock,['common'],110.80194764246662,0.8784,10000,1,false,0,USD,-12.160000000000004,94970377,4212495.4464,USD,,-8.9004,63.974888792646354,0.0,Health technology,Health Technology,america,1.0
4,NASDAQ:YHC,YHC,LQR House Inc.,lqr-house,delayed_streaming_900,stock,['common'],98.77128656068024,1.07,100,1,false,0,USD,-10.833333333333325,118705357,1141514.3416666668,USD,,-129.6442,85.61800101127781,0.0,Commercial services,Commercial Services,america,
5,NASDAQ:AVAH,AVAH,Aveanna Healthcare Holdings Inc.,aveanna-healthcare,delayed_streaming_900,stock,['common'],40.074416772866414,5.81,100,1,false,0,USD,49.35732647814908,14408460,1133495337.9511566,USD,333.9080459770115,0.0174,,0.0,Health services,Health Services,america,2.0
6,AMEX:FOXO,FOXO,FOXO Technologies Inc.,,delayed_streaming_900,stock,['common'],29.786461192529472,0.1159,10000,1,false,0,USD,-9.453125,170828029,1173202.27734375,USD,,-15.7887,87.76216811158348,0.0,Technology services,Technology Services,america,
7,NASDAQ:CREG,CREG,Smart Powerr Corp.,smart-powerr,delayed_streaming_900,stock,['common'],25.969925734943033,1.62,100,1,false,0,USD,4.5161290322580685,63429305,4304564.70967742,USD,,-2.345,-99.3369602176131,0.0,Utilities,Utilities,america,
8,NASDAQ:AEMD,AEMD,"Aethlon Medical, Inc.",aethlon-medical,delayed_streaming_900,stock,['common'],20.547214539707625,1.34,100,1,false,0,USD,13.559322033898319,904887,3464323.5762711875,USD,,-8.4905,78.2132308979264,0.0,Health technology,Health Technology,america,2.0
9,NASDAQ:SABR,SABR,Sabre Corporation,sabre,delayed_streaming_900,stock,['common'],18.7295736699104,1.93,100,1,false,0,USD,-35.66666666666667,71413025,748466639.5699998,USD,,-0.4515,68.76297218762973,0.0,Technology services,Technology Services,america,1.642857
10,NASDAQ:LGCL,LGCL,Lucas GC Limited,lucas-gc-limited,delayed_streaming_900,stock,['common'],15.408268767350167,0.5278,10000,1,false,0,USD,-6.5509915014164175,1901593,58911485.68094901,USD,7.444287729196051,0.0709,,0.0,Commercial services,Commercial Services,america,
