,exchange,name,description,logoid,type,typespecs,premarket_close,premarket_change_abs,premarket_change,premarket_volume,premarket_gap,close,change,volume,market_cap_basic,Perf.1Y.MarketCap,pricescale,minmov,fractional,minmove2,fundamental_currency_code,currency
0,NASDAQ,NVNO,enVVeno Medical Corporation,envveno-medical,stock,['common'],1.195,-2.995,-71.47971360381861,2783024,-16.46778042959428,1.17,-72.07637231503581,14296469,80645521.0,34.19903309677089,100,1,false,0,USD,USD
1,AMEX,CLDI,"Calidi Biotherapeutics, Inc.",,stock,['common'],1.82,-1.18,-39.33333333333333,456848,-4.0000000000000036,1.72,-42.66666666666667,2867728,4947950.373333333,53.6508522908516,100,1,false,0,USD,USD
2,NYSE,AD,"Array Digital Infrastructure, Inc.",us-cellular,stock,['common'],51.98,-24.020000000000003,-31.605263157894743,12795,-25.0,53.66,-29.394736842105267,990649,4614760000.0,,100,1,false,0,USD,USD
3,NYSE,JHX,James Hardie Industries plc.,james-hardie,stock,['common'],19.64,-8.79,-30.918044319380932,1034584,-26.134365107281038,18.64,-34.435455504748504,71162104,10861358195.146055,14.47388619500782,100,1,false,0,USD,USD
4,NASDAQ,ADD,"Color Star Technology Co., Ltd.",color-star-technology-co-ltd,stock,['common'],0.0897,-0.03509999999999999,-28.124999999999993,23175997,-8.733974358974354,0.073,-41.506410256410255,90227517,2152372.2435897435,-73.65556465922991,10000,1,false,0,USD,USD
5,NASDAQ,ELPW,Elong Power Holding Limited,elong-power-limited,stock,['common'],2.52,-0.73,-22.46153846153846,21248,-15.076923076923082,0.4046,-87.55076923076923,49238456,162682364.0,73.55819764855863,100,1,false,0,USD,USD
6,NASDAQ,PRFX,PainReform Ltd.,painreform,stock,['common'],1.84,-0.53,-22.362869198312236,763415,-5.06329113924051,1.84,-22.362869198312236,4143566,3704179.3080168776,162.49017166980747,100,1,false,0,USD,USD
7,NYSE,LZB,La-Z-Boy Incorporated,la-z-boy,stock,['common'],32.9,-6.210000000000001,-15.878291996931734,171787,-25.492201482996673,34.38,-12.094093582204032,3141264,1415323049.3387883,-14.451895293301966,100,1,false,0,USD,USD
8,NASDAQ,HCWB,HCW Biologics Inc.,hcw-biologics,stock,['common'],3.0,-0.56,-15.730337078651688,15652,-14.887640449438209,3.4,-4.494382022471914,76746,7315463.876404493,-51.875962518815996,100,1,false,0,USD,USD
9,NASDAQ,BINI,"Bollinger Innovations, Inc.",mullen-automotive,stock,['common'],0.5,-0.09189999999999998,-15.526271329616486,1550652,-5.389423889170456,0.44,-25.66311877006251,12736054,2026171.380300727,-81.68064234308422,10000,1,false,0,USD,USD
10,NASDAQ,VCIG,VCI Global Limited,vci-global-limited,stock,['common'],0.84,-0.14490000000000003,-14.71215351812367,1025962,-13.168849629404002,0.8201,-16.732663214539542,5727715,25506209.961518936,15.858334988246654,10000,1,false,0,USD,USD
11,NYSE,DY,"Dycom Industries, Inc.",dycom-industries,stock,['common'],233.0,-36.56999999999999,-13.566049634603255,3476,-6.51407797603591,257.26,-4.566531884111734,1586250,7441203797.483104,49.161705773898,100,1,false,0,USD,USD
12,NASDAQ,PSIG,PS International Group Ltd.,ps-international-ltd,stock,['common'],0.3389,-0.05020000000000002,-12.901567720380372,38582,-12.284759701876128,0.395,1.5163197121562622,210812,10260889.925469032,-49.92278528962933,10000,1,false,0,USD,USD
13,NASDAQ,MASK,3 E Network Technology Group Ltd,3-e-network-technology-ltd,stock,['common'],0.7301,-0.08989999999999998,-10.96341463414634,28739,0.0,0.75,-8.536585365853654,325990,8400000.0,,10000,1,false,0,USD,USD
14,NYSE,TGT,Target Corporation,target,stock,['common'],94.18,-11.179999999999993,-10.61123766135155,3134518,-0.8162490508731961,98.69,-6.33067577828398,33148980,44841371499.03683,-22.534216361848653,100,1,false,0,USD,USD
15,NASDAQ,ZJK,"ZJK Industrial Co., Ltd.",zjk-industrial-co-ltd,stock,['common'],3.05,-0.3400000000000003,-10.029498525073755,3586,6.194690265486724,3.28,-3.2448377581121033,44876,201330499.99999997,,100,1,false,0,USD,USD
16,NASDAQ,SGLY,Singularity Future Technology Ltd.,singularity-future-technology,stock,['common'],0.9458,-0.10129999999999995,-9.674338649603662,9072,-6.408174959411703,1.03,-1.6330818450959694,53604,4329596.294527743,-60.30983365713815,100,1,false,0,USD,USD
17,NASDAQ,STFS,Star Fashion Culture Holdings Limited,star-fashion-culture-limited,stock,['common'],1.87,-0.19999999999999973,-9.661835748792258,767493,-10.144927536231872,0.435,-78.98550724637681,16638661,28876498.0,,100,1,false,0,USD,USD
18,NASDAQ,UBXG,U-BX Technology Ltd.,u-bx-technology-ltd,stock,['common'],3.37,-0.3599999999999999,-9.651474530831097,1618,-1.6085790884718514,3.9,4.55764075067024,243672,81058159.38337801,-77.83245572634057,100,1,false,0,USD,USD
19,NASDAQ,GXAI,Gaxos.ai Inc.,gaxosai,stock,['common'],1.87,-0.18999999999999995,-9.223300970873783,1168613,-13.106796116504855,1.82,-11.650485436893202,7948700,12964684.300970875,,100,1,false,0,USD,USD
20,NASDAQ,ZCMD,Zhongchao Inc.,zhongchao,stock,['common'],0.866,-0.08389999999999997,-8.832508685124747,190,-8.832508685124747,0.8887,-6.44278345088956,3118,22443134.745867986,549.8662405336354,10000,1,false,0,USD,USD
21,NYSE,CTOS,"Custom Truck One Source, Inc.",custom-truck-one-source,stock,['common'],5.5,-0.5300000000000002,-8.789386401326704,2800,-3.1509121061359933,5.71,-5.306799336650087,455484,1293655366.187396,30.443200981639187,100,1,false,0,USD,USD
22,NASDAQ,CLDX,"Celldex Therapeutics, Inc.",celldex-therapeutics,stock,['common'],22.0,-2.0199999999999996,-8.409658617818483,26135,-17.860116569525392,20.89,-13.030807660283095,3093232,1387232804.2789342,-35.05311882001706,100,1,false,0,USD,USD
23,NASDAQ,CTSO,Cytosorbents Corporation,cytosorbents,stock,['common'],0.99,-0.09000000000000008,-8.33333333333334,105633,-3.703703703703707,0.8939,-17.231481481481485,691191,56102781.29685185,-0.9828223646201301,100,1,false,0,USD,USD
24,NYSE,TE,T1 Energy Inc.,freyr-battery,stock,['common'],1.34,-0.11999999999999988,-8.219178082191773,75584,-3.424657534246579,1.33,-8.904109589041088,2092861,207397672.08904108,10.995550524011481,100,1,false,0,USD,USD
25,NASDAQ,NVFY,"Nova Lifestyle, Inc",nova-lifestyle,stock,['common'],1.8,-0.15999999999999992,-8.163265306122446,29978,-4.59183673469387,1.76,-10.20408163265306,275508,24237527.51020408,762.2642572080503,100,1,false,0,USD,USD
26,NASDAQ,NVAX,"Novavax, Inc.",novavax,stock,['common'],8.81,-0.7099999999999991,-7.457983193277301,347525,-1.1554621848739437,8.74,-8.193277310924362,6456284,1419565254.9684877,-23.735668344514718,100,1,false,0,USD,USD
27,NYSE,ZIM,ZIM Integrated Shipping Services Ltd.,zim-integrated-shipping,stock,['common'],14.4,-1.1500000000000004,-7.395498392282961,1416156,1.1575562700964612,15.33,-1.41479099678457,14106560,1846613562.7408361,-15.259837646096509,100,1,false,0,USD,USD
28,NASDAQ,RMNI,"Rimini Street, Inc.",rimini-street,stock,['common'],3.78,-0.2900000000000005,-7.125307125307137,3851,-2.2113022113022183,4.12,1.228501228501224,363108,381174167.08599514,118.34457614966911,100,1,false,0,USD,USD
29,NASDAQ,OPCH,"Option Care Health, Inc.",option-care,stock,['common'],26.56,-1.990000000000002,-6.970227670753072,1679,-0.9106830122591999,27.22,-4.6584938704028085,5008093,4417671393.047986,-11.834648900164831,100,1,false,0,USD,USD
30,NASDAQ,DVLT,Datavault AI Inc.,wisa-technologies,stock,['common'],0.4041,-0.02999999999999997,-6.910850034554243,21022855,8.914996544574985,0.4037,-7.0029947016816365,37096460,39438411.79912463,333.1412493589593,10000,1,false,0,USD,USD
31,NASDAQ,DTCK,Davis Commodities Limited,davis-commodities-limited,stock,['common'],0.745,-0.05490000000000006,-6.8633579197399746,48735,-1.8502312789098678,0.7459,-6.75084385548194,207366,18275016.9334,,10000,1,false,0,USD,USD
32,NASDAQ,TLPH,"Talphera, Inc.",acelrx-pharmaceuticals,stock,['common'],0.4175,-0.030500000000000027,-6.808035714285721,222418,-7.544642857142857,0.4869,8.683035714285712,1590740,9992480.241294643,-50.819590172747965,10000,1,false,0,USD,USD
33,NASDAQ,CAR,"Avis Budget Group, Inc.",avis-budget-group,stock,['common'],146.01,-10.610000000000014,-6.7743583194994335,11996,-0.6640275826841987,147.94,-5.542076363172012,2002044,5206526868.901672,73.23507128573685,100,1,false,0,USD,USD
34,NASDAQ,OPEN,Opendoor Technologies Inc,opendoor,stock,['common'],3.38,-0.2400000000000002,-6.629834254143652,13020292,-0.2762430939226583,3.22,-11.049723756906074,244090430,2369772328.3093925,15.280294862682991,100,1,false,0,USD,USD
35,AMEX,NTIP,"Network-1 Technologies, Inc.",network-1-technologies,stock,['common'],1.3076,-0.09239999999999982,-6.599999999999988,100,-6.599999999999988,1.45,3.5714285714285747,36407,33049619.035714287,-9.612036927182434,100,1,false,0,USD,USD
36,NASDAQ,AAME,Atlantic American Corporation,atlantic-americanrporation,stock,['common'],3.3,-0.22999999999999998,-6.515580736543909,1418,2.8328611898017027,3.45,-2.2662889518413496,75571,70370436.75637396,52.61265202749607,100,1,false,0,USD,USD
37,NASDAQ,ACFN,"Acorn Energy, Inc.",acorn-energy,stock,['common'],24.7,-1.6700000000000017,-6.332954114524086,599,-6.332954114524086,25.0,-5.195297686765267,29930,62536003.03375047,217.96164653251043,100,1,false,0,USD,USD
38,NASDAQ,ETHZ,ETHZilla Corporation,180-life-sciences,stock,['common'],6.6,-0.4400000000000004,-6.250000000000005,231902,0.1420454545454515,5.23,-25.710227272727266,9194720,805587742.5923295,,100,1,false,0,USD,USD
39,NASDAQ,ALXO,ALX Oncology Holdings Inc.,alx-oncology,stock,['common'],0.8356,-0.05399999999999994,-6.0701438848920795,68114,0.13489208633094538,0.832,-6.474820143884891,1100519,44554540.86330935,-72.80862396546829,10000,1,false,0,USD,USD
40,NASDAQ,CYN,Cyngn Inc.,cyngn,stock,['common'],5.15,-0.33000000000000007,-6.021897810218979,4494,-3.2846715328467257,5.39,-1.6423357664233713,414956,37941644.05474452,224.31910829581727,100,1,false,0,USD,USD
41,NASDAQ,TNYA,"Tenaya Therapeutics, Inc.",tenaya-therapeutics,stock,['common'],1.11,-0.06999999999999984,-5.932203389830495,70113,-1.6949152542372898,1.24,5.084745762711869,4557076,202090360.84745762,-48.8769657877645,100,1,false,0,USD,USD
42,NASDAQ,GTI,Graphjet Technology,energem,stock,['common'],0.0865,-0.005400000000000002,-5.8759521218716015,2119591,-4.026115342763868,0.0896,-2.5027203482045666,8206490,13264116.857453754,-94.51196575052337,10000,1,false,0,USD,USD
43,NYSE,KEYS,Keysight Technologies Inc.,keysight-technologies,stock,['common'],154.0,-9.47999999999999,-5.798874480058717,10025,-0.29361389772448604,158.51,-3.0401272326890134,2598727,27280974083.048447,29.146091935372034,100,1,false,0,USD,USD
44,NASDAQ,FIEE,"FiEE, Inc",minim,stock,['common'],2.65,-0.16159999999999997,-5.747617015222648,4523,13.814198321240587,2.87,2.0771091193626487,19194,17863996.31526533,75.8299335649306,100,1,false,0,USD,USD
45,NASDAQ,SPWH,"Sportsman's Warehouse Holdings, Inc.",sportsmans-warehouse,stock,['common'],2.68,-0.1599999999999997,-5.633802816901398,100,-5.633802816901398,2.78,-2.1126760563380302,230834,106524505.94366196,92.4487871804658,100,1,false,0,USD,USD
46,NASDAQ,MB,MasterBeef Group,masterbeef,stock,['common'],5.86,-0.33999999999999986,-5.483870967741932,4434,-3.0645161290322642,5.76,-7.096774193548392,308763,98812800.0,,100,1,false,0,USD,USD
47,NASDAQ,FLYE,"Fly-E Group, Inc.",,stock,['common'],0.585,-0.03370000000000006,-5.44690480038792,165494,0.21011798933246612,0.605,-2.2143203491191277,3395547,10948607.847098757,,10000,1,false,0,USD,USD
48,NASDAQ,LASE,Laser Photonics Corporation,laser-photonics,stock,['common'],3.71,-0.20999999999999996,-5.357142857142856,420440,0.0,3.39,-13.520408163265301,3893883,48396151.95918367,-7.938058401947595,100,1,false,0,USD,USD
49,NASDAQ,SSKN,"Strata Skin Sciences, Inc.",strata-skin-sciences,stock,['common'],1.732,-0.09800000000000009,-5.355191256830605,300,-5.464480874316944,1.785,-2.4590163934426315,19299,7445522.745901639,-24.647204431971563,100,1,false,0,USD,USD
50,NASDAQ,VTSI,"VirTra, Inc.",virtra,stock,['common'],5.15,-0.29000000000000004,-5.330882352941177,300,-4.227941176470596,5.5,1.102941176470581,42224,61938735.294117644,-10.009771254909946,100,1,false,0,USD,USD
51,AMEX,HCWC,Healthy Choice Wellness Corp.,healthy-choice-wellness,stock,['common'],0.3978,-0.022199999999999998,-5.285714285714286,1238,0.0,0.4014,-4.428571428571431,77240,,,10000,1,false,0,USD,USD
52,NASDAQ,NUWE,"Nuwellis, Inc.",,stock,['common'],5.65,-0.3099999999999996,-5.201342281879188,1450,-5.201342281879188,5.49,-7.885906040268452,75120,4955630.481543625,-79.65783735575081,100,1,false,0,USD,USD
53,NASDAQ,WAI,Top KingWin Ltd,top-kingwin-ltd,stock,['common'],0.1904,-0.010399999999999993,-5.179282868525893,25544,0.0,0.1757,-12.500000000000005,646052,1962009.0,-82.39706341696971,10000,1,false,0,USD,USD
54,NYSE,CVNA,Carvana Co.,carvana,stock,['common'],326.95,-17.29000000000002,-5.022658610271909,68594,-0.35730885428771153,338.61,-1.635486869625841,4086739,72870035460.37953,175.53351029556745,100,1,false,0,USD,USD
55,NASDAQ,EQ,"Equillium, Inc.",equillium,stock,['common'],1.14,-0.06000000000000005,-5.000000000000004,30470,0.0,1.14,-5.000000000000004,894325,67833677.44999999,-21.574682613735742,100,1,false,0,USD,USD
56,AMEX,TOVX,"Theriva Biologics, Inc.",synthetic-biologics,stock,['common'],0.4049,-0.021100000000000008,-4.95305164319249,25409,-3.7558685446009425,0.441,3.521126760563383,1916790,4232696.260563379,-2.6223951615214838,10000,1,false,0,USD,USD
57,NASDAQ,ANY,Sphere 3D Corp.,sphere-3d,stock,['common'],0.5005,-0.025900000000000034,-4.920212765957453,2745,-3.3054711246200554,0.51,-3.1155015197568336,518163,14443624.354103345,-22.418759162321344,10000,1,false,0,USD,USD
58,NASDAQ,PWM,Prestige Wealth Inc.,prestige-wealth,stock,['common'],0.388,-0.019899999999999973,-4.878646727138998,85235,-11.350821279725425,0.4349,6.619269428781569,4121366,13761087.887962738,86.99232905077886,10000,1,false,0,USD,USD
59,NASDAQ,INVA,"Innoviva, Inc.",innoviva,stock,['common'],19.52,-1.0,-4.873294346978558,478,-4.873294346978558,19.95,-2.7777777777777795,515962,1257269280.5555556,1.892010746461869,100,1,false,0,USD,USD
60,NASDAQ,TRUG,"TruGolf Holdings, Inc.",trugolf,stock,['common'],4.1,-0.20999999999999996,-4.872389791183294,3121,-0.6960556844547416,4.23,-1.8561484918793316,104570,4538447.477958238,-95.05731381940335,100,1,false,0,USD,USD
61,AMEX,CVU,"CPI Aerostructures, Inc.",cpi-aerostructures,stock,['common'],2.55,-0.13000000000000034,-4.850746268656729,1483,-6.343283582089566,2.8,4.477611940298495,59827,36400203.731343284,43.13843426349339,100,1,false,0,USD,USD
62,NASDAQ,ORIS,Oriental Rise Holdings Limited,oriental-rise-limited,stock,['common'],0.1125,-0.005599999999999994,-4.7417442845046525,683294,-2.5402201524132115,0.114,-3.471634208298046,5384746,2509425.0,,10000,1,false,0,USD,USD
63,NASDAQ,SOWG,Sow Good Inc.,sow-good,stock,['common'],0.627,-0.03049999999999997,-4.638783269961973,14738,-1.003802281368812,0.587,-10.722433460076047,267513,7175252.307224333,-94.83548864884327,10000,1,false,0,USD,USD
64,NASDAQ,SNAL,"Snail, Inc.",snail,stock,['common'],0.9385,-0.045599999999999974,-4.633675439487854,6337,-8.28167869118992,0.9177,-6.747281780306881,193702,34507799.566800006,,10000,1,false,0,USD,USD
65,NYSE,EL,"Estee Lauder Companies, Inc. (The)",estee-lauder,stock,['common'],85.76,-4.109999999999999,-4.573272504729052,797381,-1.7914765772782903,86.57,-3.6719706242350187,12989588,31143729399.294975,-0.19384454592178363,100,1,false,0,USD,USD
66,NASDAQ,BIAF,"bioAffinity Technologies, Inc.",bioaffinity-technologies,stock,['common'],0.255,-0.012199999999999989,-4.56586826347305,26612,-5.127245508982033,0.2492,-6.736526946107781,481968,7094377.992514971,,10000,1,false,0,USD,USD
67,NASDAQ,KWM,"K Wave Media, Ltd.",k-wave-media-ltd,stock,['common'],2.3,-0.11000000000000032,-4.5643153526971085,23318,1.2448132780082906,2.16,-10.373443983402488,159282,136611987.38589212,1836.5469503455618,100,1,false,0,USD,USD
68,NASDAQ,SILO,"Silo Pharma, Inc.",silo-pharma,stock,['common'],0.63,-0.030000000000000027,-4.545454545454549,82081,-6.060606060606066,0.6505,-1.439393939393949,634957,6115434.27651515,-18.430381212812858,10000,1,false,0,USD,USD
69,NASDAQ,RAYA,Erayak Power Solution Group Inc.,erayak-power-solution,stock,['common'],0.055,-0.002599999999999998,-4.513888888888886,2022303,0.6944444444444523,0.053,-7.986111111111112,18770291,9296160.434027778,3.490188080010489,10000,1,false,0,USD,USD
70,NYSE,KMX,CarMax Inc,carmax,stock,['common'],56.7,-2.6799999999999997,-4.513304142809026,31415,-0.791512293701593,57.81,-2.6439878747052883,3703426,8675671657.415123,-29.94372944382071,100,1,false,0,USD,USD
71,NASDAQ,MOBX,"Mobix Labs, Inc.",mobix-labs,stock,['common'],0.85,-0.040000000000000036,-4.494382022471914,24488,-3.3707865168539355,0.8301,-6.730337078651692,241058,45434975.074382015,44.748702646806954,10000,1,false,0,USD,USD
72,NYSE,WEAV,"Weave Communications, Inc.",weave-communications,stock,['common'],7.25,-0.33999999999999986,-4.479578392621869,385,-4.479578392621869,7.65,0.7905138339921014,1115953,589326836.2648221,-20.455381953017476,100,1,false,0,USD,USD
73,NASDAQ,ONFO,Onfolio Holdings Inc.,onfolio,stock,['common'],1.04,-0.0484,-4.446894524072032,35045,0.147004777655278,1.01,-7.203234105108418,45099,5178670.139654539,42.4396994718774,100,1,false,0,USD,USD
74,NASDAQ,CMPO,"CompoSecure, Inc.",composecure,stock,['common'],17.4001,-0.7999000000000009,-4.395054945054951,8375,-2.2527472527472536,19.02,4.505494505494507,1578899,1947241799.6835165,85.44243617423507,100,1,false,0,USD,USD
75,NASDAQ,MAGH,Magnitude International Ltd,,stock,['common'],1.1,-0.04999999999999982,-4.347826086956506,13689,-6.086956521739117,1.06,-7.826086956521728,189772,,,100,1,false,0,USD,USD
76,NASDAQ,ANTX,"AN2 Therapeutics, Inc.",an2-therapeutics,stock,['common'],1.1,-0.04999999999999982,-4.347826086956506,250,-4.347826086956506,1.12,-2.608695652173896,83270,30605303.095652178,-58.63402585275411,100,1,false,0,USD,USD
77,NYSE,ARLO,"Arlo Technologies, Inc.",arlo,stock,['common'],16.06,-0.7200000000000024,-4.290822407628143,653,-2.085816448152571,16.66,-0.7151370679380273,859563,1738815248.4195468,25.922822035618495,100,1,false,0,USD,USD
78,NASDAQ,RVYL,Ryvyl Inc.,ryvyl,stock,['common'],0.286,-0.012800000000000034,-4.283801874163331,221832,-4.7858099062918456,0.3025,1.2382864792503283,1968877,9480958.44210174,-43.458136750120815,10000,1,false,0,USD,USD
79,NASDAQ,RIME,"Algorhythm Holdings, Inc.",algorhythm,stock,['common'],2.48,-0.10999999999999988,-4.247104247104243,321805,-5.0193050193050155,2.09,-19.305019305019304,930235,5255453.478764478,66.39289024837285,100,1,false,0,USD,USD
80,NASDAQ,CUPR,Cuprina Holdings (Cayman) Limited,cuprina-cayman-limited,stock,['common'],0.91,-0.039999999999999925,-4.210526315789466,160043,0.0,0.8399,-11.589473684210525,1721265,18015855.000000004,,10000,1,false,0,USD,USD
81,NASDAQ,PYXS,"Pyxis Oncology, Inc.",pyxis-oncology,stock,['common'],1.15,-0.050000000000000044,-4.1666666666666705,1237,0.0,1.16,-3.3333333333333366,224189,71941039.49999999,-67.65559409838846,100,1,false,0,USD,USD
82,NASDAQ,XELB,"Xcel Brands, Inc",xcel-brands,stock,['common'],1.15,-0.050000000000000044,-4.1666666666666705,500,-0.8333333333333341,1.17,-2.500000000000002,80581,5571961.199999999,-66.55832986372194,100,1,false,0,USD,USD
83,NASDAQ,SPPL,SIMPPLE LTD.,simpple-ltd,stock,['common'],3.0,-0.1299999999999999,-4.153354632587856,960,0.0,3.1,-0.9584664536741151,4233,15106703.099041535,169.4869030191095,100,1,false,0,USD,USD
84,NASDAQ,CASI,"CASI Pharmaceuticals, Inc.",casi-pharmaceuticals,stock,['common'],2.08,-0.08999999999999986,-4.1474654377880125,12032,0.0,2.28,5.069124423963128,204870,35323312.921658985,-74.82376490283805,100,1,false,0,USD,USD
