,exchange,name,description,logoid,type,typespecs,Volatility.D,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,relative_volume_10d_calc,recommendation_mark,sector.tr,sector,market
0,NASDAQ,MODV,ModivCare Inc.,modivcare,stock,['common'],236.30249045628068,0.56,10000,1,false,0,USD,-69.72972972972973,20566691,26554567.0,USD,,-16.0922,-2.378104641693795,0.0,85.45949660953353,2.0,Transportation,Transportation,america
1,NASDAQ,RMSG,Real Messenger Corporation,real-messenger,stock,['common'],157.54716981132074,4.15,100,1,false,0,USD,-20.345489443378113,1309170,21045816.14203455,USD,,,,0.0,3.1317923439175286,,Technology services,Technology Services,america
2,NASDAQ,STFS,Star Fashion Culture Holdings Limited,star-fashion-culture-limited,stock,['common'],139.66942148760333,0.1999,10000,1,false,0,USD,-54.04597701149425,19965774,6068250.0,USD,28.154929577464788,0.0071,-92.84994964753274,0.0,4.842514038805018,,Commercial services,Commercial Services,america
3,NASDAQ,APM,Aptorum Group Limited,aptorum-limited,stock,['common'],133.33333333333334,4.25,100,1,false,0,USD,234.64566929133858,397815263,9072572.0,USD,,-0.7847,13.91113549094899,0.0,4731.924551418155,,Health technology,Health Technology,america
4,NASDAQ,PTIX,"Protagenic Therapeutics, Inc.",protagenic-therapeutics,stock,['common'],110.42253521126763,4.26,100,1,false,0,USD,86.8421052631579,158865012,3699443.789473684,USD,,-13.1415,31.655069117234063,0.0,1615.9762788757907,,Health technology,Health Technology,america
5,NASDAQ,AEMD,"Aethlon Medical, Inc.",aethlon-medical,stock,['common'],104.48717948717949,2.19,100,1,false,0,USD,97.29729729729728,146417526,2884569.0,USD,,-6.5807,78.72389266084707,0.0,196.53316986164862,2.0,Health technology,Health Technology,america
6,NASDAQ,ZYBT,Zhengye Biotechnology Holding Limited,zhengye-biotechnology-limited,stock,['common'],101.48619957537156,6.7,100,1,false,0,USD,-29.39936775553214,566766,317522219.2,USD,201.2012012012012,0.0333,-64.87341772151898,0.0,2.727730818228765,,Health technology,Health Technology,america
7,NASDAQ,GWAV,"Greenwave Technology Solutions, Inc.",greenwave-technology-solutions,stock,['common'],94.48356807511736,0.0902,10000,1,false,0,USD,-45.564272782136385,23271369,5517489.362703682,USD,,-250.0247,83.47233926322473,0.0,15.674216003584858,,Commercial services,Commercial Services,america
8,NASDAQ,ISPC,iSpecimen Inc.,ispecimen,stock,['common'],89.87341772151899,0.8111,10000,1,false,0,USD,-29.77489177489177,14910133,4492963.098181818,USD,,-9.5064,55.77760410851849,0.0,31.16794943270029,,Commercial services,Commercial Services,america
9,NASDAQ,ANTE,AirNet Technology Inc.,airnet-technology,stock,['common'],87.22222222222221,2.2,100,1,false,0,USD,-26.910299003322248,923259,65754146.710963465,USD,6.975269499048827,0.3154,,0.0,1.9973580829529936,,Commercial services,Commercial Services,america
10,NASDAQ,CUPR,Cuprina Holdings (Cayman) Limited,cuprina-cayman-limited,stock,['common'],73.53308364544317,1.12,100,1,false,0,USD,33.34920823907609,8154087,24024000.000000004,USD,,-0.0541,,0.0,1.8363800574316442,,Health technology,Health Technology,america
11,NASDAQ,SUGP,SU Group Holdings Limited,su-ltd,stock,['common'],68.40882694541232,0.404,10000,1,false,0,USD,-30.344827586206886,523080,5594390.0,USD,,-0.0373,,0.0,3.852439517480257,,Commercial services,Commercial Services,america
12,NASDAQ,GXAI,Gaxos.ai Inc.,gaxosai,stock,['common'],62.29508196721311,2.76,100,1,false,0,USD,51.64835164835163,32827837,19660731.098901093,USD,,-1.005,69.47237325719146,0.0,1.2642925549601907,,Technology services,Technology Services,america
13,NASDAQ,THAR,"Tharimmune, Inc.",tharimmune,stock,['common'],60.53268765133172,4.97,100,1,false,0,USD,38.44011142061281,113561626,23037197.345403902,USD,,-6.0216,87.43418787366576,0.0,3.076817331859441,,Health technology,Health Technology,america
14,AMEX,LUD,Luda Technology Group Limited,luda-technology-limited,stock,['common'],57.01149425287358,6.52,100,1,false,0,USD,49.885057471264375,189291,,USD,,,,,11.600632457575703,,Non-energy minerals,Non-Energy Minerals,america
15,NASDAQ,CGTL,Creative Global Technology Holdings Limited,creative-global-technology-limited,stock,['common'],53.773584905660364,0.71,10000,1,false,0,USD,17.744610281923713,1959340,15220625.0,USD,,,,0.0,7.395552643309733,,Distribution services,Distribution Services,america
16,AMEX,MSN,Emerson Radio Corporation,emerson-radio,stock,['common'],47.368421052631575,0.4421,10000,1,false,0,USD,33.96969696969696,4900537,9302956.234848483,USD,,-0.2333,-1433.142857142857,0.0,34.89411863554737,,Distribution services,Distribution Services,america
17,NASDAQ,FLYE,"Fly-E Group, Inc.",,stock,['common'],46.491228070175445,0.715,10000,1,false,0,USD,18.18181818181818,11363297,13511376.272727273,USD,,-1.3394,,0.0,1.2913545837338145,,Consumer durables,Consumer Durables,america
18,NASDAQ,SKK,SKK Holdings Limited,skk-limited,stock,['common'],44.984326018808794,0.48,10000,1,false,0,USD,14.421930870083433,1257880,9000000.0,USD,25.806451612903228,0.0186,,0.0,1.1077059748121674,,Industrial services,Industrial Services,america
19,NASDAQ,GIPR,Generation Income Properties Inc.,generation-income-properties,stock,['common'],44.92753623188406,0.9445,10000,1,false,0,USD,5.577911915940091,373099,5141091.082047842,USD,,-1.9147,26.52160564893698,0.0,12.49067632623819,2.0,Finance,Finance,america
20,NASDAQ,SLGL,Sol-Gel Technologies Ltd.,sol-gel-technologies-ltd,stock,['common'],44.92063492063494,25.8,100,1,false,0,USD,40.217391304347835,115249,71872659.8804348,USD,,-1.2241,77.14141659352767,0.0,5.261454319680063,,Health technology,Health Technology,america
21,NASDAQ,TNFA,"TNF Pharmaceuticals, Inc.",mymd-pharmaceuticals,stock,['common'],42.921686746987945,0.0751,10000,1,false,0,USD,-20.864067439409904,83031058,1065225.0474183352,USD,,-2.5811,75.86200447017234,0.0,1.5939764774649527,,Health technology,Health Technology,america
22,NYSE,SLQT,"SelectQuote, Inc.",selectquote,stock,['common'],42.20183486238532,2.59,100,1,false,0,USD,41.53005464480873,23176169,447348093.40437156,USD,,-0.1062,65.53067185978577,0.0,19.713674909785247,1.5,Finance,Finance,america
23,NASDAQ,FPAY,"FlexShopper, Inc.",flexshopper,stock,['common'],41.98,0.5734,10000,1,false,0,USD,14.451097804391221,856863,12306017.80518962,USD,,-0.2215,28.91527599486521,0.0,2.6880458515283845,,Finance,Finance,america
24,NASDAQ,TGL,Treasure Global Inc.,treasure-global,stock,['common'],41.85022026431719,1.27,100,1,false,0,USD,-0.7812500000000007,3782628,4835959.578124999,USD,,-63.2225,95.03096212236962,0.0,3.2100035005462972,,Commercial services,Commercial Services,america
25,NASDAQ,STSS,Sharps Technology Inc.,sharps-technology,stock,['common'],41.783938207597075,6.325,100,1,false,0,USD,30.681818181818187,341535,6471828.863636364,USD,,-1000.3586,71.0998961124805,0.0,4.0685131733652256,1.0,Health technology,Health Technology,america
26,NASDAQ,DBGI,"Digital Brands Group, Inc.",digital-brands,stock,['common'],40.04936708860759,8.7842,100,1,false,0,USD,-20.604850007682643,207789,39452658.42536537,USD,,-89.6589,93.06617223418777,0.0,0.566424253147669,,Consumer non-durables,Consumer Non-Durables,america
27,NASDAQ,ELPW,Elong Power Holding Limited,elong-power-limited,stock,['common'],40.000000000000014,0.3149,10000,1,false,0,USD,-22.17004448838359,9656138,15762669.734799804,USD,,,,0.0,1.6569398628483167,,Producer manufacturing,Producer Manufacturing,america
28,NASDAQ,OP,OceanPal Inc.,oceanpal,stock,['common'],39.726027397260275,0.0806,10000,1,false,0,USD,-20.980392156862735,67208025,11074457.384313727,USD,,-2.64,-63.731084098238654,0.0,1.7432910290146806,,Transportation,Transportation,america
29,NASDAQ,EQ,"Equillium, Inc.",equillium,stock,['common'],37.71929824561405,1.56,100,1,false,0,USD,36.84210526315791,4863798,92825027.57894738,USD,,-0.5675,-138.64592094196803,0.0,0.17345805566335418,1.0,Health technology,Health Technology,america
30,NYSE,CATO,Cato Corporation (The),cato-the,stock,['common'],37.169956421430406,3.81,100,1,false,0,USD,34.1549295774648,2253423,75197999.51408452,USD,,-0.9744,-17.80921291258616,23.943661971831,129.83838069556802,,Retail trade,Retail Trade,america
31,NASDAQ,LASE,Laser Photonics Corporation,laser-photonics,stock,['common'],36.44859813084112,4.1,100,1,false,0,USD,20.943952802359867,3423303,58532219.23303834,USD,,-0.3292,66.8512737891451,0.0,0.23405791331450945,,Electronic technology,Electronic Technology,america
32,NASDAQ,ADD,"Color Star Technology Co., Ltd.",color-star-technology-co-ltd,stock,['common'],35.94040968342644,0.0605,10000,1,false,0,USD,-17.123287671232873,46170264,1783815.1506849318,USD,,-35.5873,85.46448556140996,0.0,0.5892772771474536,,Technology services,Technology Services,america
33,NASDAQ,RENT,"Rent the Runway, Inc.",rent-the-runway,stock,['common'],35.11530398322851,5.61,100,1,false,0,USD,25.08361204013378,2153416,22562792.080267556,USD,,-19.135,36.37932352950954,0.0,78.56716505038565,,Retail trade,Retail Trade,america
34,NASDAQ,TWIN,"Twin Disc, Incorporated",twin-disc-incorporated,stock,['common'],35.05723462076918,11.21,100,1,false,0,USD,30.046403712297003,329751,158595280.04408357,USD,38.469457789979415,0.2914,-66.73136202762873,1.85614849187935,7.105998112256112,1.0,Producer manufacturing,Producer Manufacturing,america
35,NASDAQ,STTK,"Shattuck Labs, Inc.",shattuck-labs,stock,['common'],34.777679808540114,0.8947,10000,1,false,0,USD,-11.415841584158413,1496331,42859004.55594059,USD,,-1.2086,34.66320683317116,0.0,2.4943156851749735,1.4,Health technology,Health Technology,america
36,NASDAQ,IMRX,Immuneering Corporation,immuneering,stock,['common'],34.32432432432432,4.63,100,1,false,0,USD,34.985422740524776,6459681,166613805.84839648,USD,,-1.8951,0.6604812077370628,0.0,16.246449686209225,1.0,Health technology,Health Technology,america
37,NASDAQ,MLEC,Moolec Science SA,moolec-science-sa,stock,['common'],34.26966292134832,1.9,100,1,false,0,USD,-20.502092050209214,803860,7624099.790794978,USD,,-2.1491,-31.556072477962772,0.0,22.15472978373328,,Commercial services,Commercial Services,america
38,NASDAQ,ADN,"Advent Technologies Holdings, Inc.",advent-technologies,stock,['common'],34.07960199004975,4.91,100,1,false,0,USD,9.598214285714278,5348922,13111103.953124998,USD,,-10.3907,56.26533661636888,0.0,1.233886434241579,,Electronic technology,Electronic Technology,america
39,NASDAQ,SCNX,"Scienture Holdings, Inc.",scienture,stock,['common'],33.13609467455621,1.0201,100,1,false,0,USD,-4.663551401869164,416198,19745240.552710276,USD,,-2.96,89.02134162172587,0.0,0.6650771002563004,,Commercial services,Commercial Services,america
40,AMEX,PLAG,Planet Green Holdings Corp.,planet-green,stock,['common'],32.89473684210526,1.72,100,1,false,0,USD,2.380952380952383,492365,12526267.547619049,USD,,-0.8373,40.49886299033542,0.0,7.6406853517773925,,Consumer non-durables,Consumer Non-Durables,america
41,NASDAQ,CLGN,CollPlant Biotechnologies Ltd.,collplant-biotechnologies-ltd,stock,['common'],32.29974160206718,2.4,100,1,false,0,USD,22.01321809862734,107771,30518432.94356888,USD,,-1.1257,26.217473946385272,0.0,2.1174332475391475,1.0,Health technology,Health Technology,america
