,exchange,name,description,logoid,type,typespecs,relative_volume_10d_calc,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,recommendation_mark,sector.tr,sector,market
0,NASDAQ,MNTS,Momentus Inc.,momentus,stock,['common'],2264.155870642547,1.91,100,1,false,0,USD,72.07207207207205,323058137,17402417.810810808,USD,,-18.0811,93.33252453319449,0.0,,Electronic technology,Electronic Technology,america
1,NASDAQ,BSLK,"Bolt Projects Holdings, Inc.",bolt-projects,stock,['common'],834.789927983806,14.32,100,1,false,0,USD,556.880733944954,263850216,4494678.0,USD,,-2.5118,70.94707134264829,0.0,,Finance,Finance,america
2,NASDAQ,ADD,"Color Star Technology Co., Ltd.",color-star-technology-co-ltd,stock,['common'],562.885021818128,0.178,10000,1,false,0,USD,-68.21428571428572,129278591,16511350.0,USD,,-35.5873,85.46448556140996,0.0,,Technology services,Technology Services,america
3,NASDAQ,XPON,Expion360 Inc.,expion360,stock,['common'],236.83764104549402,1.31,100,1,false,0,USD,11.016949152542384,16273138,4420552.813559323,USD,,-55.2215,50.037547726326835,0.0,,Producer manufacturing,Producer Manufacturing,america
4,NASDAQ,RSLS,"ReShape Lifesciences, Inc.",reshape-lifesciences,stock,['common'],191.223573030097,3.2,100,1,false,0,USD,57.63546798029559,43675139,7635070.738916259,USD,,-210.7045,93.5828369680999,0.0,,Health technology,Health Technology,america
5,NASDAQ,MNDR,Mobile-health Network Solutions,mobile-health-network-solutions,stock,['common'],118.34164129305158,1.24,10000,1,false,0,USD,39.32584269662921,6490684,5394240.56,USD,,-2.7245,,0.0,,Health services,Health Services,america
6,NASDAQ,AACI,Armada Acquisition Corp. II,armada-acquisition-ii,stock,['common'],92.4146796763024,10.31,100,1,false,0,USD,2.68924302788846,1876286,318372800.00000006,USD,,,,0.0,,Finance,Finance,america
7,NASDAQ,SNOA,"Sonoma Pharmaceuticals, Inc.",sonoma-pharmaceuticals,stock,['common'],82.0724773975677,3.052,100,1,false,0,USD,1.733333333333335,4607910,5015244.780000001,USD,,-2.4594,75.51520219819604,0.0,1.0,Health technology,Health Technology,america
8,NASDAQ,SPNS,Sapiens International Corporation N.V.,sapiens,stock,['common'],52.047766222380055,42.56,100,1,false,0,USD,44.27118644067797,19317492,2378560342.8881354,USD,32.85471668982554,1.2954,10.2280462899932,2.0,2.25,Technology services,Technology Services,america
9,NASDAQ,IPOD,Dune Acquisition Corporation II,dune-acquisition-ii,stock,['common'],47.37786882136489,10.06,100,1,false,0,USD,0.0,1248928,202457500.0,USD,306.7073170731707,0.0328,,0.0,,Finance,Finance,america
10,NASDAQ,ALF,Centurion Acquisition Corp.,centurion-acquisition,stock,['common'],47.25369781332998,10.52,100,1,false,0,USD,0.6698564593301464,450134,378062500.0,USD,28.594726827942374,0.3679,,0.0,,Finance,Finance,america
11,NASDAQ,THAR,"Tharimmune, Inc.",tharimmune,stock,['common'],47.21892252692519,1.32,100,1,false,0,USD,-5.714285714285704,1669510,6118530.9428571435,USD,,-7.7933,92.51510032145508,0.0,,Health technology,Health Technology,america
12,NASDAQ,WBTN,WEBTOON Entertainment Inc.,webtoon-entertainment,stock,['common'],46.98232946811466,16.96,100,1,false,0,USD,81.19658119658122,15135193,2208001656.6153846,USD,,-0.7757,44.43807750161163,0.0,1.375,Technology services,Technology Services,america
13,NASDAQ,DLPN,"Dolphin Entertainment, Inc.",dolphin-entertainment,stock,['common'],35.57529278243816,1.17,100,1,false,0,USD,2.18340611353711,1601774,13066699.991266375,USD,,-2.1438,27.437043054427296,0.0,1.0,Commercial services,Commercial Services,america
14,NASDAQ,MCHX,"Marchex, Inc.",marchex,stock,['common'],35.27059390737917,1.806,100,1,false,0,USD,-11.034482758620678,673037,79286529.80689657,USD,,-0.107,6.304728546409806,0.0,1.0,Commercial services,Commercial Services,america
15,NASDAQ,ACDC,ProFrac Holding Corp.,profrac,stock,['common'],29.758716772920106,3.63,100,1,false,0,USD,-42.56329113924051,14876076,581817076.0300633,USD,,-1.7392,-39.136,0.0,2.3,Industrial services,Industrial Services,america
16,NASDAQ,GBIO,Generation Bio Co.,generation-bio,stock,['common'],23.76976687485919,6.61,100,1,false,0,USD,63.20987654320989,10012508,44310296.57777778,USD,,-10.8262,54.71421878660108,0.0,1.5,Health technology,Health Technology,america
17,NASDAQ,VMAR,Vision Marine Technologies Inc.,vision-marine-technologies,stock,['common'],22.884947375780705,3.33,100,1,false,0,USD,-34.31952662721894,425525,3853265.8224852066,USD,,-186.1391,78.81341096854617,0.0,,Consumer durables,Consumer Durables,america
18,AMEX,LODE,Comstock Inc.,comstock-mining,stock,['common'],22.086417730534354,2.48,100,1,false,0,USD,-17.880794701986755,6403747,80392087.31125827,USD,,-2.7451,-503.51315596060556,0.0,1.5,Process industries,Process Industries,america
19,NASDAQ,MLAC,Mountain Lake Acquisition Corp.,mountain-lake-acquisition,stock,['common'],20.81437125748503,10.26,100,1,false,0,USD,-0.19455252918287524,10428,317983050.0,USD,68.0371352785146,0.1508,,0.0,,Finance,Finance,america
20,NASDAQ,VEEA,Veea Inc.,veea,stock,['common'],19.41889127595101,0.6063,100,1,false,0,USD,-43.33644859813085,2342897,24786225.662523363,USD,,-1.1002,-151.0152863335615,0.0,,Technology services,Technology Services,america
21,NASDAQ,GELS,Gelteq Limited,gelteq-limited,stock,['common'],18.249649735667184,1.42,100,1,false,0,USD,-7.792207792207799,976922,13402066.038961038,USD,,,,0.0,,Health technology,Health Technology,america
22,NASDAQ,DOGZ,Dogness (International) Corporation,dogness-international,stock,['common'],16.52787619819491,10.49,100,1,false,0,USD,23.411764705882355,779015,133544602.42,USD,,-0.396,2.750491159135557,0.0,,Consumer non-durables,Consumer Non-Durables,america
23,NASDAQ,SWAG,"Stran & Company, Inc.",stran-and-company,stock,['common'],16.344031984275887,1.56,100,1,false,0,USD,10.638297872340436,1024457,28904372.595744684,USD,,-0.1277,-558.2474226804125,0.0,,Commercial services,Commercial Services,america
24,NASDAQ,STRR,"Star Equity Holdings, Inc.",star-equity,stock,['common'],15.839884231867892,2.4559,100,1,false,0,USD,22.184079601990074,210162,7921615.415671643,USD,,-3.5807,-154.87158268971436,0.0,1.0,Health technology,Health Technology,america
25,NASDAQ,OVID,Ovid Therapeutics Inc.,ovid-therapeutics,stock,['common'],15.716884520201141,0.858,10000,1,false,0,USD,56.85557586837293,9335108,61011961.19561243,USD,,-0.3515,51.00362419849457,0.0,1.0,Health technology,Health Technology,america
26,NASDAQ,UPC,Universe Pharmaceuticals Inc,universe-pharmaceuticals,stock,['common'],14.98545989853929,4.4,100,1,false,0,USD,29.032258064516135,538504,2478687.741935484,USD,7.189996099574184e-05,61196.1389,,0.0,,Health technology,Health Technology,america
27,NASDAQ,LGVN,Longeveron Inc.,longeveron,stock,['common'],14.70905890603659,0.86,10000,1,false,0,USD,26.377663482733283,19425804,13053574.136664217,USD,,-2.7746,71.16489820521082,0.0,1.0,Health technology,Health Technology,america
28,NYSE,SBXD,SilverBox Corp IV,silverbox-corp,stock,['common'],14.057490213142499,10.46,100,1,false,0,USD,1.0628019323671614,962723,266259300.00000003,USD,38.583548506086316,0.2711,,0.0,,Finance,Finance,america
29,NYSE,AAM,AA Mission Acquisition Corp.,aa-mission-acquisition,stock,['common'],14.021431113094108,10.47,100,1,false,0,USD,0.09464536667909504,760507,460407777.59772855,USD,35.61224489795919,0.294,,0.0,,Finance,Finance,america
30,NYSE,KLC,"KinderCare Learning Companies, Inc.",kindercare-learning-companies,stock,['common'],13.333200846013412,7.62,100,1,false,0,USD,-22.324159021406732,5971162,899208232.8134555,USD,,-0.5472,-208.54989089466375,0.0,1.4375,Consumer services,Consumer Services,america
31,NASDAQ,ZYBT,Zhengye Biotechnology Holding Limited,zhengye-biotechnology-limited,stock,['common'],12.874166653911834,8.4,100,1,false,0,USD,11.111111111111121,588791,398087558.40000004,USD,252.25225225225225,0.0333,-64.87341772151898,0.0,,Health technology,Health Technology,america
32,NASDAQ,IMTX,Immatics N.V.,immatics,stock,['common'],11.469656821763644,6.1,100,1,false,0,USD,-4.984423676012466,3642482,741456050.8722742,USD,,-0.2309,78.16961331190319,0.0,1.0,Health technology,Health Technology,america
33,NASDAQ,CELZ,"Creative Medical Technology Holdings, Inc.",creative-medical-technology,stock,['common'],10.67387164864229,3.23,100,1,false,0,USD,4.700162074554296,1343089,8335119.176661264,USD,,-3.1748,21.902981403128997,0.0,1.0,Health technology,Health Technology,america
34,NASDAQ,CSAI,"Cloudastructure, Inc.",cloudastructure,stock,['common'],10.574593895874328,1.77,100,1,false,0,USD,-4.324324324324328,2114702,32295630.486486487,USD,,-0.4881,23.60306777273439,0.0,1.0,Technology services,Technology Services,america
35,AMEX,MAIA,"MAIA Biotechnology, Inc.",maia-biotechnology,stock,['common'],10.479921462477913,1.6,100,1,false,0,USD,1.9108280254777086,1626881,52789149.55414013,USD,,-0.5906,62.693449560987936,0.0,1.0,Health technology,Health Technology,america
36,NASDAQ,CGTX,"Cognition Therapeutics, Inc.",cognition-therapeutics,stock,['common'],10.431112073082467,1.22,100,1,false,0,USD,10.909090909090898,44708851,89636083.99999999,USD,,-0.6576,29.57806810880274,0.0,1.0,Health technology,Health Technology,america
37,NASDAQ,REBN,"Reborn Coffee, Inc.",reborn-coffee,stock,['common'],10.046841007495035,2.95,100,1,false,0,USD,12.595419847328246,425330,15644751.889312975,USD,,-1.6675,39.45170660856935,0.0,,Consumer services,Consumer Services,america
38,NYSE,CAVA,"CAVA Group, Inc.",cava,stock,['common'],9.966689338781647,70.45,100,1,false,0,USD,-16.62721893491124,41537919,8148244570.51716,USD,59.34130727762803,1.1872,226.42287599670055,0.0,1.404762,Consumer services,Consumer Services,america
39,NASDAQ,SSYS,"Stratasys, Ltd.",stratasys,stock,['common'],9.646982260128784,10.01,100,1,false,0,USD,-11.961301671064199,3284892,841255216.9129288,USD,,-1.5061,17.861038394415356,0.0,1.3,Electronic technology,Electronic Technology,america
40,NASDAQ,IVP,"Inspire Veterinary Partners, Inc.",inspire-veterinary-partners,stock,['common'],9.353414597079642,0.814,10000,1,false,0,USD,3.024933552714836,1741762,4513658.331856726,USD,,-30.7027,99.3320090725642,0.0,,Process industries,Process Industries,america
41,NASDAQ,VOR,Vor Biopharma Inc.,vor-biopharma,stock,['common'],9.004241349255377,2.02,100,1,false,0,USD,21.686746987951814,27625523,255812808.5180723,USD,,-13.6638,-686.134284563604,0.0,1.8,Health technology,Health Technology,america
42,NASDAQ,GLXG,Galaxy Payroll Group Limited,galaxy-payroll-limited,stock,['common'],8.448636428494988,0.5578,10000,1,false,0,USD,3.1244222591976176,378945,10047372.5,USD,,-0.0041,-157.74647887323945,0.0,,Commercial services,Commercial Services,america
43,NYSE,COPL,Copley Acquisition Corp,copley-acquisition,stock,['common'],8.413677011206703,10.07,100,1,false,0,USD,-0.19821605550049132,198429,180549284.55004954,USD,,,,0.0,,Finance,Finance,america
44,NASDAQ,ZEO,Zeo Energy Corporation,zeo-energy,stock,['common'],8.090156818356649,2.28,100,1,false,0,USD,-3.7974683544303924,147236,112415044.05063288,USD,,-0.6586,61.40412564463198,0.0,,Utilities,Utilities,america
45,NASDAQ,SISI,"Shineco, Inc.",,stock,['common'],8.048280477139715,5.33,100,1,false,0,USD,3.294573643410851,613737,240013790.0736434,USD,,-64.8322,75.29162741206206,0.0,,Process industries,Process Industries,america
46,NASDAQ,IROH,Iron Horse Acquisitions Corp.,iron-horse-acquisitions,stock,['common'],7.98824090259018,9.0,100,1,false,0,USD,-20.98331870061458,55297,79803000.0,USD,80.93525179856115,0.1112,,0.0,,Finance,Finance,america
47,NASDAQ,BLIV,BeLive Holdings,belive,stock,['common'],7.631688350193524,2.84,100,1,false,0,USD,2.158273381294966,236809,30856037.680000003,USD,,-0.4095,-157.22361809045222,0.0,,Technology services,Technology Services,america
48,AMEX,OZ,"Belpointe PREP, LLC",belpointe-oz,stock,['common'],7.512190716994763,60.7068,100,1,false,0,USD,-0.005270960303079637,24957,235950566.48372924,USD,,-8.5625,-91.68774765497325,0.0,,Finance,Finance,america
49,NASDAQ,MB,MasterBeef Group,masterbeef,stock,['common'],7.488511675888587,7.31,100,1,false,0,USD,-47.822983583154894,159700,240341550.0,USD,29.559239789729073,0.2473,,0.0,,Consumer services,Consumer Services,america
50,NASDAQ,OKUR,"OnKure Therapeutics, Inc.",onkure-therapeutics,stock,['common'],7.446915925819712,2.4,100,1,false,0,USD,19.999999999999996,498574,32424956.4,USD,,-5.3707,68.12830099103911,0.0,1.0,Health technology,Health Technology,america
