,exchange,name,description,logoid,type,typespecs,relative_volume_10d_calc,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,recommendation_mark,sector.tr,sector,market
0,NASDAQ,PPSI,"Pioneer Power Solutions, Inc.",pioneer-power-solutions,stock,['common'],640.5505272311992,4.35,100,1,false,0,USD,39.871382636655945,97006317,48373155.33762058,USD,,,,0.0,1.0,Producer manufacturing,Producer Manufacturing,america
1,AMEX,SRXH,"SRX Health Solutions, Inc.",better-choice-company,stock,['common'],505.66933653147316,0.5,10000,1,false,0,USD,84.63810930576072,665004632,16599403.618906943,USD,0.1990208175775186,2.5123,,0.0,,Health technology,Health Technology,america
2,NASDAQ,VMAR,Vision Marine Technologies Inc.,vision-marine-technologies,stock,['common'],264.6222509190779,1.94,100,1,false,0,USD,-31.69014084507042,24754062,2244845.725352112,USD,,-186.1391,78.81341096854617,0.0,,Consumer durables,Consumer Durables,america
3,AMEX,PMNT,Perfect Moment Ltd.,perfect-moment-ltd,stock,['common'],128.49076205060516,0.5563,10000,1,false,0,USD,91.5633608815427,318744515,9117637.1088,USD,,-0.9215,-65.38047379755922,0.0,,Retail trade,Retail Trade,america
4,NASDAQ,CODX,"Co-Diagnostics, Inc.",co-diagnostics,stock,['common'],122.33595362216991,0.2942,10000,1,false,0,USD,10.851544837980404,83000308,9918226.922381312,USD,,-1.139,11.835281368526978,0.0,2.0,Health technology,Health Technology,america
5,NASDAQ,TIVC,"Tivic Health Systems, Inc.",tivic-health-systems,stock,['common'],115.92784717144505,3.79,100,1,false,0,USD,8.285714285714286,41317218,4104680.451428571,USD,,-14.4672,92.38683419925518,0.0,,Health technology,Health Technology,america
6,AMEX,MTNB,"Matinas Biopharma Holdings, Inc.",matinas-biopharma,stock,['common'],104.9967324587572,2.36,100,1,false,0,USD,43.03030303030303,22525411,12005284.242424242,USD,,-3.9789,25.634987384356606,0.0,,Health technology,Health Technology,america
7,NASDAQ,FUFU,BitFuFu Inc.,bitfufu,stock,['common'],81.53797620289501,3.77,100,1,false,0,USD,-5.0377833753148655,12975024,614911942.7758186,USD,345.8715596330275,0.0109,-97.00713893465128,0.0,1.25,Technology services,Technology Services,america
8,NYSE,RAC,Rithm Acquisition Corp.,rithm-acquisition,stock,['common'],69.85474860335195,10.19,100,1,false,0,USD,-0.20370588004858836,100032,214317531.43730164,USD,,,,0.0,,Finance,Finance,america
9,NASDAQ,PGEN,"Precigen, Inc.",precigen,stock,['common'],59.45544266102639,2.94,100,1,false,0,USD,58.918918918918905,173117875,876040338.7135135,USD,,-0.4284,20.769373034954683,0.0,1.25,Health technology,Health Technology,america
