,exchange,name,description,logoid,type,typespecs,relative_volume_10d_calc,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,recommendation_mark,sector.tr,sector,market
0,NASDAQ,AERT,"Aeries Technology, Inc.",aeries-technology,stock,['common'],4889.968611425737,1.1,100,1,false,0,USD,57.14285714285716,132108370,51867888.28571429,USD,,-0.4996,-150.536111673073,0.0,,Technology services,Technology Services,america
1,NASDAQ,ONMD,OneMedNet Corp,onemednet,stock,['common'],3750.1429551652345,0.9585,10000,1,false,0,USD,99.6875,319727813,15127406.0,USD,,-0.1368,93.55810887172726,0.0,,Technology services,Technology Services,america
2,NASDAQ,BMRA,"Biomerica, Inc.",biomerica,stock,['common'],970.5065742758502,3.51,100,1,false,0,USD,15.841584158415841,39636459,8935624.782178218,USD,,-2.2305,26.13015399900645,0.0,,Health technology,Health Technology,america
3,NASDAQ,XOS,"Xos, Inc.",xos,stock,['common'],775.035989835082,3.78,100,1,false,0,USD,8.309455587392538,23666809,31418196.756446987,USD,,-5.8461,24.676278458505667,0.0,1.333333,Consumer durables,Consumer Durables,america
4,NASDAQ,XPON,Expion360 Inc.,expion360,stock,['common'],221.34181013051648,2.02,100,1,false,0,USD,54.19847328244274,390908163,6816425.236641221,USD,,-25.455,78.66374974854155,0.0,,Producer manufacturing,Producer Manufacturing,america
5,AMEX,PMNT,Perfect Moment Ltd.,perfect-moment-ltd,stock,['common'],138.50958113638328,0.2904,10000,1,false,0,USD,-0.8873720136518742,23235190,9117637.108800001,USD,,-0.9215,-65.38047379755922,0.0,,Retail trade,Retail Trade,america
6,NASDAQ,SNOA,"Sonoma Pharmaceuticals, Inc.",sonoma-pharmaceuticals,stock,['common'],137.57911628469068,5.27,100,1,false,0,USD,72.67365661861072,69899629,8660006.929882044,USD,,-2.4594,75.51520219819604,0.0,1.0,Health technology,Health Technology,america
7,NASDAQ,TIVC,"Tivic Health Systems, Inc.",tivic-health-systems,stock,['common'],118.36229698044163,3.5,100,1,false,0,USD,-0.28490028490027886,3311493,3790601.70940171,USD,,-14.4672,92.38683419925518,0.0,,Health technology,Health Technology,america
8,NASDAQ,IVP,"Inspire Veterinary Partners, Inc.",inspire-veterinary-partners,stock,['common'],103.15536453406402,1.14,100,1,false,0,USD,40.04914004914005,48296960,6321339.213759214,USD,,-13.6138,99.68599361967672,0.0,,Process industries,Process Industries,america
9,NASDAQ,ATMV,AlphaVest Acquisition Corp,alphavest-acquisition,stock,['common'],87.57862078691299,11.99,100,1,false,0,USD,0.3347280334728111,124204,46219723.239330545,USD,47.52279032897344,0.2523,-21.864354289253637,0.0,,Finance,Finance,america
10,NASDAQ,TPIC,"TPI Composites, Inc.",tpi-composites,stock,['common'],53.37661121179384,0.2963,10000,1,false,0,USD,89.93589743589745,664777355,14438778.773076924,USD,,-4.2537,7.988319273199219,0.0,2.333333,Producer manufacturing,Producer Manufacturing,america
11,NASDAQ,DLPN,"Dolphin Entertainment, Inc.",dolphin-entertainment,stock,['common'],45.95820137035,1.26,100,1,false,0,USD,7.6923076923077,9644062,14071829.692307694,USD,,-2.1013,-9.51686037421171,0.0,1.0,Commercial services,Commercial Services,america
12,NASDAQ,MKDW,MKDWELL Tech Inc.,mkdwell-tech,stock,['common'],43.619648623273605,0.2045,10000,1,false,0,USD,-3.7647058823529442,15907702,29370155.27058823,USD,,,,0.0,,Producer manufacturing,Producer Manufacturing,america
13,NASDAQ,VEEA,Veea Inc.,veea,stock,['common'],41.17196946250455,0.6,10000,1,false,0,USD,-1.039089559623944,14553476,24528672.934190992,USD,,-1.1002,-151.0152863335615,0.0,,Technology services,Technology Services,america
14,NASDAQ,PPSI,"Pioneer Power Solutions, Inc.",pioneer-power-solutions,stock,['common'],35.405977543615165,3.11,100,1,false,0,USD,-4.0123456790123555,1199204,34584027.413580246,USD,,,,0.0,1.0,Producer manufacturing,Producer Manufacturing,america
15,NASDAQ,LIVE,Live Ventures Incorporated,live-ventures,stock,['common'],32.98158287705326,19.41,100,1,false,0,USD,27.86561264822135,543332,59620844.13636363,USD,185.38681948424068,0.1047,,0.0,,Consumer durables,Consumer Durables,america
16,NASDAQ,APWC,Asia Pacific Wire & Cable Corporation Limited,asia-pacific-wire-cable,stock,['common'],25.359452913520446,1.94,100,1,false,0,USD,13.450292397660817,88999,39995480.1871345,USD,,,,0.0,,Electronic technology,Electronic Technology,america
17,AMEX,MSN,Emerson Radio Corporation,emerson-radio,stock,['common'],24.97185633328228,0.5,10000,1,false,0,USD,11.744079239961474,130433,10521326.357522948,USD,,-0.2248,-717.5824175824175,0.0,,Distribution services,Distribution Services,america
18,NASDAQ,IPCX,Inflection Point Acquisition Corp. III,inflection-point-acquisition-iii,stock,['common'],21.735319099273166,10.22,100,1,false,0,USD,0.788954635108482,670452,352317484.8086785,USD,,,,0.0,,Finance,Finance,america
19,NASDAQ,DFLI,Dragonfly Energy Holdings Corp,dragonfly-energy,stock,['common'],21.43229479385363,0.2651,10000,1,false,0,USD,-1.8148148148148204,66304411,16363157.095185185,USD,,-5.3167,-9.462436433262647,0.0,1.0,Producer manufacturing,Producer Manufacturing,america
20,NASDAQ,BMR,Beamr Imaging Ltd.,beamr-imaging-ltd,stock,['common'],19.924755927575085,3.18,100,1,false,0,USD,6.354515050167222,2793128,49349764.92,USD,,-0.2947,-156.03822762814949,0.0,,Technology services,Technology Services,america
21,AMEX,SOAR,"Volato Group, Inc.",volato,stock,['common'],19.92316818810795,1.78,100,1,false,0,USD,12.65822784810126,8360895,3698699.1772151897,USD,,-19.106,81.77798632729049,0.0,,Transportation,Transportation,america
22,NASDAQ,FOSL,"Fossil Group, Inc.",fossil-group,stock,['common'],18.922521393073755,2.35,100,1,false,0,USD,29.83425414364641,4449559,126040708.86740333,USD,,-1.1182,61.396119588483046,0.0,1.0,Consumer durables,Consumer Durables,america
23,NASDAQ,SLE,"Super League Enterprise, Inc.",super-league-enterprise,stock,['common'],18.09469840341339,4.09,100,1,false,0,USD,7.349081364829391,841389,4380005.690288714,USD,,-73.5156,81.30977695473503,0.0,1.0,Technology services,Technology Services,america
24,NASDAQ,SCNX,"Scienture Holdings, Inc.",scienture,stock,['common'],17.718351881026432,1.21,100,1,false,0,USD,-45.495495495495504,2923016,19518728.018018015,USD,,-2.96,89.02134162172587,0.0,,Commercial services,Commercial Services,america
25,NASDAQ,IPWR,Ideal Power Inc.,ideal-power,stock,['common'],17.350229587680957,5.185,100,1,false,0,USD,32.94871794871794,1256750,43286559.02948718,USD,,-1.2035,24.28436615287826,0.0,2.0,Electronic technology,Electronic Technology,america
26,NASDAQ,NERV,"Minerva Neurosciences, Inc",minerva-neurosciences,stock,['common'],17.033634275578194,1.795,100,1,false,0,USD,-0.8287292817679627,74902,12553162.917127071,USD,2.1720716360116166,0.8264,,0.0,,Health technology,Health Technology,america
27,NASDAQ,SOPA,Society Pass Incorporated,society-pass-incorporated,stock,['common'],16.631875004107098,1.62,100,1,false,0,USD,27.559055118110244,759290,8686308.61417323,USD,,-1.9358,70.95094464202644,0.0,1.0,Technology services,Technology Services,america
28,NASDAQ,TRAW,"Traws Pharma, Inc.",onconova-therapeutics,stock,['common'],16.01992819755914,1.62,100,1,false,0,USD,-1.2195121951219388,1219972,9014189.707317075,USD,,-105.9134,-390.21045372286017,0.0,,Health technology,Health Technology,america
29,AMEX,SRXH,"SRX Health Solutions, Inc.",better-choice-company,stock,['common'],15.518999131975464,0.2708,10000,1,false,0,USD,-9.431438127090303,8077518,8990236.670234116,USD,0.10778967479998407,2.5123,,0.0,,Health technology,Health Technology,america
30,NASDAQ,IRD,"Opus Genetics, Inc.",ocuphire-pharma,stock,['common'],15.081128044567185,1.18,100,1,false,0,USD,7.272727272727258,1331365,70400210.63636363,USD,,-1.7595,-219.44444444444446,0.0,1.0,Health technology,Health Technology,america
31,NASDAQ,EDBL,Edible Garden AG Incorporated,edible-garden-ag-incorporated,stock,['common'],14.806348020911136,2.19,100,1,false,0,USD,-5.806451612903235,594771,6397609.793548386,USD,,-59.4832,94.95620837166709,0.0,,Process industries,Process Industries,america
32,NASDAQ,AIRE,reAlpha Tech Corp.,realpha-tech,stock,['common'],14.595101019101135,0.3645,10000,1,false,0,USD,1.702008928571427,48838038,30521428.857421875,USD,,-0.6012,,0.0,2.0,Technology services,Technology Services,america
33,AMEX,EGG,Enigmatig Limited,enigmatig-limited,stock,['common'],13.428610038273424,7.28,100,1,false,0,USD,28.395061728395067,308055,202713056.0,USD,,,,0.0,,Commercial services,Commercial Services,america
34,NYSE,EVEX,"Eve Holding, Inc.",eve,stock,['common'],12.718896817117358,4.42,100,1,false,0,USD,-24.573378839590447,5343772,1329752201.3583617,USD,,-0.6305,-30.781995436631398,0.0,1.25,Electronic technology,Electronic Technology,america
35,AMEX,BKTI,BK Technologies Corporation,bk-technologies,stock,['common'],11.686082001053087,61.97,100,1,false,0,USD,42.65653775322284,501583,227652612.53360957,USD,,,,0.0,1.0,Electronic technology,Electronic Technology,america
36,NASDAQ,BACQ,Bleichroeder Acquisition Corp. I,bleichroeder-acquisition-i,stock,['common'],11.523630326508025,10.41,100,1,false,0,USD,1.067961165048538,1249392,351424246.53000003,USD,55.460841768779964,0.1877,,0.0,,Finance,Finance,america
37,NASDAQ,DOGZ,Dogness (International) Corporation,dogness-international,stock,['common'],11.378352501230454,14.12,100,1,false,0,USD,34.604385128693984,1310801,179756887.70257387,USD,,-0.396,2.750491159135557,0.0,,Consumer non-durables,Consumer Non-Durables,america
38,NASDAQ,ATER,"Aterian, Inc.",aterian,stock,['common'],11.154516037222194,0.96,10000,1,false,0,USD,-26.15384615384616,721135,9534584.86153846,USD,,-1.5803,53.50828160395399,0.0,2.0,Retail trade,Retail Trade,america
39,NASDAQ,AAME,Atlantic American Corporation,atlantic-americanrporation,stock,['common'],10.828370064588944,2.88,100,1,false,0,USD,17.551020408163254,176536,58744018.28571428,USD,29.032258064516128,0.0992,,0.816326530612245,,Finance,Finance,america
