,exchange,name,description,logoid,type,typespecs,market_cap_basic,fundamental_currency_code,close,pricescale,minmov,fractional,minmove2,currency,change,volume,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,relative_volume_10d_calc,sector.tr,sector,market,recommendation_mark
0,NASDAQ,YMAT,"J-Star Holding Co., Ltd.",j-star-co-ltd,stock,['common'],98730215.64,USD,2.03,100,1,false,0,USD,-64.63414634146342,6028827,31.2788906009245,0.0649,-18.671679197994983,0.0,9.26777553169412,Producer manufacturing,Producer Manufacturing,america,
1,NASDAQ,AKAN,Akanda Corp.,,stock,['common'],3167103.9999999995,USD,4.36,100,1,false,0,USD,-63.10214876033058,755824,,-6.4704,98.87099971244552,0.0,4.624071837905818,Process industries,Process Industries,america,
2,AMEX,USAS,Americas Gold and Silver Corporation,,stock,['common'],660334688.5391567,USD,2.43,100,1,false,0,USD,-60.1312551271534,1149331,,-0.35975809999999997,14.877731446436968,0.0,1.2039684360736715,Non-energy minerals,Non-Energy Minerals,america,1.0
3,NASDAQ,DOGZ,Dogness (International) Corporation,dogness-international,stock,['common'],130489245.00000001,USD,10.25,100,1,false,0,USD,-35.20859671302149,828450,,-0.396,2.750491159135557,0.0,1.7136293571423253,Consumer non-durables,Consumer Non-Durables,america,
4,NASDAQ,UBXG,U-BX Technology Ltd.,u-bx-technology-ltd,stock,['common'],59234807.00000001,USD,2.85,100,1,false,0,USD,-23.18059299191374,310314,,-0.1368,-27.85046728971963,0.0,1.4374594386517858,Commercial services,Commercial Services,america,
5,NASDAQ,SNYR,Synergy CHC Corp.,synergy-chc,stock,['common'],21716259.999999996,USD,2.3,100,1,false,0,USD,-21.23287671232877,314924,6.194451925666576,0.3713,,0.0,5.101214706058626,Health technology,Health Technology,america,1.0
6,NASDAQ,NEGG,"Newegg Commerce, Inc.",newegg-commerce,stock,['common'],1300140699.0000002,USD,67.03,100,1,false,0,USD,-21.14117647058823,1387687,,,,0.0,0.8564156917906507,Retail trade,Retail Trade,america,
7,NASDAQ,THAR,"Tharimmune, Inc.",tharimmune,stock,['common'],28321385.0,USD,6.11,100,1,false,0,USD,-20.75226977950713,9987059,,-6.0216,87.43418787366576,0.0,0.17370579455191754,Health technology,Health Technology,america,
8,NASDAQ,DKI,DarkIris Inc.,,stock,['common'],,USD,6.08,100,1,false,0,USD,-18.82510013351135,332565,,,,,0.8392697433371221,Technology services,Technology Services,america,
9,NASDAQ,RAY,Raytech Holding Limited,raytech-limited,stock,['common'],111175111.64999999,USD,2.55,100,1,false,0,USD,-18.530351437699682,22368644,42.35880398671096,0.0602,,0.0,2.2868224606854826,Consumer durables,Consumer Durables,america,
10,NASDAQ,INHD,Inno Holdings Inc.,inno,stock,['common'],30683988.0,USD,3.96,100,1,false,0,USD,-16.63157894736842,7876888,,-1.4727,24.55430327868853,0.0,0.40579941720873025,Producer manufacturing,Producer Manufacturing,america,
11,AMEX,VENU,Venu Holding Corporation,venu,stock,['common'],499688167.00000006,USD,12.28,100,1,false,0,USD,-16.12021857923498,219513,,-1.0368,,0.0,2.5456095185082104,Consumer services,Consumer Services,america,1.0
12,NASDAQ,GRAN,Grande Group Limited,grande-limited,stock,['common'],88168125.00000001,USD,3.54,100,1,false,0,USD,-16.113744075829377,48241,,,,0.0,0.5127183179276577,Commercial services,Commercial Services,america,
