,exchange,name,description,logoid,type,typespecs,Volatility.D,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,relative_volume_10d_calc,recommendation_mark,sector.tr,sector,market
0,NASDAQ,INHD,Inno Holdings Inc.,inno,stock,['common'],395.2380952380953,4.75,100,1,false,0,USD,262.59541984732823,193749454,10150511.0,USD,,-1.4727,24.55430327868853,0.0,6117.8950592529545,,Producer manufacturing,Producer Manufacturing,america
1,NYSE,OPAD,Offerpad Solutions Inc.,offerpad-solutions,stock,['common'],168.65671641791045,3.64,100,1,false,0,USD,136.36363636363637,161437933,47098683.0,USD,,-2.0627,15.546184081231582,0.0,116.25237174910949,2.0,Technology services,Technology Services,america
2,NASDAQ,EPIX,ESSA Pharma Inc.,essa-pharma,stock,['common'],163.30150068212825,0.7838,100,1,false,0,USD,-59.38860103626943,177409921,91305201.0,USD,,-0.5696,8.96595812689788,0.0,286.97155824444695,,Health technology,Health Technology,america
3,NASDAQ,HTCR,"Heartcore Enterprises, Inc.",heartcore-enterprises,stock,['common'],129.45205479452056,1.28,10000,1,false,0,USD,76.55172413793105,27154850,29837785.6,USD,,-0.0128,96.8395061728395,2.75862068965517,21.796574190514267,,Technology services,Technology Services,america
4,NASDAQ,FTHM,Fathom Holdings Inc.,fathom,stock,['common'],111.64383561643835,2.1,100,1,false,0,USD,40.00000000000001,15690305,59108954.8,USD,,-1.0566,12.994071146245057,0.0,82.60842210451,1.0,Technology services,Technology Services,america
5,NASDAQ,WGRX,"Wellgistics Health, Inc.",wellgistics-health,stock,['common'],105.72348005976326,1.64,10000,1,false,0,USD,73.54497354497354,24763408,137865126.6031746,USD,,-0.7527,-1381.692913385827,0.0,2.4247505465023322,,Distribution services,Distribution Services,america
6,NASDAQ,THAR,"Tharimmune, Inc.",tharimmune,stock,['common'],90.83333333333334,7.71,100,1,false,0,USD,63.34745762711865,79473687,35737784.03389831,USD,,-6.0216,87.43418787366576,0.0,1.604030408995397,,Health technology,Health Technology,america
7,NASDAQ,RAY,Raytech Holding Limited,raytech-limited,stock,['common'],84.86486486486484,3.13,100,1,false,0,USD,26.209677419354836,23276794,136461999.79,USD,51.993355481727576,0.0602,,0.0,2.9311129965330407,,Consumer durables,Consumer Durables,america
8,NASDAQ,MODV,ModivCare Inc.,modivcare,stock,['common'],84.48275862068968,0.6703,100,1,false,0,USD,-37.35514018691589,32589928,9621365.921869159,USD,,-16.0922,-2.378104641693795,0.0,0.9875430397297655,2.0,Transportation,Transportation,america
9,NASDAQ,EEIQ,EpicQuest Education Group International Limited,epicquest-education-international-limited,stock,['common'],83.70370370370368,0.74,100,1,false,0,USD,-40.322580645161295,10551533,9703747.709677419,USD,,-0.2322,61.57537646864141,0.0,0.4818291984740755,,Commercial services,Commercial Services,america
10,NASDAQ,OSRH,"OSR Holdings, Inc.",osr,stock,['common'],80.11049723756906,1.01,10000,1,false,0,USD,96.11650485436894,237546670,11116460.0,USD,,-1.9568,-4615.180722891566,0.0,77.06672628350584,,Health technology,Health Technology,america
11,NASDAQ,HCWB,HCW Biologics Inc.,hcw-biologics,stock,['common'],79.57142857142856,5.55,100,1,false,0,USD,60.82294986960301,87672671,11941419.240799766,USD,,-16.0701,61.324954995716176,0.0,2638.7322612587395,1.0,Health technology,Health Technology,america
12,NASDAQ,CAPS,Capstone Holding Corp.,capstone-therapeutics,stock,['common'],61.39240506329112,1.71,100,1,false,0,USD,55.45454545454543,104968712,9543861.327272724,USD,,-14.1316,64.07034600941235,0.0,996.634283804518,1.0,Distribution services,Distribution Services,america
13,NASDAQ,FBGL,FBS Global Limited,fbs-global-limited,stock,['common'],59.47267701467148,0.5697,10000,1,false,0,USD,10.044427274483278,1132607,,USD,,,,,38.41702875323504,,Industrial services,Industrial Services,america
14,NASDAQ,STSS,Sharps Technology Inc.,sharps-technology,stock,['common'],59.24899999999999,10.35,100,1,false,0,USD,40.720598232494886,24810770,10590264.942216177,USD,,-1000.3586,71.0998961124805,0.0,244.78523007222958,1.0,Health technology,Health Technology,america
15,NASDAQ,DUO,Fangdd Network Group Ltd.,fangdd-network-ltd,stock,['common'],59.154929577464785,1.86,100,1,false,0,USD,28.27586206896553,18376103,7262481.600000001,USD,2.214549351113228,0.8399,,0.0,117.54537138909501,,Technology services,Technology Services,america
16,NASDAQ,DKI,DarkIris Inc.,,stock,['common'],53.65384615384615,7.49,100,1,false,0,USD,47.44094488188977,822628,,USD,,,,,2.0383022258761416,,Technology services,Technology Services,america
17,AMEX,DSS,"DSS, Inc.",dss,stock,['common'],52.69047619047619,1.25,10000,1,false,0,USD,49.27155481251492,1026372,11365648.137090996,USD,,-6.1792,-0.5385529034672415,0.0,87.75935632262534,,Commercial services,Commercial Services,america
18,AMEX,ZONE,CleanCore Solutions Inc.,cleancore-solutions,stock,['common'],48.0997624703088,6.0,100,1,false,0,USD,25.000000000000007,285491,50880222.0,USD,,-0.6712,,0.0,7.237643014503629,,Distribution services,Distribution Services,america
19,NASDAQ,MJID,Majestic Ideal Holdings Ltd,majestic-ideal-ltd,stock,['common'],46.7345207803223,1.27,100,1,false,0,USD,-2.3076923076923097,3001741,,USD,,,,,16.36219385694328,,Distribution services,Distribution Services,america
20,NASDAQ,FORA,Forian Inc.,forian,stock,['common'],46.53465346534654,2.21,100,1,false,0,USD,24.85875706214689,829593,68758209.22033899,USD,,-0.0291,-164.0969162995595,0.0,35.567450534845335,1.0,Technology services,Technology Services,america
21,NASDAQ,RMTI,"Rockwell Medical, Inc.",rockwell-medical,stock,['common'],45.522721185608404,1.3,100,1,false,0,USD,14.035087719298259,8155134,44759456.140350886,USD,,-0.0667,60.9713282621416,0.0,31.394045969675165,1.0,Health technology,Health Technology,america
22,NASDAQ,SUPX,Super X AI Technology Limited,junee-limited,stock,['common'],43.454545454545446,58.2,100,1,false,0,USD,35.85434173669467,822333,1290285444.6000001,USD,,,,0.0,4.239865822886623,,Commercial services,Commercial Services,america
