,exchange,name,description,logoid,type,typespecs,Volatility.D,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,relative_volume_10d_calc,recommendation_mark,sector.tr,sector,market
0,NASDAQ,ZNB,"Color Star Technology Co., Ltd.",,stock,['common'],2111.2573099415204,2.0,100,1,false,0,USD,-94.7107438016529,19457461,44595388.0,USD,,-35.5873,85.46448556140996,0.0,,,Technology services,Technology Services,america
1,NASDAQ,ETS,Elite Express Holding Inc.,,stock,['common'],191.66666666666666,1.47,100,1,false,0,USD,-58.00000000000001,12259260,,USD,,,,,,,Transportation,Transportation,america
2,NASDAQ,MODV,ModivCare Inc.,modivcare,stock,['common'],118.26544021024965,1.07,100,1,false,0,USD,91.07142857142857,307551008,8038138.999999999,USD,,-16.0922,-2.378104641693795,0.0,135.177101641024,2.0,Transportation,Transportation,america
3,NASDAQ,EEIQ,EpicQuest Education Group International Limited,epicquest-education-international-limited,stock,['common'],101.4491525423729,1.24,100,1,false,0,USD,128.44509948415626,205934861,7117830.0,USD,,-0.2322,61.57537646864141,0.0,157.55280510895736,,Commercial services,Commercial Services,america
4,NASDAQ,ANTE,AirNet Technology Inc.,airnet-technology,stock,['common'],89.32038834951456,2.81,100,1,false,0,USD,27.727272727272716,17348654,83985979.94545454,USD,8.909321496512366,0.3154,,0.0,35.031282232289755,,Commercial services,Commercial Services,america
5,NASDAQ,ELAB,PMGC Holdings Inc.,pmgc,stock,['common'],77.15517241379312,2.37,100,1,false,0,USD,25.396825396825406,158421130,3519039.9523809524,USD,,,,0.0,4989.044775743377,,Health technology,Health Technology,america
6,NASDAQ,APM,Aptorum Group Limited,aptorum-limited,stock,['common'],72.76422764227642,2.64,100,1,false,0,USD,-37.882352941176464,13409386,18859518.945882354,USD,,-0.7847,13.91113549094899,0.0,0.3364189700907859,,Health technology,Health Technology,america
7,NASDAQ,TCRT,"Alaunos Therapeutics, Inc.",alaunos-therapeutics,stock,['common'],72.45508982035929,1.77,100,1,false,0,USD,-6.3492063492063435,5699595,3885045.111111111,USD,,-2.4643,79.37737980668648,0.0,148.62356972244532,,Health technology,Health Technology,america
8,NASDAQ,NXL,"Nexalin Technology, Inc.",nexalin-technology,stock,['common'],67.85181164337088,1.02,100,1,false,0,USD,39.726027397260275,50479754,17766290.1369863,USD,,-0.6887,5.150805674149565,0.0,539.2220125000134,1.0,Health technology,Health Technology,america
9,NASDAQ,ETHZ,ETHZilla Corporation,180-life-sciences,stock,['common'],62.49999999999999,3.3,100,1,false,0,USD,-31.392931392931388,72024367,508305838.06652814,USD,,-5.692,80.01846501651671,0.0,1.818893478921549,,Health technology,Health Technology,america
10,NASDAQ,OCG,Oriental Culture Holding LTD,oriental-culture-ltd,stock,['common'],57.207207207207205,3.4899,100,1,false,0,USD,26.905454545454543,300277,72359337.86530909,USD,,-0.3056,63.86425446375784,0.0,24.154721109448655,,Retail trade,Retail Trade,america
11,NASDAQ,GWAV,"Greenwave Technology Solutions, Inc.",greenwave-technology-solutions,stock,['common'],53.33333333333335,0.078,10000,1,false,0,USD,-13.525498891352553,53167539,4771221.0864745015,USD,,-250.0247,83.47233926322473,0.0,14.28848746094268,,Commercial services,Commercial Services,america
12,AMEX,AZTR,Azitra Inc,,stock,['common'],51.6300227445034,0.9233,10000,1,false,0,USD,-2.810526315789468,26536515,3254612.0902105267,USD,,-5.9796,95.01325994495872,0.0,19.469767597402864,,Health technology,Health Technology,america
13,NASDAQ,EQ,"Equillium, Inc.",equillium,stock,['common'],49.66887417218541,1.9,100,1,false,0,USD,21.794871794871785,14087730,113056120.19230767,USD,,-0.5675,-138.64592094196803,0.0,0.49652314703952727,1.0,Health technology,Health Technology,america
14,NASDAQ,HTCR,"Heartcore Enterprises, Inc.",heartcore-enterprises,stock,['common'],48.06451612903226,0.725,10000,1,false,0,USD,17.12439418416801,10699720,16900308.25,USD,,-0.0128,96.8395061728395,3.23101777059774,60.67434207728299,,Technology services,Technology Services,america
15,NASDAQ,JEM,707 Cayman Holdings Limited,707-cayman-limited,stock,['common'],47.82608695652176,2.76,100,1,false,0,USD,-26.005361930294914,324752,,USD,,,,,0.3870873462730363,,Distribution services,Distribution Services,america
16,NASDAQ,CYCU,"Cycurion, Inc.",western-acquisition-ventures,stock,['common'],47.7017036322726,0.318,10000,1,false,0,USD,22.637871191669895,345464248,16353479.282684153,USD,,-0.6128,-163.00429184549355,0.0,25.967377239203987,,Technology services,Technology Services,america
17,NASDAQ,OPEN,Opendoor Technologies Inc,opendoor,stock,['common'],47.674418604651166,5.01,100,1,false,0,USD,39.16666666666666,657068054,3687130256.7083325,USD,,-0.4256,27.59441987070432,0.0,2.629423590105174,2.277778,Finance,Finance,america
18,NASDAQ,SUGP,SU Group Holdings Limited,su-ltd,stock,['common'],45.10883162371778,0.4353,10000,1,false,0,USD,7.747524752475246,4260050,6027816.749999999,USD,,-0.0373,,0.0,23.07913177975399,,Commercial services,Commercial Services,america
