,exchange,name,description,logoid,type,typespecs,premarket_close,premarket_change_abs,premarket_change,premarket_volume,premarket_gap,close,change,volume,market_cap_basic,Perf.1Y.MarketCap,pricescale,minmov,fractional,minmove2,fundamental_currency_code,currency
0,NASDAQ,IVVD,"Invivyd, Inc.",adagio,stock,['common'],0.9434,0.38370000000000004,68.55458281222084,64159253,91.17384313024837,1.03,84.0271574057531,186776820,200802845.0,-36.00060854205154,100,1,false,0,USD,USD
1,NASDAQ,BENF,Beneficient,beneficient,stock,['common'],0.4815,0.09249999999999997,23.778920308483283,29421630,51.64524421593829,0.4164,7.043701799485856,106000755,3611002.0000000005,-72.98041792614009,10000,1,false,0,USD,USD
2,AMEX,SER,"Serina Therapeutics, Inc.",agex-therapeutics,stock,['common'],6.87,1.2300000000000004,21.808510638297882,566414,39.36170212765958,5.49,-2.659574468085097,3825426,56275723.0,-25.457523142734082,100,1,false,0,USD,USD
3,NASDAQ,SPRC,SciSparc Ltd.,scisparc-ltd,stock,['common'],4.31,0.08999999999999986,2.1327014218009444,226505,26.77725118483412,4.23,0.23696682464456578,618297,2261358.0,113.73774484982074,100,1,false,0,USD,USD
4,NASDAQ,PFSA,"Profusa, Inc.",profusa,stock,['common'],0.6583,0.1684,34.374362114717286,51186814,26.55644008981425,0.4303,-12.16574811185956,100000705,14109055.000000002,-73.59659153175595,10000,1,false,0,USD,USD
5,NASDAQ,IBIO,"iBio, Inc.",ibio,stock,['common'],0.9331,0.08730000000000004,10.321589028139046,10235085,22.9605107590447,0.7871,-6.940174982265308,18160665,15470156.0,-32.1822380112571,10000,1,false,0,USD,USD
6,AMEX,BATL,Battalion Oil Corporation,battalion-oil,stock,['common'],1.28,0.09000000000000008,7.5630252100840405,602406,21.008403361344538,1.18,-0.8403361344537823,1503179,19418742.000000004,-71.618036190412,100,1,false,0,USD,USD
7,NASDAQ,FEAM,"5E Advanced Materials, Inc.",5e-advanced-materials-inc,stock,['common'],3.24,-0.009999999999999787,-0.30769230769230116,18144,17.538461538461533,3.57,9.846153846153841,197985,80115295.0,50.57798437115544,100,1,false,0,USD,USD
8,NASDAQ,CYCU,"Cycurion, Inc.",western-acquisition-ventures,stock,['common'],0.2798,0.0005000000000000004,0.17901897601145736,1689478,14.17830290010742,0.2815,0.7876834944504045,12228966,14476430.000000002,-58.19754592677083,10000,1,false,0,USD,USD
9,NYSE,OPAD,Offerpad Solutions Inc.,offerpad-solutions,stock,['common'],4.18,0.5399999999999996,14.835164835164823,6578120,14.010989010989016,3.73,2.4725274725274686,48384865,114076683.0,-53.30805075164936,100,1,false,0,USD,USD
10,NASDAQ,PNBK,Patriot National Bancorp Inc.,patriot-bank,stock,['common'],1.63,0.039999999999999813,2.5157232704402395,24663,12.578616352201255,1.59,0.0,279212,154533636.0,2043.9672870020968,100,1,false,0,USD,USD
11,NASDAQ,RMTI,"Rockwell Medical, Inc.",rockwell-medical,stock,['common'],1.42,0.11999999999999988,9.230769230769221,861219,11.538461538461531,1.24,-4.615384615384619,4747380,42693635.99999999,-59.96379518615137,100,1,false,0,USD,USD
12,NASDAQ,HKPD,Hong Kong Pharma Digital Technology Holdings Limited,hong-kong-pharma-digital-technology-limited,stock,['common'],1.22,0.16999999999999993,16.190476190476183,4920224,11.428571428571416,1.42,35.23809523809523,150583673,,,100,1,false,0,USD,USD
13,NASDAQ,AMIX,"Autonomix Medical, Inc.",autonomix-medical,stock,['common'],1.05,0.030000000000000027,2.9411764705882377,5180,10.784313725490184,1.16,13.725490196078422,1125455,6861755.0,-60.29026954575155,100,1,false,0,USD,USD
14,NASDAQ,EDHL,Everbright Digital Holding Limited,everbright-digital-limited,stock,['common'],0.458,-0.011999999999999955,-2.5531914893616925,75592,10.638297872340436,0.4495,-4.361702127659567,4145724,,,10000,1,false,0,USD,USD
15,NASDAQ,TCRX,"TScan Therapeutics, Inc.",tscan-therapeutics-inc,stock,['common'],1.99,0.09000000000000008,4.736842105263162,2039,10.521052631578947,1.89,-0.5263157894736847,407008,107253706.0,-68.04119111393453,100,1,false,0,USD,USD
16,NASDAQ,CRVS,"Corvus Pharmaceuticals, Inc.",corvus-pharmaceuticals,stock,['common'],5.91,0.45999999999999996,8.440366972477063,4035,10.077064220183484,5.54,1.651376146788988,502403,412807768.00000006,49.82116422905127,100,1,false,0,USD,USD
17,NASDAQ,ASST,Asset Entities Inc.,asset-entities,stock,['common'],5.18,0.3799999999999999,7.916666666666665,452364,10.000000000000009,5.59,16.458333333333336,8362984,92930367.00000001,2202.794836753008,100,1,false,0,USD,USD
