,exchange,name,description,logoid,type,typespecs,premarket_close,premarket_change_abs,premarket_change,premarket_volume,premarket_gap,close,change,volume,market_cap_basic,Perf.1Y.MarketCap,pricescale,fractional,minmove2,fundamental_currency_code,currency
0,NASDAQ,APM,Aptorum Group Limited,aptorum-limited,stock,['common'],2.71,1.44,113.38582677165354,80951520,1.5748031496063006,4.25,234.64566929133858,397815263,9072572.0,-35.47443789496587,100,false,0,USD,USD
1,NASDAQ,PTIX,"Protagenic Therapeutics, Inc.",protagenic-therapeutics,stock,['common'],3.64,1.3600000000000003,59.64912280701756,24796376,2.508771929824577,4.26,86.8421052631579,158865012,3699443.789473684,-22.631630391762556,100,false,0,USD,USD
2,NASDAQ,AEMD,"Aethlon Medical, Inc.",aethlon-medical,stock,['common'],1.64,0.5299999999999998,47.747747747747724,34980126,33.33333333333332,2.19,97.29729729729728,146417526,2884569.0,-52.882380133342984,100,false,0,USD,USD
3,NASDAQ,THAR,"Tharimmune, Inc.",tharimmune,stock,['common'],4.97,1.38,38.44011142061281,23579579,44.846796657381624,4.97,38.44011142061281,113561626,23037197.345403902,,100,false,0,USD,USD
4,AMEX,GRO,Brazil Potash Corp.,brazil-potash,stock,['common'],1.87,0.3600000000000001,23.84105960264901,9553998,48.344370860927164,1.92,27.152317880794698,25976239,73754380.8,,100,false,0,USD,USD
5,AMEX,MSN,Emerson Radio Corporation,emerson-radio,stock,['common'],0.3886,0.058599999999999985,17.757575757575754,41701,12.96969696969697,0.4421,33.96969696969696,4900537,9302956.234848483,-2.361697812123422,10000,false,0,USD,USD
6,NASDAQ,RENT,"Rent the Runway, Inc.",rent-the-runway,stock,['common'],5.27,0.7849999999999993,17.50278706800444,518280,2.5641025641025488,5.61,25.08361204013378,2153416,22562792.080267556,-59.677709436658596,100,false,0,USD,USD
7,NYSE,SLQT,"SelectQuote, Inc.",selectquote,stock,['common'],2.15,0.31999999999999984,17.4863387978142,633135,2.459016393442619,2.59,41.53005464480873,23176169,447348093.40437156,-44.20435764483922,100,false,0,USD,USD
8,NASDAQ,LYTS,LSI Industries Inc.,lsi-industries,stock,['common'],22.48,3.1799999999999997,16.476683937823832,27131,8.549222797927454,20.4,5.699481865284963,618814,612090986.1139896,32.732246621896444,100,false,0,USD,USD
9,NASDAQ,ASBP,"Aspire Biopharma Holdings, Inc.",aspire-biopharma,stock,['common'],0.5998,0.07999999999999996,15.390534821085025,13313378,0.03847633705270834,0.5372,3.347441323585989,47882318,26605351.083999995,,10000,false,0,USD,USD
10,NASDAQ,HTCR,"Heartcore Enterprises, Inc.",heartcore-enterprises,stock,['common'],0.59,0.07679999999999998,14.964925954793449,10293,3.2735775526110755,0.619,20.615744349181607,776544,14429366.629999997,,10000,false,0,USD,USD
11,NYSE,CATO,Cato Corporation (The),cato-the,stock,['common'],3.25,0.41000000000000014,14.436619718309865,111668,5.281690140845083,3.81,34.1549295774648,2253423,75197999.51408452,-45.22208668734904,100,false,0,USD,USD
12,NASDAQ,ISPC,iSpecimen Inc.,ispecimen,stock,['common'],1.31,0.15500000000000003,13.41991341991342,3433183,11.688311688311689,0.8111,-29.77489177489177,14910133,4492963.098181818,59.42252010235853,10000,false,0,USD,USD
13,NASDAQ,EVOK,"Evoke Pharma, Inc.",evoke-pharma,stock,['common'],6.55,0.7199999999999998,12.349914236706686,3115452,7.032590051457978,6.34,8.747855917667234,7553679,9880668.154373927,112.43981964533788,100,false,0,USD,USD
14,NASDAQ,VS,Versus Systems Inc.,versus-systems,stock,['common'],2.37,0.2450000000000001,11.529411764705888,963231,25.1764705882353,1.91,-10.117647058823533,2247341,9362202.508235293,208.26904296675596,100,false,0,USD,USD
15,NASDAQ,SFHG,Samfine Creation Holdings Group Limited,samfine-creation-limited,stock,['common'],0.72,0.06209999999999993,9.439124487004094,18622,0.16719866241069917,0.6998,6.368749050007589,85703,14205938.936312506,,10000,false,0,USD,USD
16,NASDAQ,LHSW,Lianhe Sowell International Group Ltd,lianhe-sowell-international-ltd,stock,['common'],2.4,0.19999999999999973,9.09090909090908,250,9.09090909090908,2.38,8.181818181818167,71814,123760000.0,,100,false,0,USD,USD
17,NASDAQ,IMRX,Immuneering Corporation,immuneering,stock,['common'],3.74,0.31000000000000005,9.03790087463557,1366092,-2.3323615160349873,4.63,34.985422740524776,6459681,166613805.84839648,293.2787039528098,100,false,0,USD,USD
18,NASDAQ,EFOI,"Energy Focus, Inc.",energy-focus,stock,['common'],2.68,0.2200000000000002,8.943089430894318,3920,9.756097560975618,2.76,12.195121951219505,115235,15110628.634146338,33.001224898796,100,false,0,USD,USD
19,NASDAQ,EJH,E-Home Household Service Holdings Limited,e-home-household-service-limited,stock,['common'],1.39,0.11009999999999986,8.602234549574176,2912,5.476990389874213,1.32,3.1330572700992287,308450,5285093.741698571,-41.89908469889618,100,false,0,USD,USD
20,NASDAQ,GTBP,"GT Biopharma, Inc.",gt-biopharma,stock,['common'],1.17,0.08999999999999986,8.33333333333332,1481,6.481481481481466,1.07,-0.9259259259259267,106295,3806526.9814814813,5.085357009156917,100,false,0,USD,USD
21,NASDAQ,ALXO,ALX Oncology Holdings Inc.,alx-oncology,stock,['common'],0.9,0.06800000000000006,8.17307692307693,171284,1.5625000000000013,1.03,23.798076923076934,2860680,55157667.41586539,-61.59108949341894,100,false,0,USD,USD
22,NASDAQ,ACET,"Adicet Bio, Inc.",adicet-bio,stock,['common'],0.6915,0.05149999999999999,8.046874999999998,2812,4.687500000000004,0.6827,6.671874999999994,1236613,56837357.52609374,-52.741706235054195,10000,false,0,USD,USD
23,NASDAQ,MSAI,"MultiSensor AI Holdings, Inc.",multisensor-ai,stock,['common'],0.7433,0.055300000000000016,8.03779069767442,117,8.03779069767442,0.6891,0.15988372093024725,38848,23825278.93561047,-50.82373416499305,10000,false,0,USD,USD
24,NASDAQ,FAAS,DigiAsia Corp.,stonebridge-acquisition,stock,['common'],0.2984,0.02210000000000001,7.998552298226569,1157328,8.577633007600435,0.2752,-0.3981179876945313,7726026,16702393.977560624,41.911621626098864,10000,false,0,USD,USD
25,AMEX,SOAR,"Volato Group, Inc.",volato,stock,['common'],1.51,0.1100000000000001,7.857142857142866,316707,0.714285714285715,1.54,10.000000000000009,1719623,8640935.600000001,-33.72714642571311,100,false,0,USD,USD
26,NASDAQ,ELTX,"Elicio Therapeutics, Inc.",elicio-therapeutics,stock,['common'],12.1299,0.8798999999999992,7.821333333333326,2538,5.777777777777781,11.43,1.5999999999999976,77446,186746581.04,290.0193219322808,100,false,0,USD,USD
27,NYSE,BLND,"Blend Labs, Inc.",blend,stock,['common'],3.21,0.22999999999999998,7.718120805369128,97054,4.362416107382547,3.47,16.442953020134237,7524400,899854743.4429531,-21.78470656332848,100,false,0,USD,USD
28,NASDAQ,FOSL,"Fossil Group, Inc.",fossil-group,stock,['common'],3.184,0.2240000000000002,7.567567567567575,6349,1.3513513513513526,2.82,-4.729729729729734,816896,151674734.63513514,169.64329378039457,100,false,0,USD,USD
29,NASDAQ,MAGH,Magnitude International Ltd,,stock,['common'],1.1399,0.07989999999999986,7.53773584905659,146971,8.490566037735835,1.08,1.8867924528301903,611039,,,100,false,0,USD,USD
30,NASDAQ,DVAX,Dynavax Technologies Corporation,dynavax,stock,['common'],11.2,0.7799999999999994,7.485604606525905,36990,1.9193857965450989,10.95,5.086372360844524,4463614,1284078987.336852,-15.905810068888982,100,false,0,USD,USD
31,AMEX,MMA,Mixed Martial Arts Group Limited,alta-global-limited,stock,['common'],0.8918,0.06180000000000008,7.4457831325301305,32439,0.8915662650602498,0.8672,4.481927710843375,512287,11309336.4448,,10000,false,0,USD,USD
32,NASDAQ,EUDA,Euda Health Holdings Limited,euda-health-limited,stock,['common'],2.21,0.1499999999999999,7.281553398058247,800,2.427184466019409,2.432,18.05825242718446,28971,90364322.29902911,-38.0687508396999,100,false,0,USD,USD
33,AMEX,USBC,"USBC, Inc.",know-labs,stock,['common'],1.2,0.07999999999999985,7.142857142857128,1650,0.8928571428571237,1.06,-5.357142857142862,427778,7947825.107142858,-65.02629559822644,100,false,0,USD,USD
34,NASDAQ,NWTG,"Newton Golf Company, Inc.",newton-golf-company,stock,['common'],1.69,0.10999999999999988,6.962025316455687,3195,3.164556962025305,1.68,6.329113924050624,175354,7745508.151898734,,100,false,0,USD,USD
35,NASDAQ,CLIR,ClearSign Technologies Corporation,clearsign,stock,['common'],0.58,0.03720000000000001,6.853352984524689,12907,3.168754605747993,0.5749,5.913780397936629,101807,30139869.659911573,-20.428753274936255,10000,false,0,USD,USD
36,NASDAQ,LZMH,LZ Technology Holdings Limited,lz-technology-limited,stock,['common'],3.62,0.22999999999999998,6.784660766961652,151199,2.949852507374634,3.59,5.899705014749254,688946,545931300.0,,100,false,0,USD,USD
37,NASDAQ,GSM,Ferroglobe PLC,ferroglobe,stock,['common'],4.3999,0.2698999999999998,6.535108958837768,200,6.535108958837768,4.18,1.2106537530266301,663066,780096156.7409201,-6.987238774692938,100,false,0,USD,USD
38,NASDAQ,INHD,Inno Holdings Inc.,inno,stock,['common'],1.31,0.08000000000000007,6.504065040650413,1000,6.504065040650413,1.2599,2.4308943089430923,23464,9762312.615203252,,100,false,0,USD,USD
39,NASDAQ,OLB,"The OLB Group, Inc.",the-olb,stock,['common'],1.17,0.06999999999999984,6.363636363636349,815,4.545454545454529,1.07,-2.7272727272727297,127842,3004345.0272727273,11.333037033179304,100,false,0,USD,USD
40,NASDAQ,NDSN,Nordson Corporation,nordson,stock,['common'],227.0,13.47999999999999,6.313225927313596,2372,5.399962532783814,219.93,3.0020606968902195,1522118,12428012624.675018,-11.846708926165286,100,false,0,USD,USD
41,NASDAQ,CYCU,"Cycurion, Inc.",western-acquisition-ventures,stock,['common'],0.2947,0.017500000000000016,6.313131313131319,7210929,18.759018759018755,0.2593,-6.4574314574314675,47594912,13334771.902597401,-58.19754592677083,10000,false,0,USD,USD
42,NASDAQ,CJMB,Callan JMB Inc.,callan-jmb,stock,['common'],5.3,0.3099999999999996,6.21242484969939,113,6.21242484969939,4.7508,-4.793587174348703,6971,,,100,false,0,USD,USD
43,AMEX,LUD,Luda Technology Group Limited,luda-technology-limited,stock,['common'],4.62,0.27000000000000046,6.206896551724149,345,6.666666666666668,6.52,49.885057471264375,189291,,,100,false,0,USD,USD
44,NASDAQ,NEGG,"Newegg Commerce, Inc.",newegg-commerce,stock,['common'],117.36,6.719999999999999,6.073752711496745,31122,2.9103398409255234,115.78,4.6456977584960235,1553597,2245715231.765365,549.290871642881,100,false,0,USD,USD
45,AMEX,BURU,"Nuburu, Inc.",nuburu-inc,stock,['common'],0.1723,0.009800000000000003,6.030769230769232,6908994,-0.30769230769230793,0.1587,-2.3384615384615373,21509369,12688527.915692309,125.46271413526934,10000,false,0,USD,USD
46,NASDAQ,UPLD,"Upland Software, Inc.",upland-software,stock,['common'],3.01,0.16999999999999993,5.985915492957744,77124,-4.2253521126760445,2.63,-7.394366197183097,1250428,75670611.88732395,7.956145038349209,100,false,0,USD,USD
47,NASDAQ,MTEX,"Mannatech, Incorporated",mannatech-incorporated,stock,['common'],9.0,0.5,5.88235294117647,1798,-4.588235294117654,8.5,0.0,23857,16157905.0,20.602890085052262,100,false,0,USD,USD
48,NASDAQ,BGL,Blue Gold Limited,blue-gold-limited,stock,['common'],10.33,0.5700000000000003,5.840163934426233,580,5.840163934426233,10.68,9.426229508196721,103862,326506457.4221311,177.82370158834817,100,false,0,USD,USD
49,NASDAQ,IROH,Iron Horse Acquisitions Corp.,iron-horse-acquisitions,stock,['common'],10.9,0.5999999999999996,5.825242718446598,700,4.368932038834944,10.83,5.145631067961158,117852,23454000.329999994,,100,false,0,USD,USD
50,NASDAQ,PRLD,Prelude Therapeutics Incorporated,prelude-therapeutics,stock,['common'],1.11,0.06000000000000005,5.714285714285719,7227,4.761904761904765,1.1,4.761904761904765,419205,62106525.90476191,-83.49678227703963,100,false,0,USD,USD
51,NYSE,NMM,Navios Maritime Partners LP,navios-maritime-partners-lp,stock,['common'],47.3,2.549999999999997,5.6983240223463625,5756,0.5363128491620156,46.7,4.3575418994413475,308746,1363369519.8614526,-10.49099901871061,100,false,0,USD,USD
52,NASDAQ,JFBR,Jeffs' Brands Ltd,jeffs-brands-ltd,stock,['common'],5.49,0.29000000000000004,5.5769230769230775,686,4.038461538461537,5.25,0.9615384615384581,25040,2905801.298076923,59.656808323568406,100,false,0,USD,USD
53,NASDAQ,CVV,CVD Equipment Corporation,cvd-equipment,stock,['common'],3.06,0.16000000000000014,5.51724137931035,100,5.51724137931035,2.8,-3.448275862068969,19696,19269146.206896547,-20.430108282917203,100,false,0,USD,USD
54,NASDAQ,HIND,"Vyome Holdings, Inc.",,stock,['common'],9.478,0.48799999999999955,5.428253615127915,5487,5.339265850945499,10.96,21.913236929922142,181225,7379752.02669633,20.57061174743284,100,false,0,USD,USD
55,NASDAQ,SION,"Sionna Therapeutics, Inc.",sionna-therapeutics,stock,['common'],24.0,1.2300000000000004,5.401844532279316,500,5.401844532279316,23.74,4.25999121651295,152369,1047879441.0689503,,100,false,0,USD,USD
56,NASDAQ,DGLY,"Digital Ally, Inc.",digital-ally,stock,['common'],1.78,0.09000000000000008,5.3254437869822535,637,5.307692307692315,1.75,3.550295857988169,27604,3022987.278106509,-28.882679330738455,100,false,0,USD,USD
57,NASDAQ,RIME,"Algorhythm Holdings, Inc.",algorhythm,stock,['common'],2.2,0.11000000000000032,5.263157894736858,9780,-1.435406698564584,2.0,-4.3062200956937735,75960,5029141.626794259,12.778392423146872,100,false,0,USD,USD
58,NASDAQ,SNYR,Synergy CHC Corp.,synergy-chc,stock,['common'],3.0,0.14500000000000002,5.078809106830123,641,4.728546409807364,2.9,1.5761821366024493,31014,27381372.364273205,1118.4517434823367,100,false,0,USD,USD
59,NASDAQ,XHLD,"TEN Holdings, Inc.",ten,stock,['common'],0.3348,0.01589999999999997,4.985888993414854,1800,0.0,0.3187,-0.06271558482283897,196531,11211479.4169,,10000,false,0,USD,USD
60,NASDAQ,LICN,Lichen International Limited,lichen-international-limited,stock,['common'],4.5,0.20999999999999996,4.895104895104894,100,4.895104895104894,4.4091,2.776223776223765,21051,3117233.7,-99.91856282692578,100,false,0,USD,USD
61,NASDAQ,GALT,Galectin Therapeutics Inc.,galectin-therapeutics,stock,['common'],4.09,0.18999999999999995,4.8717948717948705,253,1.7948717948718023,3.88,-0.5128205128205132,134203,248553832.6769231,70.70646370888477,100,false,0,USD,USD
62,NASDAQ,ADIL,"Adial Pharmaceuticals, Inc",adial-pharmaceuticals,stock,['common'],0.39,0.018000000000000016,4.8387096774193585,42554,10.591397849462362,0.3721,0.026881720430104568,426126,8122278.821505376,32.2149986781536,10000,false,0,USD,USD
63,NASDAQ,DSGN,"Design Therapeutics, Inc.",design-therapeutics,stock,['common'],5.02,0.22999999999999954,4.801670146137777,150,4.801670146137777,5.15,7.51565762004176,133934,293282835.41753656,14.341981724558064,100,false,0,USD,USD
64,NASDAQ,JAGX,"Jaguar Health, Inc.",jaguar-health,stock,['common'],1.9597,0.08969999999999989,4.796791443850261,3730,0.0,1.82,-2.6737967914438525,103446,3484262.5026737973,-65.41818706992204,100,false,0,USD,USD
65,NASDAQ,AIFF,"Firefly Neuroscience, Inc.",firefly-neuroscience,stock,['common'],2.63,0.1200000000000001,4.780876494023909,1427,0.3984063745020013,2.57,2.3904382470119545,189388,34419798.05179282,-19.915744234615744,100,false,0,USD,USD
66,NASDAQ,BNRG,Brenmiller Energy Ltd,brenmiller-energy-ltd,stock,['common'],2.1994,0.09939999999999971,4.733333333333319,1032,13.333333333333325,2.07,-1.4285714285714404,43927,5642513.442857142,33.25810608282732,100,false,0,USD,USD
67,NASDAQ,PUBM,"PubMatic, Inc.",pubmatic,stock,['common'],8.19,0.3699999999999992,4.731457800511499,59581,3.4526854219948793,8.5,8.69565217391304,1316888,388677750.0,-46.16604102373847,100,false,0,USD,USD
68,NASDAQ,WLGS,"Wang & Lee Group, Inc.",wang-and-lee-group,stock,['common'],0.0502,0.0022000000000000006,4.583333333333335,1815964,10.625000000000002,0.0445,-7.291666666666672,29554031,1413003.4269999997,,10000,false,0,USD,USD
69,NASDAQ,FMFC,Kandal M Venture Limited,kandal-m-venture-limited,stock,['common'],7.99,0.35000000000000053,4.58115183246074,2232,0.0,7.21,-5.628272251308896,1007629,,,100,false,0,USD,USD
70,AMEX,APUS,"Apimeds Pharmaceuticals US, Inc.",apimeds-pharmaceuticals-us,stock,['common'],1.89,0.07999999999999985,4.419889502762422,13243,0.0,2.27,25.414364640883974,543483,28547481.409999996,,100,false,0,USD,USD
71,NASDAQ,NKTX,"Nkarta, Inc.",nkarta,stock,['common'],2.3595,0.09950000000000037,4.402654867256653,1453,0.8849557522123902,2.32,2.654867256637171,271068,164776869.7699115,-54.59669856423915,100,false,0,USD,USD
72,NASDAQ,SWIN,Solowin Holdings,solowin,stock,['common'],4.5898,0.18979999999999997,4.313636363636363,8897,0.9045454545454458,4.31,-2.0454545454545623,511455,246040918.59999993,301.78081155985086,100,false,0,USD,USD
73,NASDAQ,RYET,Ruanyun Edai Technology Inc.,ruanyun-edai-technology,stock,['common'],1.46,0.06000000000000005,4.28571428571429,5092,6.428571428571435,1.42,1.42857142857143,57445,47925005.68000001,,100,false,0,USD,USD
74,NYSE,NOTE,"FiscalNote Holdings, Inc.",fiscalnote,stock,['common'],0.5103,0.020699999999999996,4.227941176470588,13853,2.9207516339869355,0.5,2.124183006535952,1194728,79108351.71568626,-54.85202765629757,10000,false,0,USD,USD
75,NASDAQ,YYAI,Connexa Sports Technologies Inc.,connexa-sports-technologies,stock,['common'],4.94,0.20000000000000018,4.2194092827004255,1200,3.3755274261603407,4.34,-8.438818565400851,203140,63203498.742616035,22.77076514069474,100,false,0,USD,USD
76,NASDAQ,VSEE,"VSee Health, Inc.",vsee-health,stock,['common'],0.865,0.03500000000000003,4.216867469879522,738,2.000000000000007,0.87,4.81927710843374,46314,13628357.132530121,-50.7980860669602,10000,false,0,USD,USD
77,NASDAQ,FEMY,Femasys Inc.,femasys,stock,['common'],0.6474,0.026100000000000012,4.200869145340418,15084,-3.138580395943982,0.5675,-8.65926283598905,781785,18486542.22195397,-3.227956691215078,10000,false,0,USD,USD
78,AMEX,MCRP,Micropolis Holding Company,micropolis-company,stock,['common'],2.0,0.08000000000000007,4.1666666666666705,200,22.916666666666664,2.02,5.208333333333338,179942,70474662.94,,100,false,0,USD,USD
79,NASDAQ,CTSO,Cytosorbents Corporation,cytosorbents,stock,['common'],0.9303,0.03639999999999999,4.072043852779951,7118,0.682402953350486,0.844,-5.582279897080216,296234,52970962.957825266,20.79906182728216,10000,false,0,USD,USD
80,NASDAQ,SCSC,"ScanSource, Inc.",scansource,stock,['common'],44.26,1.7299999999999969,4.067716905713606,18669,2.2102045614860044,39.91,-6.160357394780166,751424,901790679.3957205,-20.376238529636357,100,false,0,USD,USD
81,NASDAQ,HOTH,"Hoth Therapeutics, Inc.",hoth-therapeutics,stock,['common'],1.3,0.050000000000000044,4.0000000000000036,3700,0.0,1.29,3.200000000000003,162695,17104145.088000003,228.23203336332122,100,false,0,USD,USD
82,NYSE,TGE,The Generation Essentials Group,the-generation-essentials,stock,['common'],3.65,0.14000000000000012,3.988603988603993,995,0.0,3.44,-1.9943019943019897,65427,,,100,false,0,USD,USD
83,NASDAQ,DOGZ,Dogness (International) Corporation,dogness-international,stock,['common'],15.99,0.6099999999999994,3.966189856957083,540,3.966189856957083,15.45,0.45513654096227896,225537,196688668.06892064,-12.773269981524535,100,false,0,USD,USD
84,NASDAQ,VEEE,Twin Vee PowerCats Co.,twin-vee-powercats-co,stock,['common'],2.02,0.07699999999999996,3.962943901183734,200,4.477611940298494,1.99,2.41893978383942,45255,4452225.054040143,14.775113459323986,100,false,0,USD,USD
85,NASDAQ,FTEL,Fitell Corporation,fitell,stock,['common'],0.499,0.019000000000000017,3.9583333333333375,471,0.0,0.489,1.8750000000000018,45387,10279071.933000002,,10000,false,0,USD,USD
86,NASDAQ,RNXT,"RenovoRx, Inc.",renovorx,stock,['common'],0.9044,0.034399999999999986,3.9540229885057454,3861,0.0,0.8934,2.6896551724137905,209236,32739430.62965517,35.4804120882827,10000,false,0,USD,USD
87,NASDAQ,BUUU,BUUU Group Limited,,stock,['common'],4.47,0.16999999999999993,3.953488372093022,1444,-3.255813953488365,4.65,8.139534883720943,128787,,,100,false,0,USD,USD
88,NASDAQ,SXTP,"60 Degrees Pharmaceuticals, Inc.",60-degrees-pharmaceuticals,stock,['common'],1.32,0.050000000000000044,3.9370078740157513,3850,0.7874015748031503,1.3,2.362204724409451,21028,5335810.078740157,90.97578644309965,100,false,0,USD,USD
89,NASDAQ,NUAI,"New Era Energy & Digital, Inc.",new-era-helium,stock,['common'],0.4449,0.016800000000000037,3.9243167484232746,17122,-1.8920812894183594,0.4418,3.200186872226126,442422,11477758.631628126,-89.16063105717649,10000,false,0,USD,USD
90,NASDAQ,JZXN,"Jiuzi Holdings, Inc.",jiuzi,stock,['common'],0.91,0.03400000000000003,3.8812785388127886,234905,0.0,0.84935,-3.042237442922369,273205,46762616.41027398,112.92038818733324,10000,false,0,USD,USD
91,NASDAQ,IMG,CIMG Inc.,nuzee,stock,['common'],0.2465,0.009099999999999997,3.83319292333614,95755,-3.032855939342886,0.2373,-0.04212299915753538,2825476,8637107.258213986,-19.181517228884104,10000,false,0,USD,USD
