,exchange,name,description,logoid,type,typespecs,Volatility.D,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,relative_volume_10d_calc,recommendation_mark,sector.tr,sector,market
0,NASDAQ,NAOV,"NanoVibronix, Inc.",,stock,['common'],970.735090152566,7.43,100,1,false,0,USD,-90.37564766839378,98643,19954927.0,USD,,-151.2833,-29.767131066403834,0.0,3.1183120657683348,,Health technology,Health Technology,america
1,NASDAQ,ATNF,180 Life Sciences Corp.,180-life-sciences,stock,['common'],192.62295081967213,10.24,100,1,false,0,USD,206.58682634730542,225462813,514467114.00000006,USD,,-5.692,80.01846501651671,0.0,61.85913632762095,,Health technology,Health Technology,america
2,NASDAQ,MIMI,Mint Incorporation Limited,mint-incorporation-limited,stock,['common'],122.30971128608924,5.66,100,1,false,0,USD,-33.175914994096814,2883476,141570750.0,USD,,-0.0082,,0.0,2.7867433991516672,,Commercial services,Commercial Services,america
3,AMEX,FLYY,"Spirit Aviation Holdings, Inc.",spirit-aviation,stock,['common'],102.28571428571429,2.1,100,1,false,0,USD,-40.67796610169491,3919860,54345734.49152541,USD,,-12.9047,-108.45300208377083,0.0,15.48902413291954,,Transportation,Transportation,america
4,NASDAQ,TPIC,"TPI Composites, Inc.",tpi-composites,stock,['common'],88.74999999999999,0.1777,10000,1,false,0,USD,-38.06204252352736,49819386,8645108.096897872,USD,,-4.2537,7.988319273199219,0.0,9.928479588861018,2.2,Producer manufacturing,Producer Manufacturing,america
5,AMEX,MYO,Myomo Inc.,myomo,stock,['common'],85.26315789473685,1.08,100,1,false,0,USD,-38.63636363636363,8738010,38857233.47727273,USD,,-0.2271,13.254392666157367,0.0,15.086520352794198,1.0,Distribution services,Distribution Services,america
6,NASDAQ,ADN,"Advent Technologies Holdings, Inc.",advent-technologies,stock,['common'],79.5759162303665,3.12,100,1,false,0,USD,59.18367346938776,26020835,8331293.020408164,USD,,-13.2455,58.26835162273115,0.0,435.81754201434364,,Electronic technology,Electronic Technology,america
7,NASDAQ,XFOR,"X4 Pharmaceuticals, Inc.",x4-pharmaceuticals,stock,['common'],73.93939393939395,2.58,100,1,false,0,USD,81.69014084507043,97762846,29433561.16901409,USD,,-14.7989,-676.4831911495462,0.0,126.15828868475941,1.0,Health technology,Health Technology,america
8,NASDAQ,BTAI,"BioXcel Therapeutics, Inc.",bioxcel-therapeutics,stock,['common'],68.33333333333334,6.8,100,1,false,0,USD,6.249999999999992,35579726,41181113.4375,USD,,-12.6725,77.71938646337347,0.0,0.9296136652359068,1.5,Health technology,Health Technology,america
9,NASDAQ,RMBL,"RumbleOn, Inc.",rumbleon,stock,['common'],65.78947368421053,3.21,100,1,false,0,USD,60.5,39976018,121527481.485,USD,,-3.0034,67.05931385452311,0.0,891.9574816536995,1.666667,Retail trade,Retail Trade,america
10,NASDAQ,SHOT,"Safety Shot, Inc.",jupiter-wellness,stock,['common'],55.22928659207036,0.445,10000,1,false,0,USD,-20.279469724113223,14888869,53866731.81655321,USD,,-0.706,5.627589894399148,0.0,1.6920926594865346,,Health technology,Health Technology,america
11,NASDAQ,HCHL,Happy City Holdings Limited,happy-city-limited,stock,['common'],54.823008849557546,3.35,100,1,false,0,USD,2.1341463414634236,164838,,USD,,,,,0.9007752641182278,,Consumer services,Consumer Services,america
12,NASDAQ,ZYBT,Zhengye Biotechnology Holding Limited,zhengye-biotechnology-limited,stock,['common'],51.125771930497486,7.56,100,1,false,0,USD,40.520446096654275,342856,358278802.56,USD,227.027027027027,0.0333,-64.87341772151898,0.0,26.04437759698579,,Health technology,Health Technology,america
13,NASDAQ,PUBM,"PubMatic, Inc.",pubmatic,stock,['common'],50.7845934379458,8.34,100,1,false,0,USD,-21.097445600756863,3787651,404770590.10785246,USD,,-0.061,-117.01534170153418,0.0,5.602754714742772,1.636364,Technology services,Technology Services,america
14,NYSE,BBAI,"BigBear.ai, Inc.",bigbear-ai,stock,['common'],49.26315789473684,5.97,100,1,false,0,USD,-15.79689703808181,239323839,1738397246.3060648,USD,,-1.4386,-74.14356615421865,0.0,3.1112712855376667,1.333333,Technology services,Technology Services,america
15,NASDAQ,IOBT,"IO Biotech, Inc.",io-biotech,stock,['common'],49.11320754716981,1.31,100,1,false,0,USD,24.761904761904763,20100268,86303991.47619048,USD,,-1.4944,19.6472739004194,0.0,2.3269496385699195,1.0,Health technology,Health Technology,america
16,NASDAQ,SKK,SKK Holdings Limited,skk-limited,stock,['common'],48.937644341801395,0.48,10000,1,false,0,USD,8.474576271186436,10109125,9000000.0,USD,25.806451612903228,0.0186,,0.0,146.02906677760635,,Industrial services,Industrial Services,america
17,NASDAQ,PRPH,"ProPhase Labs, Inc.",prophase-labs,stock,['common'],48.14925373134328,0.354,10000,1,false,0,USD,25.665601703940354,273538129,14705584.74973376,USD,,,,0.0,297.4270858829031,,Health technology,Health Technology,america
18,NASDAQ,GEVO,"Gevo, Inc.",gevo,stock,['common'],47.826086956521735,1.99,100,1,false,0,USD,59.199999999999996,82298887,476730376.368,USD,,-0.2466,20.090732339598176,0.0,20.425101245220855,1.333333,Process industries,Process Industries,america
19,NASDAQ,VSEE,"VSee Health, Inc.",vsee-health,stock,['common'],47.395535203205505,0.8852,10000,1,false,0,USD,0.5909090909090889,1159439,13866461.847727273,USD,,,,0.0,6.279253273832089,,Technology services,Technology Services,america
20,NASDAQ,SDM,Smart Digital Group Limited,smart-digital-limited,stock,['common'],45.71944739638681,12.65,100,1,false,0,USD,22.458857696030982,764135,,USD,,,,,0.8791120420178131,,Commercial services,Commercial Services,america
21,NASDAQ,TNXP,Tonix Pharmaceuticals Holding Corp.,tonix-pharmaceuticals,stock,['common'],45.298907882241224,59.76,100,1,false,0,USD,32.88859239492995,3555534,439666178.97798526,USD,,-1006.2787,90.94503022991363,0.0,2.430478919052532,1.0,Health technology,Health Technology,america
22,NASDAQ,VTSI,"VirTra, Inc.",virtra,stock,['common'],42.27005870841485,5.45,100,1,false,0,USD,-25.034387895460792,476732,61375654.77991748,USD,153.08988764044943,0.0356,-94.27928651775672,0.0,5.31733443978219,1.0,Technology services,Technology Services,america
23,NASDAQ,MVST,"Microvast Holdings, Inc.",microvast,stock,['common'],42.25352112676056,2.62,100,1,false,0,USD,-13.531353135313523,33997740,852394380.6666667,USD,,-0.4537,19.270462633451967,0.0,4.56062065373304,1.0,Producer manufacturing,Producer Manufacturing,america
24,NASDAQ,ALTS,ALT5 Sigma Corporation,janone,stock,['common'],40.625,5.96,100,1,false,0,USD,-9.696969696969692,29794481,104029774.5030303,USD,,-0.429,86.70756646216769,0.0,4.932099230367229,1.0,Industrial services,Industrial Services,america
25,NASDAQ,NAKA,"Kindly MD, Inc.",kindly-md,stock,['common'],40.5511811023622,11.09,100,1,false,0,USD,-22.33893557422969,1212564,84354299.51,USD,,-0.8621,-110.06335282651072,0.0,1.672973270540475,,Health services,Health Services,america
26,NASDAQ,IHRT,"iHeartMedia, Inc.",iheartmedia,stock,['common'],40.18404907975462,2.03,100,1,false,0,USD,24.539877300613494,6409007,275396631.0122699,USD,,-2.4453,62.885330500113845,0.0,13.51441733082431,2.25,Consumer services,Consumer Services,america
27,NASDAQ,YSXT,"YSX Tech. Co., Ltd",ysx-tech-co-ltd,stock,['common'],39.909523809523805,2.2,100,1,false,0,USD,-3.0837004405286272,647005,51562500.969163,USD,12.256267409470754,0.1795,,0.0,3.6791143354132205,,Finance,Finance,america
28,NASDAQ,BEAT,"Heartbeam, Inc.",biotelemetry,stock,['common'],39.36170212765959,1.2,100,1,false,0,USD,27.375013268230536,394265,40571648.44496337,USD,,-0.7366,-20.280862181580662,0.0,3.8819288686367837,1.0,Health technology,Health Technology,america
29,NASDAQ,TLS,Telos Corporation,telos,stock,['common'],39.10761154855642,5.24,100,1,false,0,USD,35.400516795865634,13791202,385059911.9483205,USD,,-0.7652,-75.18315018315018,0.0,5.648184256790357,1.4,Technology services,Technology Services,america
30,NASDAQ,QRHC,Quest Resource Holding Corporation,quest-resource-holding,stock,['common'],39.00709219858157,1.78,100,1,false,0,USD,-9.18367346938775,647440,36813636.69387755,USD,,-1.2131,-275.3403465346535,0.0,6.871679265028349,1.333333,Industrial services,Industrial Services,america
31,NASDAQ,RMSG,Real Messenger Corporation,real-messenger,stock,['common'],38.425925925925924,2.74,100,1,false,0,USD,23.9819004524887,740500,13895309.927601809,USD,,,,0.0,0.15889925411767408,,Technology services,Technology Services,america
32,NASDAQ,CTW,CTW Cayman,,stock,['common'],37.426900584795334,2.01,100,1,false,0,USD,7.486631016042764,1119525,125423999.99999999,USD,6700.0,0.0003,,0.0,2.7137513216970666,,Technology services,Technology Services,america
33,NYSE,KODK,Eastman Kodak Company,eastman-kodak,stock,['common'],37.24696356275303,5.43,100,1,false,0,USD,-19.911504424778766,10769258,438630269.53097343,USD,,-0.1055,-119.24831235176063,0.0,9.728617022910349,,Producer manufacturing,Producer Manufacturing,america
34,AMEX,PAPL,Pineapple Financial Inc.,,stock,['common'],37.028301886792434,4.67,100,1,false,0,USD,-2.7083333333333313,1017604,,USD,,-8.126,4.264844486333649,0.0,0.09146716540764233,,Finance,Finance,america
35,NASDAQ,CREG,Smart Powerr Corp.,smart-powerr,stock,['common'],36.44144144144143,1.48,100,1,false,0,USD,25.423728813559325,614542,3932565.694915254,USD,,-2.345,-99.3369602176131,0.0,0.06917942253100064,,Utilities,Utilities,america
36,NASDAQ,VERU,Veru Inc.,,stock,['common'],35.98484848484847,3.17,100,1,false,0,USD,-11.699164345403897,653741,46467101.5097493,USD,,-1.9468,43.40204087565776,0.0,3.148245113916513,1.166667,Health technology,Health Technology,america
37,NASDAQ,RPID,"Rapid Micro Biosystems, Inc.",rapid-micro-biosystems,stock,['common'],35.83333333333333,2.68,100,1,false,0,USD,-17.791411042944773,453041,117468959.28834356,USD,,-1.0017,14.113006945039858,0.0,4.945246988911861,1.0,Producer manufacturing,Producer Manufacturing,america
38,NASDAQ,EJH,E-Home Household Service Holdings Limited,e-home-household-service-limited,stock,['common'],35.568698817106466,1.1,100,1,false,0,USD,-21.146953405017914,399454,4041235.197132617,USD,,-3524.4625,98.81212251227049,0.0,4.479851245082259,,Consumer services,Consumer Services,america
39,NYSE,DDD,3D Systems Corporation,3-d-systems,stock,['common'],34.877529286474974,2.28,100,1,false,0,USD,29.545454545454536,22353126,311021312.25,USD,,-1.3127,50.783593281343734,0.0,9.627460758940087,1.75,Technology services,Technology Services,america
40,NASDAQ,ARCT,Arcturus Therapeutics Holdings Inc.,arcturus-therapeutics,stock,['common'],34.65430016863406,14.89,100,1,false,0,USD,30.728709394205445,1813855,403825799.36435467,USD,,-2.224,13.41249756667314,0.0,3.7244396569956275,1.0,Health technology,Health Technology,america
41,NASDAQ,AERT,"Aeries Technology, Inc.",aeries-technology,stock,['common'],34.1875,0.7,10000,1,false,0,USD,2.63929618768327,31967,33006838.269794714,USD,,-0.4996,-150.536111673073,0.0,1.399777555917538,,Technology services,Technology Services,america
42,NYSE,WOW,"WideOpenWest, Inc.",wideopenwest,stock,['common'],34.06374501992032,5.04,100,1,false,0,USD,49.11242603550296,44698517,430798735.8106509,USD,,-0.7861,63.353689804671106,0.0,64.90716950336382,2.0,Communications,Communications,america
43,NASDAQ,ATLN,Atlantic International Corp.,atlantic-international,stock,['common'],33.41346153846153,2.68,100,1,false,0,USD,26.41509433962264,47332,165223457.56603774,USD,,-3.6044,73.2845135563824,0.0,1.521337357491138,,Health technology,Health Technology,america
44,NASDAQ,AGFY,Agrify Corporation,agrify,stock,['common'],33.333333333333336,31.0,100,1,false,0,USD,16.14837017609591,63934,62079609.254402384,USD,,-30.0795,-140.0866816723337,0.0,8.25370186287293,,Producer manufacturing,Producer Manufacturing,america
45,NYSE,HBI,Hanesbrands Inc.,hanesbrands,stock,['common'],33.04647160068847,6.18,100,1,false,0,USD,27.9503105590062,69423863,2186058411.677018,USD,13.897009219698672,0.4447,,0.0,10.041599153856481,2.0,Consumer non-durables,Consumer Non-Durables,america
46,NASDAQ,TELA,"TELA Bio, Inc.",tela-bio,stock,['common'],32.857142857142875,1.6,100,1,false,0,USD,-13.978494623655912,282766,63287982.79569893,USD,,-1.1172,34.85714285714286,0.0,3.437725673464326,1.2,Health technology,Health Technology,america
47,NASDAQ,DRIO,DarioHealth Corp.,dariohealth,stock,['common'],32.36842105263158,0.4283,10000,1,false,0,USD,-14.850894632206757,894340,19043837.5359841,USD,,-0.8819,48.562263050452025,0.0,5.329114565177875,1.333333,Health technology,Health Technology,america
48,NASDAQ,CGTX,"Cognition Therapeutics, Inc.",cognition-therapeutics,stock,['common'],32.0528211284514,1.1,100,1,false,0,USD,28.100617212064755,20616713,80819415.97764061,USD,,-0.6576,29.57806810880274,0.0,6.803764355401758,1.0,Health technology,Health Technology,america
49,NYSE,GDOT,Green Dot Corporation,green-dot,stock,['common'],31.787234042553187,13.43,100,1,false,0,USD,35.24672708962739,4025497,737182909.775428,USD,,-0.4402,56.68175555992916,0.0,5.082290109026599,1.5,Finance,Finance,america
50,AMEX,FSI,Flexible Solutions International Inc.,flexible-solutions-international,stock,['common'],31.475409836065577,6.95,100,1,false,0,USD,26.13430127041743,370436,87900354.56442831,USD,37.812840043525576,0.1838,-2.4416135881104144,0.0,23.046954227871414,1.0,Process industries,Process Industries,america
51,NASDAQ,MSW,Ming Shing Group Holdings Limited,ming-shing-limited,stock,['common'],31.034482758620705,2.125,100,1,false,0,USD,28.01204819277109,306516,27571875.0,USD,,,,0.0,0.2554174206920309,,Industrial services,Industrial Services,america
52,NASDAQ,SSP,E.W. Scripps Company (The),scripps-ew-company,stock,['common'],30.620155038759687,3.16,100,1,false,0,USD,22.718446601941743,2195834,277165114.34563106,USD,6.499382969971205,0.4862,,0.0,2.9987752709617466,1.8,Consumer services,Consumer Services,america
53,NASDAQ,BJDX,"Bluejay Diagnostics, Inc.",bluejay-diagnostics,stock,['common'],30.55555555555555,1.48,100,1,false,0,USD,-21.276595744680847,1424797,2211389.234042553,USD,,-38.9824,98.25006424939315,0.0,0.14164121657535372,,Health technology,Health Technology,america
54,NASDAQ,AGH,Aureus Greenway Holdings Inc.,aureus-greenway,stock,['common'],30.478609625668447,4.74,100,1,false,0,USD,22.164948453608257,774277,,USD,,,,,1.0885285533190283,,Consumer services,Consumer Services,america
55,NASDAQ,ULCC,"Frontier Group Holdings, Inc.",frontier,stock,['common'],30.402384500745157,4.29,100,1,false,0,USD,29.607250755287005,13778033,978786891.5166163,USD,,-0.1482,49.10714285714286,0.0,2.847491918054843,2.045455,Transportation,Transportation,america
56,NASDAQ,BWEN,"Broadwind, Inc.",broadwind,stock,['common'],30.366492146596876,2.13,100,1,false,0,USD,-14.457831325301216,688165,48323473.385542154,USD,,-0.0979,-128.43450479233226,0.0,2.4768837619450395,1.0,Producer manufacturing,Producer Manufacturing,america
57,NYSE,ACVA,ACV Auctions Inc.,acv-auctions,stock,['common'],30.116959064327485,11.17,100,1,false,0,USD,-16.329588014981272,10436614,1910793916.4044948,USD,,-0.3845,21.112022979072627,0.0,4.205659987236275,1.142857,Technology services,Technology Services,america
58,NASDAQ,MAMK,MaxsMaking Inc.,,stock,['common'],30.000000000000018,1.99,100,1,false,0,USD,-15.677966101694912,412999,33083750.0,USD,,,,0.0,2.9382963389308134,,Process industries,Process Industries,america
59,NASDAQ,VEEA,Veea Inc.,veea,stock,['common'],29.85781990521329,1.07,100,1,false,0,USD,-16.406249999999996,779076,43742800.40625,USD,,-1.1002,-151.0152863335615,0.0,17.115853578160632,,Technology services,Technology Services,america
60,NASDAQ,TLRY,"Tilray Brands, Inc.",tilray,stock,['common'],29.609234353489352,0.9505,10000,1,false,0,USD,3.3152173913043446,291413602,1046053928.2380433,USD,,-2.314,-594.0611877624476,0.0,5.46767899313995,1.7,Process industries,Process Industries,america
61,NASDAQ,ZSPC,"zSpace, Inc.",zspace,stock,['common'],29.52196109868782,2.64,100,1,false,0,USD,15.283842794759828,229405,62048604.786026195,USD,,-0.6369,34.50899742930591,0.0,2.6075239178841096,1.0,Technology services,Technology Services,america
62,NASDAQ,ANTE,AirNet Technology Inc.,airnet-technology,stock,['common'],29.467680608365015,2.8,100,1,false,0,USD,-17.76798825256975,659952,83687094.86049926,USD,8.877615726062142,0.3154,,0.0,1.7112909595517336,,Commercial services,Commercial Services,america
63,AMEX,SRXH,"SRX Health Solutions, Inc.",better-choice-company,stock,['common'],29.13907284768213,0.332,10000,1,false,0,USD,-12.47034010018455,1723083,11022003.490640653,USD,0.13214982287147234,2.5123,,0.0,5.02391712539653,,Health technology,Health Technology,america
64,NYSE,TGE,The Generation Essentials Group,the-generation-essentials,stock,['common'],29.09907120743035,3.65,100,1,false,0,USD,9.609609609609604,103606,,USD,,,,,2.653611109688193,,Finance,Finance,america
65,NASDAQ,LTBR,Lightbridge Corporation,lightbridge,stock,['common'],28.7250225221899,17.11,100,1,false,0,USD,26.740740740740737,5244812,402911833.77925926,USD,,-0.8371,-19.143182465129513,0.0,5.228236920490967,,Process industries,Process Industries,america
66,NASDAQ,MENS,Jyong Biotech Ltd.,jyong-biotech-ltd,stock,['common'],28.69384575434953,40.41,100,1,false,0,USD,-18.462469733656185,317500,2999782362.2399993,USD,,-0.0407,,0.0,1.7544499481677465,,Health technology,Health Technology,america
67,NASDAQ,OTRK,"Ontrak, Inc.",ontrak,stock,['common'],28.49162011173185,0.44,10000,1,false,0,USD,20.547945205479458,2736684,3117196.273972603,USD,,-18.5868,47.41291505398248,0.0,0.1375908222508692,1.0,Health services,Health Services,america
68,NASDAQ,FLNC,"Fluence Energy, Inc.",fluence-energy,stock,['common'],28.37078651685394,7.37,100,1,false,0,USD,-19.365426695842455,10169438,1342947205.0897155,USD,,-0.2657,-40.80551139374668,0.0,3.2178629424726957,1.904762,Producer manufacturing,Producer Manufacturing,america
69,NASDAQ,HROW,"Harrow, Inc.",harrow-health-11875-senior-notes-due-2027,stock,['common'],28.235294117647054,34.83,100,1,false,0,USD,3.2305868405453353,2377739,1278245545.348844,USD,,-0.2967,68.80454210913678,0.0,5.087096675501956,1.0,Health technology,Health Technology,america
70,NYSE,CE,Celanese Corporation,celanese,stock,['common'],28.23147647376962,41.22,100,1,false,0,USD,-13.074652045550405,12813092,4509771365.1180935,USD,,-14.8149,-184.25216105550498,1.66596372838465,5.747786705307354,1.738095,Process industries,Process Industries,america
71,NASDAQ,IMG,CIMG Inc.,nuzee,stock,['common'],28.185185185185183,0.306,10000,1,false,0,USD,6.1394380853277815,8118126,11137610.322580647,USD,,,,0.0,0.10707298112355196,,Consumer non-durables,Consumer Non-Durables,america
72,NYSE,BW,"Babcock & Wilcox Enterprises, Inc.",babcock-and-wilcox,stock,['common'],28.106584678452467,1.47,100,1,false,0,USD,15.748031496062989,3712593,144653910.09448817,USD,,-1.9639,6.015505359877485,0.0,2.344581062120085,1.666667,Electronic technology,Electronic Technology,america
73,NASDAQ,EQ,"Equillium, Inc.",equillium,stock,['common'],27.90697674418606,0.9341,10000,1,false,0,USD,5.4526981259878085,13262859,33365411.90212238,USD,,-0.394,-13.34867663981588,0.0,0.32426730213660465,,Health technology,Health Technology,america
74,NASDAQ,MRVI,"Maravai LifeSciences Holdings, Inc.",maravai-lifesciences,stock,['common'],27.82608695652175,2.69,100,1,false,0,USD,30.58252427184465,4997269,685033856.5145631,USD,,-1.3673,-37.00400801603206,0.0,3.004351054523361,1.5,Health technology,Health Technology,america
75,NASDAQ,RLYB,Rallybio Corporation,rallybio,stock,['common'],27.749999999999993,0.5037,10000,1,false,0,USD,1.3480885311871307,595270,21047846.36800805,USD,,-0.9316,47.838745800671894,0.0,1.2374631164188636,1.75,Health technology,Health Technology,america
76,NASDAQ,PLBL,Polibeli Group Ltd,,stock,['common'],27.66666666666667,9.81,100,1,false,0,USD,-14.621409921671017,109615,115856100.0,USD,,-0.0587,,0.0,,,Finance,Finance,america
77,AMEX,MTNB,"Matinas Biopharma Holdings, Inc.",matinas-biopharma,stock,['common'],27.586206896551733,1.48,100,1,false,0,USD,-7.500000000000007,400022,7528737.8,USD,,-3.9789,25.634987384356606,0.0,2.4663135510927328,,Health technology,Health Technology,america
