,ticker,name,description,logoid,type,typespecs,relative_volume_10d_calc,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark
129,NASDAQ:YSXT,YSXT,"YSX Tech. Co., Ltd",ysx-tech-co-ltd,stock,['common'],3.5299232684201134,2.27,100,1,false,0,USD,-11.154598825831707,482669,53203128.10958903,USD,12.64623955431755,0.1795,,0.0,Finance,Finance,america,
130,NASDAQ:MCHX,MCHX,"Marchex, Inc.",marchex,stock,['common'],3.527248842059644,1.97,100,1,false,0,USD,-7.5117370892018736,52089,86486420.21596244,USD,,-0.1263,21.650124069478917,0.0,Commercial services,Commercial Services,america,1.0
131,NASDAQ:TELA,TELA,"TELA Bio, Inc.",tela-bio,stock,['common'],3.5188503533913438,1.86,100,1,false,0,USD,8.139534883720938,229169,73572280.53488372,USD,,-1.4093,15.534911597243036,0.0,Health technology,Health Technology,america,1.2
132,NASDAQ:HNNA,HNNA,"Hennessy Advisors, Inc.",hennessy-ad,stock,['common'],3.5110160848355267,10.53,100,1,false,0,USD,-8.355091383812017,28573,82003004.60052219,USD,8.403830806065443,1.253,57.64972320080523,4.78677110530896,Finance,Finance,america,
133,NASDAQ:MYPS,MYPS,"PLAYSTUDIOS, Inc.",playstudios,stock,['common'],3.508037072694039,1.03,100,1,false,0,USD,-1.9047619047619064,750989,129672216.87619047,USD,,-0.2508,-71.31147540983608,0.0,Technology services,Technology Services,america,1.6
134,NASDAQ:TUSK,TUSK,"Mammoth Energy Services, Inc.",mammoth-energy-services,stock,['common'],3.5009898759987674,2.2,100,1,false,0,USD,-5.98290598290597,236258,105880207.60683762,USD,,-1.8675,48.69928302612422,0.0,Industrial services,Industrial Services,america,
135,NASDAQ:UTSI,UTSI,UTStarcom Holdings Corp,utstarcom-holdings,stock,['common'],3.4669961171902575,2.375,100,1,false,0,USD,-4.618473895582338,14733,22491855.67269076,USD,,-0.4768,-8.166969147005439,0.0,Electronic technology,Electronic Technology,america,
136,NASDAQ:GIGM,GIGM,GigaMedia Limited,gigamedia-limited,stock,['common'],3.4541827541827543,1.545,100,1,false,0,USD,2.9999999999999956,26839,17075703.59,USD,,-0.0557,84.99461206896552,0.0,Technology services,Technology Services,america,
137,AMEX:INFU,INFU,"InfuSystems Holdings, Inc.",infusystems,stock,['common'],3.4340230047683122,8.6,100,1,false,0,USD,-2.6047565118912845,708725,175663292.23103058,USD,36.25632377740303,0.2372,1410.8280254777071,0.0,Commercial services,Commercial Services,america,1.0
138,NASDAQ:SPNS,SPNS,Sapiens International Corporation N.V.,sapiens,stock,['common'],3.432536059202151,28.77,100,1,false,0,USD,8.484162895927602,915387,1607875522.9162893,USD,22.209356183418247,1.2954,10.2280462899932,2.22473604826546,Technology services,Technology Services,america,2.0
139,NASDAQ:PYXS,PYXS,"Pyxis Oncology, Inc.",pyxis-oncology,stock,['common'],3.429734179585928,1.04,100,1,false,0,USD,-1.8867924528301903,770960,64425565.811320744,USD,,-1.5788,-14.09163173869057,0.0,Health technology,Health Technology,america,1.166667
140,NASDAQ:ACET,ACET,"Adicet Bio, Inc.",adicet-bio,stock,['common'],3.4082807694942194,0.5964,10000,1,false,0,USD,-3.961352657004823,1721631,49652555.94782609,USD,,-1.3042,48.452630330816966,0.0,Health technology,Health Technology,america,1.142857
141,NASDAQ:DALN,DALN,DallasNews Corporation - Series A,dallasnews,stock,['common'],3.389593506928545,15.02,100,1,false,0,USD,1.4864864864864789,220590,80394747.89864865,USD,,-0.9646,-46.21797786872822,0.0,Consumer services,Consumer Services,america,
142,NASDAQ:MNDO,MNDO,MIND C.T.I. Ltd.,mind-cti-ltd,stock,['common'],3.3682952531052512,1.29,100,1,false,0,USD,-3.0075187969924837,109637,26272560.94736842,USD,7.041484716157205,0.1832,-27.18600953895071,16.5413533834586,Technology services,Technology Services,america,
143,NYSE:UGI,UGI,UGI Corporation,ugi,stock,['common'],3.351275933329628,35.14,100,1,false,0,USD,0.08544574195386254,5258101,7552436856.399886,USD,18.52203246890154,1.8972,-39.19425659433992,4.27228709769297,Distribution services,Distribution Services,america,1.25
144,NASDAQ:CHCI,CHCI,"Comstock Holding Companies, Inc.",comstock-holding-companies,stock,['common'],3.3462139179730435,14.75,100,1,false,0,USD,7.742878013148287,28923,148502173.61212566,USD,9.430343328431686,1.5641,88.96943336957835,0.0,Consumer durables,Consumer Durables,america,
145,NASDAQ:KPTI,KPTI,Karyopharm Therapeutics Inc.,karyopharm-therapeutics,stock,['common'],3.326427983011956,3.77,100,1,false,0,USD,-4.314720812182739,301234,32572438.309644673,USD,,-13.2585,30.6984256413473,0.0,Health technology,Health Technology,america,1.5
146,NASDAQ:NXST,NXST,"Nexstar Media Group, Inc.",nexstar-media,stock,['common'],3.3127443127101452,194.07,100,1,false,0,USD,3.8918629550321096,1047128,5850992127.615417,USD,9.78269088269542,19.8381,55.55024111028345,3.80085653104925,Consumer services,Consumer Services,america,1.363636
147,NASDAQ:EHLD,EHLD,Euroholdings Ltd.,euroholdings-ltd,stock,['common'],3.309705452433872,7.11,100,1,false,0,USD,-5.199999999999996,16529,19771879.05,USD,5.3119163242435565,1.3385,,0.0,Transportation,Transportation,america,
148,NASDAQ:AERT,AERT,"Aeries Technology, Inc.",aeries-technology,stock,['common'],3.3067693727592204,0.682,10000,1,false,0,USD,-14.42910915934755,93155,32158090.998745296,USD,,-0.4996,-150.536111673073,0.0,Technology services,Technology Services,america,
149,NASDAQ:GPRE,GPRE,"Green Plains, Inc.",green-plains,stock,['common'],3.2995699290610743,8.835,100,1,false,0,USD,19.391891891891895,3845820,577804168.2101351,USD,,-1.7051,-38.22146562905318,0.0,Process industries,Process Industries,america,1.857143
150,NYSE:AORT,AORT,"Artivion, Inc.",artivion,stock,['common'],3.2954996578409554,42.96,100,1,false,0,USD,4.908424908424903,1637834,1834511698.4146519,USD,,-0.4298,-104.66666666666669,0.0,Health technology,Health Technology,america,1.0
151,NASDAQ:GRAN,GRAN,Grande Group Limited,,stock,['common'],3.2770593590967407,4.43,100,1,false,0,USD,-6.9327731092436995,267430,88184687.5,USD,,,,0.0,Commercial services,Commercial Services,america,
152,AMEX:AMZE,AMZE,"Amaze Holdings, Inc.",amaze,stock,['common'],3.2689735366793817,3.33,100,1,false,0,USD,-20.714285714285715,355342,17575107.3,USD,,-5.0142,64.16918558535384,0.0,Consumer non-durables,Consumer Non-Durables,america,1.0
153,NASDAQ:PRQR,PRQR,ProQR Therapeutics N.V.,proqr,stock,['common'],3.224443719173021,1.89,100,1,false,0,USD,-12.903225806451616,684660,198851678.12903225,USD,,-0.4438,-53.45781466113415,0.0,Health technology,Health Technology,america,1.0
154,NASDAQ:MIRM,MIRM,"Mirum Pharmaceuticals, Inc.",mirum-pharmaceuticals,stock,['common'],3.2216714927717898,65.87,100,1,false,0,USD,9.838252459563126,1883384,3309153942.343005,USD,,-1.2107,48.342364637112254,0.0,Health technology,Health Technology,america,1.045455
155,NYSE:UA,UA,"Under Armour, Inc.",under-armour,stock,['common'],3.217061652500454,4.97,100,1,false,0,USD,-4.238921001926794,14161959,2171270099.2736025,USD,21.552471812662617,0.2306,,0.0,Consumer non-durables,Consumer Non-Durables,america,1.944444
156,NASDAQ:PERI,PERI,Perion Network Ltd,perion-network,stock,['common'],3.211908605518213,9.19,100,1,false,0,USD,-9.990205680705204,1348577,413891668.1782566,USD,,-0.1631,-107.7655573013379,0.0,Technology services,Technology Services,america,1.6
157,NASDAQ:JZXN,JZXN,"Jiuzi Holdings, Inc.",jiuzi,stock,['common'],3.2098551065579537,0.8892,10000,1,false,0,USD,-3.137254901960789,343840,48956634.99999999,USD,,,,0.0,Retail trade,Retail Trade,america,
158,NASDAQ:RITR,RITR,Reitar Logtech Holdings Limited,reitar-logtech-limited,stock,['common'],3.2003476062569125,3.95,100,1,false,0,USD,-1.7412935323382936,243060,166393750.0,USD,,,,0.0,Finance,Finance,america,
159,AMEX:BMNR,BMNR,"BitMine Immersion Technologies, Inc.",bitmine-immersion-technologies,stock,['common'],3.1850950123350037,58.98,100,1,false,0,USD,14.680147773672946,146725937,6624125592.174995,USD,,-2.8796,-96.26499454743728,0.0,Finance,Finance,america,1.0
160,NASDAQ:SNWV,SNWV,"SANUWAVE Health, Inc.",sanuwave-health,stock,['common'],3.175658917198178,42.74,100,1,false,0,USD,7.494969818913491,139561,366196501.666499,USD,,-8.6366,-136.9437585733882,0.0,Health technology,Health Technology,america,1.0
161,NASDAQ:ARCT,ARCT,Arcturus Therapeutics Holdings Inc.,arcturus-therapeutics,stock,['common'],3.1600560953114933,11.39,100,1,false,0,USD,-4.366078925272876,1250608,308903670.34089,USD,,-2.5241,35.418585610479994,0.0,Health technology,Health Technology,america,1.0
162,NASDAQ:QSEA,QSEA,Quartzsea Acquisition Corporation,quartzsea-acquisition,stock,['common'],3.157366928344224,10.1006,100,1,false,0,USD,0.005940594059409683,40300,115246837.43934685,USD,,,,0.0,Finance,Finance,america,
163,NASDAQ:WIMI,WIMI,WiMi Hologram Cloud Inc.,wimi-hologram-cloud,stock,['common'],3.156100716645268,3.84,100,1,false,0,USD,6.0773480662983355,926468,37711891.09392265,USD,7.562032296179598,0.5078,,0.0,Technology services,Technology Services,america,
164,NASDAQ:GTIM,GTIM,Good Times Restaurants Inc.,good-times-restaurants,stock,['common'],3.1530016076540015,1.66,100,1,false,0,USD,-0.5988023952095813,80411,17512182.92215569,USD,14.17591801878736,0.1171,12.380038387715926,0.0,Consumer services,Consumer Services,america,
165,NASDAQ:KYMR,KYMR,"Kymera Therapeutics, Inc.",kymera-therapeutics,stock,['common'],3.1529270473647735,37.68,100,1,false,0,USD,-7.237813884785815,1736904,2643782093.223043,USD,,-3.0994,-23.886801502917915,0.0,Health technology,Health Technology,america,1.0
166,NASDAQ:CPIX,CPIX,Cumberland Pharmaceuticals Inc.,cumberland-pharmaceuticals,stock,['common'],3.1463109208837814,2.84,100,1,false,0,USD,-12.074303405572758,243465,42489628.631578945,USD,,-0.2133,70.8845208845209,0.0,Health technology,Health Technology,america,
167,NYSE:EE,EE,"Excelerate Energy, Inc.",excelerate-energy,stock,['common'],3.1240662270187736,23.81,100,1,false,0,USD,-2.097039473684217,1511601,2714773396.8256574,USD,20.251764906013438,1.1757,59.26578163099432,0.842927631578947,Utilities,Utilities,america,1.681818
168,NASDAQ:HIFS,HIFS,Hingham Institution for Savings,hingham-institution,stock,['common'],3.116852943334393,244.01,100,1,false,0,USD,1.832067440113507,127445,532002773.98702097,USD,15.90418771386671,15.3425,63.21808510638297,1.05166513646607,Finance,Finance,america,
169,NASDAQ:DYNX,DYNX,Dynamix Corporation,dynamix,stock,['common'],3.113100957423327,11.69,100,1,false,0,USD,4.561717352415025,2991450,258738674.33452588,USD,,,,0.0,Finance,Finance,america,
170,NASDAQ:CCOI,CCOI,"Cogent Communications Holdings, Inc.",cogent-communications-holdings,stock,['common'],3.1042821771302704,32.36,100,1,false,0,USD,5.682560418027427,4896248,1591552622.2077072,USD,,-4.5481,-601.1128250330543,13.0470280862182,Communications,Communications,america,1.571429
171,NASDAQ:EMCG,EMCG,Embrace Change Acquisition Corp,embrace-change-acquisition,stock,['common'],3.073333104560585,13.98,100,1,false,0,USD,0.21505376344086838,8956,63189931.71182796,USD,87.64890282131661,0.1595,-32.12765957446808,0.0,Finance,Finance,america,
172,NASDAQ:GCT,GCT,GigaCloud Technology Inc,gigacloud-technology,stock,['common'],3.0714109097836304,30.23,100,1,false,0,USD,4.56589415427188,2873124,1126343661.6634383,USD,9.099939795304033,3.322,19.616880311104705,0.0,Distribution services,Distribution Services,america,1.25
173,AMEX:FLYY,FLYY,"Spirit Aviation Holdings, Inc.",spirit-aviation,stock,['common'],3.0591378538601135,3.54,100,1,false,0,USD,-4.582210242587599,615776,91611383.28840971,USD,,-7.4302,-66.95577925579724,0.0,Transportation,Transportation,america,
174,NASDAQ:MGRM,MGRM,Monogram Technologies Inc.,monogram-orthopaedics,stock,['common'],3.026540503832903,5.38,100,1,false,0,USD,-0.3703703703703789,584280,194538518.88,USD,,-0.4908,8.003748828491089,0.0,Health technology,Health Technology,america,
175,NYSE:DOCN,DOCN,"DigitalOcean Holdings, Inc.",digitalocean,stock,['common'],3.022833359325016,29.56,100,1,false,0,USD,-10.559757942511343,10488324,2691068392.67171,USD,23.217090794847625,1.2732,78.14467608786904,0.0,Technology services,Technology Services,america,1.428571
176,NYSE:TG,TG,Tredegar Corporation,tredegar,stock,['common'],3.008273461370329,7.19,100,1,false,0,USD,-11.562115621156217,260814,251087187.4944649,USD,630.7017543859649,0.0114,,0.0,Non-energy minerals,Non-Energy Minerals,america,
177,NASDAQ:AIOT,AIOT,"PowerFleet, Inc.",powerfleet,stock,['common'],2.9934867262676317,4.39,100,1,false,0,USD,13.436692506459938,4632195,585816062.0439277,USD,,-0.4283,79.81621112158341,0.0,Electronic technology,Electronic Technology,america,1.071429
178,NYSE:TXO,TXO,"TXO Partners, L.P.",txo_energy_partners,stock,['common'],2.985216545107009,14.4,100,1,false,0,USD,-2.040816326530605,428858,788893824.979592,USD,46.481601032924466,0.3098,,16.1224489795918,Energy minerals,Energy Minerals,america,1.125
179,NASDAQ:TVAI,TVAI,Thayer Ventures Acquisition Corporation II,thayer-ventures-acquisition-ii,stock,['common'],2.9711782774071733,10.0,100,1,false,0,USD,0.0,97408,204875000.0,USD,,,,0.0,Finance,Finance,america,
180,NASDAQ:UPB,UPB,"Upstream Bio, Inc.",upstream-bio,stock,['common'],2.963777343889396,16.59,100,1,false,0,USD,3.687499999999999,1453429,894357404.29875,USD,,-2.0505,,0.0,Health technology,Health Technology,america,1.0
181,NASDAQ:RDI,RDI,Reading International Inc,reading-int,stock,['common'],2.910982891595172,1.27,100,1,false,0,USD,-1.5503875968992262,75223,48664205.55813953,USD,,-1.1965,18.5167529283574,0.0,Consumer services,Consumer Services,america,1.0
182,NASDAQ:VSTM,VSTM,"Verastem, Inc.",verastem,stock,['common'],2.9037227191930115,7.7,100,1,false,0,USD,14.243323442136496,6974343,473898555.23738873,USD,,-3.5071,-5.097392867845361,0.0,Health technology,Health Technology,america,1.0
183,NASDAQ:NEPH,NEPH,"Nephros, Inc.",nephros,stock,['common'],2.9034010694289734,4.49,100,1,false,0,USD,15.128205128205135,138406,47596708.96666667,USD,35.948759007205766,0.1249,,0.0,Health technology,Health Technology,america,1.0
184,NASDAQ:WEST,WEST,Westrock Coffee Company,westrock-coffee-company,stock,['common'],2.8872362715690243,6.71,100,1,false,0,USD,-4.005722460658086,1176515,635491121.5736766,USD,,-0.935,-72.38200589970502,0.0,Consumer non-durables,Consumer Non-Durables,america,1.0
185,NASDAQ:DYAI,DYAI,"Dyadic International, Inc.",dyadic-international,stock,['common'],2.883316816851421,0.8099,10000,1,false,0,USD,-13.564567769477065,350308,29271940.835325506,USD,,-0.1965,27.863436123348006,0.0,Health services,Health Services,america,
186,NYSE:PAR,PAR,PAR Technology Corporation,par-technology-corporation,stock,['common'],2.8785770907711203,46.7,100,1,false,0,USD,-0.06419858763105935,2779050,1891233473.8561957,USD,,-2.369,-820.715118538671,0.0,Electronic technology,Electronic Technology,america,1.222222
187,NASDAQ:PDEX,PDEX,"Pro-Dex, Inc.",pro-dex,stock,['common'],2.868316304012924,38.41,100,1,false,0,USD,-19.560209424083776,137779,125256664.64649215,USD,13.724719502608446,2.7986,132.21042150680384,0.0,Health technology,Health Technology,america,1.0
188,NYSE:CBU,CBU,"Community Financial System, Inc.",community-bank-systems,stock,['common'],2.8645666242505787,56.55,100,1,false,0,USD,3.9904376609047345,824151,2988749661.8048916,USD,15.434373208875787,3.6639,14.378921736958757,3.38359691062891,Finance,Finance,america,1.6
189,NASDAQ:LCUT,LCUT,"Lifetime Brands, Inc.",lifetime-brands,stock,['common'],2.8629029380490554,3.65,100,1,false,0,USD,-8.291457286432163,80234,82699642.97738692,USD,,-1.5967,-95.36277988498715,4.2713567839196,Consumer durables,Consumer Durables,america,1.0
190,NASDAQ:PCB,PCB,PCB Bancorp,pcb-bancorp,stock,['common'],2.8606629923160476,21.04,100,1,false,0,USD,1.0081613058089336,85329,301066254.8554969,USD,9.857571214392804,2.1344,29.177510137384232,3.64858377340375,Finance,Finance,america,2.0
191,NASDAQ:CSGS,CSGS,"CSG Systems International, Inc.",csg-systems-intl,stock,['common'],2.857090592254049,62.87,100,1,false,0,USD,-2.572446923911365,804365,1808669165.7557724,USD,21.787496534516215,2.8856,30.21073056270025,1.92158685882535,Technology services,Technology Services,america,1.111111
192,NASDAQ:ANIP,ANIP,"ANI Pharmaceuticals, Inc.",ani-pharmaceuticals,stock,['common'],2.8526975062337327,84.88,100,1,false,0,USD,4.172803141875296,1671238,1838665003.4226801,USD,,-0.7687,-162.85363859362226,0.0,Health technology,Health Technology,america,1.1875
193,NASDAQ:XOS,XOS,"Xos, Inc.",xos,stock,['common'],2.8139532233062825,3.27,100,1,false,0,USD,2.3474178403755928,49377,27179232.901408453,USD,,-6.1692,42.175856929955295,0.0,Consumer durables,Consumer Durables,america,1.333333
194,NASDAQ:MENS,MENS,Jyong Biotech Ltd.,jyong-biotech-ltd,stock,['common'],2.810966751637749,49.56,100,1,false,0,USD,9.331568497683662,410210,3679020387.84,USD,,-0.0407,,0.0,Health technology,Health Technology,america,
195,NYSE:MTW,MTW,"Manitowoc Company, Inc. (The)",manitowoc-company-the,stock,['common'],2.810886795228224,10.19,100,1,false,0,USD,-2.48803827751196,728061,361168913.9569378,USD,8.104024176872912,1.2574,435.06382978723417,0.0,Producer manufacturing,Producer Manufacturing,america,2.0
196,NASDAQ:MRCC,MRCC,Monroe Capital Corporation,monroe-capital,stock,['common'],2.791468594727655,6.795,100,1,false,0,USD,-0.802919708029193,337591,147222777.3240876,USD,20.907692307692308,0.325,3285.416666666667,14.5985401459854,Miscellaneous,Miscellaneous,america,1.75
197,NASDAQ:ALEC,ALEC,"Alector, Inc.",alector,stock,['common'],2.790213956821187,2.23,100,1,false,0,USD,3.720930232558143,4208557,225703497.455814,USD,,-1.1653,35.461896322552064,0.0,Health technology,Health Technology,america,1.5
198,NASDAQ:ESQ,ESQ,"Esquire Financial Holdings, Inc.",esquire-financial-holdings,stock,['common'],2.7899464352282983,93.75,100,1,false,0,USD,0.192369349150376,196831,793265101.9958321,USD,17.33959716647863,5.4067,12.702978758885205,0.694667094154109,Finance,Finance,america,1.666667
199,NASDAQ:SWIN,SWIN,Solowin Holdings,solowin,stock,['common'],2.7850972015091946,4.85,100,1,false,0,USD,17.43341404358353,2105624,276867392.40920097,USD,,-0.0468,-121.80094786729858,0.0,Finance,Finance,america,
200,NASDAQ:FLL,FLL,"Full House Resorts, Inc.",full-house-resorts,stock,['common'],2.784392240716639,3.32,100,1,false,0,USD,-8.033240997229917,474510,119439144.66481996,USD,,-1.1484,-41.76027650907296,0.0,Consumer services,Consumer Services,america,1.2
201,NASDAQ:ELTX,ELTX,"Elicio Therapeutics, Inc.",elicio-therapeutics,stock,['common'],2.7697873649584075,8.65,100,1,false,0,USD,-5.978260869565206,93631,141326149.26630437,USD,,-4.1798,-4.599599599599604,0.0,Health technology,Health Technology,america,1.0
202,NASDAQ:AREC,AREC,American Resources Corporation,american-res,stock,['common'],2.7654743470130447,1.63,100,1,false,0,USD,1.2422360248447077,6448152,134107769.09937885,USD,,-0.5215,-173.75328083989498,0.0,Energy minerals,Energy Minerals,america,
203,NASDAQ:CCCX,CCCX,Churchill Capital Corp X,,stock,['common'],2.7540524043135215,10.135,100,1,false,0,USD,-0.05719469864311191,146184,419589000.0,USD,,,,0.0,Finance,Finance,america,
204,NASDAQ:AARD,AARD,"Aardvark Therapeutics, Inc.",aardvark-therapeutics,stock,['common'],2.7503496191383,11.15,100,1,false,0,USD,-7.005838198498749,73947,241909492.37698084,USD,,-3.1577,,0.0,Health technology,Health Technology,america,1.0
205,NASDAQ:MRCY,MRCY,Mercury Systems Inc,mercury-systems,stock,['common'],2.7482753952946593,53.58,100,1,false,0,USD,1.4196479273140261,1275014,3201670819.883021,USD,,-1.1132,52.71228919757019,0.0,Electronic technology,Electronic Technology,america,1.666667
206,NASDAQ:ISRL,ISRL,Israel Acquisitions Corp,israel_acquisitions,stock,['common'],2.7465163490155113,12.714,100,1,false,0,USD,0.9047619047619108,13935,80760587.24318726,USD,89.78813559322035,0.1416,-51.20606478290834,0.0,Finance,Finance,america,
207,NYSE:SBDS,SBDS,"Solo Brands, Inc.",,stock,['common'],2.736601671309192,11.5,100,1,false,0,USD,41.27764127764127,49122,28458425.552825555,USD,,-90.1496,-0.1919381530148361,0.0,Distribution services,Distribution Services,america,
208,NASDAQ:RCMT,RCMT,"RCM Technologies, Inc.",rcm-technologies,stock,['common'],2.7279012369554025,22.92,100,1,false,0,USD,0.8358996920369612,112847,169848876.79718435,USD,12.977747579412265,1.7661,-14.27531307640035,0.0,Commercial services,Commercial Services,america,1.0
209,NASDAQ:HYFM,HYFM,"Hydrofarm Holdings Group, Inc.",hydrofarm,stock,['common'],2.7243038086411544,4.5101,100,1,false,0,USD,0.4476614699331899,18519,20940200.436013363,USD,,-14.874,-12.030007230657997,0.0,Producer manufacturing,Producer Manufacturing,america,
210,AMEX:IGC,IGC,"IGC Pharma, Inc.",india-globalization-capital,stock,['common'],2.7163967692678614,0.353,10000,1,false,0,USD,3.9764359351988086,1352005,29613730.432989683,USD,,-0.0936,56.566125290023194,0.0,Health technology,Health Technology,america,
211,NASDAQ:CEVA,CEVA,"CEVA, Inc.",ceva,stock,['common'],2.7132668391148664,21.33,100,1,false,0,USD,-1.7955801104972402,600507,510135960.5676796,USD,,-0.2811,47.1815107102593,0.0,Electronic technology,Electronic Technology,america,1.25
212,NASDAQ:RMBL,RMBL,"RumbleOn, Inc.",rumbleon,stock,['common'],2.707884652664732,2.0,100,1,false,0,USD,0.0,101970,75718057.0,USD,,-2.1738,78.09353931735042,0.0,Retail trade,Retail Trade,america,1.666667
213,NASDAQ:SBET,SBET,"SharpLink Gaming, Inc.",sharplink-gaming,stock,['common'],2.704164859739824,22.335,100,1,false,0,USD,-6.626254180602009,112966808,2232426641.71342,USD,,-9.083,98.90192283792561,0.0,Commercial services,Commercial Services,america,
214,NASDAQ:RAIN,RAIN,"Rain Enhancement Technologies Holdco, Inc.",rain-enhancement-technologies-holdco,stock,['common'],2.7006378355645895,3.45,100,1,false,0,USD,4.8632218844984845,11559,26173471.13981763,USD,,,,0.0,Finance,Finance,america,
215,AMEX:MGLD,MGLD,"The Marygold Companies, Inc.",the-marygold-companies,stock,['common'],2.697638574172696,0.738,10000,1,false,0,USD,-10.998552821997112,23453,31613522.301013026,USD,,-0.1527,-229.8056155507559,0.0,Miscellaneous,Miscellaneous,america,
216,NYSE:DOLE,DOLE,Dole plc,dole,stock,['common'],2.6932664236652295,13.45,100,1,false,0,USD,-8.065618591934392,1821657,1279606527.4948735,USD,13.64650974025974,0.9856,-49.933963222594734,2.22146274777854,Distribution services,Distribution Services,america,1.375
217,NYSE:PSBD,PSBD,Palmer Square Capital BDC Inc.,palmer-square-capital-bdc,stock,['common'],2.675927417583222,13.89,100,1,false,0,USD,0.8714596949891139,73086,446226438.01742923,USD,24.732905982905983,0.5616,-80.22813688212928,11.3289760348584,Miscellaneous,Miscellaneous,america,1.666667
218,NASDAQ:CEP,CEP,"Cantor Equity Partners, Inc.",cantor-equity-partners,stock,['common'],2.630478516370297,29.75,100,1,false,0,USD,10.883339545285136,861679,306425000.0,USD,167.32283464566927,0.1778,,0.0,Finance,Finance,america,
219,NYSE:CTRI,CTRI,"Centuri Holdings, Inc.",centuri,stock,['common'],2.629353500315881,20.21,100,1,false,0,USD,1.1511511511511534,3944264,1791599375.1101105,USD,,-0.0369,,0.0,Utilities,Utilities,america,1.857143
220,NYSE:GTN,GTN,"Gray Media, Inc.",gray-television,stock,['common'],2.625542872998109,5.06,100,1,false,0,USD,22.518159806295394,3853148,585192903.4285715,USD,3.3576642335766422,1.507,1862.2395833333333,7.74818401937046,Consumer services,Consumer Services,america,1.5
221,NASDAQ:VERU,VERU,Veru Inc.,,stock,['common'],2.617356345270522,3.59,100,1,false,0,USD,-3.6758787228333785,471591,546318282.0,USD,,-0.2196,36.25544267053701,0.0,Health technology,Health Technology,america,1.166667
222,NASDAQ:CMPX,CMPX,"Compass Therapeutics, Inc.",compass-therapeutics,stock,['common'],2.617158836849589,3.34,100,1,false,0,USD,23.70370370370369,1932793,461863562.3703703,USD,,-0.4006,-14.066059225512529,0.0,Health technology,Health Technology,america,1.05
223,NASDAQ:SOUN,SOUN,"SoundHound AI, Inc.",soundhound-ai,stock,['common'],2.609106565709311,15.9,100,1,false,0,USD,17.343173431734314,121950950,6387576287.623616,USD,,-0.6245,-60.87068521380733,0.0,Technology services,Technology Services,america,1.277778
224,NASDAQ:SKK,SKK,SKK Holdings Limited,skk-limited,stock,['common'],2.6059947306029554,0.4425,10000,1,false,0,USD,-1.666666666666668,148168,8296875.0,USD,23.790322580645164,0.0186,,0.0,Industrial services,Industrial Services,america,
225,NYSE:SPHR,SPHR,Sphere Entertainment Co.,madison-square-garden,stock,['common'],2.6048333502431578,38.7,100,1,false,0,USD,-3.9463886820550917,1894724,1393177423.5591962,USD,,-9.8197,-156.33210569189643,0.0,Consumer services,Consumer Services,america,1.4
226,NYSE:COPL,COPL,Copley Acquisition Corp,copley-acquisition,stock,['common'],2.592518764111222,10.07,100,1,false,0,USD,-0.2970297029702907,63728,180370522.88217822,USD,,,,0.0,Finance,Finance,america,
227,NASDAQ:HROW,HROW,"Harrow, Inc.",harrow-health-11875-senior-notes-due-2027,stock,['common'],2.5708700632201698,33.74,100,1,false,0,USD,-2.004066221318611,1067262,1238242978.2033112,USD,,-0.6069,33.175512001761724,0.0,Health technology,Health Technology,america,1.0
228,NASDAQ:CFBK,CFBK,CF Bankshares Inc.,cf-bankshares,stock,['common'],2.5637604361251953,24.78,100,1,false,0,USD,3.3792240300375567,26900,151651854.9586984,USD,8.915593293516586,2.7794,37.928638777231896,1.20984564038381,Finance,Finance,america,1.0
229,NASDAQ:CPBI,CPBI,"Central Plains Bancshares, Inc.",central-plains-bancshares,stock,['common'],2.5610955311942307,15.26,100,1,false,0,USD,0.06557377049180188,21096,64442644.28,USD,16.063157894736843,0.95,,0.0,Finance,Finance,america,
230,NASDAQ:KWM,KWM,"K Wave Media, Ltd.",k-wave-media-ltd,stock,['common'],2.5543479554788404,3.51,100,1,false,0,USD,-10.000000000000004,321867,221994477.0,USD,,-0.3463,-1298.2698961937717,0.0,Finance,Finance,america,
231,NYSE:TKO,TKO,"TKO Group Holdings, Inc.",tko,stock,['common'],2.5422162579000323,180.0,100,1,false,0,USD,10.233327209259604,2654795,35623093302.957924,USD,82.87292817679557,2.172,,0.465429603772429,Consumer services,Consumer Services,america,1.25
232,NASDAQ:BEAG,BEAG,Bold Eagle Acquisition Corp.,bold-eagle-acquisition,stock,['common'],2.536826652715785,10.42,100,1,false,0,USD,-0.19157088122604957,144987,599965920.0,USD,72.56267409470752,0.1436,,0.0,Finance,Finance,america,
233,NASDAQ:MGRX,MGRX,"Mangoceuticals, Inc.",mangoceuticals,stock,['common'],2.5341930102014216,1.64,100,1,false,0,USD,-11.827956989247323,174984,17456911.22580645,USD,,-4.0208,43.35784520891443,0.0,Health technology,Health Technology,america,
234,NASDAQ:PUBM,PUBM,"PubMatic, Inc.",pubmatic,stock,['common'],2.520022524860971,10.57,100,1,false,0,USD,-3.293687099725521,1478124,513000645.2021958,USD,124.64622641509435,0.0848,-60.18779342723004,0.0,Technology services,Technology Services,america,1.454545
