,ticker,name,description,logoid,type,typespecs,relative_volume_10d_calc,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark
235,NASDAQ:CTW,CTW,CTW Cayman,,stock,['common'],2.515199304970049,1.87,100,1,false,0,USD,-31.25,843044,94248000.0,USD,6233.333333333334,0.0003,,0.0,Technology services,Technology Services,america,
236,NASDAQ:TAOX,TAOX,Tao Synergies Inc.,synaptogenix,stock,['common'],2.5134277108211154,7.39,100,1,false,0,USD,19.967532467532457,612226,17209018.62012987,USD,,-9.8938,73.40862422997947,0.0,Technology services,Technology Services,america,
237,NYSE:ELF,ELF,"e.l.f. Beauty, Inc.",e-l-f-beauty,stock,['common'],2.50800622171854,111.67,100,1,false,0,USD,9.727817627984678,6185889,6335586233.622482,USD,66.23761788955454,1.6859,-19.84119437048308,0.0,Consumer non-durables,Consumer Non-Durables,america,1.264706
238,NASDAQ:KG,KG,"Kestrel Group, Ltd.",maiden-ltd,stock,['common'],2.50175016979259,28.85,100,1,false,0,USD,0.8388675288360783,47886,223129831.70744494,USD,,-42.4756,-731.4202943939869,0.0,Finance,Finance,america,
239,NASDAQ:PLL,PLL,Piedmont Lithium Inc.,piedmont-lithium,stock,['common'],2.484076500398473,10.27,100,1,false,0,USD,14.111111111111107,1411065,225386116.07777774,USD,,-2.5628,-25.504407443682688,0.0,Process industries,Process Industries,america,1.666667
240,NASDAQ:PMTS,PMTS,CPI Card Group Inc.,cpi-card,stock,['common'],2.4821354728741594,13.74,100,1,false,0,USD,3.698113207547171,196881,155007663.7856604,USD,12.293101905699205,1.1177,-26.995427824951012,0.0,Finance,Finance,america,1.0
241,AMEX:ATNM,ATNM,"Actinium Pharmaceuticals, Inc. (Delaware)",actinium-pharmaceuticals,stock,['common'],2.4566102707856055,1.47,100,1,false,0,USD,-4.545454545454549,431608,45857957.72727273,USD,,-1.3169,13.13897500164897,0.0,Health technology,Health Technology,america,1.0
242,NASDAQ:ASMB,ASMB,"Assembly Biosciences, Inc.",assembly-bio,stock,['common'],2.441737692063952,23.6,100,1,false,0,USD,-1.5435961618689924,227327,181065360.41718817,USD,,-5.5907,37.345063319511375,0.0,Health technology,Health Technology,america,1.0
243,NYSE:DHX,DHX,"DHI Group, Inc.",dhi-group,stock,['common'],2.43909976810349,2.02,100,1,false,0,USD,-16.52892561983471,111281,96980916.18181819,USD,,-0.2062,-457.36568457538993,0.0,Commercial services,Commercial Services,america,1.333333
244,NASDAQ:RMCO,RMCO,Royalty Management Holding Corporation,american-acquisition-opportunity,stock,['common'],2.4364128021955844,1.647,100,1,false,0,USD,12.040816326530615,60367,24603096.636734694,USD,,-0.0215,90.60725207514199,0.170068027210884,Finance,Finance,america,
245,NYSE:ANVS,ANVS,"Annovis Bio, Inc.",annovis-bio,stock,['common'],2.4363676483265952,2.82,100,1,false,0,USD,10.588235294117649,545444,54951170.25882353,USD,,-2.2135,56.85857955874328,0.0,Health technology,Health Technology,america,1.25
246,NASDAQ:PMCB,PMCB,"PharmaCyte Biotech, Inc.",pharmacyte-biotech,stock,['common'],2.4328408389768827,0.8759,10000,1,false,0,USD,5.530120481927717,65848,6011913.774698795,USD,1.1518937401367702,0.7604,,0.0,Health technology,Health Technology,america,
247,NASDAQ:ASST,ASST,Asset Entities Inc.,asset-entities,stock,['common'],2.4309071210017303,4.27,100,1,false,0,USD,29.78723404255318,5178401,70986163.34042552,USD,,-0.9338,52.85505124450952,0.0,Commercial services,Commercial Services,america,
248,NASDAQ:KRRO,KRRO,"Korro Bio, Inc.",korro-bio,stock,['common'],2.4284706850672424,15.05,100,1,false,0,USD,-5.937499999999996,243121,141326911.18437502,USD,,-9.4387,75.25015470783818,0.0,Health technology,Health Technology,america,1.0
249,NASDAQ:MTEK,MTEK,Maris-Tech Ltd.,maris-tech-ltd,stock,['common'],2.4253486848263597,2.3539,100,1,false,0,USD,-11.173584905660379,119186,18792513.6535,USD,,-0.1564,54.24224692802808,0.0,Consumer durables,Consumer Durables,america,
250,NASDAQ:ATLC,ATLC,Atlanticus Holdings Corporation,atlanticus,stock,['common'],2.424072937765059,59.52,100,1,false,0,USD,4.751847940865897,89282,900266730.5765575,USD,10.469288679378035,5.6852,34.97946295021249,0.0,Finance,Finance,america,1.166667
251,NASDAQ:DERM,DERM,Journey Medical Corporation,journey-medical,stock,['common'],2.4167297461988873,7.87,100,1,false,0,USD,3.963011889035665,229236,183337703.7661823,USD,,-0.3959,-29.50605168465814,0.0,Health technology,Health Technology,america,1.0
252,NASDAQ:ILLR,ILLR,Triller Group Inc.,agba-limited,stock,['common'],2.4153109190373394,0.4047,10000,1,false,0,USD,-19.076184763047387,792471,70962760.39352131,USD,,,,0.0,Technology services,Technology Services,america,
253,NYSE:HCI,HCI,"HCI Group, Inc.",hci-group,stock,['common'],2.414866278211657,154.34,100,1,false,0,USD,9.983610061996714,341954,1782271589.0639207,USD,13.678016271114341,11.2838,-11.661734542095301,1.14016960022803,Finance,Finance,america,1.166667
254,NYSE:BKE,BKE,"Buckle, Inc. (The)",buckle,stock,['common'],2.4096345740908074,54.45,100,1,false,0,USD,3.5564853556485443,1116009,2785496751.8096237,USD,14.021579584374114,3.8833,-8.261280415780758,2.66260935717003,Retail trade,Retail Trade,america,2.0
255,NASDAQ:TIGO,TIGO,Millicom International Cellular S.A.,millicom,stock,['common'],2.4072085659236815,42.53,100,1,false,0,USD,1.1414982164090464,2332231,7319256078.965518,USD,7.536637663695488,5.6431,812.53234152652,5.94530321046373,Communications,Communications,america,1.333333
256,NASDAQ:SKIN,SKIN,The Beauty Health Company,the-beauty-health,stock,['common'],2.4054905349597444,2.21,100,1,false,0,USD,16.931216931216937,3571433,280284135.1693122,USD,,-0.2815,65.89945487583283,0.0,Health technology,Health Technology,america,2.25
257,NYSE:IDT,IDT,IDT Corporation,idt-corporation,stock,['common'],2.3986925810097093,59.12,100,1,false,0,USD,-1.908080305292858,321142,1491593559.5938277,USD,15.602237939406734,3.7892,170.0399087799316,0.365024058403849,Communications,Communications,america,1.0
258,NASDAQ:NPAC,NPAC,New Providence Acquisition Corp. III,new-providence-acquisition-iii,stock,['common'],2.393650324139121,10.11,100,1,false,0,USD,-0.09881422924900977,194216,312268328.25,USD,,,,0.0,Finance,Finance,america,
259,NYSE:NUS,NUS,"Nu Skin Enterprises, Inc.",nu-skin-enterprises,stock,['common'],2.3876256398290443,10.58,100,1,false,0,USD,18.47704367301232,1293394,522789458.2508399,USD,5.2804951088041525,2.0036,,2.68756998880179,Consumer non-durables,Consumer Non-Durables,america,
260,NASDAQ:DGII,DGII,Digi International Inc.,digi-international,stock,['common'],2.3725852080563605,32.5,100,1,false,0,USD,2.0408163265306074,436694,1206471019.387755,USD,28.501271595194243,1.1403,149.028172089976,0.0,Electronic technology,Electronic Technology,america,1.333333
261,NYSE:TRU,TRU,TransUnion,transunion,stock,['common'],2.3691923823610757,86.0,100,1,false,0,USD,-4.688019505707641,3883918,16752800885.4483,USD,43.279150520859545,1.9871,,0.487642690901031,Commercial services,Commercial Services,america,1.347826
262,NYSE:IBTA,IBTA,"Ibotta, Inc.",ibotta,stock,['common'],2.3671730051517037,31.64,100,1,false,0,USD,-3.5365853658536484,729032,900087561.4500002,USD,18.21216830714327,1.7373,1.751200655968141,0.0,Technology services,Technology Services,america,1.444444
263,NASDAQ:CRGX,CRGX,"CARGO Therapeutics, Inc.",cargo-therapeutics,stock,['common'],2.3651304554471873,4.48,100,1,false,0,USD,-0.22271714922048524,2417454,216672102.91314033,USD,,-4.6693,-32.05033936651583,0.0,Health technology,Health Technology,america,2.0
264,AMEX:NHC,NHC,National HealthCare Corporation,national-health-care,stock,['common'],2.352364028364972,103.43,100,1,false,0,USD,3.0384538752739703,111726,1603259155.5087671,USD,15.419822291132448,6.7076,13.143512583496397,2.46064953177924,Health services,Health Services,america,
265,NASDAQ:ATMV,ATMV,AlphaVest Acquisition Corp,alphavest-acquisition,stock,['common'],2.3508333333333336,11.95,100,1,false,0,USD,0.31984821900788313,2821,46065528.00980532,USD,47.36424891002774,0.2523,-21.864354289253637,0.0,Finance,Finance,america,
266,NASDAQ:III,III,"Information Services Group, Inc.",isg,stock,['common'],2.3490268409997936,4.74,100,1,false,0,USD,6.756756756756752,688360,228446525.87837836,USD,30.365150544522745,0.1561,,4.05405405405405,Commercial services,Commercial Services,america,1.0
267,NASDAQ:BTMD,BTMD,Biote Corp.,biote,stock,['common'],2.339496481261407,2.82,100,1,false,0,USD,-2.0833333333333353,473253,107991705.14583333,USD,3.1243075559494793,0.9026,693.8434476693051,0.0,Health services,Health Services,america,1.2
268,NASDAQ:DRTS,DRTS,Alpha Tau Medical Ltd.,alpha-tau-medical-ltd,stock,['common'],2.3383642667754434,3.56,100,1,false,0,USD,5.014749262536871,137580,301531047.5162242,USD,,-0.4629,-11.19385058851789,0.0,Health technology,Health Technology,america,1.0
269,NYSE:KOP,KOP,Koppers Holdings Inc.,koppers-koppers,stock,['common'],2.336896866402025,28.35,100,1,false,0,USD,-1.699029126213587,308064,567285456.1893203,USD,39.783889980353635,0.7126,-80.45314900153609,1.04022191400832,Process industries,Process Industries,america,1.0
270,NASDAQ:ATLN,ATLN,Atlantic International Corp.,atlantic-international,stock,['common'],2.321266004933633,2.12,100,1,false,0,USD,10.994764397905769,63235,130699157.6753927,USD,,-3.6044,73.2845135563824,0.0,Health technology,Health Technology,america,
271,NASDAQ:CZFS,CZFS,"Citizens Financial Services, Inc.",citizens-financial-services,stock,['common'],2.3200208091560297,56.06,100,1,false,0,USD,4.883068288119737,23190,269498022.5253508,USD,8.514063544134622,6.5844,15.313485113835371,4.57530217006733,Finance,Finance,america,1.0
272,NYSE:ONON,ONON,On Holding AG,on-holding,stock,['common'],2.307760073324459,45.72,100,1,false,0,USD,0.1314060446780602,15453121,14805969606.30749,USD,64.33094132545378,0.7107,60.755485184347435,0.0,Consumer non-durables,Consumer Non-Durables,america,1.178571
273,NASDAQ:MIMI,MIMI,Mint Incorporation Limited,mint-incorporation-limited,stock,['common'],2.303586878733651,8.47,100,1,false,0,USD,-14.788732394366185,2085507,152565875.0,USD,,-0.0082,,0.0,Commercial services,Commercial Services,america,
274,NYSE:LAC,LAC,Lithium Americas Corp.,lithium-americas,stock,['common'],2.302533284010392,3.05,100,1,false,0,USD,9.318996415770602,18282855,667659859.21875,USD,,-0.214,35.23002421307507,0.0,Process industries,Process Industries,america,1.583333
275,NASDAQ:SHC,SHC,Sotera Health Company,sotera-health,stock,['common'],2.3025094204635357,14.06,100,1,false,0,USD,0.6442376521116667,3194208,3991002388.970651,USD,167.9808841099164,0.0837,-40.256959314775166,0.0,Health technology,Health Technology,america,1.4375
276,NASDAQ:AGH,AGH,Aureus Greenway Holdings Inc.,aureus-greenway,stock,['common'],2.3013152820888743,3.88,100,1,false,0,USD,46.96969696969696,1506907,,USD,,,,,Consumer services,Consumer Services,america,
277,NASDAQ:SIGA,SIGA,SIGA Technologies Inc.,siga-technologies,stock,['common'],2.298587442710188,9.48,100,1,false,0,USD,5.8035714285714235,1421877,678824909.6249999,USD,8.25496342737722,1.1484,-2.677966101694903,0.0,Health technology,Health Technology,america,
278,NASDAQ:GIFI,GIFI,"Gulf Island Fabrication, Inc.",gulf-island-fabrication,stock,['common'],2.292575016292924,6.79,100,1,false,0,USD,-0.4398826979472177,49952,108876149.62903224,USD,11.516282225237449,0.5896,,0.0,Producer manufacturing,Producer Manufacturing,america,1.5
279,NYSE:SXC,SXC,"SunCoke Energy, Inc.",suncoke-energy,stock,['common'],2.2808650848333554,7.8,100,1,false,0,USD,4.138851802403199,2556280,660390914.5794393,USD,9.055026700719758,0.8614,17.82245930789223,6.40854472630173,Non-energy minerals,Non-Energy Minerals,america,1.5
280,NASDAQ:JDZG,JDZG,JIADE LIMITED,jiade-limited,stock,['common'],2.2787237722514067,1.76,100,1,false,0,USD,3.529411764705886,268770,5397803.84,USD,,,,0.0,Commercial services,Commercial Services,america,
281,AMEX:LSF,LSF,"Laird Superfood, Inc.",laird-superfood,stock,['common'],2.2781279083882975,5.7,100,1,false,0,USD,-4.201680672268907,90079,60787780.28571428,USD,,-0.1044,73.9975093399751,0.0,Consumer non-durables,Consumer Non-Durables,america,1.0
282,NYSE:FET,FET,"Forum Energy Technologies, Inc.",forum-energy-technologies,stock,['common'],2.2729421346100493,21.89,100,1,false,0,USD,-1.2629679747406455,190896,270771093.9652684,USD,,-8.9136,-292.87729196050776,0.0,Industrial services,Industrial Services,america,
283,NASDAQ:MVST,MVST,"Microvast Holdings, Inc.",microvast,stock,['common'],2.268592293096426,3.03,100,1,false,0,USD,4.844290657439435,14598290,985784385.3840828,USD,,-0.4479,-37.90024630541873,0.0,Producer manufacturing,Producer Manufacturing,america,1.333333
284,NYSE:ALB,ALB,Albemarle Corporation,albemarle,stock,['common'],2.265334917900715,80.76,100,1,false,0,USD,6.99523052464229,12469177,9504073849.00318,USD,,-9.3269,-97.24442752611766,2.14626391096979,Process industries,Process Industries,america,1.851852
285,NASDAQ:INTJ,INTJ,Intelligent Group Limited,intelligent-limited,stock,['common'],2.2645894761449585,0.78,100,1,false,0,USD,-30.350924189659782,402988,10237500.0,USD,,-0.0031,-107.82828282828282,0.0,Commercial services,Commercial Services,america,
286,NASDAQ:LGVN,LGVN,Longeveron Inc.,longeveron,stock,['common'],2.2478939091693406,0.6953,10000,1,false,0,USD,2.566750258150182,2363709,10553664.23086001,USD,,-2.7746,71.16489820521082,0.0,Health technology,Health Technology,america,1.0
287,NASDAQ:PKBK,PKBK,"Parke Bancorp, Inc.",parke-bancorp,stock,['common'],2.23463410317671,21.18,100,1,false,0,USD,1.8759018759018788,63134,250923655.24963924,USD,8.26020826020826,2.5641,42.62431861163643,3.46320346320346,Finance,Finance,america,
288,NASDAQ:INVA,INVA,"Innoviva, Inc.",innoviva,stock,['common'],2.2035022102005137,19.65,100,1,false,0,USD,7.142857142857135,1655019,1238362958.5714283,USD,59.22242314647378,0.3318,-79.9274047186933,0.0,Health technology,Health Technology,america,1.0
289,NASDAQ:LITE,LITE,Lumentum Holdings Inc.,lumentum-hldgs,stock,['common'],2.203106402526405,115.03,100,1,false,0,USD,-1.0664831856884793,4315373,7983081944.597231,USD,,-6.4509,-22.74335946419057,0.0,Producer manufacturing,Producer Manufacturing,america,1.342105
290,NASDAQ:CREX,CREX,"Creative Realities, Inc.",creative-realities,stock,['common'],2.2022701932722004,2.51,100,1,false,0,USD,5.020920502092036,118117,26402518.815899577,USD,,-0.0031,98.92435808466344,0.0,Commercial services,Commercial Services,america,1.0
291,NASDAQ:CSWC,CSWC,Capital Southwest Corporation,capital-southwest-corporation,stock,['common'],2.199577638646931,22.69,100,1,false,0,USD,-0.9170305676855778,1192276,1262209648.4087338,USD,14.25699026076029,1.5915,-8.634249956943572,10.1310043668122,Finance,Finance,america,1.5
292,NASDAQ:TIRX,TIRX,TIAN RUIXIANG Holdings Ltd,tian-ruixiang-ltd,stock,['common'],2.1994003312855135,0.84,10000,1,false,0,USD,-4.545454545454549,52448,102318010.77272728,USD,,,,0.0,Finance,Finance,america,
293,NASDAQ:OSIS,OSIS,"OSI Systems, Inc.",osi-systems,stock,['common'],2.1909755396217316,224.22,100,1,false,0,USD,-0.7612640524032924,283443,3764343988.575021,USD,27.274717789022965,8.2208,13.028653137546065,0.0,Electronic technology,Electronic Technology,america,1.166667
294,NASDAQ:KTCC,KTCC,Key Tronic Corporation,key-tronic,stock,['common'],2.185219910752681,2.75,100,1,false,0,USD,-1.4336917562724028,30998,29595146.1469534,USD,,-0.5927,-3034.158415841584,0.0,Electronic technology,Electronic Technology,america,
295,NASDAQ:GITS,GITS,"Global Interactive Technologies, Inc.",global-interactive-technologies,stock,['common'],2.181503203237735,2.175,100,1,false,0,USD,-6.250000000000002,58807,6931872.899999999,USD,,,,0.0,Technology services,Technology Services,america,
296,AMEX:SIF,SIF,"SIFCO Industries, Inc.",sifco-industries-inc,stock,['common'],2.178093068213201,5.64,100,1,false,0,USD,9.514563106796103,37857,34913790.291262135,USD,,-0.663,54.40165061898211,0.0,Electronic technology,Electronic Technology,america,
297,NASDAQ:DSGN,DSGN,"Design Therapeutics, Inc.",design-therapeutics,stock,['common'],2.1775191603133437,4.82,100,1,false,0,USD,12.616822429906543,195303,274489970.3831776,USD,,-1.1189,-24.599109131403115,0.0,Health technology,Health Technology,america,1.666667
298,NASDAQ:ANTA,ANTA,Antalpha Platform Holding Company,antalpha-platform-company,stock,['common'],2.173942543323994,12.75,100,1,false,0,USD,4.33715220949263,54469,294525000.0,USD,,,,0.0,Finance,Finance,america,1.0
299,NASDAQ:OMCC,OMCC,Old Market Capital Corporation,nicholas-financial,stock,['common'],2.1696670196493706,5.51,100,1,false,0,USD,-7.394957983193285,1844,37212473.994671404,USD,,-0.7264,74.55780883331582,0.0,Finance,Finance,america,
300,NYSE:GDOT,GDOT,Green Dot Corporation,green-dot,stock,['common'],2.1691711354322707,9.93,100,1,false,0,USD,3.008298755186713,1490362,545065251.5383817,USD,,-0.1244,73.4188034188034,0.0,Finance,Finance,america,1.5
301,NASDAQ:IMCC,IMCC,IM Cannabis Corp.,im-cannabis,stock,['common'],2.1684351538223465,2.93,100,1,false,0,USD,6.934306569343063,102302,9040373.84671533,USD,,-1.4667,69.69440254561233,0.0,Process industries,Process Industries,america,
302,NASDAQ:AVBP,AVBP,"ArriVent BioPharma, Inc.",arrivent-biopharma-inc,stock,['common'],2.1589497594119655,17.39,100,1,false,0,USD,-3.3351862145636346,523522,638130481.1150641,USD,,-3.7667,-69.16823857001708,0.0,Health technology,Health Technology,america,1.0
303,NYSE:AIR,AIR,AAR Corp.,aar,stock,['common'],2.156535216590038,75.4,100,1,false,0,USD,0.8156170611044249,787530,2702908425.024736,USD,225.54591684116065,0.3343,-74.17934656677222,0.0,Electronic technology,Electronic Technology,america,1.071429
304,NASDAQ:APM,APM,Aptorum Group Limited,aptorum-limited,stock,['common'],2.1533855790963297,1.42,100,1,false,0,USD,12.698412698412692,256861,10144135.142857142,USD,,-0.7847,13.91113549094899,0.0,Health technology,Health Technology,america,
305,NASDAQ:TASK,TASK,"TaskUs, Inc.",taskus,stock,['common'],2.1515028032655583,17.06,100,1,false,0,USD,0.11737089201877685,382790,1529228570.0293427,USD,25.28906018381263,0.6746,23.37234820775421,0.0,Commercial services,Commercial Services,america,2.0
306,NASDAQ:AVPT,AVPT,"AvePoint, Inc.",avepoint,stock,['common'],2.145975766591711,14.72,100,1,false,0,USD,2.721563154221916,3814376,3119562756.9127703,USD,,-0.0508,37.4384236453202,0.0,Technology services,Technology Services,america,1.222222
307,NASDAQ:HNRG,HNRG,Hallador Energy Company,hallador-energy,stock,['common'],2.145163917795722,19.62,100,1,false,0,USD,-7.540056550424118,1673694,843192644.5730444,USD,,-5.0668,-1038.1225698944638,0.0,Energy minerals,Energy Minerals,america,1.0
308,NASDAQ:RDCM,RDCM,Radcom Ltd.,radcom-ltd,stock,['common'],2.145065413411493,12.86,100,1,false,0,USD,0.46874999999999,101509,206137005.97031248,USD,24.36067437014586,0.5279,113.6382031566168,0.0,Technology services,Technology Services,america,1.0
309,NYSE:MATV,MATV,"Mativ Holdings, Inc.",mativ,stock,['common'],2.13447433782893,9.41,100,1,false,0,USD,0.21299254526091133,1227876,514468429.4345048,USD,,-8.3514,-39.57616071130127,4.25985090521832,Process industries,Process Industries,america,1.0
310,NYSE:VSTS,VSTS,Vestis Corporation,vestis,stock,['common'],2.134134928544987,4.44,100,1,false,0,USD,-8.074534161490677,4408016,585369235.9751552,USD,,-0.2275,-125.51878855860909,2.89855072463768,Consumer non-durables,Consumer Non-Durables,america,2.055556
311,NASDAQ:HIT,HIT,"Health In Tech, Inc.",health-in-tech,stock,['common'],2.1311398059298585,2.66,100,1,false,0,USD,7.258064516129038,2579021,114308727.96000001,USD,109.01639344262296,0.0244,-28.445747800586503,0.0,Technology services,Technology Services,america,1.0
312,NASDAQ:SPRY,SPRY,"ARS Pharmaceuticals, Inc.",ars-pharmaceuticals,stock,['common'],2.124282146657121,16.38,100,1,false,0,USD,-6.400000000000006,2294797,1608738145.56,USD,,-0.1627,68.6874518860662,0.0,Health technology,Health Technology,america,1.0
313,NASDAQ:NRIM,NRIM,Northrim BanCorp Inc,northrim-bancorp,stock,['common'],2.122924095528601,84.77,100,1,false,0,USD,2.627118644067799,88945,468156467.0169492,USD,10.58645752678772,8.0074,38.70671586204508,3.05084745762712,Finance,Finance,america,1.0
314,NASDAQ:TACT,TACT,TransAct Technologies Incorporated,transact-technologies-incorporated,stock,['common'],2.12223534292918,4.03,100,1,false,0,USD,1.7676767676767748,33248,40625290.202020206,USD,,-0.862,-1560.8863198458575,0.0,Electronic technology,Electronic Technology,america,1.0
315,NASDAQ:EVCM,EVCM,EverCommerce Inc.,evercommerce,stock,['common'],2.121415558649443,10.49,100,1,false,0,USD,-3.4069981583793667,423750,1901614001.5322282,USD,,-0.1141,50.94582975064489,0.0,Technology services,Technology Services,america,1.5
316,NASDAQ:NXXT,NXXT,"NextNRG, Inc.",nextnrg,stock,['common'],2.1194114422620896,1.27,100,1,false,0,USD,-7.299270072992707,344114,155071145.57664233,USD,,-5.636,10.370382150411093,0.0,Technology services,Technology Services,america,1.0
317,NASDAQ:SENEA,SENEA,Seneca Foods Corp.,seneca-foods,stock,['common'],2.107390817469205,103.04,100,1,false,0,USD,-0.0678886625933403,75276,712277992.4942296,USD,16.52632760749972,6.2349,-13.685886343185436,0.0,Consumer non-durables,Consumer Non-Durables,america,
318,NYSE:ATMU,ATMU,Atmus Filtration Technologies Inc.,atmus-filtration-technologies,stock,['common'],2.1050757799432493,42.27,100,1,false,0,USD,3.0975609756097637,1569266,3494204116.96683,USD,18.67791966771243,2.2631,8.515943418844401,0.48780487804878,Producer manufacturing,Producer Manufacturing,america,1.3
319,AMEX:PLX,PLX,"Protalix BioTherapeutics, Inc. (DE)",protalix-biotherapeutics,stock,['common'],2.102407165314347,1.61,100,1,false,0,USD,4.545454545454549,856207,128167455.04545455,USD,38.333333333333336,0.042,86.66666666666669,0.0,Health technology,Health Technology,america,1.0
320,AMEX:EP,EP,Empire Petroleum Corporation,empire-petroleum,stock,['common'],2.1023181881220863,4.61,100,1,false,0,USD,1.9911504424778927,39413,157608665.76769915,USD,,-0.5139,13.17790167257982,0.0,Energy minerals,Energy Minerals,america,
321,NASDAQ:VTRS,VTRS,Viatris Inc.,viatris,stock,['common'],2.1015137525971253,9.86,100,1,false,0,USD,1.6494845360824757,19007689,11495498387.587627,USD,,-2.9088,-435.49337260677464,4.94845360824742,Health technology,Health Technology,america,1.863636
322,NASDAQ:RCEL,RCEL,"Avita Medical, Inc.",avita-medical,stock,['common'],2.098684957680721,4.81,100,1,false,0,USD,13.176470588235285,851911,127150705.54588233,USD,,-1.971,-1.3055098684210573,0.0,Health technology,Health Technology,america,1.5625
323,NYSE:CNS,CNS,Cohen & Steers Inc,cohen-and-steers,stock,['common'],2.0916490976995536,73.35,100,1,false,0,USD,0.15019115237575018,381170,3740604779.2524576,USD,23.307171681865842,3.1471,23.150068479749567,3.30420535226652,Finance,Finance,america,1.833333
324,NASDAQ:ZURA,ZURA,Zura Bio Limited,zura-bio-limited,stock,['common'],2.091274003056603,1.41,100,1,false,0,USD,-0.7042253521126767,641079,87243742.05633803,USD,,-0.7579,53.92425071432913,0.0,Health technology,Health Technology,america,1.166667
325,NASDAQ:AIFU,AIFU,AIFU Inc.,fanhua,stock,['common'],2.0897775876817795,5.97,100,1,false,0,USD,-17.655172413793107,48859,32209725.25655172,USD,5.418406244327464,1.1018,11.83516037352821,0.0,Finance,Finance,america,
326,NASDAQ:OVBC,OVBC,Ohio Valley Banc Corp.,ohio-valley-banc,stock,['common'],2.084738812386735,35.64,100,1,false,0,USD,4.028021015761829,15760,167900064.96672508,USD,,,,2.62697022767075,Finance,Finance,america,
327,NASDAQ:CAMP,CAMP,CAMP4 Therapeutics Corporation,camp4-therapeutics,stock,['common'],2.0791769453375526,1.36,100,1,false,0,USD,-4.895104895104884,98359,27419057.00699301,USD,,,,0.0,Health technology,Health Technology,america,1.0
328,NASDAQ:SAFT,SAFT,"Safety Insurance Group, Inc.",safety-insurance,stock,['common'],2.076090270498106,72.35,100,1,false,0,USD,1.9732205778717284,170916,1077548428.667371,USD,12.663656094657984,5.7132,65.6480139170774,5.07399577167019,Finance,Finance,america,2.0
329,NYSE:MG,MG,Mistras Group Inc,mistras,stock,['common'],2.075127829830394,9.03,100,1,false,0,USD,3.4364261168384758,183317,282908213.9862543,USD,24.972345132743364,0.3616,,0.0,Industrial services,Industrial Services,america,1.0
330,NASDAQ:RZLV,RZLV,Rezolve AI PLC,rezolve-ai-limited,stock,['common'],2.071733600968214,3.02,100,1,false,0,USD,0.6666666666666672,15373831,735887541.4266666,USD,,,,0.0,Technology services,Technology Services,america,1.0
331,NYSE:AMR,AMR,"Alpha Metallurgical Resources, Inc.",alpha-metallurgical-resources,stock,['common'],2.0670259294641924,156.14,100,1,false,0,USD,4.155826829430985,817652,2038046103.2575545,USD,,-2.8541,-108.48944359506714,0.0,Energy minerals,Energy Minerals,america,1.5
332,NASDAQ:BIYA,BIYA,Baiya International Group Inc.,baiya-international,stock,['common'],2.067002516973387,0.595,10000,1,false,0,USD,-7.751937984496131,271415,,USD,,,,,Commercial services,Commercial Services,america,
333,NASDAQ:CCTG,CCTG,CCSC Technology International Holdings Limited,ccsc-technology-international-limited,stock,['common'],2.0668860910995006,1.0101,100,1,false,0,USD,-6.194279346210994,8980,6647720.625,USD,,-0.0156,-9.859154929577453,0.0,Electronic technology,Electronic Technology,america,
334,NASDAQ:HRTX,HRTX,"Heron Therapeutics, Inc.",heron-therapeutics,stock,['common'],2.062006980798337,1.28,100,1,false,0,USD,-3.030303030303033,4846521,195281472.96969697,USD,,-0.0099,96.95759065765212,0.0,Health technology,Health Technology,america,1.0
335,NASDAQ:INTU,INTU,Intuit Inc.,intuit,stock,['common'],2.0604821076446576,706.09,100,1,false,0,USD,-5.728971962616818,3195060,196961680851.62225,USD,57.45707543331435,12.289,13.566213843452546,0.555407209612817,Technology services,Technology Services,america,1.308824
336,NASDAQ:PDFS,PDFS,"PDF Solutions, Inc.",pdf-solutions,stock,['common'],2.0603776014442126,18.97,100,1,false,0,USD,-3.8520020273694957,646441,749179877.4495691,USD,870.183486238532,0.0218,,0.0,Technology services,Technology Services,america,1.25
337,NYSE:SEG,SEG,Seaport Entertainment Group Inc.,seaport-entertainment,stock,['common'],2.057829515583928,24.0,100,1,false,0,USD,2.040816326530614,188512,304671140.8163265,USD,,-16.9445,,0.0,Consumer services,Consumer Services,america,
338,AMEX:ACCS,ACCS,ACCESS Newswire Inc.,issuer-direct,stock,['common'],2.057137714765336,12.1,100,1,false,0,USD,-1.2244897959183703,29717,46557690.54693878,USD,,-1.375,-779.0123456790124,0.0,Technology services,Technology Services,america,1.0
339,NASDAQ:ETOR,ETOR,eToro Group Ltd.,etoro-limited,stock,['common'],2.05462095863028,55.3,100,1,false,0,USD,-4.53996202313137,1059093,4505224542.630761,USD,,,,0.0,Technology services,Technology Services,america,1.466667
340,NASDAQ:ECOR,ECOR,"electroCore, Inc.",electrocore,stock,['common'],2.050290671105437,4.31,100,1,false,0,USD,-6.70995670995672,222084,32684645.24458874,USD,,-1.7004,22.50831700314452,0.0,Health technology,Health Technology,america,1.0
