,exchange,name,description,logoid,type,typespecs,market_cap_basic,fundamental_currency_code,close,pricescale,minmov,fractional,minmove2,currency,change,volume,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,relative_volume_10d_calc,recommendation_mark,sector.tr,sector,market
0,NASDAQ,APM,Aptorum Group Limited,aptorum-limited,stock,['common'],9072572.0,USD,4.25,100,1,false,0,USD,234.64566929133858,397815263,,-0.7847,13.91113549094899,0.0,4731.924551418155,,Health technology,Health Technology,america
1,NASDAQ,AEMD,"Aethlon Medical, Inc.",aethlon-medical,stock,['common'],2884569.0,USD,2.19,100,1,false,0,USD,97.29729729729728,146417526,,-6.5807,78.72389266084707,0.0,196.53316986164862,2.0,Health technology,Health Technology,america
2,NASDAQ,PTIX,"Protagenic Therapeutics, Inc.",protagenic-therapeutics,stock,['common'],3699443.789473684,USD,4.26,100,1,false,0,USD,86.8421052631579,158865012,,-13.1415,31.655069117234063,0.0,1615.9762788757907,,Health technology,Health Technology,america
3,NASDAQ,GXAI,Gaxos.ai Inc.,gaxosai,stock,['common'],19660731.098901093,USD,2.76,100,1,false,0,USD,51.64835164835163,32827837,,-1.005,69.47237325719146,0.0,1.2642925549601907,,Technology services,Technology Services,america
4,AMEX,LUD,Luda Technology Group Limited,luda-technology-limited,stock,['common'],,USD,6.52,100,1,false,0,USD,49.885057471264375,189291,,,,,11.600632457575703,,Non-energy minerals,Non-Energy Minerals,america
5,NYSE,SLQT,"SelectQuote, Inc.",selectquote,stock,['common'],447348093.40437156,USD,2.59,100,1,false,0,USD,41.53005464480873,23176169,,-0.1062,65.53067185978577,0.0,19.713674909785247,1.5,Finance,Finance,america
6,NASDAQ,SLGL,Sol-Gel Technologies Ltd.,sol-gel-technologies-ltd,stock,['common'],71872659.8804348,USD,25.8,100,1,false,0,USD,40.217391304347835,115249,,-1.2241,77.14141659352767,0.0,5.261454319680063,,Health technology,Health Technology,america
7,NASDAQ,THAR,"Tharimmune, Inc.",tharimmune,stock,['common'],23037197.345403902,USD,4.97,100,1,false,0,USD,38.44011142061281,113561626,,-6.0216,87.43418787366576,0.0,3.076817331859441,,Health technology,Health Technology,america
8,NASDAQ,IMRX,Immuneering Corporation,immuneering,stock,['common'],166613805.84839648,USD,4.63,100,1,false,0,USD,34.985422740524776,6459681,,-1.8951,0.6604812077370628,0.0,16.246449686209225,1.0,Health technology,Health Technology,america
9,NYSE,CATO,Cato Corporation (The),cato-the,stock,['common'],75197999.51408452,USD,3.81,100,1,false,0,USD,34.1549295774648,2253423,,-0.9744,-17.80921291258616,23.943661971831,129.83838069556802,,Retail trade,Retail Trade,america
10,NASDAQ,STSS,Sharps Technology Inc.,sharps-technology,stock,['common'],6471828.863636364,USD,6.325,100,1,false,0,USD,30.681818181818187,341535,,-1000.3586,71.0998961124805,0.0,4.0685131733652256,1.0,Health technology,Health Technology,america
11,NASDAQ,TWIN,"Twin Disc, Incorporated",twin-disc-incorporated,stock,['common'],158595280.04408357,USD,11.21,100,1,false,0,USD,30.046403712297003,329751,38.469457789979415,0.2914,-66.73136202762873,1.85614849187935,7.105998112256112,1.0,Producer manufacturing,Producer Manufacturing,america
12,AMEX,DDC,DDC Enterprise Limited,ddc-enterprise-limited,stock,['common'],123505734.23850574,USD,13.45,100,1,false,0,USD,28.831417624521073,230800,,,,0.0,2.741730854213095,1.0,Technology services,Technology Services,america
13,AMEX,APUS,"Apimeds Pharmaceuticals US, Inc.",apimeds-pharmaceuticals-us,stock,['common'],28547481.409999996,USD,2.27,100,1,false,0,USD,25.414364640883974,543483,,-0.3154,-181.35593220338984,0.0,2.2959459128349713,,Health technology,Health Technology,america
14,NASDAQ,RENT,"Rent the Runway, Inc.",rent-the-runway,stock,['common'],22562792.080267556,USD,5.61,100,1,false,0,USD,25.08361204013378,2153416,,-19.135,36.37932352950954,0.0,78.56716505038565,,Retail trade,Retail Trade,america
15,NASDAQ,DKI,DarkIris Inc.,,stock,['common'],,USD,4.5,100,1,false,0,USD,24.137931034482758,340178,,,,,,,Miscellaneous,Miscellaneous,america
