,exchange,name,description,logoid,type,typespecs,premarket_close,premarket_change_abs,premarket_change,premarket_volume,premarket_gap,close,change,volume,market_cap_basic,Perf.1Y.MarketCap,pricescale,fractional,minmove2,fundamental_currency_code,currency
0,NASDAQ,ALLR,"Allarity Therapeutics, Inc.",allarity-therapeutics,stock,['common'],1.98,1.0387,110.34739190481248,93272821,5.173695952406243,1.43,51.91756082014235,387016045,20906078.000000004,61.74993897297597,100,false,0,USD,USD
1,NASDAQ,IVVD,"Invivyd, Inc.",adagio,stock,['common'],0.9434,0.38370000000000004,68.55458281222084,64159253,91.17384313024837,1.03,84.0271574057531,186776820,200802845.0,-36.00060854205154,100,false,0,USD,USD
2,NASDAQ,IXHL,Incannex Healthcare Inc.,incannex-healthcare,stock,['common'],0.9233,0.18279999999999996,24.68602295746117,63060811,1.2829169480080962,0.7098,-4.145847400405139,495713348,66504971.0,27.170025259704133,10000,false,0,USD,USD
3,NASDAQ,EPIX,ESSA Pharma Inc.,essa-pharma,stock,['common'],0.267,-0.5168,-65.93518754784384,54435953,-70.40061240112274,0.2631,-66.43276346006634,108722669,12446839.000000002,-61.647135939546686,10000,false,0,USD,USD
4,NASDAQ,PFSA,"Profusa, Inc.",profusa,stock,['common'],0.6583,0.1684,34.374362114717286,51186814,26.55644008981425,0.4303,-12.16574811185956,100000705,14109055.000000002,-73.59659153175595,10000,false,0,USD,USD
5,NASDAQ,BENF,Beneficient,beneficient,stock,['common'],0.4815,0.09249999999999997,23.778920308483283,29421630,51.64524421593829,0.4164,7.043701799485856,106000755,3611002.0000000005,-72.98041792614009,10000,false,0,USD,USD
6,NASDAQ,MRKR,"Marker Therapeutics, Inc.",marker-therapeutics,stock,['common'],1.39,0.1299999999999999,10.31746031746031,23651532,2.3809523809523827,1.0,-20.634920634920636,45300160,12938910.0,-51.39512430703256,10000,false,0,USD,USD
7,NASDAQ,AIFF,"Firefly Neuroscience, Inc.",firefly-neuroscience,stock,['common'],3.03,0.43999999999999995,16.988416988416986,19060525,0.0,2.71,4.633204633204638,83452208,36294807.0,-19.915744234615744,100,false,0,USD,USD
8,NASDAQ,VRAX,Virax Biolabs Group Limited,virax-biolabs-limited,stock,['common'],0.7647,-0.009301000000000004,-1.2016780340077085,14035470,1.4081377155843458,0.6333,-18.178400286304548,24054800,2749757.1821421417,,10000,false,0,USD,USD
9,NASDAQ,TLRY,"Tilray Brands, Inc.",tilray,stock,['common'],1.52,0.13000000000000012,9.35251798561152,13399079,7.1942446043165535,1.45,4.316546762589932,144111594,1595768772.0,-22.884507731316646,100,false,0,USD,USD
10,NASDAQ,OPEN,Opendoor Technologies Inc,opendoor,stock,['common'],4.56,0.019999999999999574,0.4405286343612241,11973298,3.0837004405286272,4.7,3.524229074889871,486587000,3458984423.9999995,101.89628598667693,100,false,0,USD,USD
