,exchange,name,description,logoid,type,typespecs,relative_volume_10d_calc,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,recommendation_mark,sector.tr,sector,market
0,NASDAQ,RMBL,"RumbleOn, Inc.",rumbleon,stock,['common'],891.9574816536995,3.21,100,1,false,0,USD,60.5,39976018,121527481.485,USD,,-3.0034,67.05931385452311,0.0,1.666667,Retail trade,Retail Trade,america
1,NASDAQ,ADN,"Advent Technologies Holdings, Inc.",advent-technologies,stock,['common'],435.81754201434364,3.12,100,1,false,0,USD,59.18367346938776,26020835,8331293.020408164,USD,,-13.2455,58.26835162273115,0.0,,Electronic technology,Electronic Technology,america
2,NASDAQ,PRPH,"ProPhase Labs, Inc.",prophase-labs,stock,['common'],297.4270858829031,0.354,10000,1,false,0,USD,25.665601703940354,273538129,14705584.74973376,USD,,,,0.0,,Health technology,Health Technology,america
3,NASDAQ,SKK,SKK Holdings Limited,skk-limited,stock,['common'],146.02906677760635,0.48,10000,1,false,0,USD,8.474576271186436,10109125,9000000.0,USD,25.806451612903228,0.0186,,0.0,,Industrial services,Industrial Services,america
4,NASDAQ,XFOR,"X4 Pharmaceuticals, Inc.",x4-pharmaceuticals,stock,['common'],126.15828868475941,2.58,100,1,false,0,USD,81.69014084507043,97762846,29433561.16901409,USD,,-14.7989,-676.4831911495462,0.0,1.0,Health technology,Health Technology,america
5,NASDAQ,CGCT,Cartesian Growth Corporation III,cartesian-growth-ii,stock,['common'],85.60170555996778,10.01,100,1,false,0,USD,-0.19940179461614732,1519747,345345000.00000006,USD,,,,0.0,,Finance,Finance,america
6,NASDAQ,KNDI,"Kandi Technologies Group, Inc.",kandi,stock,['common'],65.4565811481478,1.31,100,1,false,0,USD,13.913043478260883,5013169,112641218.01739131,USD,,-0.5853,-8461.42857142857,0.0,,Consumer durables,Consumer Durables,america
7,NYSE,WOW,"WideOpenWest, Inc.",wideopenwest,stock,['common'],64.90716950336382,5.04,100,1,false,0,USD,49.11242603550296,44698517,430798735.8106509,USD,,-0.7861,63.353689804671106,0.0,2.0,Communications,Communications,america
8,NASDAQ,ATNF,180 Life Sciences Corp.,180-life-sciences,stock,['common'],61.85913632762095,10.24,100,1,false,0,USD,206.58682634730542,225462813,514467114.00000006,USD,,-5.692,80.01846501651671,0.0,,Health technology,Health Technology,america
9,NASDAQ,GBIO,Generation Bio Co.,generation-bio,stock,['common'],38.64657751384175,4.05,100,1,false,0,USD,0.24752475247524225,3462115,27149272.24009901,USD,,-10.776,57.851918488676816,0.0,1.333333,Health technology,Health Technology,america
10,NASDAQ,ZENA,"ZenaTech, Inc.",zenatech,stock,['common'],27.73763690237432,5.58,100,1,false,0,USD,16.250000000000007,22259878,142631074.01250002,USD,,-0.381,,0.0,1.0,Technology services,Technology Services,america
11,NASDAQ,SWAG,"Stran & Company, Inc.",stran-and-company,stock,['common'],27.39330144608842,1.41,100,1,false,0,USD,1.4388489208633108,490814,26125105.87769784,USD,,-0.2174,-2188.421052631579,0.0,,Commercial services,Commercial Services,america
12,NASDAQ,ZYBT,Zhengye Biotechnology Holding Limited,zhengye-biotechnology-limited,stock,['common'],26.04437759698579,7.56,100,1,false,0,USD,40.520446096654275,342856,358278802.56,USD,227.027027027027,0.0333,-64.87341772151898,0.0,,Health technology,Health Technology,america
13,AMEX,FSI,Flexible Solutions International Inc.,flexible-solutions-international,stock,['common'],23.046954227871414,6.95,100,1,false,0,USD,26.13430127041743,370436,87900354.56442831,USD,37.812840043525576,0.1838,-2.4416135881104144,0.0,1.0,Process industries,Process Industries,america
14,AMEX,XTNT,"Xtant Medical Holdings, Inc.",xtant-medical,stock,['common'],21.881510265051585,0.67,10000,1,false,0,USD,14.081389409160563,657721,93346521.913843,USD,,-0.0396,-38.94736842105264,0.0,1.0,Health technology,Health Technology,america
15,NASDAQ,HOND,HCM II Acquisition Corp.,hcm-ii-acquisition,stock,['common'],21.844143935373108,11.65,100,1,false,0,USD,7.373271889400929,6136529,334937500.0,USD,81.69705469845722,0.1426,,0.0,,Finance,Finance,america
16,NASDAQ,TIRX,TIAN RUIXIANG Holdings Ltd,tian-ruixiang-ltd,stock,['common'],20.4606292857193,0.8799,10000,1,false,0,USD,4.750000000000005,583042,107178113.38000001,USD,,,,0.0,,Finance,Finance,america
17,NASDAQ,GEVO,"Gevo, Inc.",gevo,stock,['common'],20.425101245220855,1.99,100,1,false,0,USD,59.199999999999996,82298887,476730376.368,USD,,-0.2466,20.090732339598176,0.0,1.333333,Process industries,Process Industries,america
18,NASDAQ,RAPT,"RAPT Therapeutics, Inc.",rapt-therapeutics,stock,['common'],17.28166014501267,10.9,100,1,false,0,USD,14.136125654450257,573701,180261959.5078534,USD,,-14.2068,43.15779365752559,0.0,1.333333,Health technology,Health Technology,america
19,NASDAQ,VEEA,Veea Inc.,veea,stock,['common'],17.115853578160632,1.07,100,1,false,0,USD,-16.406249999999996,779076,43742800.40625,USD,,-1.1002,-151.0152863335615,0.0,,Technology services,Technology Services,america
20,AMEX,FLYY,"Spirit Aviation Holdings, Inc.",spirit-aviation,stock,['common'],15.48902413291954,2.1,100,1,false,0,USD,-40.67796610169491,3919860,54345734.49152541,USD,,-12.9047,-108.45300208377083,0.0,,Transportation,Transportation,america
21,AMEX,MYO,Myomo Inc.,myomo,stock,['common'],15.086520352794198,1.08,100,1,false,0,USD,-38.63636363636363,8738010,38857233.47727273,USD,,-0.2271,13.254392666157367,0.0,1.0,Distribution services,Distribution Services,america
22,NASDAQ,IHRT,"iHeartMedia, Inc.",iheartmedia,stock,['common'],13.51441733082431,2.03,100,1,false,0,USD,24.539877300613494,6409007,275396631.0122699,USD,,-2.4453,62.885330500113845,0.0,2.25,Consumer services,Consumer Services,america
