,ticker,name,description,logoid,type,typespecs,Volatility.D,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark,relative_volume_10d_calc
314,NASDAQ:IBG,IBG,Innovation Beverage Group Limited,innovation-beverage-limited,stock,['common'],14.713979810339545,0.657,10000,1,false,0,USD,-10.098522167487682,662601,6097705.283251231,USD,,,,0.0,Consumer non-durables,Consumer Non-Durables,america,,0.9865031211923061
315,AMEX:LUD,LUD,Luda Technology Group Limited,luda-technology-limited,stock,['common'],14.70588235294118,4.94,100,1,false,0,USD,-7.1428571428571415,27506,,USD,,,,,Non-energy minerals,Non-Energy Minerals,america,,0.9348881947678074
316,NASDAQ:NEUP,NEUP,Neuphoria Therapeutics Inc.,neuphoria-therapeutics,stock,['common'],14.69740634005763,7.2,100,1,false,0,USD,-3.0955585464333724,39509,16283693.458950201,USD,,,,0.0,Health technology,Health Technology,america,,1.4320977809353284
317,NASDAQ:CWD,CWD,CaliberCos Inc.,calibercos,stock,['common'],14.646825396825395,2.59,100,1,false,0,USD,-0.38461538461539346,198569,3421938.8807692304,USD,,-18.1888,-27.340446386065143,0.0,Finance,Finance,america,,0.021027231328273607
318,NASDAQ:CMBM,CMBM,Cambium Networks Corporation,cambium-networks,stock,['common'],14.636942675159235,0.8272,10000,1,false,0,USD,-5.742935278030993,282448,23363279.013673656,USD,,,,0.0,Communications,Communications,america,1.0,1.0204617671871077
319,NASDAQ:EDRY,EDRY,EuroDry Ltd.,eurodry,stock,['common'],14.634049006305382,10.67,100,1,false,0,USD,5.643564356435647,1697,30160859.41980198,USD,,-4.2354,-269.06587661206004,0.0,Transportation,Transportation,america,1.333333,1.4496839227746456
320,NASDAQ:BOXL,BOXL,Boxlight Corporation,boxlight,stock,['common'],14.622641509433965,2.336,100,1,false,0,USD,10.188679245283007,81442,6190250.143396226,USD,,-12.6831,45.34512923493265,0.0,Electronic technology,Electronic Technology,america,2.0,4.00671048488665
321,NASDAQ:CDTG,CDTG,CDT Environmental Technology Investment Holdings Limited,cdt-environmental-technology-investment-limited,stock,['common'],14.617723577235783,0.6433,10000,1,false,0,USD,5.459016393442623,31653,7928672.500000001,USD,31.380487804878047,0.0205,-78.84416924664602,0.0,Producer manufacturing,Producer Manufacturing,america,,0.3826379814102711
322,NASDAQ:AMPH,AMPH,"Amphastar Pharmaceuticals, Inc.",amphastar-pharmaceuticals,stock,['common'],14.58080194410693,27.36,100,1,false,0,USD,14.909701805963884,1815430,1272105333.8731625,USD,10.243354548858106,2.671,-14.9010736929302,0.0,Health technology,Health Technology,america,1.666667,3.570691702399546
323,NYSE:TLYS,TLYS,"Tilly's, Inc.",tillys,stock,['common'],14.572496749024708,1.27,100,1,false,0,USD,-7.971014492753614,201716,38292784.1594203,USD,,-1.6221,-15.165069222577209,0.0,Retail trade,Retail Trade,america,2.0,0.999349508266893
324,NASDAQ:CCIR,CCIR,Cohen Circle Acquisition Corp. I,cohen-circle-acquisition-i,stock,['common'],14.545454545454543,11.46,100,1,false,0,USD,9.875359539789082,1660659,271773900.0,USD,,,,0.0,Finance,Finance,america,,1.1715685112536
325,NASDAQ:UCAR,UCAR,U Power Limited,u-power-limited,stock,['common'],14.500000000000002,2.075,100,1,false,0,USD,-1.9098042923324188,84272,10094576.200000001,USD,,-2.035,25.092943644863247,0.0,Consumer durables,Consumer Durables,america,,0.6563321661329118
326,NASDAQ:PRTH,PRTH,"Priority Technology Holdings, Inc.",priority-technology,stock,['common'],14.490674318507901,7.04,100,1,false,0,USD,-7.97385620915033,899470,562622184.4078432,USD,27.056110684089163,0.2602,,0.0,Technology services,Technology Services,america,1.0,2.0136200925467826
327,NASDAQ:UPXI,UPXI,"Upexi, Inc.",grove-inc,stock,['common'],14.487274569035696,5.62,100,1,false,0,USD,-6.95364238410596,10273108,302313631.3410596,USD,,,,0.0,Health technology,Health Technology,america,1.0,1.4277446831314997
328,NASDAQ:OMH,OMH,Ohmyhome Limited,,stock,['common'],14.414414414414408,1.11,100,1,false,0,USD,-12.598425196850387,121110,25642255.086614177,USD,,,,0.0,Finance,Finance,america,2.0,0.256997947369214
329,NASDAQ:JUNS,JUNS,"Jupiter Neurosciences, Inc.",jupiter-neurosciences,stock,['common'],14.414414414414408,1.15,100,1,false,0,USD,-4.958677685950417,153989,38069439.38016529,USD,,-0.1007,71.7769058295964,0.0,Health technology,Health Technology,america,1.0,1.1103395862896435
330,NYSE:WOW,WOW,"WideOpenWest, Inc.",wideopenwest,stock,['common'],14.407071878624494,3.38,100,1,false,0,USD,5.9561128526645755,2656783,288908672.3260188,USD,,-0.7029,78.44592315476373,0.0,Communications,Communications,america,2.0,5.460179462828185
331,NASDAQ:AEVA,AEVA,"Aeva Technologies, Inc.",aeva,stock,['common'],14.37751004016065,13.6,100,1,false,0,USD,3.1866464339908944,2878517,766056707.6176025,USD,,-5.4969,-74.39403553299492,0.0,Electronic technology,Electronic Technology,america,1.2,0.9970668706996009
332,NASDAQ:RXST,RXST,"RxSight, Inc.",rxsight,stock,['common'],14.35045317220544,6.65,100,1,false,0,USD,-7.510431154381085,1515593,272091176.1752434,USD,,-0.7979,20.87465291550971,0.0,Electronic technology,Electronic Technology,america,2.045455,1.5569761813185006
333,NASDAQ:PTHL,PTHL,Pheton Holdings Ltd,pheton-ltd,stock,['common'],14.34909283538605,0.779,10000,1,false,0,USD,-8.352941176470582,1327509,12112500.0,USD,,-0.046,-177.10843373493975,0.0,Health technology,Health Technology,america,,0.23142455710826385
334,NASDAQ:TLSA,TLSA,Tiziana Life Sciences Ltd,tiziana-life-sciences,stock,['common'],14.347826086956507,2.46,100,1,false,0,USD,11.818181818181808,1157412,274198040.7272727,USD,,-0.1112,35.57358053302434,0.0,Health technology,Health Technology,america,1.0,2.008200675014939
335,NASDAQ:LNKS,LNKS,Linkers Industries Limited,linkers-industries-limited,stock,['common'],14.285714285714299,0.52,10000,1,false,0,USD,-1.9422968131246419,51813,5686200.0,USD,,-0.044,-183.8709677419355,0.0,Electronic technology,Electronic Technology,america,,1.4176466403637897
336,NASDAQ:ILAG,ILAG,Intelligent Living Application Group Inc.,intelligent-living-application,stock,['common'],14.285714285714299,0.505,10000,1,false,0,USD,-2.8846153846153872,77258,10488589.42,USD,,-0.2043,-5.363589479112956,0.0,Consumer durables,Consumer Durables,america,,0.2232865005278842
337,NASDAQ:DYNX,DYNX,Dynamix Corporation,dynamix,stock,['common'],14.285714285714285,11.69,100,1,false,0,USD,4.561717352415025,2991450,258738674.33452588,USD,,,,0.0,Finance,Finance,america,,3.113100957423327
338,NASDAQ:ACET,ACET,"Adicet Bio, Inc.",adicet-bio,stock,['common'],14.27984525317538,0.5964,10000,1,false,0,USD,-3.961352657004823,1721631,49652555.94782609,USD,,-1.3042,48.452630330816966,0.0,Health technology,Health Technology,america,1.142857,3.4082807694942194
339,NASDAQ:SUGP,SUGP,SU Group Holdings Limited,su-ltd,stock,['common'],14.256995336442369,0.6327,10000,1,false,0,USD,-2.1042859353241443,76362,8761313.005260715,USD,,-0.0373,,0.0,Commercial services,Commercial Services,america,,0.7146065649249289
340,NASDAQ:WXM,WXM,WF International Limited,wf-international-limited,stock,['common'],14.241354975299929,3.16,100,1,false,0,USD,-1.5576323987538885,9105,21804000.0,USD,,,,0.0,Producer manufacturing,Producer Manufacturing,america,,0.21750503450697664
341,NASDAQ:SRTS,SRTS,"Sensus Healthcare, Inc.",sensus-healthcare,stock,['common'],14.217252396166144,3.18,100,1,false,0,USD,-8.225108225108217,499997,52295212.883116886,USD,,-0.0526,-112.89847964688573,0.0,Health technology,Health Technology,america,1.0,2.030457862873424
342,NASDAQ:FUFU,FUFU,BitFuFu Inc.,bitfufu,stock,['common'],14.20612813370473,4.03,100,1,false,0,USD,1.7676767676767748,174784,657319665.1666666,USD,369.72477064220186,0.0109,-97.00713893465128,0.0,Technology services,Technology Services,america,1.333333,1.5943852069834628
343,NYSE:DOCN,DOCN,"DigitalOcean Holdings, Inc.",digitalocean,stock,['common'],14.20179682100897,29.56,100,1,false,0,USD,-10.559757942511343,10488324,2691068392.67171,USD,23.217090794847625,1.2732,78.14467608786904,0.0,Technology services,Technology Services,america,1.428571,3.022833359325016
344,NASDAQ:SRZN,SRZN,"Surrozen, Inc.",surrozen,stock,['common'],14.195914091147204,9.985,100,1,false,0,USD,4.4456066945606585,15373,85497404.33158994,USD,,-13.9204,35.8086858681718,0.0,Health technology,Health Technology,america,1.0,1.415770279230826
345,NASDAQ:MLEC,MLEC,Moolec Science SA,moolec-science-sa,stock,['common'],14.176245210727975,2.72,100,1,false,0,USD,-7.796610169491524,11526,10914500.664406778,USD,,-2.1491,-31.556072477962772,0.0,Commercial services,Commercial Services,america,,0.20471996206126677
346,NASDAQ:GPRO,GPRO,"GoPro, Inc.",gopro,stock,['common'],14.062499999999995,1.31,100,1,false,0,USD,-7.092198581560274,8916747,209845660.30496457,USD,,-0.9054,62.20886551465063,0.0,Consumer durables,Consumer Durables,america,2.5,1.5936822477044257
347,NASDAQ:IPSC,IPSC,"Century Therapeutics, Inc.",century-therapeutics,stock,['common'],14.03981750311075,0.4896,10000,1,false,0,USD,-3.4890597279716133,916936,42183330.876404494,USD,,-0.2843,87.19715392236333,0.0,Health technology,Health Technology,america,1.166667,0.9741982012304866
348,NASDAQ:TIVC,TIVC,"Tivic Health Systems, Inc.",tivic-health-systems,stock,['common'],14.037854889589902,3.56,100,1,false,0,USD,12.480252764612954,51606,3705418.9699842026,USD,,-14.4672,92.38683419925518,0.0,Health technology,Health Technology,america,,1.7266692541388422
349,AMEX:CVM,CVM,Cel-Sci Corporation,cel-sci,stock,['common'],14.035087719298247,7.03,100,1,false,0,USD,-5.510752688172045,206421,48381556.07526882,USD,,-12.2634,35.03385143511013,0.0,Health technology,Health Technology,america,,0.363011741285483
350,NASDAQ:ADTX,ADTX,"Aditxt, Inc.",aditxt,stock,['common'],14.018691588785037,1.13,100,1,false,0,USD,-5.042016806722694,669702,2747201.8739495794,USD,,-69702.5201,93.24187997120777,0.0,Health technology,Health Technology,america,,1.6759405772355547
351,NASDAQ:CDLX,CDLX,"Cardlytics, Inc. Common Stock",cardlytics,stock,['common'],14.018691588785037,1.1,100,1,false,0,USD,-6.77966101694914,1719617,58560591.86440679,USD,,-3.6397,5.09009361391432,0.0,Technology services,Technology Services,america,2.1,1.1867166615690896
352,NASDAQ:AMPG,AMPG,"Amplitech Group, Inc.",amplitech,stock,['common'],13.884177368548583,3.29,100,1,false,0,USD,13.058419243986249,576642,67687129.30240549,USD,,-0.6962,-3.3090963050897737,0.0,Electronic technology,Electronic Technology,america,1.0,1.3020558610374502
353,NASDAQ:GVH,GVH,Globavend Holdings Limited - Ord Shares,globavend-limited-ord-shares,stock,['common'],13.861480075901332,5.39,100,1,false,0,USD,-4.938271604938276,179051,6845300.0,USD,,,,0.0,Transportation,Transportation,america,1.0,1.5731260092814394
354,NASDAQ:SGD,SGD,Safe and Green Development Corporation,safe-and-green-development,stock,['common'],13.86138613861385,1.01,100,1,false,0,USD,-12.173913043478253,178636,2112667.5000000005,USD,,-6.9361,34.715372162192686,0.0,Finance,Finance,america,,0.01263696306887229
355,NASDAQ:ASBP,ASBP,"Aspire Biopharma Holdings, Inc.",aspire-biopharma,stock,['common'],13.861386138613849,0.3657,10000,1,false,0,USD,8.839285714285715,441187,18111647.229000002,USD,,-1.7112,-607.6923076923077,0.0,Health technology,Health Technology,america,,0.7615708846255159
356,NASDAQ:GCL,GCL,GCL Global Holdings Ltd,gcl-global-ltd,stock,['common'],13.85600386566804,3.51,100,1,false,0,USD,-5.8981233243967885,166411,443376988.33512056,USD,,-0.1512,20.0,0.0,Finance,Finance,america,,1.440547163980391
357,NASDAQ:CAMP,CAMP,CAMP4 Therapeutics Corporation,camp4-therapeutics,stock,['common'],13.825757575757567,1.36,100,1,false,0,USD,-4.895104895104884,98359,27419057.00699301,USD,,,,0.0,Health technology,Health Technology,america,1.0,2.0791769453375526
358,NASDAQ:EZGO,EZGO,EZGO Technologies Ltd.,ezgo-technologies-ltd,stock,['common'],13.818630475015425,0.3415,10000,1,false,0,USD,2.67588695129285,332147,1938071.0252555623,USD,,-1.4372,97.76433767025692,0.0,Consumer services,Consumer Services,america,,0.14733439225200845
359,NASDAQ:ANGH,ANGH,Anghami Inc.,anghami,stock,['common'],13.815789473684209,3.2214,100,1,false,0,USD,-2.384776218902457,36116,21539794.802581742,USD,,-11.1003,-85.53687236745337,0.0,Finance,Finance,america,,0.08284322271054877
360,NASDAQ:PRSO,PRSO,Peraso Inc.,peraso,stock,['common'],13.780487804878062,0.84,10000,1,false,0,USD,-1.8691588785046744,140569,4222825.233644859,USD,,-3.3151,84.31494081020467,0.0,Electronic technology,Electronic Technology,america,1.0,1.222781458336233
361,NASDAQ:CNFR,CNFR,"Conifer Holdings, Inc.",conifer-holding-inc,stock,['common'],13.765392093324703,0.8444,10000,1,false,0,USD,2.937949530659516,2147,10321000.42374741,USD,0.4304429831268798,1.9617,,0.0,Finance,Finance,america,,0.5251700014676386
362,NASDAQ:AUID,AUID,authID Inc.,ipsidy,stock,['common'],13.752369841038348,3.8,100,1,false,0,USD,7.954545454545449,50191,51086211.13636363,USD,,-1.5349,91.63186531604714,0.0,Electronic technology,Electronic Technology,america,,0.893827389146418
363,NYSE:MP,MP,MP Materials Corp.,mp-materials,stock,['common'],13.730355665839527,72.69,100,1,false,0,USD,-2.1932185145317487,23815620,12871125610.469324,USD,,-0.6189,-53.87866732968673,0.0,Non-energy minerals,Non-Energy Minerals,america,1.375,1.7359127676795816
364,NASDAQ:TSSI,TSSI,"TSS, Inc.",tss,stock,['common'],13.728335991493887,18.825,100,1,false,0,USD,-6.575682382133992,3014265,471010871.3933003,USD,52.55443886097152,0.3582,335.23693803159176,0.0,Technology services,Technology Services,america,,0.8372282271539906
365,NASDAQ:XFOR,XFOR,"X4 Pharmaceuticals, Inc.",x4-pharmaceuticals,stock,['common'],13.70370370370369,1.42,100,1,false,0,USD,-4.697986577181212,868698,8220017.8523489935,USD,,-14.7989,-676.4831911495462,0.0,Health technology,Health Technology,america,1.0,0.8215197630476969
366,NASDAQ:SPAI,SPAI,Safe Pro Group Inc.,safe-pro,stock,['common'],13.697888467785605,3.86,100,1,false,0,USD,-6.763285024154585,175439,58564632.328502424,USD,,-0.7188,,0.0,Electronic technology,Electronic Technology,america,1.0,0.41078557100433005
367,AMEX:XTNT,XTNT,"Xtant Medical Holdings, Inc.",xtant-medical,stock,['common'],13.690528731573838,0.5873,10000,1,false,0,USD,-5.274193548387089,43264,81824496.41483872,USD,,-0.0892,-371.95767195767195,0.0,Health technology,Health Technology,america,1.0,1.5437700045316842
368,NASDAQ:KRRO,KRRO,"Korro Bio, Inc.",korro-bio,stock,['common'],13.689253935660506,15.05,100,1,false,0,USD,-5.937499999999996,243121,141326911.18437502,USD,,-9.4387,75.25015470783818,0.0,Health technology,Health Technology,america,1.0,2.4284706850672424
369,NASDAQ:PALI,PALI,"Palisade Bio, Inc.",palisade-bio,stock,['common'],13.674614305750357,0.74,10000,1,false,0,USD,-6.340969497531962,1583551,3548778.1293507153,USD,,-8.9004,63.974888792646354,0.0,Health technology,Health Technology,america,1.0,0.15297826876257886
370,NASDAQ:TLSI,TLSI,"TriSalus Life Sciences, Inc.",trisalus-life-sciences,stock,['common'],13.669064748201441,3.57,100,1,false,0,USD,-9.62025316455697,110633,135573660.22784808,USD,,-1.1195,53.73393395875522,0.0,Health technology,Health Technology,america,1.0,1.261160103598592
371,NASDAQ:RMCO,RMCO,Royalty Management Holding Corporation,american-acquisition-opportunity,stock,['common'],13.667488359353603,1.647,100,1,false,0,USD,12.040816326530615,60367,24603096.636734694,USD,,-0.0215,90.60725207514199,0.170068027210884,Finance,Finance,america,,2.4364128021955844
372,NASDAQ:SABS,SABS,"SAB Biotherapeutics, Inc.",sab-biotherapeutics,stock,['common'],13.659793814432998,2.0171,100,1,false,0,USD,-8.313636363636366,123533,21000150.042863637,USD,,-3.9929,35.24852023027649,0.0,Health technology,Health Technology,america,1.0,0.6495279167185888
373,NASDAQ:FFAI,FFAI,Faraday Future Intelligent Electric Inc.,faraday-future,stock,['common'],13.65638766519824,2.46,100,1,false,0,USD,-0.40485829959515096,15289154,240151982.4291498,USD,,-19.4594,98.75290154796222,0.0,Consumer durables,Consumer Durables,america,,0.960313878843489
374,NASDAQ:YMAT,YMAT,"J-Star Holding Co., Ltd.",,stock,['common'],13.61706783369803,5.07,100,1,false,0,USD,10.457516339869292,550892,86255332.02000001,USD,78.12018489984592,0.0649,-18.671679197994983,0.0,Producer manufacturing,Producer Manufacturing,america,,
375,NASDAQ:GENK,GENK,"GEN Restaurant Group, Inc.",gen-restaurant,stock,['common'],13.607594936708852,3.49,100,1,false,0,USD,1.453488372093031,105090,114933677.28779072,USD,,-0.1473,-181.87882156753753,0.0,Consumer services,Consumer Services,america,1.0,1.0163492086518793
376,NASDAQ:WGRX,WGRX,"Wellgistics Health, Inc.",wellgistics-health,stock,['common'],13.604488078541387,0.738,10000,1,false,0,USD,-7.750000000000007,537803,55881750.2175,USD,,-0.6581,-1271.0416666666665,0.0,Distribution services,Distribution Services,america,,1.1799496560547118
377,NASDAQ:ONDS,ONDS,Ondas Holdings Inc.,ondas,stock,['common'],13.595166163141986,3.43,100,1,false,0,USD,-3.3802816901408357,26202705,599429180.7098593,USD,,-0.582,23.218997361477577,0.0,Electronic technology,Electronic Technology,america,1.2,0.8336443057052849
378,NASDAQ:MIRM,MIRM,"Mirum Pharmaceuticals, Inc.",mirum-pharmaceuticals,stock,['common'],13.543091655266775,65.87,100,1,false,0,USD,9.838252459563126,1883384,3309153942.343005,USD,,-1.2107,48.342364637112254,0.0,Health technology,Health Technology,america,1.045455,3.2216714927717898
379,NASDAQ:VERB,VERB,"Verb Technology Company, Inc.",verb-technology-company,stock,['common'],13.534165571616299,15.89,100,1,false,0,USD,-5.416666666666668,257025,961963417.0458333,USD,,-11.5881,93.90920654276343,0.0,Technology services,Technology Services,america,1.0,0.06734778437777189
380,NASDAQ:PNBK,PNBK,Patriot National Bancorp Inc.,patriot-bank,stock,['common'],13.496932515337438,1.7,100,1,false,0,USD,-2.85714285714286,255686,144132508.57142857,USD,,-10.1548,-984.7986326247195,0.0,Finance,Finance,america,,0.7051274980033624
381,NASDAQ:HBNB,HBNB,Hotel101 Global Holdings Corp.,,stock,['common'],13.489969940494447,1.66,100,1,false,0,USD,-5.142857142857148,97775,388692984.0,USD,6.107431935246505,0.2718,,0.0,Consumer services,Consumer Services,america,,0.7262103443845057
382,NASDAQ:RENB,RENB,Renovaro Inc.,enochian-biosciences,stock,['common'],13.48756001745963,0.2381,10000,1,false,0,USD,-3.3685064935064943,866045,54984187.556006484,USD,,-0.4684,57.99856527977045,0.0,Health technology,Health Technology,america,,0.5712850131362339
383,NASDAQ:TEAD,TEAD,Teads Holding Co.,outbrain,stock,['common'],13.474320241691835,1.7,100,1,false,0,USD,-1.7341040462427761,766170,160310162.1387283,USD,,-0.8487,-1407.4600355239786,0.0,Technology services,Technology Services,america,1.6,1.4654854338012473
384,NASDAQ:EHGO,EHGO,Eshallgo Inc.,eshallgo,stock,['common'],13.454597950050536,0.722,10000,1,false,0,USD,1.334755575516852,54989,19111340.70934329,USD,,,,0.0,Distribution services,Distribution Services,america,,0.360458332513946
385,NASDAQ:TPCS,TPCS,TechPrecision Corporation,techprecision,stock,['common'],13.430127041742292,5.685,100,1,false,0,USD,-2.4871355060034386,151889,55585293.252144076,USD,,-0.2972,63.03482587064677,0.0,Producer manufacturing,Producer Manufacturing,america,,1.4044809794167143
386,NASDAQ:LCUT,LCUT,"Lifetime Brands, Inc.",lifetime-brands,stock,['common'],13.390313390313397,3.65,100,1,false,0,USD,-8.291457286432163,80234,82699642.97738692,USD,,-1.5967,-95.36277988498715,4.2713567839196,Consumer durables,Consumer Durables,america,1.0,2.8629029380490554
387,NASDAQ:FGL,FGL,Founder Group Limited,founder-limited,stock,['common'],13.380530973451329,1.225,100,1,false,0,USD,8.531939399308945,413955,20725468.75,USD,,,,0.0,Industrial services,Industrial Services,america,,1.290999136121654
388,NYSE:LAC,LAC,Lithium Americas Corp.,lithium-americas,stock,['common'],13.377926421404679,3.05,100,1,false,0,USD,9.318996415770602,18282855,667659859.21875,USD,,-0.214,35.23002421307507,0.0,Process industries,Process Industries,america,1.583333,2.302533284010392
389,NASDAQ:YOSH,YOSH,Yoshiharu Global Co.,yoshiharu-global-co,stock,['common'],13.375796178343947,1.7,100,1,false,0,USD,-0.5847953216374274,141702,11303266.0,USD,,-0.5764,-8.83685800604231,0.0,Consumer services,Consumer Services,america,,0.2110887512138922
390,NASDAQ:YYGH,YYGH,YY Group Holding Limited,yy-limited,stock,['common'],13.370007175316914,2.19,100,1,false,0,USD,-2.232142857142869,395409,83762134.5,USD,,-0.1171,,0.0,Commercial services,Commercial Services,america,,0.9772378459736196
391,NASDAQ:ONFO,ONFO,Onfolio Holdings Inc.,onfolio,stock,['common'],13.36453458138326,0.98,100,1,false,0,USD,-8.411214953271035,18973,5024848.336448598,USD,,-0.4506,70.28488525455025,0.0,Technology services,Technology Services,america,,0.3745326484766413
392,NASDAQ:SLSN,SLSN,"Solesence, Inc.",nanophase-technologies,stock,['common'],13.364055299539173,3.53,100,1,false,0,USD,6.325301204819277,58450,247464570.31927714,USD,48.89196675900277,0.0722,,0.0,Consumer non-durables,Consumer Non-Durables,america,,0.7128944245435708
393,NASDAQ:FLUX,FLUX,"Flux Power Holdings, Inc.",flux-power,stock,['common'],13.354866761910682,1.67,100,1,false,0,USD,9.508196721311476,98382,28115614.07213115,USD,,-0.4958,-15.759981321503618,0.0,Producer manufacturing,Producer Manufacturing,america,1.0,1.5209258320244383
394,NASDAQ:SEGG,SEGG,"Lottery.com, Inc.",lottery-com,stock,['common'],13.346868195209433,0.8,10000,1,false,0,USD,-1.234567901234569,628444,21360048.39506173,USD,,-3.527,64.48351559825186,0.0,Consumer services,Consumer Services,america,,0.919887290957661
395,NASDAQ:WETO,WETO,Webus International Limited,webus-international-limited,stock,['common'],13.333333333333345,2.07,100,1,false,0,USD,7.812499999999996,172173,45540000.0,USD,,-0.0168,86.24078624078625,0.0,Transportation,Transportation,america,,0.5007515359370291
396,NASDAQ:ABVC,ABVC,"ABVC BioPharma, Inc.",abvc-biopharma,stock,['common'],13.329629629629617,2.95,100,1,false,0,USD,9.25925925925926,284762,50095703.61111111,USD,,-0.1442,93.72470516558596,0.0,Health technology,Health Technology,america,,1.3072581330064752
397,NASDAQ:NRSN,NRSN,NeuroSense Therapeutics Ltd.,neurosense-therapeutics,stock,['common'],13.274336283185855,1.2,100,1,false,0,USD,-4.761904761904765,306516,29522883.80952381,USD,,-0.5842,31.092238735550833,0.0,Health technology,Health Technology,america,1.5,0.6411170290200646
398,NASDAQ:DFDV,DFDV,DeFi Development Corp.,janover,stock,['common'],13.249001331557936,15.08,100,1,false,0,USD,-3.826530612244896,3181860,222290950.47448978,USD,,-0.2584,51.42857142857142,0.0,Finance,Finance,america,1.0,1.4466731759215161
399,NASDAQ:OTRK,OTRK,"Ontrak, Inc.",ontrak,stock,['common'],13.235294117647053,0.365,10000,1,false,0,USD,-2.4064171122994673,1359470,2585856.1631016047,USD,,-18.5868,47.41291505398248,0.0,Health services,Health Services,america,1.0,0.0685721416538523
400,NASDAQ:SCOR,SCOR,"comScore, Inc.",comscore,stock,['common'],13.227718923121785,6.25,100,1,false,0,USD,-10.586552217453507,4981,31342371.244635195,USD,,-17.4548,-87.6416331620477,0.0,Technology services,Technology Services,america,2.0,0.14047367916387002
401,NASDAQ:MATH,MATH,Metalpha Technology Holding Limited,metalpha-technology-limited,stock,['common'],13.224637681159429,2.76,100,1,false,0,USD,-7.070707070707084,238459,109015505.01010099,USD,6.694154741692942,0.4123,,0.0,Transportation,Transportation,america,,0.8988446823347594
402,NASDAQ:MKTW,MKTW,"MarketWise, Inc.",marketwise,stock,['common'],13.214880621876727,19.65,100,1,false,0,USD,8.02638812534358,26053,319511152.9659153,USD,1.833997554669927,10.7143,496.83043672014264,4.39802089059923,Technology services,Technology Services,america,2.0,1.944369813123172
403,NASDAQ:ACFN,ACFN,"Acorn Energy, Inc.",acorn-energy,stock,['common'],13.194185613119654,30.37,100,1,false,0,USD,9.797541576283445,38242,75968733.45878527,USD,10.689897923266455,2.841,1506.9004524886877,0.0,Electronic technology,Electronic Technology,america,,0.5357808345078612
404,NASDAQ:ZDAI,ZDAI,Primega Group Holdings Limited,primega-limited,stock,['common'],13.186582809224332,0.5225,10000,1,false,0,USD,0.44213763936946726,83194,13794000.000000002,USD,,,,0.0,Transportation,Transportation,america,,0.9740169271062
405,AMEX:MWG,MWG,Multi Ways Holdings Limited,multi-ways-holdings-limited,stock,['common'],13.181818181818182,0.2392,10000,1,false,0,USD,-3.935742971887551,50953,7972536.0,USD,,-0.0678,,0.0,Distribution services,Distribution Services,america,,1.7501202170776946
406,NASDAQ:GLE,GLE,Global Engine Group Holding Limited,global-engine-limited,stock,['common'],13.170454545454545,0.94055,10000,1,false,0,USD,-5.557786926398234,33092,21576216.05557787,USD,209.01111111111112,0.0045,-61.20689655172414,0.0,Technology services,Technology Services,america,,0.049756764420996476
407,NASDAQ:MOBX,MOBX,"Mobix Labs, Inc.",mobix-labs,stock,['common'],13.168724279835386,0.9098,10000,1,false,0,USD,-4.932079414838026,241150,48618193.76530826,USD,,-1.2725,-89.52934167411378,0.0,Electronic technology,Electronic Technology,america,,1.1797385349129712
408,NASDAQ:RAYA,RAYA,Erayak Power Solution Group Inc.,erayak-power-solution,stock,['common'],13.141025641025639,0.06405,10000,1,false,0,USD,-7.84172661870505,42937057,11234322.999280574,USD,,-0.0721,-170.96456692913387,0.0,Producer manufacturing,Producer Manufacturing,america,,0.26303668888843557
409,NASDAQ:DRCT,DRCT,"Direct Digital Holdings, Inc.",direct-digital,stock,['common'],13.128124177847935,0.416,10000,1,false,0,USD,-2.094610496587437,411465,9367233.250176514,USD,,-1.8278,-690.5709342560554,0.0,Commercial services,Commercial Services,america,1.5,0.349630889232441
410,NASDAQ:HCAT,HCAT,"Health Catalyst, Inc",health-catalyst,stock,['common'],13.12127236580517,2.7,100,1,false,0,USD,-4.593639575971728,1676040,187923327.77385157,USD,,-1.51,-0.9898341359015465,0.0,Technology services,Technology Services,america,1.583333,2.0117975426167414
411,NASDAQ:DOMO,DOMO,"Domo, Inc.",domo,stock,['common'],13.110181311018124,14.35,100,1,false,0,USD,-10.144020037570451,998072,577373233.0244207,USD,,-1.8953,9.833491912464314,0.0,Technology services,Technology Services,america,1.5,1.5099066482082046
412,AMEX:SIF,SIF,"SIFCO Industries, Inc.",sifco-industries-inc,stock,['common'],13.0859375,5.64,100,1,false,0,USD,9.514563106796103,37857,34913790.291262135,USD,,-0.663,54.40165061898211,0.0,Electronic technology,Electronic Technology,america,,2.178093068213201
413,NYSE:ELF,ELF,"e.l.f. Beauty, Inc.",e-l-f-beauty,stock,['common'],13.084769741916803,111.67,100,1,false,0,USD,9.727817627984678,6185889,6335586233.622482,USD,66.23761788955454,1.6859,-19.84119437048308,0.0,Consumer non-durables,Consumer Non-Durables,america,1.264706,2.50800622171854
414,NASDAQ:GDC,GDC,GD Culture Group Limited,gd-culture-limited,stock,['common'],13.069841269841275,3.25,100,1,false,0,USD,-2.108433734939754,12169,54585156.70180724,USD,,-1.0553,94.41675660804606,0.0,Technology services,Technology Services,america,,0.519130928156102
