,ticker,name,description,logoid,type,typespecs,Perf.Y,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark,relative_volume_10d_calc
393,NASDAQ:OPRT,OPRT,Oportun Financial Corporation,oportun-financial,stock,['common'],83.125,5.86,100,1,false,0,USD,-0.5093378607809739,281366,257895075.04584038,USD,,-0.1986,93.58754964321463,0.0,Finance,Finance,america,1.428571,0.5027717435296948
394,NASDAQ:OPRX,OPRX,OptimizeRx Corporation,optimizerx,stock,['common'],83.03167420814479,16.18,100,1,false,0,USD,-6.473988439306363,822893,299250890.08786124,USD,,-0.5406,45.912956478239124,0.0,Technology services,Technology Services,america,1.142857,1.7270981251517703
395,NYSE:TISI,TISI,"Team, Inc.",team,stock,['common'],82.41758241758245,16.6,100,1,false,0,USD,-1.0727056019070305,2272,74590294.57687724,USD,,-11.3653,26.857161244650392,0.0,Commercial services,Commercial Services,america,,0.5972503351646907
396,NYSE:CIA,CIA,"Citizens, Inc.",citizens,stock,['common'],82.26415094339625,4.83,100,1,false,0,USD,5.458515283842795,194376,242685128.03056768,USD,21.776375112714156,0.2218,-49.34916647636447,0.0,Finance,Finance,america,1.0,0.9563559520090137
397,NASDAQ:IBEX,IBEX,IBEX Limited,ibex,stock,['common'],82.17005076142132,28.71,100,1,false,0,USD,1.3771186440677987,80715,383921717.5423728,USD,12.599289068328432,2.2787,48.788769180541955,0.0,Commercial services,Commercial Services,america,2.0,0.850300183407374
398,NASDAQ:NRSN,NRSN,NeuroSense Therapeutics Ltd.,neurosense-therapeutics,stock,['common'],81.98362147406733,1.2,100,1,false,0,USD,-4.761904761904765,306516,29522883.80952381,USD,,-0.5842,31.092238735550833,0.0,Health technology,Health Technology,america,1.5,0.6411170290200646
399,NASDAQ:GRYP,GRYP,"Gryphon Digital Mining, Inc",gryphon-digital-mining,stock,['common'],81.94640338504938,1.29,100,1,false,0,USD,0.7812500000000007,5725427,105951148.734375,USD,,-0.3308,99.95246477608295,0.0,Technology services,Technology Services,america,2.0,1.4266185929980053
400,NYSE:ODC,ODC,Oil-Dri Corporation Of America,oil-dri-of-america,stock,['common'],81.85515407476929,58.13,100,1,false,0,USD,0.31061259706643607,42646,788868519.5454702,USD,16.869322963521867,3.4459,36.709513607871145,1.06988783433995,Process industries,Process Industries,america,,0.7918097101871743
401,NYSE:BWXT,BWXT,"BWX Technologies, Inc.",bwx-technologies,stock,['common'],81.85442649764875,177.89,100,1,false,0,USD,-0.7254869133322236,806217,16258922555.904179,USD,55.50043679021589,3.2052,10.057342993510282,0.54690551928121,Electronic technology,Electronic Technology,america,1.464286,0.5085450418093175
402,NASDAQ:GH,GH,"Guardant Health, Inc.",guardant-health,stock,['common'],81.45695364238411,54.8,100,1,false,0,USD,1.0510787387055143,2091030,6833880868.500831,USD,,-3.3458,18.24557116676848,0.0,Health services,Health Services,america,1.269231,0.501655691936292
403,NASDAQ:GALT,GALT,Galectin Therapeutics Inc.,galectin-therapeutics,stock,['common'],81.30841121495325,3.88,100,1,false,0,USD,-6.506024096385553,315105,245571366.86265057,USD,,-0.724,1.8038790180387874,0.0,Health technology,Health Technology,america,1.0,0.8813874401345752
404,NYSE:FPH,FPH,"Five Point Holdings, LLC",five-point-llc,stock,['common'],80.00000000000001,5.4,100,1,false,0,USD,0.7462686567164185,105004,581879060.261194,USD,5.0,1.08,118.75632975491189,0.0,Finance,Finance,america,,0.342916224838664
405,NASDAQ:METC,METC,"Ramaco Resources, Inc.",ramaco-resources,stock,['common'],79.99999999999997,23.49,100,1,false,0,USD,4.168514412416841,3739151,1200146983.052328,USD,,-0.3698,-134.4962686567164,1.21951219512195,Energy minerals,Energy Minerals,america,1.0,0.9408745970745844
406,NASDAQ:BTSG,BTSG,"BrightSpring Health Services, Inc.",brightspring-health-services-inc,stock,['common'],79.80852915578764,20.66,100,1,false,0,USD,-0.5774783445620837,1304393,3659891883.5014434,USD,69.89174560216509,0.2956,,0.0,Health services,Health Services,america,1.076923,0.4232212259367478
407,NYSE:RL,RL,Ralph Lauren Corporation,ralph-lauren,stock,['common'],79.48622255395907,288.56,100,1,false,0,USD,0.10407271213488219,595331,17484345942.188026,USD,23.034124925164637,12.5275,20.78657102086466,1.175154374523,Consumer non-durables,Consumer Non-Durables,america,1.368421,0.675334731576647
408,NASDAQ:NUKK,NUKK,Nukkleus Inc.,nukkleus,stock,['common'],79.43409247757074,4.16,100,1,false,0,USD,-11.48936170212766,479959,25801870.70638298,USD,0.23124986102772777,17.9892,,0.0,Commercial services,Commercial Services,america,,1.9210547171125363
409,NASDAQ:LMB,LMB,"Limbach Holdings, Inc.",limbach,stock,['common'],79.09577053962079,110.52,100,1,false,0,USD,-3.3831628638867075,286890,1284995569.790716,USD,37.76912036087759,2.9262,33.70801919122688,0.0,Miscellaneous,Miscellaneous,america,1.0,1.0378320889043238
410,NASDAQ:CENX,CENX,Century Aluminum Company,century-aluminum,stock,['common'],78.91805887032615,22.49,100,1,false,0,USD,-2.259887005649731,1534229,2099196806.6497173,USD,20.23027795268508,1.1117,-48.53717248402926,0.0,Non-energy minerals,Non-Energy Minerals,america,1.0,0.9322451876379892
411,NASDAQ:TBRG,TBRG,"TruBridge, Inc.",computer-programs-and-systems,stock,['common'],78.8443616029823,19.19,100,1,false,0,USD,1.480698043363306,172899,288298628.914331,USD,,-0.844,77.04837788594894,0.0,Health services,Health Services,america,1.5,1.1150594519086716
412,NYSE:REVG,REVG,"REV Group, Inc.",rev-group,stock,['common'],78.78354203935599,49.97,100,1,false,0,USD,-0.07998400319935842,669213,2438403588.992401,USD,26.79356568364611,1.865,-54.40432242133828,0.459908018396321,Consumer durables,Consumer Durables,america,1.5,1.1040132874953457
413,NASDAQ:SSII,SSII,SS Innovations International Inc.,ss-innovations-international,stock,['common'],78.57142857142857,6.25,100,1,false,0,USD,-7.68094534711964,57570,1209927555.391433,USD,,-0.0633,66.47245762711864,0.0,Health technology,Health Technology,america,,1.1413447527284621
414,NASDAQ:MYRG,MYRG,"MYR Group, Inc.",myr-group,stock,['common'],78.16458756406539,184.24,100,1,false,0,USD,-0.4377195352607415,223499,2859926951.3930287,USD,38.47230052830504,4.7889,64.04836941627843,0.0,Industrial services,Industrial Services,america,1.3,1.019991000307596
415,NYSE:GENI,GENI,Genius Sports Limited,genius-sports,stock,['common'],78.09388335704124,12.52,100,1,false,0,USD,1.049233252623075,6168768,3184055249.552865,USD,,-0.3154,26.821345707656608,0.0,Technology services,Technology Services,america,1.055556,0.7738177103416993
416,NASDAQ:OPXS,OPXS,"Optex Systems Holdings, Inc.",optex-systems,stock,['common'],78.08599167822469,12.84,100,1,false,0,USD,-6.140350877192981,91143,88761882.8508772,USD,18.104906937394244,0.7092,36.410848240046164,0.0,Electronic technology,Electronic Technology,america,,1.7014798317617783
417,NASDAQ:NCSM,NCSM,"NCS Multistage Holdings, Inc.",ncs-multistage,stock,['common'],78.02739726027399,32.49,100,1,false,0,USD,-1.6348773841961828,9267,82552187.48228882,USD,6.809607645875252,4.7712,-72.21248318317095,0.0,Industrial services,Industrial Services,america,1.0,1.2650158348804192
418,NASDAQ:ICCC,ICCC,ImmuCell Corporation,immucell-corporation,stock,['common'],77.83711615487316,6.66,100,1,false,0,USD,0.0,2491,60189065.0,USD,,-0.0633,87.41550695825049,0.0,Health technology,Health Technology,america,,0.19958496582778487
419,NASDAQ:AUR,AUR,"Aurora Innovation, Inc.",aurora-innovation,stock,['common'],77.7777777777778,6.24,100,1,false,0,USD,1.2987012987012998,21888308,11514873174.155844,USD,,-0.4695,2.875465453040965,0.0,Technology services,Technology Services,america,1.5,0.9204788299829042
420,NASDAQ:FTCI,FTCI,"FTC Solar, Inc.",ftc-solar,stock,['common'],77.7440182301557,4.68,100,1,false,0,USD,2.4070021881837946,59715,69614051.71115974,USD,,-3.6369,8.526371387610363,0.0,Technology services,Technology Services,america,1.666667,0.38357232600982005
421,NASDAQ:SENEA,SENEA,Seneca Foods Corp.,seneca-foods,stock,['common'],77.59393312650809,103.04,100,1,false,0,USD,-0.0678886625933403,75276,712277992.4942296,USD,16.52632760749972,6.2349,-13.685886343185436,0.0,Consumer non-durables,Consumer Non-Durables,america,,2.107390817469205
422,NYSE:KEN,KEN,Kenon Holdings Ltd.,kenon-ltd,stock,['common'],77.46536267318663,43.55,100,1,false,0,USD,1.3497789155224535,8201,2271143097.132883,USD,3.8149215554017712,11.4157,,11.1705841284617,Utilities,Utilities,america,,0.36867706029382674
423,NASDAQ:MGTX,MGTX,MeiraGTx Holdings plc,meiragtx,stock,['common'],77.37556561085972,7.84,100,1,false,0,USD,-0.5076142131979701,306868,630064403.6954315,USD,,-2.3127,-80.70792311298639,0.0,Health technology,Health Technology,america,1.0,0.43872117384234305
424,NASDAQ:CEG,CEG,Constellation Energy Corporation,constellation-energy,stock,['common'],77.1915757964507,331.49,100,1,false,0,USD,-1.2732119190505198,1828778,103559329772.16718,USD,34.592185999916516,9.5828,27.714472298855174,0.440963173648236,Utilities,Utilities,america,1.382353,0.6372863929738191
425,NYSE:ECG,ECG,"Everus Construction Group, Inc.",everus-construction,stock,['common'],76.97877652933833,70.88,100,1,false,0,USD,-0.7560907308877153,390335,3614850165.295995,USD,23.80200812653212,2.9779,8.91302757662205,0.0,Industrial services,Industrial Services,america,1.5,0.8668524728508294
426,NYSE:CRS,CRS,Carpenter Technology Corporation,carpenter-technology,stock,['common'],76.90006410713015,248.35,100,1,false,0,USD,-0.15679022272252746,990919,12362700020.93652,USD,33.474410642800336,7.4191,100.65179175118324,0.321620969687224,Non-energy minerals,Non-Energy Minerals,america,1.125,0.8978643398209561
427,NYSE:APH,APH,Amphenol Corporation,amphenol,stock,['common'],76.74231450185096,109.81,100,1,false,0,USD,-0.15457355882887952,4859420,134069354758.42688,USD,43.81009375623379,2.5065,49.34755407257344,0.600109110747409,Electronic technology,Electronic Technology,america,1.447368,0.5658065640440421
428,NASDAQ:TZUP,TZUP,Thumzup Media Corporation,thumzup-media,stock,['common'],76.63551401869158,9.45,100,1,false,0,USD,-38.87451487710221,3447186,91454454.0,USD,,-0.6744,-531.4606741573034,0.0,Technology services,Technology Services,america,,11.713576209573013
429,NASDAQ:INDV,INDV,Indivior PLC,indivior-plc,stock,['common'],76.34493670886074,22.29,100,1,false,0,USD,1.3181818181818143,2103168,2781119314.1427274,USD,31.447516930022573,0.7088,,0.0,Health technology,Health Technology,america,1.0,0.3351276981520466
430,NASDAQ:CRWD,CRWD,"CrowdStrike Holdings, Inc.",crowdstrike,stock,['common'],76.07977537368899,426.43,100,1,false,0,USD,0.4570190110485518,2522967,106286894238.63191,USD,,-0.6987,-231.3099041533546,0.0,Technology services,Technology Services,america,1.471698,0.8728254840975552
431,NASDAQ:IZEA,IZEA,"IZEA Worldwide, Inc.",izea,stock,['common'],75.94339622641509,3.73,100,1,false,0,USD,-0.7978723404255268,62912,63134358.95212767,USD,,-0.9316,-90.90163934426229,0.0,Commercial services,Commercial Services,america,1.0,0.9339806113511187
432,NASDAQ:LAUR,LAUR,"Laureate Education, Inc.",laureate-education,stock,['common'],75.7201646090535,25.62,100,1,false,0,USD,2.3571713943268073,1068800,3775442678.2964444,USD,15.112369492125287,1.6953,35.019114367633,0.0,Commercial services,Commercial Services,america,1.25,1.018766735588473
433,NYSE:W,W,Wayfair Inc.,wayfair,stock,['common'],75.58111083924642,71.76,100,1,false,0,USD,-0.8428907005665321,2708374,9304469031.79218,USD,,-2.3991,54.65439355850833,0.0,Retail trade,Retail Trade,america,1.527027,0.45990311546258394
434,NASDAQ:LIND,LIND,Lindblad Expeditions Holdings Inc.,lindblad-expeditions,stock,['common'],75.54644808743167,12.85,100,1,false,0,USD,3.964401294498384,416024,704040560.8656958,USD,,-0.3207,68.8035019455253,0.0,Consumer services,Consumer Services,america,1.25,0.923623414278927
435,NASDAQ:MGNI,MGNI,"Magnite, Inc.",magnite,stock,['common'],75.45671167593328,22.09,100,1,false,0,USD,-1.6911437472185091,2499831,3145600600.9007564,USD,78.58413376022767,0.2811,,0.0,Technology services,Technology Services,america,1.066667,0.8798248368536097
436,NASDAQ:SNEX,SNEX,StoneX Group Inc.,stonex,stock,['common'],75.0619148186053,89.41,100,1,false,0,USD,0.08955558043210377,999948,4664033604.063473,USD,15.237916695071236,5.8676,22.07635493602415,0.0,Finance,Finance,america,1.0,1.220213497214901
437,NASDAQ:ADTN,ADTN,"ADTRAN Holdings, Inc.",adtran,stock,['common'],75.0511247443763,8.56,100,1,false,0,USD,-0.34924330616995763,876735,685246520.0931317,USD,,-1.3214,81.33141194088893,0.0,Electronic technology,Electronic Technology,america,1.444444,0.6551424386600956
438,NASDAQ:MRX,MRX,Marex Group plc,canadian-imperial-bank-of-commerce,stock,['common'],75.03751875937972,34.99,100,1,false,0,USD,-1.1861056198813744,1567477,2492397337.1496754,USD,12.867755222124156,2.7192,,0.790737079920927,Technology services,Technology Services,america,1.0625,1.1358123220670449
439,NASDAQ:PODD,PODD,Insulet Corporation,insulet,stock,['common'],74.98421445382007,304.84,100,1,false,0,USD,-0.7359166395311129,725858,21458459987.729595,USD,92.77214766121915,3.2859,-40.327970072276905,0.0,Health technology,Health Technology,america,1.25,0.9221025357572012
440,NASDAQ:ALHC,ALHC,"Alignment Healthcare, Inc.",alignment-healthcare,stock,['common'],74.97005988023952,14.61,100,1,false,0,USD,0.6891798759476199,3173814,2893239060.095107,USD,,-0.2723,66.3702605903421,0.0,Health services,Health Services,america,1.375,0.6498098488446343
441,NYSE:VIK,VIK,Viking Holdings Ltd,viking-ltd,stock,['common'],74.46423181406578,57.8,100,1,false,0,USD,2.1562389536938826,3251838,25614555890.827145,USD,46.923201818477025,1.2318,,0.0,Consumer services,Consumer Services,america,1.34375,1.3185359094505091
442,NASDAQ:CAR,CAR,"Avis Budget Group, Inc.",avis-budget-group,stock,['common'],73.75709421112374,153.08,100,1,false,0,USD,-0.40986272851473254,1081915,5387421878.303039,USD,,-63.2199,-399.7894547161669,0.0,Finance,Finance,america,1.75,0.7044582885931364
443,NASDAQ:FLEX,FLEX,Flex Ltd.,flex,stock,['common'],73.20441988950274,50.16,100,1,false,0,USD,-0.3575685339690242,2862037,18826293484.557804,USD,22.028018093188706,2.2771,2.1854245198348474,0.0,Electronic technology,Electronic Technology,america,1.291667,0.6946003890876818
444,NASDAQ:GEOS,GEOS,Geospace Technologies Corporation,geospace-technologies,stock,['common'],73.1325301204819,14.37,100,1,false,0,USD,-0.8281573498964871,241498,184035903.73084882,USD,,-1.061,-233.9139214943834,0.0,Industrial services,Industrial Services,america,,0.758114799308242
445,NASDAQ:BOSC,BOSC,B.O.S. Better Online Solutions,bos-better-online-solutions,stock,['common'],73.02052785923752,4.72,100,1,false,0,USD,0.21231422505307404,47312,27959199.59235669,USD,9.83538237132736,0.4799,34.95500562429695,0.0,Electronic technology,Electronic Technology,america,,0.9412120452542518
446,NASDAQ:PGY,PGY,Pagaya Technologies Ltd.,pagaya-technologies-ltd,stock,['common'],72.98461538461538,28.11,100,1,false,0,USD,-1.9532612486920202,4484091,2089805898.5211017,USD,,-3.8361,-95.26112185686655,0.0,Technology services,Technology Services,america,1.1,1.150377655624608
447,NASDAQ:TCBX,TCBX,"Third Coast Bancshares, Inc.",third-coast-bancshares,stock,['common'],72.79135338345866,36.77,100,1,false,0,USD,1.518498067366108,39326,509675336.22501385,USD,12.251765960282555,3.0012,55.720437918331335,0.0,Finance,Finance,america,1.75,0.4925237238230141
448,NASDAQ:NVDA,NVDA,NVIDIA Corporation,nvidia,stock,['common'],72.34002271866717,182.06,100,1,false,0,USD,-0.35030103995620493,138149282,4442263925797.846,USD,58.64390401030762,3.1045,81.60280783854927,0.0218938149972633,Electronic technology,Electronic Technology,america,1.192308,0.8571772286170687
449,AMEX:LODE,LODE,Comstock Inc.,comstock-mining,stock,['common'],72.31638418079095,3.05,100,1,false,0,USD,-3.78548895899054,354113,98869304.16403785,USD,,-2.7451,-503.51315596060556,0.0,Process industries,Process Industries,america,1.5,1.3221435038690217
450,NYSE:EME,EME,"EMCOR Group, Inc.",emcor,stock,['common'],72.17242731499638,614.69,100,1,false,0,USD,-0.5709941444793071,299135,27516136578.95604,USD,25.507925968960084,24.098,38.023861208639524,0.161754715149947,Industrial services,Industrial Services,america,1.6,0.68238064811505
451,NASDAQ:TSLA,TSLA,"Tesla, Inc.",tesla,stock,['common'],72.0527784826186,339.03,100,1,false,0,USD,2.845442135598361,105072389,1093523945614.6543,USD,196.33425990271022,1.7268,-51.50391776897801,0.0,Consumer durables,Consumer Durables,america,1.803922,1.2638347775108918
452,NYSE:KFS,KFS,"Kingsway Financial Services, Inc.",kingsway-financial-services,stock,['common'],72.0253164556962,13.59,100,1,false,0,USD,0.5177514792899429,53796,392389723.1183432,USD,,-0.4217,-115.04334523202448,0.0,Finance,Finance,america,,0.9638631929177663
453,NASDAQ:SPRO,SPRO,"Spero Therapeutics, Inc.",spero-therapeutics,stock,['common'],71.87500000000001,2.2,100,1,false,0,USD,0.4566210045662206,360239,123003412.42009132,USD,,-1.2812,-391.3142337426102,0.0,Health technology,Health Technology,america,2.0,0.4192601848129722
454,NASDAQ:CAKE,CAKE,The Cheesecake Factory Incorporated,cheesecake-factory,stock,['common'],71.84709821428571,61.59,100,1,false,0,USD,0.08124796880078691,990191,3067824109.2772183,USD,18.952518694033298,3.2497,36.28433633885509,1.75495612609685,Consumer services,Consumer Services,america,1.809524,0.476037093155133
455,NASDAQ:CING,CING,Cingulate Inc.,cingulate,stock,['common'],71.61016949152543,4.05,100,1,false,0,USD,-2.8776978417266212,92587,20842267.338129498,USD,,-10.1489,96.46212142339226,0.0,Health technology,Health Technology,america,1.0,0.6380971284354111
456,NASDAQ:SPWH,SPWH,"Sportsman's Warehouse Holdings, Inc.",sportsmans-warehouse,stock,['common'],71.50259067357513,3.31,100,1,false,0,USD,-8.31024930747922,236061,126833134.7229917,USD,,-0.9525,-13.731343283582087,0.0,Retail trade,Retail Trade,america,1.2,0.618719230931532
457,NASDAQ:SANM,SANM,Sanmina Corporation,sanmina,stock,['common'],70.96126255380199,119.16,100,1,false,0,USD,-1.7237113402061883,676986,6349375125.388206,USD,25.50950505223497,4.6712,20.999870483098036,0.0,Electronic technology,Electronic Technology,america,1.7,0.5241359533033985
458,NYSE:KAR,KAR,"OPENLANE, Inc.",kar-global,stock,['common'],70.68757539203862,28.3,100,1,false,0,USD,1.143674052894926,833252,3008393026.9692636,USD,38.19678769064651,0.7409,819.2307692307692,0.0,Technology services,Technology Services,america,1.611111,0.7070674670999093
459,NYSE:GHM,GHM,Graham Corporation,graham,stock,['common'],70.24938531787848,48.47,100,1,false,0,USD,0.3519668737060077,104056,532000601.54057974,USD,38.680073417923545,1.2531,181.09017496635266,0.0,Producer manufacturing,Producer Manufacturing,america,1.0,0.6809132152366569
460,NASDAQ:EBAY,EBAY,eBay Inc.,ebay,stock,['common'],70.17857142857142,95.3,100,1,false,0,USD,2.3190895426240035,6543086,43552099714.52975,USD,21.05937727885444,4.5253,-11.766885041335213,1.20249087395319,Retail trade,Retail Trade,america,1.808824,0.7956305318881286
461,NASDAQ:YOSH,YOSH,Yoshiharu Global Co.,yoshiharu-global-co,stock,['common'],70.0,1.7,100,1,false,0,USD,-0.5847953216374274,141702,11303266.0,USD,,-0.5764,-8.83685800604231,0.0,Consumer services,Consumer Services,america,,0.2110887512138922
462,NASDAQ:STRZ,STRZ,Starz Entertainment Corp.,lions-gate-entertainment,stock,['common'],70.0,13.6,100,1,false,0,USD,-2.4390243902439015,122955,227416626.34146345,USD,,-1.1948,75.96024224864692,0.0,Consumer services,Consumer Services,america,1.583333,1.1049274435022665
463,NYSE:PRM,PRM,"Perimeter Solutions, SA",perimeter-solutions,stock,['common'],69.94274809160302,17.81,100,1,false,0,USD,-1.0555555555555627,1239245,2608312491.698333,USD,41.92561205273069,0.4248,,0.0,Process industries,Process Industries,america,1.0,1.148893595011728
464,NYSE:QXO,QXO,"QXO, Inc.",qxo,stock,['common'],69.77973568281938,19.27,100,1,false,0,USD,-0.051867219917020556,7313888,12917324577.021265,USD,,-0.9603,48.10030805815273,0.0,Distribution services,Distribution Services,america,1.0625,1.3283527877156036
465,NYSE:CW,CW,Curtiss-Wright Corporation,curtiss-wright,stock,['common'],69.43713652727777,489.47,100,1,false,0,USD,3.6068835594691318,460461,18442303342.028152,USD,41.297121258141814,11.8524,16.228487374356458,0.184154266240501,Electronic technology,Electronic Technology,america,1.388889,1.0728760032415017
466,NASDAQ:RMBS,RMBS,"Rambus, Inc.",rambus,stock,['common'],69.27192370318677,72.77,100,1,false,0,USD,-0.12352456766401786,1240690,7829602250.23854,USD,34.43755619705645,2.1131,0.9555205198031635,0.0,Electronic technology,Electronic Technology,america,1.363636,0.7076579220082475
467,NASDAQ:AVXL,AVXL,Anavex Life Sciences Corp.,anavex-life-sciences,stock,['common'],69.15052160953799,11.35,100,1,false,0,USD,2.436823104693137,979102,969479477.3916967,USD,,-0.5559,-12.031438935912934,0.0,Health technology,Health Technology,america,1.0,0.9735285490566506
468,NASDAQ:FROG,FROG,JFrog Ltd.,jfrog,stock,['common'],69.11351784997994,42.16,100,1,false,0,USD,-3.3470884915176544,2035159,4830310954.309032,USD,,-0.7655,-69.32094669320946,0.0,Technology services,Technology Services,america,1.25,1.1691975278143862
469,NASDAQ:VSME,VSME,VS Media Holdings Limited,vs-media-limited,stock,['common'],68.81443298969073,1.31,100,1,false,0,USD,-0.3802281368821212,32437,64928432.555133075,USD,,-0.1839,-125.0917992656059,0.0,Commercial services,Commercial Services,america,,0.06022577470803394
470,NASDAQ:CHEF,CHEF,"The Chefs' Warehouse, Inc.",chefs-warehouse,stock,['common'],68.65186789388197,62.3,100,1,false,0,USD,-0.9145129224652132,366452,2539513541.1324053,USD,38.45204295765954,1.6202,69.56567242281528,0.0,Distribution services,Distribution Services,america,1.0,0.5155359849750464
471,NYSE:GLW,GLW,Corning Incorporated,corning,stock,['common'],68.6040477426051,64.98,100,1,false,0,USD,-1.2011555420404318,5693374,55663081153.97507,USD,68.79830598200107,0.9445,86.36543014996053,1.70290405960164,Electronic technology,Electronic Technology,america,1.411765,0.757728072413443
472,NYSE:LYV,LYV,"Live Nation Entertainment, Inc.",live-nation,stock,['common'],68.45147219193021,154.47,100,1,false,0,USD,0.8750734669888353,3040988,35801789473.904655,USD,67.09377578942797,2.3023,120.10516252390056,0.0,Consumer services,Consumer Services,america,1.26087,1.3417401931575215
473,NASDAQ:ZVRA,ZVRA,"Zevra Therapeutics, Inc.",kempharm,stock,['common'],68.34532374100718,11.7,100,1,false,0,USD,-2.662229617304495,1250216,639751832.97005,USD,,-1.8937,-40.056208860291385,0.0,Health technology,Health Technology,america,1.0,1.424854746909739
474,NYSE:IDT,IDT,IDT Corporation,idt-corporation,stock,['common'],68.28921150014232,59.12,100,1,false,0,USD,-1.908080305292858,321142,1491593559.5938277,USD,15.602237939406734,3.7892,170.0399087799316,0.365024058403849,Communications,Communications,america,1.0,2.3986925810097093
475,NASDAQ:FFIV,FFIV,"F5, Inc.",f5-network,stock,['common'],68.2854573348146,318.11,100,1,false,0,USD,-1.1374584330422255,412819,18274518707.032135,USD,28.05054406292436,11.3406,21.91833838611882,0.0,Technology services,Technology Services,america,1.90625,0.5640598635633689
476,NYSE:ATGE,ATGE,Adtalem Global Education Inc.,adtalem-global-education,stock,['common'],68.16337949363547,120.22,100,1,false,0,USD,-1.3296126066973117,494605,4322595490.339954,USD,19.40628581575167,6.1949,80.0947729519158,0.0,Consumer services,Consumer Services,america,1.2,1.0876166878206632
477,NASDAQ:HUT,HUT,Hut 8 Corp.,hut-8-mining,stock,['common'],67.91836734693878,20.57,100,1,false,0,USD,5.731174505268579,6129461,2170709582.2633543,USD,14.670217853091712,1.4021605,30.167395232857565,0.0,Technology services,Technology Services,america,1.0,1.442131038795983
478,NYSE:DAN,DAN,Dana Incorporated,dana-incorporated,stock,['common'],67.79661016949154,17.82,100,1,false,0,USD,1.5963511972634046,1900090,2597074253.866591,USD,,-0.2427,-369.9666295884316,2.28050171037628,Producer manufacturing,Producer Manufacturing,america,1.3125,0.7962965415378055
479,NYSE:EQT,EQT,EQT Corporation,eqt,stock,['common'],67.53960556094407,51.82,100,1,false,0,USD,1.0333398323259917,5264006,32338634671.527386,USD,27.873702329083965,1.8591,17.91830521375111,1.22830961201014,Energy minerals,Energy Minerals,america,1.327586,0.689051377478761
480,NASDAQ:WDC,WDC,Western Digital Corporation,webster-financial,stock,['common'],67.42252042850832,74.64,100,1,false,0,USD,-0.440176070428169,7304255,26040283263.266907,USD,14.704491725768323,5.076,,0.133386688008537,Electronic technology,Electronic Technology,america,1.259259,0.8051262929437043
481,NYSE:ESE,ESE,ESCO Technologies Inc.,esco-technologies,stock,['common'],67.15441556205886,194.2,100,1,false,0,USD,0.48639138983752345,266146,5015115736.527993,USD,43.750563215283414,4.4388,15.185800290637314,0.165580047604264,Electronic technology,Electronic Technology,america,1.0,1.342064404931852
482,NASDAQ:COIN,COIN,"Coinbase Global, Inc.",coinbase,stock,['common'],67.08662240577135,319.62,100,1,false,0,USD,2.9239389450634325,14641563,82122573971.11604,USD,30.92059438123984,10.3368,85.9671848013817,0.0,Finance,Finance,america,1.723684,1.0204454174378113
483,NASDAQ:GRNQ,GRNQ,Greenpro Capital Corp.,greenpro-capital-corp,stock,['common'],67.0212765957447,1.57,100,1,false,0,USD,-4.26829268292682,9110,12993026.103658536,USD,,-0.1433,-268.7868080094228,0.0,Finance,Finance,america,,0.18978652661489975
484,NASDAQ:TIGO,TIGO,Millicom International Cellular S.A.,millicom,stock,['common'],66.7843137254902,42.53,100,1,false,0,USD,1.1414982164090464,2332231,7319256078.965518,USD,7.536637663695488,5.6431,812.53234152652,5.94530321046373,Communications,Communications,america,1.333333,2.4072085659236815
485,NYSE:GTLS,GTLS,"Chart Industries, Inc.",chart-industries,stock,['common'],66.70581327069877,198.73,100,1,false,0,USD,0.040271834885468955,4915301,8932000631.519104,USD,36.841422268362315,5.3942,152.4901703800786,0.0,Producer manufacturing,Producer Manufacturing,america,1.875,0.6083046230721173
486,AMEX:SIF,SIF,"SIFCO Industries, Inc.",sifco-industries-inc,stock,['common'],66.37168141592919,5.64,100,1,false,0,USD,9.514563106796103,37857,34913790.291262135,USD,,-0.663,54.40165061898211,0.0,Electronic technology,Electronic Technology,america,,2.178093068213201
487,NYSE:GE,GE,GE Aerospace,ge-aerospace,stock,['common'],66.33423995164702,275.2,100,1,false,0,USD,0.0690883967855706,3359284,291832914269.05493,USD,38.41590239680612,7.1637,70.00973016588746,0.465437620450165,Electronic technology,Electronic Technology,america,1.263158,0.807363144649841
488,NASDAQ:JL,JL,J-Long Group Limited,j-long-limited,stock,['common'],66.23674405273718,5.8,100,1,false,0,USD,-1.5280135823429517,1574,21817865.8,USD,55.822906641000955,0.1039,201.15942028985506,0.0,Distribution services,Distribution Services,america,,0.11328875677465325
489,NASDAQ:ESQ,ESQ,"Esquire Financial Holdings, Inc.",esquire-financial-holdings,stock,['common'],66.22340425531915,93.75,100,1,false,0,USD,0.192369349150376,196831,793265101.9958321,USD,17.33959716647863,5.4067,12.702978758885205,0.694667094154109,Finance,Finance,america,1.666667,2.7899464352282983
490,NYSE:HCI,HCI,"HCI Group, Inc.",hci-group,stock,['common'],65.99268659926865,154.34,100,1,false,0,USD,9.983610061996714,341954,1782271589.0639207,USD,13.678016271114341,11.2838,-11.661734542095301,1.14016960022803,Finance,Finance,america,1.166667,2.414866278211657
