,exchange,name,description,logoid,type,typespecs,Volatility.D,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,relative_volume_10d_calc,recommendation_mark,sector.tr,sector,market
0,NASDAQ,LNZA,"LanzaTech Global, Inc.",,stock,['common'],11789.264010803514,19.72,100,1,false,0,USD,-99.10404361653795,82495,5105549287.0,USD,,-0.6673,-35.96169519152404,0.0,6.943712621623342,2.0,Industrial services,Industrial Services,america
1,NASDAQ,VELO,"Velo3D, Inc.",velo3d,stock,['common'],257.8291814946619,3.36,100,1,false,0,USD,-66.58378915962209,2139398,47266970.84745762,USD,,-52.743,78.50646786484052,0.0,142.03755095537173,,Producer manufacturing,Producer Manufacturing,america
2,NASDAQ,TZUP,Thumzup Media Corporation,thumzup-media,stock,['common'],142.85714285714286,5.01,100,1,false,0,USD,-41.05882352941177,7313694,81534470.51294117,USD,,-0.7391,-503.83986928104576,0.0,6.467336902042541,,Technology services,Technology Services,america
3,NASDAQ,PRFX,PainReform Ltd.,painreform,stock,['common'],107.14285714285714,2.37,100,1,false,0,USD,76.86567164179104,165073290,4771144.276119403,USD,,,,0.0,2402.949893515897,,Health technology,Health Technology,america
4,NASDAQ,LMFA,"LM Funding America, Inc.",lm-funding,stock,['common'],92.96875000000001,1.41,100,1,false,0,USD,-42.91497975708503,4867337,7285110.93522267,USD,,-4.295,3.895638942963911,0.0,22.23365879840579,1.0,Commercial services,Commercial Services,america
5,NASDAQ,BSLK,"Bolt Projects Holdings, Inc.",bolt-projects,stock,['common'],88.99082568807337,8.11,100,1,false,0,USD,15.527065527065526,33674612,16721028.175213676,USD,,-2.5118,70.94707134264829,0.0,1.1228045621126954,,Finance,Finance,america
6,NASDAQ,GXAI,Gaxos.ai Inc.,gaxosai,stock,['common'],88.0794701986755,2.06,100,1,false,0,USD,87.27272727272725,250649149,14674314.490909088,USD,,-1.005,69.47237325719146,0.0,2835.827478373418,,Technology services,Technology Services,america
7,NASDAQ,VKTX,"Viking Therapeutics, Inc.",viking-therapeutics,stock,['common'],81.34424816889272,24.36,100,1,false,0,USD,-42.1240199572345,64526561,2739159273.4055595,USD,,-1.5348,-63.72946447621079,0.0,12.516655283785232,1.117647,Health technology,Health Technology,america
8,NASDAQ,LASE,Laser Photonics Corporation,laser-photonics,stock,['common'],74.41668173948993,3.92,100,1,false,0,USD,59.34959349593496,131565388,55962511.18699188,USD,,-0.3292,66.8512737891451,0.0,121.06991013255491,,Electronic technology,Electronic Technology,america
9,NASDAQ,PPCB,"Propanc Biopharma, Inc.",propanc-biopharma,stock,['common'],66.66666666666667,3.67,100,1,false,0,USD,-37.26495726495726,2432082,42615235.73675214,USD,,-126.4755,99.0129001402921,0.0,0.3542800776266739,,Health technology,Health Technology,america
