,exchange,name,description,logoid,type,typespecs,Perf.Y,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,relative_volume_10d_calc,sector.tr,sector,market,recommendation_mark
0,NASDAQ,BCAR,D. Boral ARC Acquisition I Corp.,,stock,['common'],7279.002233804915,9.91,100,1,false,0,USD,-0.10080645161290108,47513,381747361.39,USD,,,,0.0,0.3841529723283407,Finance,Finance,america,
1,NASDAQ,RGC,Regencell Bioscience Holdings Limited,regencell-bioscience,stock,['common'],5685.279889630126,12.56,100,1,false,0,USD,1.8653690186536935,88720,6210780440.36983,USD,,-0.3142,13.204419889502766,0.0,0.3730990222131026,Health technology,Health Technology,america,
2,NASDAQ,DFDV,DeFi Development Corp.,janover,stock,['common'],2800.9509844772747,16.61,100,1,false,0,USD,-5.544498151833957,1697536,349558256.6499858,USD,26.657037393676777,0.6231,,0.0,0.44136830477006456,Finance,Finance,america,1.0
3,NASDAQ,QUBT,Quantum Computing Inc.,quantum-computing,stock,['common'],2348.3333333333335,14.69,100,1,false,0,USD,0.4787961696306449,9110240,2348684101.4924765,USD,,-0.6801,-107.5373817516021,0.0,0.585100260132833,Technology services,Technology Services,america,1.5
4,NASDAQ,RGTI,"Rigetti Computing, Inc.",rigetti-computing-redeemable,stock,['common'],1588.7573964497042,14.27,100,1,false,0,USD,-3.31978319783198,22674936,4625836921.565719,USD,,-0.7606,-63.745963401507,0.0,0.5553020369772935,Electronic technology,Electronic Technology,america,1.0625
5,NASDAQ,TDUP,ThredUp Inc.,thredup,stock,['common'],1428.7671232876712,11.16,100,1,false,0,USD,4.788732394366195,2509834,1374475405.0816898,USD,,-0.4965,14.924605894448254,0.0,1.3493253115386934,Retail trade,Retail Trade,america,1.2
6,NYSE,QBTS,D-Wave Quantum Inc.,d-wave-quantum,stock,['common'],1416.3305006655064,14.81,100,1,false,0,USD,-1.6600265604249667,24222502,5065292105.723108,USD,,-1.0546,-143.95095998149432,0.0,0.5512501845655332,Electronic technology,Electronic Technology,america,1.0
7,NASDAQ,MNPR,Monopar Therapeutics Inc.,monopar-therapeutics,stock,['common'],1254.8936170212764,31.84,100,1,false,0,USD,-3.5151515151515156,53000,196451557.27515152,USD,,-3.846,-66.94882146112775,0.0,1.6457531804956518,Health technology,Health Technology,america,1.166667
8,NASDAQ,DGNX,Diginex Limited,diginex-limited,stock,['common'],1237.323943661972,56.97,100,1,false,0,USD,2.2800718132854505,44240,1309954678.1099997,USD,,-0.1859,-7.023603914795634,0.0,1.5869087204651682,Technology services,Technology Services,america,
9,NASDAQ,PRCH,"Porch Group, Inc.",porch,stock,['common'],1203.3333333333335,15.64,100,1,false,0,USD,2.088772845953004,1517392,1630765413.2610965,USD,33.706896551724135,0.464,,0.0,0.8792744689948654,Finance,Finance,america,1.166667
