,exchange,name,description,logoid,type,typespecs,market_cap_basic,fundamental_currency_code,close,pricescale,minmov,fractional,minmove2,currency,change,volume,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,relative_volume_10d_calc,recommendation_mark,sector.tr,sector,market
0,NASDAQ,INHD,Inno Holdings Inc.,inno,stock,['common'],10150511.0,USD,4.75,100,1,false,0,USD,262.59541984732823,193749454,,-1.4727,24.55430327868853,0.0,6117.8950592529545,,Producer manufacturing,Producer Manufacturing,america
1,NYSE,OPAD,Offerpad Solutions Inc.,offerpad-solutions,stock,['common'],47098683.0,USD,3.64,100,1,false,0,USD,136.36363636363637,161437933,,-2.0627,15.546184081231582,0.0,116.26075798462162,2.0,Technology services,Technology Services,america
2,NASDAQ,THAR,"Tharimmune, Inc.",tharimmune,stock,['common'],35737784.03389831,USD,7.71,100,1,false,0,USD,63.34745762711865,79473687,,-6.0216,87.43418787366576,0.0,1.604030408995397,,Health technology,Health Technology,america
3,NASDAQ,HCWB,HCW Biologics Inc.,hcw-biologics,stock,['common'],11941419.240799766,USD,5.55,100,1,false,0,USD,60.82294986960301,87672671,,-16.0701,61.324954995716176,0.0,2638.7322612587395,1.0,Health technology,Health Technology,america
4,NASDAQ,DKI,DarkIris Inc.,,stock,['common'],,USD,7.49,100,1,false,0,USD,47.44094488188977,822628,,,,,2.0383022258761416,,Technology services,Technology Services,america
5,NASDAQ,STSS,Sharps Technology Inc.,sharps-technology,stock,['common'],10590264.942216177,USD,10.35,100,1,false,0,USD,40.720598232494886,24810770,,-1000.3586,71.0998961124805,0.0,244.78523007222958,1.0,Health technology,Health Technology,america
6,NASDAQ,FTHM,Fathom Holdings Inc.,fathom,stock,['common'],59108954.8,USD,2.1,100,1,false,0,USD,40.00000000000001,15690305,,-1.0566,12.994071146245057,0.0,82.60842210451,1.0,Technology services,Technology Services,america
7,NASDAQ,AEHR,Aehr Test Systems,aehr-test-systems,stock,['common'],735611341.7027624,USD,24.59,100,1,false,0,USD,35.856353591160214,10610515,,-0.1312,-111.69966113786339,0.0,8.494343770141565,1.666667,Electronic technology,Electronic Technology,america
8,NASDAQ,SUPX,Super X AI Technology Limited,junee-limited,stock,['common'],1290285444.6000001,USD,58.2,100,1,false,0,USD,35.85434173669467,822333,,,,0.0,4.239865822886623,,Commercial services,Commercial Services,america
9,NASDAQ,LASE,Laser Photonics Corporation,laser-photonics,stock,['common'],92937744.84615384,USD,6.51,100,1,false,0,USD,28.402366863905314,3702695,,-0.3292,66.8512737891451,0.0,0.24246477660183915,,Electronic technology,Electronic Technology,america
10,NASDAQ,HTCO,High-Trend International Group,,stock,['common'],82052998.71690944,USD,10.13,100,1,false,0,USD,28.309056364787853,250248,,-12.3517,-138.25203016800722,0.0,7.160642903538717,,Transportation,Transportation,america
11,NASDAQ,RAY,Raytech Holding Limited,raytech-limited,stock,['common'],136461999.79,USD,3.13,100,1,false,0,USD,26.209677419354836,23276794,51.993355481727576,0.0602,,0.0,2.9311129965330407,,Consumer durables,Consumer Durables,america
12,AMEX,ZONE,CleanCore Solutions Inc.,cleancore-solutions,stock,['common'],50880222.0,USD,6.0,100,1,false,0,USD,25.000000000000007,285491,,-0.6712,,0.0,7.237643014503629,,Distribution services,Distribution Services,america
13,NASDAQ,FORA,Forian Inc.,forian,stock,['common'],68758209.22033899,USD,2.21,100,1,false,0,USD,24.85875706214689,829593,,-0.0291,-164.0969162995595,0.0,35.567450534845335,1.0,Technology services,Technology Services,america
14,NASDAQ,BUUU,BUUU Group Limited,,stock,['common'],,USD,6.69,100,1,false,0,USD,23.888888888888886,164167,,,,,,,Commercial services,Commercial Services,america
15,NASDAQ,FLNT,"Fluent, Inc.",fluent,stock,['common'],54846356.771739125,USD,2.26,100,1,false,0,USD,22.82608695652172,232322,,-1.3598,63.9463357726164,0.0,0.48169743806015614,2.0,Technology services,Technology Services,america
16,NASDAQ,IMRX,Immuneering Corporation,immuneering,stock,['common'],216097318.7218814,USD,5.95,100,1,false,0,USD,21.676891615541933,2619940,,-1.8951,0.6604812077370628,0.0,2.3480065595126645,1.0,Health technology,Health Technology,america
17,NASDAQ,AREC,American Resources Corporation,american-res,stock,['common'],182755274.96629214,USD,2.16,100,1,false,0,USD,21.348314606741578,8333863,,-0.5406,-105.62951692658802,0.0,1.6482760418446691,1.0,Energy minerals,Energy Minerals,america
18,NASDAQ,LIDR,"AEye, Inc.",aeye,stock,['common'],131013443.6923077,USD,3.28,100,1,false,0,USD,20.14652014652014,17060073,,-2.8877,71.08714806359886,0.0,2.362661374032388,,Technology services,Technology Services,america
19,NASDAQ,SUGP,SU Group Holdings Limited,,stock,['common'],60278163.0,USD,5.22,100,1,false,0,USD,19.917298414886286,183345,,-0.0373,,0.0,3.083199208688418,,Commercial services,Commercial Services,america
20,NASDAQ,SPAI,Safe Pro Group Inc.,safe-pro,stock,['common'],109783112.60984181,USD,6.79,100,1,false,0,USD,19.33216168717047,1157426,,-0.7559,,0.0,3.2297018745746358,1.0,Electronic technology,Electronic Technology,america
21,NASDAQ,QMMM,QMMM Holdings Limited,qmmm-limited,stock,['common'],66416483.98,USD,4.59,100,1,false,0,USD,18.911917098445596,1188371,,,,0.0,0.16627001913858835,,Commercial services,Commercial Services,america
22,NASDAQ,OESX,"Orion Energy Systems, Inc.",,stock,['common'],24794485.333333336,USD,7.36,100,1,false,0,USD,18.518518518518523,80664,,-2.8192,-3.5747088430875387,0.0,5.073631945313664,1.0,Electronic technology,Electronic Technology,america
23,NYSE,SI,"Shoulder Innovations, Inc.",shoulder-innovations,stock,['common'],303832220.2,USD,15.02,100,1,false,0,USD,18.174665617623905,536050,,-0.8372,-32.99444003177127,0.0,4.47290929769358,,Health technology,Health Technology,america
24,NASDAQ,NUKK,Nukkleus Inc.,nukkleus,stock,['common'],34939240.32857143,USD,4.94,100,1,false,0,USD,17.619047619047624,427968,0.24810904744206608,19.9106,,0.0,1.4116818147932886,,Commercial services,Commercial Services,america
25,NASDAQ,SISI,"Shineco, Inc.",,stock,['common'],303507127.09185445,USD,6.74,100,1,false,0,USD,16.811091854419423,159751,,-64.8322,75.29162741206206,0.0,0.05087907179318543,,Process industries,Process Industries,america
26,NASDAQ,NA,Nano Labs Ltd,nano-labs-ltd,stock,['common'],137188059.72827175,USD,5.82,100,1,false,0,USD,16.28371628371629,754255,,-0.8954,,0.0,1.0053784223294493,,Electronic technology,Electronic Technology,america
27,NASDAQ,BAFN,BayFirst Financial Corp.,bayfirst-financial,stock,['common'],39724255.360675514,USD,9.61,100,1,false,0,USD,15.922798552472864,88346,5.570368652909807,1.7252,81.50447133087849,3.86007237635706,2.857697371187543,,Finance,Finance,america
28,NASDAQ,EMPG,Empro Group Inc.,empro,stock,['common'],79787500.0,USD,9.82,100,1,false,0,USD,15.801886792452827,400335,,,,0.0,0.8124103037820146,,Distribution services,Distribution Services,america
29,NASDAQ,BLIV,BeLive Holdings,belive,stock,['common'],34821690.410000004,USD,3.205,100,1,false,0,USD,15.287769784172673,39140,,-0.4095,-157.22361809045222,0.0,0.9477433586533037,,Technology services,Technology Services,america
30,NASDAQ,VWAV,"VisionWave Holdings, Inc.",visionwave,stock,['common'],141455817.91735536,USD,9.76,100,1,false,0,USD,15.2302243211334,513145,,-0.5485,-1149.4305239179953,0.0,1.173220095856777,,Finance,Finance,america
31,NASDAQ,ZYBT,Zhengye Biotechnology Holding Limited,zhengye-biotechnology-limited,stock,['common'],379131008.0,USD,8.0,100,1,false,0,USD,14.613180515759305,137873,240.2402402402402,0.0333,-64.87341772151898,0.0,0.5202358159868569,,Health technology,Health Technology,america
