,exchange,name,description,logoid,type,typespecs,Perf.Y,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,relative_volume_10d_calc,sector.tr,sector,market,recommendation_mark
0,NASDAQ,RGC,Regencell Bioscience Holdings Limited,regencell-bioscience,stock,['common'],7423.7793892868785,13.82,100,1,false,0,USD,7.548638132295725,311086,6833836685.114397,USD,,-0.3142,13.204419889502766,0.0,0.942189199863347,Health technology,Health Technology,america,
1,NASDAQ,DFDV,DeFi Development Corp.,janover,stock,['common'],2857.395165147612,16.46,100,1,false,0,USD,0.24360535931789978,2594900,346401518.9902557,USD,26.41630556892955,0.6231,,0.0,0.7786030087519853,Finance,Finance,america,1.0
2,NASDAQ,QUBT,Quantum Computing Inc.,quantum-computing,stock,['common'],2216.5101098551186,14.55,100,1,false,0,USD,-3.322259136212624,15887258,2326300501.9933558,USD,,-0.6801,-107.5373817516021,0.0,1.0817246925793726,Technology services,Technology Services,america,1.5
3,NASDAQ,SSII,SS Innovations International Inc.,ss-innovations-international,stock,['common'],2056.25,6.9,100,1,false,0,USD,-1.2875536480686673,12325,1335759981.7167382,USD,,-0.0633,66.47245762711864,0.0,0.29967418790118655,Health technology,Health Technology,america,
4,NASDAQ,ANTE,AirNet Technology Inc.,airnet-technology,stock,['common'],1745.8646616541353,4.91,100,1,false,0,USD,-11.531531531531526,695659,146751305.2882883,USD,15.567533291058972,0.3154,,0.0,0.2847965713335459,Commercial services,Commercial Services,america,
5,NASDAQ,RGTI,"Rigetti Computing, Inc.",rigetti-computing-redeemable,stock,['common'],1534.782608695652,15.04,100,1,false,0,USD,-3.092783505154642,27360080,4875444167.0721655,USD,,-0.7606,-63.745963401507,0.0,0.6749891816400568,Electronic technology,Electronic Technology,america,1.0625
6,NYSE,QBTS,D-Wave Quantum Inc.,d-wave-quantum,stock,['common'],1414.851485148515,15.3,100,1,false,0,USD,-3.4700315457413184,32107960,5232881088.511042,USD,,-1.0546,-143.95095998149432,0.0,1.1482412071982526,Electronic technology,Electronic Technology,america,1.0
7,NASDAQ,ATGL,Alpha Technology Group Limited,alpha-technology-limited,stock,['common'],1359.2465765765764,32.395274,100,1,false,0,USD,1.2352312500000018,10568,494432863.3508861,USD,,,,0.0,0.4292776453097518,Technology services,Technology Services,america,
8,NASDAQ,MNPR,Monopar Therapeutics Inc.,monopar-therapeutics,stock,['common'],1342.6294820717135,36.21,100,1,false,0,USD,6.719717064544654,60689,223414289.16534042,USD,,-3.846,-66.94882146112775,0.0,1.399670199148976,Health technology,Health Technology,america,1.0
9,NASDAQ,DGNX,Diginex Limited,diginex-limited,stock,['common'],1259.62441314554,57.92,100,1,false,0,USD,-3.8672199170124455,31851,1331798752.9599998,USD,,-0.1859,-7.023603914795634,0.0,1.0743885285218429,Technology services,Technology Services,america,
10,NYSE,OKLO,Oklo Inc.,altc,stock,['common'],1138.9365351629503,72.23,100,1,false,0,USD,-1.8480771844000536,10238336,10661811400.012638,USD,,-0.4035,92.0000793052857,0.0,0.7379783874574086,Producer manufacturing,Producer Manufacturing,america,1.5
11,NASDAQ,PRCH,"Porch Group, Inc.",porch,stock,['common'],1138.1944444444443,17.83,100,1,false,0,USD,0.4507042253521031,2790085,1859114315.2292955,USD,38.42672413793103,0.464,,0.0,1.3461680515612011,Finance,Finance,america,1.125
12,NASDAQ,BSGM,"BioSig Technologies, Inc.",biosig-technologies,stock,['common'],1077.4999999999998,4.71,100,1,false,0,USD,-0.4228329809725256,529217,166126159.0655391,USD,,-1.0553,45.54133553514295,0.0,0.7753205749435632,Health technology,Health Technology,america,1.0
13,NASDAQ,TDUP,ThredUp Inc.,thredup,stock,['common'],1053.8461538461538,10.56,100,1,false,0,USD,0.09478672985781789,2972772,1300578948.8530805,USD,,-0.4965,14.924605894448254,0.0,1.2634630442291457,Retail trade,Retail Trade,america,1.2
14,NASDAQ,ANPA,Rich Sparkle Holdings Limited,rich-sparkle-limited,stock,['common'],1017.2222222222221,40.22,100,1,false,0,USD,-4.465558194774353,46974,502750000.0,USD,,,,0.0,0.9921659988721065,Commercial services,Commercial Services,america,
