,exchange,name,description,logoid,type,typespecs,premarket_close,premarket_change_abs,premarket_change,premarket_volume,premarket_gap,close,change,volume,market_cap_basic,Perf.1Y.MarketCap,pricescale,minmov,fractional,minmove2,fundamental_currency_code,currency
0,NASDAQ,CJET,"Chijet Motor Company, Inc.",chijet-motor-company,stock,['common'],0.2094,-0.38059999999999994,-64.50847457627118,14230277,-7.000000000000001,0.2445,-58.55932203389831,48019568,18223639.0,167.7581076774631,10000,1,false,0,USD,USD
1,NASDAQ,WVE,Wave Life Sciences Ltd.,wave-life-sciences,stock,['common'],7.44,-2.179999999999999,-22.66112266112265,604040,0.8316008316008323,8.0,-16.83991683991683,11119169,1273123642.4116426,113.37408994182262,100,1,false,0,USD,USD
2,NASDAQ,SSKN,"Strata Skin Sciences, Inc.",strata-skin-sciences,stock,['common'],2.29,-0.54,-19.081272084805654,428233,-7.420494699646642,1.88,-33.56890459363958,1650720,7841782.925795051,-31.313126281172178,100,1,false,0,USD,USD
3,NASDAQ,YYAI,Connexa Sports Technologies Inc.,connexa-sports-technologies,stock,['common'],2.04,-0.3999999999999999,-16.393442622950815,102409,-5.942622950819673,2.25,-7.786885245901637,820575,32766793.34016393,12.970827163781934,100,1,false,0,USD,USD
4,NASDAQ,AEMD,"Aethlon Medical, Inc.",aethlon-medical,stock,['common'],1.38,-0.26,-15.853658536585366,245324,3.658536585365857,1.35,-17.682926829268283,1186056,3508259.817073171,-8.24355800327179,100,1,false,0,USD,USD
5,NASDAQ,SMTK,"SmartKem, Inc.",smartkem,stock,['common'],1.23,-0.21999999999999997,-15.172413793103448,364664,-18.620689655172416,1.16,-20.000000000000004,3175088,5271608.800000001,-56.763308013230535,100,1,false,0,USD,USD
6,NYSE,SKLZ,Skillz Inc.,skillz,stock,['common'],7.6,-1.1100000000000012,-12.743972445464996,1379,-6.7738231917336575,7.21,-17.2215843857635,208894,128615051.90700342,53.24759034867789,100,1,false,0,USD,USD
7,NASDAQ,CHSN,Chanson International Holding,,stock,['common'],1.98,-0.2749999999999999,-12.195121951219509,32985,-7.760532150776046,2.17,-3.769401330376939,333042,13324605.450110866,-98.59988152236934,100,1,false,0,USD,USD
8,NASDAQ,SNTG,Sentage Holdings Inc.,sentage,stock,['common'],1.7,-0.19999999999999996,-10.526315789473681,35111,-8.421052631578943,1.99,4.736842105263162,399031,5582596.22631579,-17.431187291603123,100,1,false,0,USD,USD
9,NASDAQ,PTHL,Pheton Holdings Ltd,pheton-ltd,stock,['common'],0.7606,-0.08939999999999992,-10.51764705882352,32506,-3.529411764705886,0.95,11.764705882352938,2855785,13537500.000000002,,10000,1,false,0,USD,USD
10,NASDAQ,BRKR,Bruker Corporation,bruker,stock,['common'],29.8,-3.429999999999996,-10.321998194402637,144004,-9.659945832079439,29.35,-11.676196208245548,18329692,4452963164.948843,-49.31846151516106,100,1,false,0,USD,USD
