,exchange,name,description,logoid,type,typespecs,relative_volume_10d_calc,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,recommendation_mark,sector.tr,sector,market
0,NASDAQ,HUDI,"Huadi International Group Co., Ltd.",huadi-international-group,stock,['common'],1525.3606684323206,1.8,100,1,false,0,USD,35.338345864661655,46881350,25702527.51879699,USD,,-0.0365,-119.82618142313959,0.0,,Non-energy minerals,Non-Energy Minerals,america
1,NASDAQ,AEHL,Antelope Enterprise Holdings Limited,antelope-enterprise-limited,stock,['common'],917.5008026818246,4.33,100,1,false,0,USD,17.011214700716124,33719806,14803352.047020674,USD,,-42.4328,71.97610564238376,0.0,,Producer manufacturing,Producer Manufacturing,america
2,NASDAQ,TOP,TOP Financial Group Limited,top-financial-limited,stock,['common'],894.8097050245108,1.85,100,1,false,0,USD,49.19354838709678,46509703,50076178.951612905,USD,,-0.1612,-594.478527607362,0.0,,Finance,Finance,america
3,NASDAQ,CCTG,CCSC Technology International Holdings Limited,ccsc-technology-international-limited,stock,['common'],809.0221239060711,1.64,100,1,false,0,USD,31.199999999999996,29184745,18993250.0,USD,,-0.0156,-9.859154929577453,0.0,,Electronic technology,Electronic Technology,america
4,NASDAQ,RBNE,Robin Energy Ltd.,robin-energy-ltd,stock,['common'],788.3718383732926,2.3,100,1,false,0,USD,21.052631578947363,63430033,13787881.421052631,USD,,,,0.0,,Transportation,Transportation,america
5,NYSE,VNCE,Vince Holding Corp.,vince,stock,['common'],690.8289351821079,1.66,100,1,false,0,USD,10.666666666666663,15589453,21325320.586666666,USD,,-2.2302,-192.25614296351452,0.0,1.0,Consumer non-durables,Consumer Non-Durables,america
6,NASDAQ,TRSG,Tungray Technologies Inc,tungray-technologies,stock,['common'],434.67559175224034,1.66,100,1,false,0,USD,-5.681818181818187,3191649,27146785.099999998,USD,,-0.0235,,0.0,,Producer manufacturing,Producer Manufacturing,america
7,NASDAQ,GLE,Global Engine Group Holding Limited,global-engine-limited,stock,['common'],398.8835161398992,1.08,100,1,false,0,USD,43.9424230307877,141851674,24775198.560575776,USD,240.00000000000003,0.0045,-61.20689655172414,0.0,,Technology services,Technology Services,america
8,NASDAQ,MTC,"MMTec, Inc.",mmtec,stock,['common'],396.8136233226597,1.11,100,1,false,0,USD,13.276864986223094,12337253,27957417.869170323,USD,,-3.6624,68.56794658336051,0.0,,Technology services,Technology Services,america
9,NASDAQ,CAMP,CAMP4 Therapeutics Corporation,camp4-therapeutics,stock,['common'],387.9494709089449,2.79,100,1,false,0,USD,40.20100502512563,40082435,56249390.487437196,USD,,-2.5693,,0.0,1.0,Health technology,Health Technology,america
10,NASDAQ,EDHL,Everbright Digital Holding Limited,everbright-digital-limited,stock,['common'],185.14369227819432,0.8206,10000,1,false,0,USD,89.90974311501968,155077449,,USD,,,,,,Commercial services,Commercial Services,america
11,NASDAQ,JBDI,JBDI Holdings Limited,jbdi-limited,stock,['common'],130.45120917402943,2.37,100,1,false,0,USD,120.46511627906979,70324551,21271564.0,USD,,,,,,Distribution services,Distribution Services,america
12,NASDAQ,TANH,Tantech Holdings Ltd.,tantech-ltd,stock,['common'],126.08431755870579,2.13,100,1,false,0,USD,2.4038461538461453,14775859,2893261.9471153845,USD,,-9.0968,-111.27331671070178,0.0,,Process industries,Process Industries,america
13,NASDAQ,MWYN,"Marwynn Holdings, Inc.",marwynn,stock,['common'],118.29895028199347,1.17,100,1,false,0,USD,36.10981852024196,97292653,19953185.849999998,USD,,,,0.0,,Retail trade,Retail Trade,america
14,NASDAQ,WLDS,Wearable Devices Ltd.,wearable-devices-ltd,stock,['common'],114.20526839543251,5.18,100,1,false,0,USD,407.84313725490193,290180569,1049560.0,USD,,-21.7013,-5.045767199608889,0.0,,Electronic technology,Electronic Technology,america
15,NASDAQ,PBPB,Potbelly Corporation,potbelly,stock,['common'],98.25244096594953,16.98,100,1,false,0,USD,31.322505800464047,19242210,513826215.8654293,USD,47.69662921348315,0.356,-69.75104087008242,0.0,1.5,Consumer services,Consumer Services,america
16,NASDAQ,OMH,Ohmyhome Limited,ohmyhome-limited,stock,['common'],85.38688457886884,1.45,100,1,false,0,USD,30.630630630630616,2266407,33496640.720720716,USD,,,,0.0,2.0,Finance,Finance,america
17,NASDAQ,SPHL,Springview Holdings Ltd,springview-ltd,stock,['common'],76.15781388823603,0.655,10000,1,false,0,USD,48.86363636363637,47341959,14082500.000000004,USD,,-0.0363,-144.05339805825244,0.0,,Consumer durables,Consumer Durables,america
18,NASDAQ,REVB,"Revelation Biosciences, Inc.",revelation-biosciences,stock,['common'],70.90398279285472,2.47,100,1,false,0,USD,6.0085836909871295,12951910,4198103.167381975,USD,,-68.4334,94.98698020157009,0.0,1.0,Health technology,Health Technology,america
19,NASDAQ,SLNH,"Soluna Holdings, Inc.",soluna,stock,['common'],63.80645201916323,0.5922,10000,1,false,0,USD,12.757044935262748,46610811,17852436.167936023,USD,,-7.1432,45.5253986532346,0.0,2.0,Electronic technology,Electronic Technology,america
20,NASDAQ,NRSN,NeuroSense Therapeutics Ltd.,neurosense-therapeutics,stock,['common'],62.83738099111193,1.36,100,1,false,0,USD,16.239316239316253,18812186,33459267.487179488,USD,,-0.5842,31.092238735550833,0.0,1.5,Health technology,Health Technology,america
21,NASDAQ,CPOP,"Pop Culture Group Co., Ltd",pop-culture-group-co,stock,['common'],62.26099298800634,1.62,100,1,false,0,USD,12.50000000000001,12992954,24201248.625000004,USD,,-3.1349,-75.58530301333035,0.0,,Commercial services,Commercial Services,america
22,NASDAQ,ZKIN,"ZK International Group Co., Ltd",zk-international-co-ltd,stock,['common'],53.499034844515286,2.47,100,1,false,0,USD,24.747474747474758,1892951,12754946.520202018,USD,,,,0.0,,Producer manufacturing,Producer Manufacturing,america
23,NASDAQ,AGMH,AGM Group Holdings Inc.,agm,stock,['common'],46.44758951765822,2.32,100,1,false,0,USD,5.454545454545439,11360811,4677767.490909089,USD,0.3608087091757387,6.43,,0.0,,Technology services,Technology Services,america
24,NASDAQ,CGTL,Creative Global Technology Holdings Limited,creative-global-technology-limited,stock,['common'],46.10542636482298,0.849,10000,1,false,0,USD,47.370248220795006,78132653,18200437.500000004,USD,,,,0.0,,Distribution services,Distribution Services,america
25,NASDAQ,KIDZ,"Classover Holdings, Inc.",classover,stock,['common'],45.10731583160713,2.13,100,1,false,0,USD,60.15037593984961,45139121,52437379.37593985,USD,,-0.3776,-195.59493670886076,0.0,,Finance,Finance,america
26,NASDAQ,PMVP,"PMV Pharmaceuticals, Inc.",pmv-pharmaceuticals,stock,['common'],36.939829392223075,1.27,100,1,false,0,USD,-20.625000000000004,33028245,67298397.75625,USD,,-1.5591,-61.41422507505953,0.0,1.0,Health technology,Health Technology,america
27,NASDAQ,ABLV,Able View Global Inc.,able-view-global,stock,['common'],36.732485549132946,1.23,100,1,false,0,USD,18.280603904221554,397170,60749599.46148668,USD,,-0.1743,-361.7117117117117,0.0,,Retail trade,Retail Trade,america
28,NASDAQ,FTEL,Fitell Corporation,fitell,stock,['common'],34.05259462913451,0.56,10000,1,false,0,USD,37.38959764474976,1620059,11771534.32,USD,,-0.414,-9.727007686191346,0.0,,Retail trade,Retail Trade,america
29,NASDAQ,VMEO,"Vimeo, Inc.",vimeo,stock,['common'],33.81720606605153,7.74,100,1,false,0,USD,60.91476091476093,56862374,1282597828.2037423,USD,101.97628458498025,0.0759,-60.73460941541645,0.0,1.75,Technology services,Technology Services,america
30,AMEX,MITQ,"Moving iMage Technologies, Inc.",moving-image-technologies,stock,['common'],32.58274554857763,1.06,100,1,false,0,USD,12.55043533658952,3539405,10529699.872584414,USD,,-0.1206,43.93305439330544,0.0,,Consumer durables,Consumer Durables,america
31,AMEX,LEGT,Legato Merger Corp. III,legato-merger-iii,stock,['common'],31.875409323284753,10.76,100,1,false,0,USD,0.27958993476234256,326095,225945379.23578748,USD,30.472953837439817,0.3531,,0.0,,Finance,Finance,america
32,NASDAQ,APDN,"Applied DNA Sciences, Inc.",applied-dna-sciences,stock,['common'],31.09908216824702,2.6,100,1,false,0,USD,8.786610878661087,3276506,3357808.6192468614,USD,,-921.8418,89.70577357302226,0.0,,Health technology,Health Technology,america
33,NASDAQ,CUPR,Cuprina Holdings (Cayman) Limited,cuprina-cayman-limited,stock,['common'],29.908574714569507,1.62,100,1,false,0,USD,130.7692307692308,58158052,15057900.0,USD,,-0.0541,,0.0,,Health technology,Health Technology,america
34,NASDAQ,HTOO,Fusion Fuel Green PLC,fusion-fuel-green-plc,stock,['common'],28.15183463889001,4.12,100,1,false,0,USD,-2.823312970257328,1265394,7459536.1275561955,USD,,-28.2436,,0.0,,Process industries,Process Industries,america
35,NASDAQ,DGLY,"Digital Ally, Inc.",digital-ally,stock,['common'],27.462794146864802,2.02,100,1,false,0,USD,11.60220994475138,1783140,3489390.4088397785,USD,,-2379.4107,83.2655299881423,0.0,1.0,Commercial services,Commercial Services,america
36,NASDAQ,TGL,Treasure Global Inc.,treasure-global,stock,['common'],24.78771707316691,0.892,10000,1,false,0,USD,5.875370919881305,18971485,3396595.185756677,USD,,-63.2225,95.03096212236962,0.0,,Commercial services,Commercial Services,america
37,AMEX,PLAG,Planet Green Holdings Corp.,planet-green,stock,['common'],24.393119045987255,1.71,100,1,false,0,USD,1.1834319526627228,284736,12453441.284023669,USD,,-0.8373,40.49886299033542,0.0,,Consumer non-durables,Consumer Non-Durables,america
38,NASDAQ,FIEE,"FiEE, Inc",minim,stock,['common'],23.15981435264241,2.88,100,1,false,0,USD,-2.7027027027027053,528947,17926240.864864867,USD,,-0.4046,92.49615163485969,0.0,,Electronic technology,Electronic Technology,america
39,NASDAQ,WLAC,Willow Lane Acquisition Corp.,willow-lane-acquisition,stock,['common'],18.732330639373423,10.3,100,1,false,0,USD,0.09718172983480626,120063,177970342.20000005,USD,69.36026936026937,0.1485,,0.0,,Commercial services,Commercial Services,america
40,NASDAQ,DXST,Decent Holding Inc.,decent,stock,['common'],18.382059339556502,1.49,100,1,false,0,USD,4.929577464788737,516523,22350000.000000004,USD,14.767096134786916,0.1009,,0.0,,Industrial services,Industrial Services,america
41,NASDAQ,YYGH,YY Group Holding Limited,yy-limited,stock,['common'],18.304909182835903,0.3401,10000,1,false,0,USD,-63.57112253641816,19325968,40375912.68,USD,,-0.1171,,0.0,,Commercial services,Commercial Services,america
42,NASDAQ,CJMB,Callan JMB Inc.,callan-jmb,stock,['common'],17.799155521351167,5.02,100,1,false,0,USD,9.068787207230692,85573,,USD,,,,,,Transportation,Transportation,america
43,NASDAQ,SNPS,"Synopsys, Inc.",synopsys,stock,['common'],16.55679114849673,387.78,100,1,false,0,USD,-35.83731819911644,21155574,71756222192.5527,USD,30.36054022313564,12.7725,32.5608186648954,0.0,1.25,Technology services,Technology Services,america
44,NASDAQ,LUCY,"Innovative Eyewear, Inc.",innovative-eyewear,stock,['common'],16.375467044469183,1.94,100,1,false,0,USD,5.722070844686647,1650539,8874728.228882834,USD,,-3.2377,70.61391566374412,0.0,1.0,Retail trade,Retail Trade,america
45,NASDAQ,TNMG,TNL Mediagene,tnl-mediagene,stock,['common'],15.99911827927184,0.3301,10000,1,false,0,USD,-14.19287756693527,12121084,9336922.4033,USD,,-3.2534,-10462.987012987012,0.0,1.0,Technology services,Technology Services,america
46,NASDAQ,CLIK,Click Holdings Limited,click-limited,stock,['common'],15.336225196570027,0.3461,10000,1,false,0,USD,-3.5664530509891277,10147560,6188268.0,USD,,,,0.0,,Commercial services,Commercial Services,america
47,NASDAQ,LSAK,"Lesaka Technologies, Inc.",lesakatech,stock,['common'],14.730779187160238,4.73,100,1,false,0,USD,3.2751091703056847,250382,384309642.37772924,USD,,-0.8199,-120.87823275862068,0.0,1.0,Technology services,Technology Services,america
48,NASDAQ,GIG,GigCapital7 Corp.,gigcapital7,stock,['common'],14.589491351578161,10.39,100,1,false,0,USD,0.1445783132530175,31293,346333316.68269235,USD,62.178336325553566,0.1671,,0.0,,Finance,Finance,america
49,NASDAQ,OFAL,OFA Group,ofa,stock,['common'],13.724996162446857,1.32,100,1,false,0,USD,5.600000000000005,2440959,,USD,,,,,,Industrial services,Industrial Services,america
50,NASDAQ,IBAC,IB Acquisition Corp.,ib-acquisition,stock,['common'],13.501014990488454,10.575,100,1,false,0,USD,0.1420454545454431,740235,166546626.74999997,USD,46.44268774703557,0.2277,,0.0,,Finance,Finance,america
51,NASDAQ,MRNO,Murano Global Investments PLC,murano-global-investments-plc,stock,['common'],13.429373880199506,4.11,100,1,false,0,USD,-17.793423473877905,27733,325987383.3686695,USD,,,,0.0,,Consumer services,Consumer Services,america
52,NASDAQ,STAK,STAK Inc.,stak,stock,['common'],13.308653835622653,0.7634,10000,1,false,0,USD,-2.8753180661577686,5103552,,USD,,,,,,Industrial services,Industrial Services,america
53,NASDAQ,LGCL,Lucas GC Limited,lucas-gc-limited,stock,['common'],12.473462903222384,0.1674,10000,1,false,0,USD,-67.8076923076923,33514113,58040868.0,USD,2.3610719322990126,0.0709,,0.0,,Commercial services,Commercial Services,america
54,NASDAQ,BWEN,"Broadwind, Inc.",broadwind,stock,['common'],11.575509785404568,2.17,100,1,false,0,USD,2.3584905660377276,1038204,49999978.23113207,USD,,-0.0979,-128.43450479233226,0.0,1.0,Producer manufacturing,Producer Manufacturing,america
55,NASDAQ,MIMI,Mint Incorporation Limited,mint-incorporation-limited,stock,['common'],11.39689197406264,9.0,100,1,false,0,USD,2.1566401816117993,8867280,225112500.0,USD,,-0.0082,,0.0,,Commercial services,Commercial Services,america
56,NASDAQ,SKK,SKK Holdings Limited,skk-limited,stock,['common'],11.171142938280479,0.446,10000,1,false,0,USD,4.27870002338087,4445143,8362500.0,USD,23.978494623655916,0.0186,,0.0,,Industrial services,Industrial Services,america
57,NASDAQ,KXIN,Kaixin Holdings,kaixin-auto,stock,['common'],11.155190817937157,1.07,100,1,false,0,USD,27.380952380952394,2794440,11720057.750000002,USD,,-11.4199,85.07495262366857,0.0,,Retail trade,Retail Trade,america
58,NASDAQ,ZENV,Zenvia Inc.,zenvia,stock,['common'],11.065714850865461,1.785,100,1,false,0,USD,14.790996784565916,374819,93604060.38906752,USD,,-0.3094,37.95869260076198,0.0,2.0,Technology services,Technology Services,america
59,NASDAQ,TIRX,TIAN RUIXIANG Holdings Ltd,,stock,['common'],10.676560275907077,3.31,100,1,false,0,USD,-1.4880952380952328,455439,80937547.4375,USD,,-0.5844,85.45834577485817,0.0,,Finance,Finance,america
60,NYSE,CULP,"Culp, Inc.",culp,stock,['common'],10.558367847829421,4.7,100,1,false,0,USD,3.2967032967033045,89479,59027907.38461539,USD,,-1.5269,-37.385279827244915,0.0,,Process industries,Process Industries,america
61,NASDAQ,JCSE,JE Cleantech Holdings Limited,je-cleantech-ltd,stock,['common'],10.230624414961474,1.45,100,1,false,0,USD,29.591563142371967,1951997,7627375.815533113,USD,439.3939393939394,0.0033,-93.33333333333333,8.04361426400929,,Producer manufacturing,Producer Manufacturing,america
