,exchange,name,description,logoid,type,typespecs,premarket_close,premarket_change_abs,premarket_change,premarket_volume,premarket_gap,close,change,volume,market_cap_basic,Perf.1Y.MarketCap,pricescale,minmov,fractional,minmove2,fundamental_currency_code,currency
0,NASDAQ,DSY,Big Tree Cloud Holdings Limited,big-tree-cloud-limited,stock,['common'],7.23,6.210000000000001,608.8235294117648,19076506,83.33333333333334,2.75,169.6078431372549,68183719,58222157.940000005,,100,1,false,0,USD,USD
1,NYSE,WOLF,"Wolfspeed, Inc.",wolfspeed,stock,['common'],1.94,0.71,57.72357723577236,26990023,62.60162601626017,1.82,47.967479674796756,135705406,284779044.43902445,-84.31455205029292,100,1,false,0,USD,USD
2,NASDAQ,BRLS,Borealis Foods Inc.,borealis-foods,stock,['common'],2.48,-0.010000000000000231,-0.4016064257028205,1625,58.63453815261044,2.65,6.425702811244967,9911,56661906.22489958,-69.49354099238157,100,1,false,0,USD,USD
3,NASDAQ,IFBD,"Infobird Co., Ltd",infobird-co-ltd,stock,['common'],0.96,0.005799999999999916,0.6078390274575473,1694719,57.19974848040243,1.22,27.855795430727305,3273750,9990059.882624188,133.03156208732108,100,1,false,0,USD,USD
4,NASDAQ,TRML,"Tourmaline Bio, Inc.",tourmaline-bio,stock,['common'],47.61,17.43,57.75347912524851,4469809,54.9039098740888,47.64,57.85288270377734,22671078,1223979677.1332006,39.14809833450231,100,1,false,0,USD,USD
5,AMEX,ZONE,CleanCore Solutions Inc.,cleancore-solutions,stock,['common'],5.15,1.6400000000000006,46.723646723646745,7482310,51.28205128205128,4.43,26.21082621082621,19250839,57818769.629999995,,100,1,false,0,USD,USD
6,NASDAQ,NBIS,Nebius Group N.V.,nebius-group-nv,stock,['common'],97.06,33.0,51.51420543240711,4956282,48.31408054948486,95.72,49.422416484545735,88377797,22812336823.918827,332.00563373119024,100,1,false,0,USD,USD
7,NASDAQ,TIRX,TIAN RUIXIANG Holdings Ltd,,stock,['common'],2.85,0.1499999999999999,5.555555555555552,41957,38.14814814814814,3.36,24.444444444444432,213030,82160173.5111111,1516.6965224916241,100,1,false,0,USD,USD
8,NASDAQ,ELUT,"Elutia, Inc.",aziyo-biologics,stock,['common'],1.93,0.050000000000000044,2.659574468085109,220776,35.638297872340424,1.475,-21.542553191489354,1340111,62533123.20478725,-30.781830414966425,100,1,false,0,USD,USD
9,AMEX,ITP,"IT Tech Packaging, Inc.",it-tech-packaging,stock,['common'],0.2549,0.05090000000000003,24.95098039215688,42347086,32.35294117647061,0.283,38.725490196078425,141809024,4801214.303921568,44.03561725766884,10000,1,false,0,USD,USD
10,NASDAQ,CGEM,"Cullinan Therapeutics, Inc.",cullinan-oncology,stock,['common'],6.93,0.08999999999999986,1.3157894736842086,25241,31.286549707602347,6.83,-0.1461988304093536,651166,403478095.0833334,-60.80221928440985,100,1,false,0,USD,USD
11,NASDAQ,MAGH,Magnitude International Ltd,,stock,['common'],1.11,0.0,0.0,7535,25.225225225225206,1.16,4.504504504504489,120200,40600000.0,,100,1,false,0,USD,USD
12,NASDAQ,GSIW,Garden Stage Limited,garden-stage-limited,stock,['common'],0.0977,0.0023999999999999994,2.518363064008394,4250996,23.29485834207765,0.114,19.62224554039875,18833754,8114384.826862539,,10000,1,false,0,USD,USD
13,NYSE,SOS,SOS Limited,,stock,['common'],1.55,0.3500000000000001,29.166666666666675,564091,20.0,2.04,70.0,8500964,55800395.4,-78.45470979314902,100,1,false,0,USD,USD
14,NASDAQ,DBGI,"Digital Brands Group, Inc.",digital-brands,stock,['common'],9.92,0.9550000000000001,10.652537646402678,1437,19.910764082543224,9.3001,3.7378694924707268,138652,41769731.56374792,1760.5078454735249,100,1,false,0,USD,USD
15,NASDAQ,TEAD,Teads Holding Co.,outbrain,stock,['common'],1.69,0.030000000000000027,1.8072289156626522,700,16.26506024096386,1.62,-2.4096385542168566,400239,153854167.66265061,-33.778899477902755,100,1,false,0,USD,USD
16,AMEX,MMA,Mixed Martial Arts Group Limited,alta-global-limited,stock,['common'],1.5799,0.7299000000000001,85.87058823529414,26295722,15.541176470588237,1.45,70.58823529411765,194079102,18909753.05,,100,1,false,0,USD,USD
17,NASDAQ,WNW,Meiwu Technology Company Limited,meiwu-technology-company-limited,stock,['common'],2.12,0.15500000000000003,7.888040712468195,18054,15.521628498727733,2.804,42.69720101781169,1207942,8883444.439694654,97.15555937822651,100,1,false,0,USD,USD
18,NASDAQ,PEPG,PepGen Inc.,pepgen,stock,['common'],1.59,0.10000000000000009,6.71140939597316,32266,15.436241610738255,1.48,-0.671140939597316,875074,48543586.79194631,-87.87668377820923,100,1,false,0,USD,USD
19,NASDAQ,MCTR,CTRL Group Limited,ctrl-limited,stock,['common'],2.06,0.06000000000000005,3.0000000000000027,334025,14.999999999999991,2.34,16.999999999999993,1199659,35802000.0,,100,1,false,0,USD,USD
20,NASDAQ,JWEL,Jowell Global Ltd.,jowell-global-ltd,stock,['common'],1.67,-0.08000000000000007,-4.571428571428576,53944,14.285714285714285,1.63,-6.857142857142863,250976,3537874.017142857,27.878960621206414,100,1,false,0,USD,USD
