,exchange,name,description,logoid,type,typespecs,premarket_close,premarket_change_abs,premarket_change,premarket_volume,premarket_gap,close,change,volume,market_cap_basic,Perf.1Y.MarketCap,pricescale,fractional,minmove2,fundamental_currency_code,currency
0,NASDAQ,CWD,CaliberCos Inc.,calibercos,stock,['common'],44.8,42.65,1983.7209302325582,46113063,0.0,9.11,323.7209302325581,133417045,5192332.0,-43.007661154579864,100,false,0,USD,USD
1,NASDAQ,DSY,Big Tree Cloud Holdings Limited,big-tree-cloud-limited,stock,['common'],7.23,6.210000000000001,608.8235294117648,19076506,83.33333333333334,2.75,169.6078431372549,68183719,58222157.940000005,,100,false,0,USD,USD
2,NASDAQ,JEM,707 Cayman Holdings Limited,707-cayman-limited,stock,['common'],0.7,0.40499899999999994,137.28733122938564,114373843,3.389480035660889,0.68,130.50769319426036,256404938,,,10000,false,0,USD,USD
3,NASDAQ,BON,Bon Natural Life Limited,bon-natural-life-limited,stock,['common'],3.005,1.4649999999999999,95.12987012987011,29538535,3.2467532467532494,1.92,24.675324675324667,61039351,13417544.727272727,34.87195013951879,100,false,0,USD,USD
4,AMEX,MMA,Mixed Martial Arts Group Limited,alta-global-limited,stock,['common'],1.5799,0.7299000000000001,85.87058823529414,26295722,15.541176470588237,1.45,70.58823529411765,194079102,18909753.05,,100,false,0,USD,USD
5,NASDAQ,TRML,"Tourmaline Bio, Inc.",tourmaline-bio,stock,['common'],47.61,17.43,57.75347912524851,4469809,54.9039098740888,47.64,57.85288270377734,22671078,1223979677.1332006,39.14809833450231,100,false,0,USD,USD
6,NYSE,WOLF,"Wolfspeed, Inc.",wolfspeed,stock,['common'],1.94,0.71,57.72357723577236,26990023,62.60162601626017,1.82,47.967479674796756,135705406,284779044.43902445,-84.31455205029292,100,false,0,USD,USD
7,NASDAQ,NBIS,Nebius Group N.V.,nebius-group-nv,stock,['common'],97.06,33.0,51.51420543240711,4956282,48.31408054948486,95.72,49.422416484545735,88377797,22812336823.918827,332.00563373119024,100,false,0,USD,USD
8,AMEX,ZONE,CleanCore Solutions Inc.,cleancore-solutions,stock,['common'],5.15,1.6400000000000006,46.723646723646745,7482310,51.28205128205128,4.43,26.21082621082621,19250839,57818769.629999995,,100,false,0,USD,USD
9,NASDAQ,CASK,"Heritage Distilling Holding Company, Inc.",heritage-distilling-company,stock,['common'],0.5361,0.1371,34.3609022556391,7472778,0.2506265664160403,0.481,20.55137844611528,26413724,,,10000,false,0,USD,USD
10,NASDAQ,QMMM,QMMM Holdings Limited,qmmm-limited,stock,['common'],15.0,3.7300000000000004,33.09671694764863,967785,6.3886424134871405,207.0,1736.7346938775509,14818756,193915485.60999998,,100,false,0,USD,USD
11,NASDAQ,GIBO,GIBO Holdings Limited,gibo-limited,stock,['common'],3.51,0.8299999999999996,30.97014925373133,1904069,1.492537313432837,2.81,4.850746268656712,4856929,2808657.9159,,100,false,0,USD,USD
12,NASDAQ,MGIH,Millennium Group International Holdings Limited,millennium-international-limited,stock,['common'],2.95,0.6900000000000004,30.530973451327455,1110960,-19.469026548672556,2.01,-11.061946902654867,9623911,22612500.0,,100,false,0,USD,USD
13,NYSE,SOS,SOS Limited,,stock,['common'],1.55,0.3500000000000001,29.166666666666675,564091,20.0,2.04,70.0,8500964,55800395.4,-78.45470979314902,100,false,0,USD,USD
14,AMEX,ITP,"IT Tech Packaging, Inc.",it-tech-packaging,stock,['common'],0.2549,0.05090000000000003,24.95098039215688,42347086,32.35294117647061,0.283,38.725490196078425,141809024,4801214.303921568,44.03561725766884,10000,false,0,USD,USD
15,NASDAQ,MSS,Maison Solutions Inc.,maison-solutions,stock,['common'],1.4904,0.2904,24.2,475305,10.833333333333343,1.39,15.83333333333333,2871204,19126400.0,,100,false,0,USD,USD
16,NASDAQ,SPHL,Springview Holdings Ltd,springview-ltd,stock,['common'],0.4789,0.09310000000000002,24.131674442716438,24178,0.0,0.44,14.048729911871444,5945185,9460000.000000002,,10000,false,0,USD,USD
17,NASDAQ,SBLX,"StableX Technologies, Inc.",ayro,stock,['common'],6.42,1.0899999999999999,20.450281425891177,277760,-3.001876172607883,6.31,18.386491557223255,4157272,4261768.080675422,-29.05210053090767,100,false,0,USD,USD
