,exchange,name,description,logoid,type,typespecs,relative_volume_10d_calc,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,recommendation_mark,sector.tr,sector,market
0,NASDAQ,AIHS,Senmiao Technology Limited,senmiao-technology-limited,stock,['common'],5297.854706945647,3.87,100,1,false,0,USD,61.250000000000014,173214949,4289167.762500001,USD,,-3.053,28.222128179809097,0.0,,Finance,Finance,america
1,AMEX,BRIA,BrilliA Inc,brillia,stock,['common'],1585.815673342709,2.5599,100,1,false,0,USD,-0.011717834544183618,6540221,,USD,,,,,1.0,Distribution services,Distribution Services,america
2,NASDAQ,BTBD,"BT Brands, Inc.",bt-brands,stock,['common'],1510.0727388227015,3.03,100,1,false,0,USD,63.78378378378377,105544873,17997363.064864863,USD,,-0.3362,-85.84853510226644,0.0,,Consumer services,Consumer Services,america
3,NASDAQ,BAOS,Baosheng Media Group Holdings Limited,baosheng-media-limited,stock,['common'],744.3800274985041,3.21,100,1,false,0,USD,12.631578947368416,32592084,4925703.326315789,USD,,-17.5115,-37.598711350331996,0.0,,Commercial services,Commercial Services,america
4,NASDAQ,LCFY,Locafy Limited,locafy-limited,stock,['common'],306.46172611626537,5.62,100,1,false,0,USD,38.08353808353807,28391074,7767879.7,USD,,-2.057,60.70678127984719,0.0,,Technology services,Technology Services,america
5,NASDAQ,NCI,Neo-Concept International Group Holdings Limited,neo-concept-international-limited,stock,['common'],276.37472150298055,1.8,100,1,false,0,USD,6.025799611238739,2753853,7315200.0,USD,7.0699135899450125,0.2546,,0.0,,Retail trade,Retail Trade,america
6,NASDAQ,SINT,"SiNtx Technologies, Inc.",sintx-technologies,stock,['common'],267.10237608204807,5.3,100,1,false,0,USD,15.973741794310712,37737025,14621984.442013128,USD,,-10.4303,96.14399954453923,0.0,1.0,Health technology,Health Technology,america
7,NASDAQ,STI,"Solidion Technology, Inc.",solidion-technology,stock,['common'],192.49730617986222,7.01,100,1,false,0,USD,113.71951219512195,87036887,9099720.0,USD,,-5.1036,97.35715395370515,0.0,,Finance,Finance,america
8,NASDAQ,UGRO,"urban-gro, Inc.",urban-gro,stock,['common'],170.77994902486824,0.5974,10000,1,false,0,USD,48.0545229244114,270848426,7584923.52267658,USD,,,,0.0,,Distribution services,Distribution Services,america
9,NASDAQ,PMN,ProMIS Neurosciences Inc.,promis-neurosciences,stock,['common'],150.66108685689477,0.4574,10000,1,false,0,USD,-14.759597465523665,49970064,23696290.62802833,USD,,-0.1999,71.41018306636157,0.0,1.0,Health technology,Health Technology,america
10,NASDAQ,CJET,"Chijet Motor Company, Inc.",chijet-motor-company,stock,['common'],124.18560458140908,0.2445,10000,1,false,0,USD,-58.55932203389831,48019568,18223639.0,USD,,-8.5514,34.31801772739143,0.0,,Consumer durables,Consumer Durables,america
11,NASDAQ,KLRS,"Kalaris Therapeutics, Inc.",kalaris-therapeutics,stock,['common'],101.3431572542791,4.57,100,1,false,0,USD,14.250000000000007,10859953,76491138.19,USD,,-7.5836,73.18178924810275,0.0,1.25,Health technology,Health Technology,america
12,NASDAQ,BMRA,"Biomerica, Inc.",biomerica,stock,['common'],86.67580301112234,2.85,100,1,false,0,USD,-4.9999999999999964,6716742,8023918.5,USD,,-2.1611,23.98522687302146,0.0,,Health technology,Health Technology,america
13,NASDAQ,EDBL,Edible Garden AG Incorporated,edible-garden-ag-incorporated,stock,['common'],79.20843086191786,1.78,100,1,false,0,USD,-1.111111111111112,4328115,5206378.366666666,USD,,-35.7103,96.72058086831787,0.0,,Process industries,Process Industries,america
