,exchange,name,description,logoid,type,typespecs,premarket_close,premarket_change_abs,premarket_change,premarket_volume,premarket_gap,close,change,volume,market_cap_basic,Perf.1Y.MarketCap,pricescale,minmov,fractional,minmove2,fundamental_currency_code,currency
0,NASDAQ,GEG,"Great Elm Group, Inc.",great-elm-725-notes-due-2027,stock,['common'],3.2698,0.7098,27.7265625,5032545,49.609375,3.09,20.703124999999993,13503232,86336072.578125,18.016781569497084,100,1,false,0,USD,USD
1,AMEX,BURU,"Nuburu, Inc.",nuburu-inc,stock,['common'],0.2159,0.05400000000000002,33.35392217418161,74372581,48.54848672019766,0.1698,4.879555281037689,205640728,16950977.72946263,287.9405484088313,10000,1,false,0,USD,USD
2,NASDAQ,BTBD,"BT Brands, Inc.",bt-brands,stock,['common'],3.96,2.11,114.05405405405405,27134061,35.13513513513512,3.03,63.78378378378377,105544873,17997363.064864863,14.930756090574222,100,1,false,0,USD,USD
3,NASDAQ,UGRO,"urban-gro, Inc.",urban-gro,stock,['common'],0.456,0.05249999999999999,13.011152416356875,27736628,33.68029739776951,0.5974,48.0545229244114,270848426,7584923.52267658,-69.20645941466756,10000,1,false,0,USD,USD
4,NASDAQ,STI,"Solidion Technology, Inc.",solidion-technology,stock,['common'],7.48,4.200000000000001,128.04878048780492,27986299,30.182926829268286,7.01,113.71951219512195,87036887,9099720.0,-69.93576921477712,100,1,false,0,USD,USD
5,NASDAQ,JEM,707 Cayman Holdings Limited,707-cayman-limited,stock,['common'],3.3,1.0799999999999996,48.64864864864863,1078203,25.225225225225206,0.759,-65.81081081081082,22098830,,,10000,1,false,0,USD,USD
6,NASDAQ,OBLG,Oblong Inc.,oblong,stock,['common'],3.0943,0.20429999999999993,7.0692041522491325,735,23.52941176470587,2.7,-6.574394463667818,69618,6345828.685121107,169.48569728228526,100,1,false,0,USD,USD
7,NASDAQ,PAVS,Paranovus Entertainment Technology Ltd.,paranovus-entertainment-technology-ltd,stock,['common'],0.6611,-0.028899999999999926,-4.188405797101439,590706,23.188405797101456,0.7285,5.5797101449275495,1017078,49054949.59855074,-20.559303480272092,10000,1,false,0,USD,USD
8,NASDAQ,SBLX,"StableX Technologies, Inc.",ayro,stock,['common'],5.19,-0.2549999999999999,-4.683195592286499,2641,23.048668503213953,5.28,-3.0303030303030307,39519,3566107.1515151514,-29.05210053090767,100,1,false,0,USD,USD
9,NASDAQ,NAMM,Namib Minerals,namib-minerals,stock,['common'],3.43,0.40000000000000036,13.201320132013214,1684200,20.462046204620467,3.2,5.610561056105623,4598943,171767771.88118815,-14.509379308284363,100,1,false,0,USD,USD
10,NASDAQ,AEI,Alset Inc.,alset,stock,['common'],1.7,0.07999999999999985,4.938271604938262,6502982,20.37037037037036,2.13,31.481481481481467,16434223,83542169.72222222,396.171109196101,100,1,false,0,USD,USD
11,AMEX,MI,NFT Limited,takung-art,stock,['common'],3.03,-0.22990000000000022,-7.052363569434651,192269,19.635571643301937,3.3265,2.04300745421638,482300,16849220.980091415,465.1530617386685,100,1,false,0,USD,USD
12,NASDAQ,NEON,Neonode Inc.,neonode,stock,['common'],21.75,1.1900000000000013,5.787937743190668,1077,15.272373540856035,21.52,4.669260700389109,1597849,361168488.43190664,258.4603839357429,100,1,false,0,USD,USD
13,NASDAQ,FBGL,FBS Global Limited,fbs-global-limited,stock,['common'],0.5908,0.01969999999999994,3.4494834529854557,6958,15.268779548240227,0.6,5.060409735597955,28276,,,10000,1,false,0,USD,USD
14,NASDAQ,IPDN,"Professional Diversity Network, Inc.",professional-diversity-network,stock,['common'],8.59,1.6399999999999997,23.59712230215827,1935364,15.107913669064747,9.01,29.64028776978417,22110093,22522144.024460427,188.14388723246174,100,1,false,0,USD,USD
15,NASDAQ,AMIX,"Autonomix Medical, Inc.",autonomix-medical,stock,['common'],1.31,0.07000000000000006,5.645161290322586,159418,14.51612903225806,1.18,-4.8387096774193585,1987316,6980061.612903225,-57.076436502421224,100,1,false,0,USD,USD
16,AMEX,YCBD,"cbdMD, Inc.",cbdmd-80-series-a-cumulative-convertible-preferred-stock,stock,['common'],0.75,0.020000000000000018,2.739726027397263,6430,14.452054794520553,0.7499,2.726027397260278,130268,6683827.88219178,221.72379534491145,10000,1,false,0,USD,USD
17,NASDAQ,YAAS,Youxin Technology Ltd,youxin-technology-ltd,stock,['common'],0.329,0.00770000000000004,2.3965141612200562,21664,12.044817927170874,0.3216,0.09337068160598272,308516,10789680.000000002,,10000,1,false,0,USD,USD
18,NASDAQ,EDBL,Edible Garden AG Incorporated,edible-garden-ag-incorporated,stock,['common'],1.8,0.0,0.0,8427,11.111111111111107,1.78,-1.111111111111112,4328115,5206378.366666666,48.97246538640137,100,1,false,0,USD,USD
19,NASDAQ,RNXT,"RenovoRx, Inc.",renovorx,stock,['common'],1.17,0.08999999999999986,8.33333333333332,160854,11.1111111111111,1.25,15.740740740740733,1822165,45807354.16666666,43.78896842503833,100,1,false,0,USD,USD
20,NYSE,UP,Wheels Up Experience Inc.,wheels-up,stock,['common'],2.5497,0.12970000000000015,5.359504132231412,179462,10.743801652892571,2.33,-3.7190082644628046,8435192,1628199898.4297519,65.80587652276851,100,1,false,0,USD,USD
21,NASDAQ,MCHB,Mechanics Bancorp,homestreet,stock,['common'],12.53,-0.2599999999999998,-2.0328381548084424,494,10.727130570758419,13.54,5.863956215793589,472559,256187750.56763095,,100,1,false,0,USD,USD
22,NYSE,KRO,Kronos Worldwide Inc,kronos-worldwide,stock,['common'],6.54,0.33999999999999986,5.483870967741932,1049,10.645161290322584,6.03,-2.741935483870966,296171,693770266.9161291,-44.801629598162265,100,1,false,0,USD,USD
23,NASDAQ,RGS,Regis Corporation,regis,stock,['common'],23.87,1.7600000000000016,7.960199004975131,4736,10.492989597467211,24.07,8.864767073722302,77983,58634064.94527364,12.6946734039966,100,1,false,0,USD,USD
24,NASDAQ,RVSN,Rail Vision Ltd.,rail-vision-ltd,stock,['common'],0.372,0.0050000000000000044,1.362397820163489,40820,10.40871934604905,0.356,-2.9972752043596755,1403239,18587005.64,,10000,1,false,0,USD,USD
25,AMEX,AIM,AIM ImmunoTech Inc.,aim-immunotech,stock,['common'],2.45,0.03000000000000025,1.2396694214876136,4567,10.330578512396695,2.46,1.6528925619834725,20981,6663372.520661158,-66.16733345993696,100,1,false,0,USD,USD
26,NASDAQ,ATGL,Alpha Technology Group Limited,alpha-technology-limited,stock,['common'],35.75,3.75,11.71875,300,10.250000000000004,32.395274,1.2352312500000018,10568,494432863.3508861,1348.1133156004705,100,1,false,0,USD,USD
27,NASDAQ,IMTX,Immatics N.V.,immatics,stock,['common'],5.66,0.3200000000000003,5.992509363295886,2089,9.925093632958806,5.45,2.0599250936329647,548951,662448450.1779027,-45.89239836004386,100,1,false,0,USD,USD
28,NASDAQ,RENT,"Rent the Runway, Inc.",rent-the-runway,stock,['common'],5.9,0.20000000000000018,3.5087719298245648,400,9.473684210526317,5.79,1.5789473684210502,37527,23721432.936842106,-55.57600068922974,100,1,false,0,USD,USD
29,NASDAQ,RAIN,"Rain Enhancement Technologies Holdco, Inc.",rain-enhancement-technologies-holdco,stock,['common'],4.78,0.40000000000000036,9.132420091324208,100,9.132420091324208,4.97,13.470319634703193,15530,37704973.08219178,-63.42110037773182,100,1,false,0,USD,USD
30,NASDAQ,UTSI,UTStarcom Holdings Corp,utstarcom-holdings,stock,['common'],2.4,0.19989999999999997,9.085950638607335,100,9.085950638607335,2.49,13.176673787555124,28140,23580933.78937321,-6.058258898456481,100,1,false,0,USD,USD
31,NASDAQ,MSGY,Masonglory Limited,masonglory-limited,stock,['common'],14.5,1.1999999999999993,9.022556390977437,300,9.022556390977437,12.6,-5.2631578947368505,114116,179235000.0,,100,1,false,0,USD,USD
32,NASDAQ,GTBP,"GT Biopharma, Inc.",gt-biopharma,stock,['common'],0.9281,0.028900000000000037,3.213967971530253,200,8.885676156583628,0.9399,4.526245551601419,185316,3343696.340524911,-30.794734590600576,10000,1,false,0,USD,USD
33,NASDAQ,BNAI,Brand Engagement Network Inc.,brand-engagement-network,stock,['common'],0.3021,0.0,0.0,8368,8.805031446540886,0.3029,0.2648129758358235,214003,13021489.520688513,-68.74442859337206,10000,1,false,0,USD,USD
34,AMEX,VNRX,VolitionRX Limited,volitionrx-limited,stock,['common'],0.72,0.05679999999999996,8.564535585042215,500,8.564535585042215,0.665,0.2714113389626091,154764,71550956.76266587,11.95506912687358,10000,1,false,0,USD,USD
35,NASDAQ,AGH,Aureus Greenway Holdings Inc.,aureus-greenway,stock,['common'],4.13,0.21999999999999975,5.62659846547314,480,8.184143222506401,4.36,11.50895140664962,503812,63695187.68000001,,100,1,false,0,USD,USD
36,NASDAQ,MDBH,"MDB Capital Holdings, LLC",mdb-capital-llc,stock,['common'],3.75,0.2799999999999998,8.069164265129677,500,8.069164265129677,3.5,0.8645533141210318,9789,34827210.95100865,-53.98132549264372,100,1,false,0,USD,USD
37,NASDAQ,AKAN,Akanda Corp.,akanda-corp,stock,['common'],3.8,0.2799999999999998,7.954545454545449,200,7.954545454545449,3.63,3.1249999999999964,156761,2642640.0,13.947111379486715,100,1,false,0,USD,USD
38,NASDAQ,BSLK,"Bolt Projects Holdings, Inc.",bolt-projects,stock,['common'],3.62,-0.16999999999999993,-4.4854881266490745,25291,7.651715039577837,2.89,-23.746701846965696,2513505,5958540.997361477,-78.98543816048978,100,1,false,0,USD,USD
39,NASDAQ,RMTI,"Rockwell Medical, Inc.",rockwell-medical,stock,['common'],1.85,0.020000000000000018,1.0928961748633887,281081,7.65027322404371,1.73,-5.464480874316944,4045902,59564508.80874317,-33.65828014630584,100,1,false,0,USD,USD
40,NASDAQ,GCL,GCL Global Holdings Ltd,gcl-global-ltd,stock,['common'],3.3,0.22999999999999998,7.491856677524429,100,7.491856677524429,3.14,2.2801302931596186,72813,396639232.8925082,,100,1,false,0,USD,USD
41,NASDAQ,SHPH,"Shuttle Pharmaceuticals Holdings, Inc.",shuttle-pharmaceuticals,stock,['common'],3.38,0.0,0.0,3150,7.396449704142012,3.6092,6.781065088757399,93500,3864634.1892307694,-12.78991966225123,100,1,false,0,USD,USD
42,NASDAQ,FLUX,"Flux Power Holdings, Inc.",flux-power,stock,['common'],1.61,0.1100000000000001,7.33333333333334,1001,7.33333333333334,1.59,6.000000000000005,816326,26768758.759999998,-53.089861116781066,100,1,false,0,USD,USD
43,NASDAQ,PRTG,Portage Biotech Inc.,portage-biotech,stock,['common'],8.23,1.2700000000000005,18.247126436781617,1620,7.327586206896548,6.81,-2.1551724137931085,388294,15517416.681034481,353.4270529318121,100,1,false,0,USD,USD
44,NASDAQ,VVPR,VivoPower International PLC,vivopower,stock,['common'],5.05,0.2400000000000002,4.989604989604994,18049,7.276507276507288,4.9,1.8711018711018867,400510,49549839.0852391,499.6294017945783,100,1,false,0,USD,USD
45,NASDAQ,STRO,"Sutro Biopharma, Inc.",sutro-biopharma,stock,['common'],0.98,0.029000000000000026,3.049421661409046,30391,7.255520504731868,1.01,6.2039957939011625,741452,85621917.36067297,-80.60197310431478,100,1,false,0,USD,USD
46,NASDAQ,WGRX,"Wellgistics Health, Inc.",wellgistics-health,stock,['common'],1.45,0.050000000000000044,3.5714285714285747,37585,7.1428571428571495,1.47,5.000000000000004,1779550,123574228.05,,100,1,false,0,USD,USD
47,NASDAQ,NEOV,NeoVolta Inc.,neovolta,stock,['common'],3.77,0.25,7.1022727272727275,100,7.1022727272727275,3.56,1.1363636363636374,114978,121484537.80681816,15.187542496041225,100,1,false,0,USD,USD
48,NASDAQ,FBIO,"Fortress Biotech, Inc.",fortress-biotech,stock,['common'],3.072,0.09200000000000008,3.0872483221476537,40496,7.046979865771812,2.95,-1.0067114093959666,1206420,87776522.39932887,65.75989436937144,100,1,false,0,USD,USD
49,NASDAQ,RLMD,"Relmada Therapeutics, Inc.",relmada-therapeutics,stock,['common'],1.47,0.050000000000000044,3.521126760563384,107104,7.042253521126768,1.47,3.521126760563384,2318763,48791679.95070423,-56.000002556583226,100,1,false,0,USD,USD
50,NASDAQ,STTK,"Shattuck Labs, Inc.",shattuck-labs,stock,['common'],1.09,0.08000000000000007,7.920792079207928,207396,6.930693069306937,1.28,26.732673267326735,15839475,61316112.47524752,-72.5789499084483,100,1,false,0,USD,USD
51,NASDAQ,DBGI,"Digital Brands Group, Inc.",digital-brands,stock,['common'],10.4991,0.6691000000000003,6.806714140386575,200,6.806714140386575,9.71,-1.2207527975584864,73313,43610722.53407935,1760.5078454735249,100,1,false,0,USD,USD
52,NASDAQ,GMGI,"Golden Matrix Group, Inc.",golden-matrix,stock,['common'],1.06,0.06690000000000007,6.736481723894881,18441,6.736481723894881,1.01,1.701742019937572,710280,140877891.73295742,-45.56069524930625,100,1,false,0,USD,USD
