,exchange,name,description,logoid,type,typespecs,market_cap_basic,fundamental_currency_code,close,pricescale,minmov,fractional,minmove2,currency,change,volume,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,relative_volume_10d_calc,sector.tr,sector,market,recommendation_mark
0,NASDAQ,SUIG,Sui Group Holdings Limited,mill-city-ventures-iii-ltd,stock,['common'],337474770.8080808,USD,4.11,100,1,false,0,USD,-30.808080808080806,6645711,17.153589315525878,0.2396,478.7439613526571,0.0,11.947257557292613,Finance,Finance,america,
1,NASDAQ,DUO,Fangdd Network Group Ltd.,fangdd-network-ltd,stock,['common'],14144374.649999997,USD,3.53,100,1,false,0,USD,-30.374753451676533,3372061,,-0.9075,-9554.255319148937,0.0,0.3006950754822388,Technology services,Technology Services,america,
2,NASDAQ,HOUR,"Hour Loop, Inc.",hour-loop,stock,['common'],139982832.68,USD,3.98,100,1,false,0,USD,-30.175438596491233,3007573,180.9090909090909,0.022,-40.05449591280655,0.0,0.1053087228415571,Retail trade,Retail Trade,america,
3,NASDAQ,SLXN,Silexion Therapeutics Corp,silexion-therapeutics,stock,['common'],3702108.377464789,USD,5.06,100,1,false,0,USD,-28.732394366197184,193789,,-297.0537,-1475.9903866049117,0.0,10.546110560858576,Health technology,Health Technology,america,1.0
4,NYSE,PACS,"PACS Group, Inc.",pacs,stock,['common'],1252282559.024735,USD,8.07,100,1,false,0,USD,-28.71024734982332,5557089,,,,0.0,14.384432757154181,Health services,Health Services,america,1.0
5,NASDAQ,TGHL,The GrowHub Limited,,stock,['common'],,USD,2.21,100,1,false,0,USD,-27.540983606557372,390486,,,,,,Finance,Finance,america,
6,AMEX,PAPL,Pineapple Financial Inc.,pineapple-financial,stock,['common'],,USD,5.24,100,1,false,0,USD,-26.093088857545833,448865,,-8.126,4.264844486333649,0.0,0.0677709374473636,Finance,Finance,america,
7,NYSE,CNM,"Core & Main, Inc.",core-and-main,stock,['common'],9797221187.682835,USD,49.7,100,1,false,0,USD,-25.36416879411323,21197528,,,,0.0,12.905760281154333,Distribution services,Distribution Services,america,1.533333
8,AMEX,UUU,"Universal Safety Products, Inc.",universal-security-instruments,stock,['common'],11865109.620895522,USD,5.13,100,1,false,0,USD,-23.432835820895527,755288,4.309475806451613,1.1904,,0.0,0.10538607734732625,Electronic technology,Electronic Technology,america,
9,NASDAQ,XAIR,"Beyond Air, Inc.",beyond-air,stock,['common'],13274580.99697885,USD,2.54,100,1,false,0,USD,-23.26283987915408,3267954,,-11.949,63.40723954186318,0.0,0.191928017664063,Health technology,Health Technology,america,1.0
10,NASDAQ,IPDN,"Professional Diversity Network, Inc.",professional-diversity-network,stock,['common'],8323944.981308411,USD,3.33,100,1,false,0,USD,-22.196261682242994,1859316,,-1.4607,48.02889062833558,0.0,0.05396362443597934,Commercial services,Commercial Services,america,
11,NASDAQ,TAIT,Taitron Components Incorporated,taitron-components-incorporated,stock,['common'],16678667.96866097,USD,2.77,100,1,false,0,USD,-21.082621082621078,1312137,,-0.1111,-144.36900958466455,5.27065527065527,0.6013390679447698,Distribution services,Distribution Services,america,
12,NASDAQ,MCRB,"Seres Therapeutics, Inc.",seres-therapeutics,stock,['common'],163228960.50590807,USD,18.645,100,1,false,0,USD,-18.402625820568936,759798,,-7.9184,66.55346613276564,0.0,4.0933554720624254,Health technology,Health Technology,america,1.333333
13,NASDAQ,AIHS,Senmiao Technology Limited,senmiao-technology-limited,stock,['common'],2659948.767123288,USD,2.4,100,1,false,0,USD,-17.808219178082194,683795,,-3.053,28.222128179809097,0.0,0.03818720515658591,Finance,Finance,america,
14,NASDAQ,PESI,"Perma-Fix Environmental Services, Inc.",perma-fix-environmental-services,stock,['common'],185256118.37253287,USD,10.03,100,1,false,0,USD,-17.51644736842106,1509367,,-1.1248,-124.60063897763578,0.0,14.05151154336337,Industrial services,Industrial Services,america,1.25
15,NASDAQ,REVB,"Revelation Biosciences, Inc.",revelation-biosciences,stock,['common'],3960153.929078015,USD,2.33,100,1,false,0,USD,-17.375886524822686,1170763,,-68.4334,94.98698020157009,0.0,16.265883634403476,Health technology,Health Technology,america,1.0
16,NASDAQ,GLTO,"Galecto, Inc.",galecto,stock,['common'],3417364.466019417,USD,2.58,100,1,false,0,USD,-16.50485436893203,359398,,-13.1304,43.998464589597596,0.0,1.6699129633174672,Health technology,Health Technology,america,
17,NASDAQ,BIOX,Bioceres Crop Solutions Corp.,bioceres-crop-solutions,stock,['common'],140472298.5468165,USD,2.24,100,1,false,0,USD,-16.10486891385767,2057558,,-0.1451,-471.0997442455243,0.0,4.090378210657585,Process industries,Process Industries,america,1.333333
18,NASDAQ,SNTG,Sentage Holdings Inc.,sentage,stock,['common'],16158671.788546255,USD,5.76,100,1,false,0,USD,-15.41850220264317,2176312,,-0.787,-5.213903743315513,0.0,0.2461129872337126,Finance,Finance,america,
19,NASDAQ,BTAI,"BioXcel Therapeutics, Inc.",bioxcel-therapeutics,stock,['common'],52113142.572104014,USD,3.58,100,1,false,0,USD,-15.366430260047286,2343533,,-12.6725,77.71938646337347,0.0,0.3206473298868096,Health technology,Health Technology,america,1.5
20,AMEX,NBY,"NovaBay Pharmaceuticals, Inc.",novabay-pharma,stock,['common'],13394044.037037034,USD,2.3,100,1,false,0,USD,-14.814814814814827,2293874,,-1.8638,96.11529475029128,0.0,0.10160961527817702,Health technology,Health Technology,america,
21,NASDAQ,SSM,Sono Group N.V.,sono-nv,stock,['common'],13777989.88496377,USD,9.41,100,1,false,0,USD,-14.764492753623182,74797,0.0323552266928901,290.834,,0.0,,Consumer durables,Consumer Durables,america,
22,NASDAQ,MBOT,Microbot Medical Inc.,microbot-medical,stock,['common'],175351856.1666667,USD,3.85,100,1,false,0,USD,-14.444444444444443,10034558,,-0.5741,29.38499384993849,0.0,1.2701641105328658,Health technology,Health Technology,america,1.0
23,NASDAQ,DLTH,Duluth Holdings Inc.,duluth,stock,['common'],121449787.5012987,USD,3.31,100,1,false,0,USD,-14.025974025974028,527166,,-1.4369,-215.1787672735249,0.0,0.07140325050943112,Retail trade,Retail Trade,america,1.75
24,NYSE,LDI,"loanDepot, Inc.",loandepot,stock,['common'],1088746338.800525,USD,3.29,100,1,false,0,USD,-13.648293963254593,23628442,,-0.3382,44.83770999836894,0.0,2.252663757478493,Finance,Finance,america,2.3
25,NASDAQ,RIGL,"Rigel Pharmaceuticals, Inc.",rigel-pharmaceuticals,stock,['common'],644488601.7602154,USD,35.93,100,1,false,0,USD,-12.087105456324927,976401,6.6372335316067534,5.4134,,0.0,1.3761591246486846,Health technology,Health Technology,america,1.6
26,NYSE,HUM,Humana Inc.,humana,stock,['common'],32836612831.567753,USD,273.02,100,1,false,0,USD,-12.03685804497713,4843978,20.954149845733493,13.0294,-7.135169808631191,1.14053740576068,3.776448807563722,Finance,Finance,america,1.740741
27,NASDAQ,ENTO,Entero Therapeutics Inc.,,stock,['common'],3685497.3079847903,USD,2.32,100,1,false,0,USD,-11.78707224334601,48104,,-11.061,75.99098766664785,0.0,0.42297597326944225,Health technology,Health Technology,america,
28,NASDAQ,ALOT,"AstroNova, Inc.",astronova,stock,['common'],77101783.04347827,USD,10.15,100,1,false,0,USD,-11.739130434782606,91690,,-2.1301,-420.99156118143463,0.0,8.0333987523656,Electronic technology,Electronic Technology,america,
29,NYSE,ALB,Albemarle Corporation,albemarle,stock,['common'],8541427058.514878,USD,72.58,100,1,false,0,USD,-11.487804878048783,13545169,,-9.3269,-97.24442752611766,1.97560975609756,4.14278713820875,Process industries,Process Industries,america,1.807692
30,NASDAQ,CGNT,Cognyte Software Ltd.,cognyte-software,stock,['common'],608029741.0388248,USD,8.45,100,1,false,0,USD,-11.332633788037777,1620282,,-0.1099,91.90005896226417,0.0,7.571793342841601,Technology services,Technology Services,america,2.0
31,NASDAQ,BGLC,BioNexus Gene Lab Corp,bionexus-gene-lab,stock,['common'],7922992.67673716,USD,4.41,100,1,false,0,USD,-11.178247734138967,40465,,-1.6326,-23.038661541939867,0.0,0.9030229454637966,Distribution services,Distribution Services,america,
32,NASDAQ,MGIH,Millennium Group International Holdings Limited,millennium-international-limited,stock,['common'],22612500.0,USD,2.01,100,1,false,0,USD,-11.061946902654867,9623911,,-0.975,-395.4268292682927,0.0,2.31033047273654,Process industries,Process Industries,america,
33,NASDAQ,RAPP,"Rapport Therapeutics, Inc.",rapport-therapeutics,stock,['common'],1023036702.5878615,USD,28.03,100,1,false,0,USD,-10.931045440101677,1708023,,-2.4622,,0.0,1.0222120454576602,Health technology,Health Technology,america,1.0
34,NASDAQ,OCTO,Eightco Holdings Inc.,eightco,stock,['common'],122307372.25421475,USD,40.17,100,1,false,0,USD,-10.891748003549239,19337277,,-3.997,49.65551119116295,0.0,0.9430294364004371,Technology services,Technology Services,america,
35,NASDAQ,RAIN,"Rain Enhancement Technologies Holdco, Inc.",rain-enhancement-technologies-holdco,stock,['common'],41346499.03436988,USD,5.45,100,1,false,0,USD,-10.801963993453356,47364,,,,0.0,1.703943273841859,Finance,Finance,america,
36,NASDAQ,IRDM,Iridium Communications Inc,iridium-communications,stock,['common'],2036326107.036466,USD,19.19,100,1,false,0,USD,-10.285179990649834,9608830,19.168914194386176,1.0011,38.69492934330841,2.61804581580178,4.394276519349473,Communications,Communications,america,1.35
37,NASDAQ,JFB,JFB Construction Holdings,jfb-construction,stock,['common'],48149283.0,USD,5.07,100,1,false,0,USD,-10.265486725663719,33636,,-0.2488,-164.10718886884823,0.0,1.835344959294585,Industrial services,Industrial Services,america,
38,NASDAQ,SEDG,"SolarEdge Technologies, Inc.",solaredge-technologies,stock,['common'],1783618738.6722488,USD,30.04,100,1,false,0,USD,-10.167464114832532,7144201,,-29.9599,-233.13577885759398,0.0,1.8268379233006904,Producer manufacturing,Producer Manufacturing,america,2.316667
39,NYSE,QS,QuantumScape Corporation,quantumscape,stock,['common'],4828168745.7997875,USD,8.53,100,1,false,0,USD,-10.115911485774507,52712889,,-0.866,9.20528412665129,0.0,2.511769396240469,Producer manufacturing,Producer Manufacturing,america,2.25
40,NASDAQ,ONDS,Ondas Holdings Inc.,ondas,stock,['common'],1523699436.2871292,USD,5.45,100,1,false,0,USD,-10.066006600660057,91792578,,-0.5204,28.13147355337661,0.0,2.0418615098533857,Electronic technology,Electronic Technology,america,1.357143
41,NASDAQ,ARTV,"Artiva Biotherapeutics, Inc.",artiva-biotherapeutics,stock,['common'],67903616.93851133,USD,2.78,100,1,false,0,USD,-10.032362459546928,94057,,-3.0882,,0.0,1.3870893053861661,Health technology,Health Technology,america,1.0
42,NASDAQ,KWM,"K Wave Media, Ltd.",k-wave-media-ltd,stock,['common'],137876913.28099176,USD,2.18,100,1,false,0,USD,-9.917355371900817,322314,,-0.3463,-1298.2698961937717,0.0,0.4252503564269122,Finance,Finance,america,
43,NASDAQ,NEGG,"Newegg Commerce, Inc.",newegg-commerce,stock,['common'],684692947.0774739,USD,35.3,100,1,false,0,USD,-9.741754027103049,1674406,,,,0.0,0.7331228983925691,Retail trade,Retail Trade,america,
44,NASDAQ,POLA,"Polar Power, Inc.",polar-power,stock,['common'],5475140.556016598,USD,2.18,100,1,false,0,USD,-9.543568464730289,121913,,-1.8219,44.999245283018865,0.0,0.06878960693668364,Electronic technology,Electronic Technology,america,
45,NASDAQ,ARRY,"Array Technologies, Inc.",array-technologies,stock,['common'],1209580235.8765712,USD,7.92,100,1,false,0,USD,-9.485714285714286,9765957,,-1.7516,-1698.1751824817518,0.0,1.5315310398688329,Electronic technology,Electronic Technology,america,1.541667
46,NASDAQ,ASTS,"AST SpaceMobile, Inc.",ast-spacemobile,stock,['common'],13232902705.249693,USD,36.91,100,1,false,0,USD,-9.467745891586967,22533485,,-1.8995,-50.20559860825558,0.0,2.5099982564169405,Communications,Communications,america,1.5
47,NASDAQ,CIGL,Concorde International Group Ltd,concorde-international-ltd,stock,['common'],123464914.58,USD,5.53,100,1,false,0,USD,-9.344262295081958,892805,,,,0.0,0.05673923080908743,Commercial services,Commercial Services,america,
48,NASDAQ,GLAD,Gladstone Capital Corporation,gladstone-capital-oration,stock,['common'],528100968.83537996,USD,23.65,100,1,false,0,USD,-9.247889485801997,931167,7.022388502880219,3.3678,-5.0789177001127435,7.59785111281658,10.86451313308567,Miscellaneous,Miscellaneous,america,1.875
49,NYSE,VATE,INNOVATE Corp.,innovate,stock,['common'],64146879.68490566,USD,4.81,100,1,false,0,USD,-9.24528301886793,37016,,-6.0364,-77.01014603249077,0.0,1.7492805058433747,Industrial services,Industrial Services,america,
50,NASDAQ,GRAN,Grande Group Limited,grande-limited,stock,['common'],93149375.0,USD,3.74,100,1,false,0,USD,-9.223300970873783,42277,,,,0.0,1.175726259935147,Commercial services,Commercial Services,america,
51,NYSE,SOC,Sable Offshore Corp.,sable-offshore,stock,['common'],1996115386.8487315,USD,20.06,100,1,false,0,USD,-9.14855072463768,12858957,,-6.9933,34.185041926649546,0.0,3.929775931427855,Energy minerals,Energy Minerals,america,1.0
52,NASDAQ,HWH,HWH International Inc.,hwh-international,stock,['common'],28431395.091097306,USD,4.39,100,1,false,0,USD,-9.109730848861291,521492,,-0.2964,70.74326325140657,0.0,0.01349847384017114,Finance,Finance,america,
