,exchange,name,description,logoid,type,typespecs,Volatility.D,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,relative_volume_10d_calc,recommendation_mark,sector.tr,sector,market
0,NASDAQ,SNTG,Sentage Holdings Inc.,sentage,stock,['common'],554.639175257732,6.81,100,1,false,0,USD,237.12871287128706,79964856,5666757.0,USD,,-0.787,-5.213903743315513,0.0,94.42843034785128,,Finance,Finance,america
1,NASDAQ,OCTO,Eightco Holdings Inc.,eightco,stock,['common'],526.2242268041238,45.08,100,1,false,0,USD,3008.965517241379,204837758,4414879.0,USD,,-3.997,49.65551119116295,0.0,8043.704369816537,,Technology services,Technology Services,america
2,NASDAQ,INHD,Inno Holdings Inc.,inno,stock,['common'],218.8,7.76,100,1,false,0,USD,-19.58549222797928,11309171,84960220.88290153,USD,,-1.4727,24.55430327868853,0.0,0.34029401144584426,,Producer manufacturing,Producer Manufacturing,america
3,NASDAQ,MGIH,Millennium Group International Holdings Limited,millennium-international-limited,stock,['common'],212.25806451612902,2.26,100,1,false,0,USD,42.138364779874195,40592915,25424999.999999996,USD,,-0.975,-395.4268292682927,0.0,379.8825059776429,,Process industries,Process Industries,america
4,NASDAQ,TAIT,Taitron Components Incorporated,taitron-components-incorporated,stock,['common'],139.43192488262912,3.51,100,1,false,0,USD,64.40281030444966,21673996,21134341.306791574,USD,,-0.1111,-144.36900958466455,8.66510538641686,1430.2491751352777,,Distribution services,Distribution Services,america
5,NASDAQ,WAFU,Wah Fu Education Group Limited,wah-fu-education-group,stock,['common'],135.41666666666669,1.55,100,1,false,0,USD,4.729729729729734,15786775,6836367.162162163,USD,,-0.1055,-744.0,0.0,460.0854785545877,,Commercial services,Commercial Services,america
6,NASDAQ,SKYQ,Sky Quarry Inc.,sky-quarry,stock,['common'],134.85747082456476,0.72,10000,1,false,0,USD,73.45218019754275,237278800,16183024.235124063,USD,,-0.7137,-400.4908835904628,0.0,1545.1902713995087,,Energy minerals,Energy Minerals,america
7,NASDAQ,XAIR,"Beyond Air, Inc.",beyond-air,stock,['common'],104.0485829959514,3.31,100,1,false,0,USD,49.773755656108605,169337859,17298765.43438914,USD,,-11.949,63.40723954186318,0.0,1647.5423152475003,1.0,Health technology,Health Technology,america
8,NASDAQ,RAPP,"Rapport Therapeutics, Inc.",rapport-therapeutics,stock,['common'],103.16612450096113,31.47,100,1,false,0,USD,119.15041782729804,13876755,524110133.0,USD,,-2.4622,,0.0,46.033065308263104,1.0,Health technology,Health Technology,america
9,NASDAQ,CIGL,Concorde International Group Ltd,concorde-international-ltd,stock,['common'],101.61290322580645,6.1,100,1,false,0,USD,43.86792452830187,4826896,94663876.64,USD,,,,0.0,0.3163453239139522,,Commercial services,Commercial Services,america
10,NASDAQ,ACRV,"Acrivon Therapeutics, Inc.",acrivon-therapeutics,stock,['common'],99.25925925925925,1.79,100,1,false,0,USD,34.58646616541353,51974808,56305606.09774436,USD,,-2.2452,18.86090130461494,0.0,61.07105453973758,1.111111,Health technology,Health Technology,america
11,NASDAQ,GNPX,"Genprex, Inc.",genprex,stock,['common'],98.18226359627634,0.2057,10000,1,false,0,USD,-10.370370370370377,173401095,6884117.533333333,USD,,-2.0866,86.99540669737178,0.0,6.830685261323764,,Health technology,Health Technology,america
12,NASDAQ,ATMV,AlphaVest Acquisition Corp,alphavest-acquisition,stock,['common'],97.11999999999998,18.43,100,1,false,0,USD,51.68724279835391,23943,71044993.95637861,USD,90.47619047619048,0.2037,-32.280585106382986,0.0,0.6677897367386157,,Finance,Finance,america
13,NASDAQ,NFE,New Fortress Energy Inc.,new-fortress-energy-llc,stock,['common'],94.44444444444446,1.4,100,1,false,0,USD,-42.85714285714287,67674075,383877589.1428571,USD,,-3.8364,-427.5894458201691,4.08163265306122,11.123319032721692,1.9,Utilities,Utilities,america
