,ticker,name,description,logoid,update_mode,type,typespecs,Volatility.D,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark,relative_volume_10d_calc
0,NASDAQ:WFF,WFF,WF Holding Limited,wf-limited,streaming,stock,['common'],797.5460122699387,3.99,100,1,false,0,USD,-39.90963855421686,27506125,100508099.99999999,USD,,,,0.0,Process industries,Process Industries,america,,27.537153864975057
1,NASDAQ:RCT,RCT,RedCloud Holdings plc,redcloud-plc,streaming,stock,['common'],224.8496723194379,3.24,100,1,false,0,USD,126.25698324022349,78019436,63332541.32,USD,,,,0.0,Technology services,Technology Services,america,1.0,1923.7316027349634
2,NASDAQ:GVH,GVH,Globavend Holdings Limited - Ord Shares,globavend-limited-ord-shares,streaming,stock,['common'],199.13119026933103,0.133,10000,1,false,0,USD,-25.490196078431364,624865527,1985839.0196078431,USD,2.1911037891268537,0.0607,11.172161172161161,0.0,Transportation,Transportation,america,,83.64729151619743
3,NASDAQ:BGL,BGL,Blue Gold Limited,,streaming,stock,['common'],189.76,62.5,100,1,false,0,USD,210.79065141720537,391443,137523295.0,USD,942.684766214178,0.0663,-62.68992684299381,0.0,Non-energy minerals,Non-Energy Minerals,america,,104.49068389301159
4,NASDAQ:LCFY,LCFY,Locafy Limited,locafy-limited,streaming,stock,['common'],165.65217391304347,8.3,100,1,false,0,USD,225.4901960784314,96027198,3524571.75,USD,,,,0.0,Technology services,Technology Services,america,,5415.688528195902
5,NASDAQ:INMB,INMB,INmune Bio Inc.,inmune-bio,streaming,stock,['common'],132.3353293413174,5.33,100,1,false,0,USD,-15.12738853503185,59889744,123711312.32961781,USD,,-1.9505,-1.7103822287114743,0.0,Health technology,Health Technology,america,1.083333,38.05918549563261
6,NASDAQ:SERA,SERA,"Sera Prognostics, Inc.",sera-prognostics,streaming,stock,['common'],104.96990199492562,4.09,100,1,false,0,USD,106.56565656565655,8671436,74592112.0,USD,,-0.9362,12.765560939247104,0.0,Health services,Health Services,america,1.0,26.896763927704043
7,NASDAQ:OST,OST,"Ostin Technology Group Co., Ltd.",ostin-technology-co-ltd,streaming,stock,['common'],96.35844341306677,0.3497,10000,1,false,0,USD,-36.41818181818182,131148705,37638222.44472727,USD,,-5.6781,27.36308861342442,0.0,Electronic technology,Electronic Technology,america,,8.228226453241954
8,NASDAQ:LIMN,LIMN,"Liminatus Pharma, Inc.",liminatus-pharma,streaming,stock,['common'],95.00000000000001,9.48,100,1,false,0,USD,-42.89156626506024,684271,246618728.37831324,USD,,-0.2868,-46.02851323828921,0.0,Health technology,Health Technology,america,,1.0727724213529484
9,NASDAQ:OTRK,OTRK,"Ontrak, Inc.",ontrak,streaming,stock,['common'],94.52000000000001,0.5534,10000,1,false,0,USD,-43.10096648159573,3324022,2334157.10322846,USD,,-18.5868,47.41291505398248,0.0,Health services,Health Services,america,,67.42643285292655
10,NASDAQ:AMIX,AMIX,"Autonomix Medical, Inc.",autonomix-medical,streaming,stock,['common'],92.18750000000001,2.01,100,1,false,0,USD,60.79999999999999,43504190,5588764.8,USD,,-8.066,50.80987461579743,0.0,Health technology,Health Technology,america,1.0,494.0519601752978
11,NASDAQ:DAIC,DAIC,"CID HoldCo, Inc.",,streaming,stock,['common'],91.71528588098016,8.67,100,1,false,0,USD,-47.23067559342666,405428,94961148.02373706,USD,,-0.4929,-138.69249394673125,0.0,Miscellaneous,Miscellaneous,america,,7.6906792521549106
12,NASDAQ:ASTI,ASTI,"Ascent Solar Technologies, Inc",ascent-solar,streaming,stock,['common'],91.08910891089108,3.24,100,1,false,0,USD,14.084507042253536,16127714,6236934.971830986,USD,,-3.589,98.95021491490424,0.0,Electronic technology,Electronic Technology,america,,1.421285085700613
13,NASDAQ:GNLN,GNLN,"Greenlane Holdings, Inc.",,streaming,stock,['common'],83.57108391608392,3.08,100,1,false,0,USD,-41.334819517905544,1104760,5458611877.0,USD,,-5850.4725,92.53531373643298,0.0,Distribution services,Distribution Services,america,,0.9984552784650297
14,AMEX:PMNT,PMNT,Perfect Moment Ltd.,perfect-moment-ltd,streaming,stock,['common'],83.54978354978353,0.244,10000,1,false,0,USD,-42.45283018867924,6502547,4041994.688,USD,,-0.9086,,0.0,Retail trade,Retail Trade,america,1.0,116.1913976995967
15,NASDAQ:CTOR,CTOR,"Citius Oncology, Inc.",citius-pharmaceuticals,streaming,stock,['common'],76.42045454545456,4.5,100,1,false,0,USD,28.57142857142857,11576996,321985793.57142854,USD,,,,0.0,Health technology,Health Technology,america,2.0,3.153584150277258
16,NASDAQ:ACHV,ACHV,"Achieve Life Sciences, Inc.",achieve-life-science,streaming,stock,['common'],75.49999999999999,2.23,100,1,false,0,USD,-36.46723646723646,13058365,77347706.29059829,USD,,-1.3387,-4.025176781412703,0.0,Health technology,Health Technology,america,1.0,38.77230503194513
17,NASDAQ:CYN,CYN,Cyngn Inc.,cyngn,streaming,stock,['common'],73.37748344370861,16.33,100,1,false,0,USD,20.073529411764696,65972313,28608626.661029406,USD,,-1309.1284,82.42190896693337,0.0,Technology services,Technology Services,america,,4.673759801950049
18,NASDAQ:UGRO,UGRO,"urban-gro, Inc.",urban-gro,streaming,stock,['common'],67.93893129770993,0.2999,10000,1,false,0,USD,-0.0666444518493762,6824223,3807697.6884371876,USD,,-1.5965,3.4939249229281306,0.0,Distribution services,Distribution Services,america,1.0,68.93711613059641
19,AMEX:CHRO,CHRO,Channel Therapeutics Corporation,chromocell-therapeutics,streaming,stock,['common'],67.76726753524896,1.35,100,1,false,0,USD,15.3846153846154,1759903,8904397.5,USD,,-1.7309,-144.61560203504806,0.0,Health technology,Health Technology,america,,67.04545627709585
20,NASDAQ:HSDT,HSDT,"Helius Medical Technologies, Inc.",helius-medical-technologies,streaming,stock,['common'],67.10914454277285,0.211,10000,1,false,0,USD,-37.92291850544277,14163129,111420.91203295086,USD,,-47.8064,59.34173038160928,0.0,Health technology,Health Technology,america,2.0,0.8426535452134039
21,NASDAQ:KLTO,KLTO,"Klotho Neurosciences, Inc.",klotho-neurosciences,streaming,stock,['common'],65.98119858989423,0.7201,10000,1,false,0,USD,-36.27433628318584,8343068,23399209.15566372,USD,,-0.3637,-4186.516853932585,0.0,Commercial services,Commercial Services,america,,0.41124330120165714
22,NASDAQ:AEMD,AEMD,"Aethlon Medical, Inc.",,streaming,stock,['common'],61.66666666666667,1.25,100,1,false,0,USD,-35.567010309278345,1025121,3231644.9742268045,USD,,-7.7944,79.9994354762143,0.0,Health technology,Health Technology,america,2.0,2.828657401722656
23,NASDAQ:SOND,SOND,Sonder Holdings Inc.,sonder,streaming,stock,['common'],59.3939393939394,2.27,100,1,false,0,USD,41.87499999999999,4618717,29250043.85625,USD,,-29.055,-17.51454017456299,0.0,Consumer services,Consumer Services,america,,113.16335330984501
24,NASDAQ:AUUD,AUUD,Auddia Inc.,auddia,streaming,stock,['common'],58.15899581589958,6.0,100,1,false,0,USD,33.03769401330378,735441,3722615.521064302,USD,,-32.6192,82.6649816601424,0.0,Technology services,Technology Services,america,2.0,39.76495969115485
25,NASDAQ:EYEN,EYEN,"Eyenovia, Inc.",eyenovia,streaming,stock,['common'],55.72139303482587,10.88,100,1,false,0,USD,37.8960709759189,6057616,31364952.253485426,USD,,-44.8138,25.886442718600744,0.0,Health technology,Health Technology,america,,0.5534864791119117
26,NASDAQ:HCWB,HCWB,HCW Biologics Inc.,hcw-biologics,streaming,stock,['common'],54.08450704225353,4.5,100,1,false,0,USD,6.6350710900474,3563948,10860745.734597158,USD,,-25.4428,15.714361434288291,0.0,Health technology,Health Technology,america,1.0,48.61276990438258
27,AMEX:BURU,BURU,"Nuburu, Inc.",nuburu-inc,streaming,stock,['common'],54.07246825642613,0.3327,10000,1,false,0,USD,-2.14705882352942,121472687,20680142.735294115,USD,,-9.7161,59.66615744815103,0.0,Electronic technology,Electronic Technology,america,,16.19420594873471
28,NASDAQ:PHOE,PHOE,Phoenix Asia Holdings Limited,phoenix-asia-limited,streaming,stock,['common'],53.84615384615386,7.13,100,1,false,0,USD,-3.908355795148249,76866,,USD,,,,,Industrial services,Industrial Services,america,,0.5975902340573411
29,NASDAQ:LYRA,LYRA,"Lyra Therapeutics, Inc.",,streaming,stock,['common'],52.39179954441915,9.11,100,1,false,0,USD,-31.913303437967123,747493,12073888.11584454,USD,,-60.7115,2.7082682307316293,0.0,Health technology,Health Technology,america,2.0,4.656287978691126
30,NASDAQ:ADIL,ADIL,"Adial Pharmaceuticals, Inc",adial-pharmaceuticals,streaming,stock,['common'],51.061093247588424,0.3351,10000,1,false,0,USD,-28.671775223499356,15282350,5286502.078544062,USD,,-1.624,72.39034342060523,0.0,Health technology,Health Technology,america,1.0,0.37004148621645194
31,NASDAQ:NAMM,NAMM,Namib Minerals,,streaming,stock,['common'],50.325490196078434,9.03,100,1,false,0,USD,-13.588516746411482,402382,484707176.91387564,USD,,-1.2433,-1339.0046296296296,0.0,Non-energy minerals,Non-Energy Minerals,america,,7.368095306108248
32,NASDAQ:GIBO,GIBO,GIBO Holdings Limited,gibo-limited,streaming,stock,['common'],50.25906735751294,0.2137,10000,1,false,0,USD,-26.310344827586203,9585256,42719586.9486,USD,,,,0.0,Technology services,Technology Services,america,,1.7373991580917236
33,NASDAQ:MASK,MASK,3 E Network Technology Group Ltd,3-e-network-technology-ltd,streaming,stock,['common'],48.3568075117371,2.22,100,1,false,0,USD,-14.942528735632171,117520,24864000.000000007,USD,12.922002328288709,0.1718,12.140992167101832,0.0,Technology services,Technology Services,america,,1.2934810842699844
34,NASDAQ:FTRK,FTRK,FAST TRACK GROUP,,streaming,stock,['common'],47.91666666666667,0.99,10000,1,false,0,USD,-30.28169014084507,2485012,21594375.0,USD,,,,0.0,Consumer services,Consumer Services,america,,0.7815188325316068
35,NASDAQ:RMSG,RMSG,Real Messenger Corporation,real-messenger,streaming,stock,['common'],47.12643678160919,1.93,100,1,false,0,USD,-24.609375000000004,1631992,9305104.476562502,USD,,-0.0068,-111.16584564860426,0.0,Technology services,Technology Services,america,,82.4175946266697
36,NASDAQ:EPSM,EPSM,Epsium Enterprise Limited,epsium-enterprise-limited,streaming,stock,['common'],46.77642445647065,15.34,100,1,false,0,USD,-29.826166514181153,75579,206139441.56000003,USD,,,,0.0,Distribution services,Distribution Services,america,,0.8081465846319666
37,NASDAQ:ODYS,ODYS,Odysight.ai Inc.,scoutcam,streaming,stock,['common'],46.44132946165576,7.01,100,1,false,0,USD,41.04627766599598,38260,114378350.46680082,USD,,-1.0173,-7.061671227110086,0.0,Consumer durables,Consumer Durables,america,1.0,9.966915882981217
38,NASDAQ:BBLG,BBLG,Bone Biologics Corp,,streaming,stock,['common'],45.01108647450112,4.58,100,1,false,0,USD,10.096153846153843,26623315,2497291.240384616,USD,,-23.2454,82.87959580485506,0.0,Health technology,Health Technology,america,,330.3169506434919
39,NASDAQ:LIVE,LIVE,Live Ventures Incorporated,live-ventures,streaming,stock,['common'],42.47089748404055,18.27,100,1,false,0,USD,16.369426751592357,293884,56213172.074522294,USD,,-2.0413,13.69805098718978,0.0,Consumer durables,Consumer Durables,america,,0.832503569988921
40,NASDAQ:NAOV,NAOV,"NanoVibronix, Inc.",nanovibronix,streaming,stock,['common'],42.14018691588786,1.17,100,1,false,0,USD,34.622022782188466,37122826,3024256.817397307,USD,,-15.1283,-23.60227133461334,0.0,Health technology,Health Technology,america,,19.083653396295
41,AMEX:MLSS,MLSS,"Milestone Scientific, Inc.",milestone-scientific,streaming,stock,['common'],42.10526315789476,0.727,10000,1,false,0,USD,-4.342105263157898,364213,57053009.53552631,USD,,-0.0659,30.04246284501062,0.0,Health technology,Health Technology,america,1.0,5.740392829335796
42,NASDAQ:VBIX,VBIX,Viewbix Inc.,viewbix,streaming,stock,['common'],41.66333333333334,3.8,100,1,false,0,USD,19.122257053291534,92439,35007397.55485893,USD,,-3.3207,-55.95266049875545,0.0,Electronic technology,Electronic Technology,america,,0.5473484635411886
43,NASDAQ:SKYE,SKYE,"Skye Bioscience, Inc.",skye-bioscience,streaming,stock,['common'],40.2439024390244,4.11,100,1,false,0,USD,-3.2941176470588163,7490584,127345710.8964706,USD,,-0.8287,81.59548715215315,0.0,Health technology,Health Technology,america,1.0,2.8667061825400664
44,NASDAQ:ATLN,ATLN,Atlantic International Corp.,atlantic-international,streaming,stock,['common'],39.880952380952394,1.78,100,1,false,0,USD,-14.832535885167458,845589,109737969.20574164,USD,,-3.6044,73.2845135563824,0.0,Health technology,Health Technology,america,,33.14410583047528
45,NASDAQ:WXM,WXM,WF International Limited,wf-international-limited,streaming,stock,['common'],39.34426229508197,2.74,100,1,false,0,USD,8.300395256917014,776149,18906000.000000004,USD,,,,0.0,Producer manufacturing,Producer Manufacturing,america,,4.938311587088794
46,AMEX:IBO,IBO,"Impact BioMedical, Inc.",impact-biomedical,streaming,stock,['common'],38.43131350487722,0.752,10000,1,false,0,USD,-18.260869565217394,2290543,9088229.824,USD,,-2.1812,-462.4548736462095,0.0,Electronic technology,Electronic Technology,america,,0.049178433070261464
47,NASDAQ:NDLS,NDLS,Noodles & Company,noodles-and-company,streaming,stock,['common'],38.163454545454535,0.6075,10000,1,false,0,USD,-15.118066228866839,2047670,27910761.17437474,USD,,-0.8577,-200.31512605042016,0.0,Consumer services,Consumer Services,america,1.0,22.962969608411544
48,NASDAQ:LINK,LINK,"Interlink Electronics, Inc.",interlink-electronics,streaming,stock,['common'],38.14262023217246,7.08,100,1,false,0,USD,18.99159663865546,78333,69838632.38319327,USD,,-0.2482,-112.68209083119109,0.0,Electronic technology,Electronic Technology,america,,2.0981959901964724
49,NASDAQ:VOR,VOR,Vor Biopharma Inc.,vor-biopharma,streaming,stock,['common'],37.569060773480665,1.06,100,1,false,0,USD,19.101123595505623,48949457,132457095.01123595,USD,,-1.5093,15.10293621329733,0.0,Health technology,Health Technology,america,2.0,0.8105792197413995
50,NASDAQ:BIAF,BIAF,"bioAffinity Technologies, Inc.",bioaffinity-technologies,streaming,stock,['common'],37.03703703703703,0.296,10000,1,false,0,USD,-17.754931925534876,8176406,8424024.295637676,USD,,-0.7155,22.413793103448274,0.0,Health technology,Health Technology,america,2.0,0.39463057816662706
51,NASDAQ:SNPX,SNPX,"Synaptogenix, Inc.",synaptogenix,streaming,stock,['common'],36.64459161147903,6.045,100,1,false,0,USD,23.367346938775498,741778,8401431.058163265,USD,,-9.8938,73.40862422997947,0.0,Health technology,Health Technology,america,,2.374089206695271
52,NASDAQ:IROH,IROH,Iron Horse Acquisitions Corp.,iron-horse-acquisitions,streaming,stock,['common'],35.64668769716089,11.0,100,1,false,0,USD,11.33603238866396,98409,97537000.0,USD,98.92086330935253,0.1112,,0.0,Finance,Finance,america,,2.0756312801086656
