,ticker,name,description,logoid,update_mode,type,typespecs,Volatility.D,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark,relative_volume_10d_calc
0,NASDAQ:DAIC,DAIC,"CID HoldCo, Inc.",,streaming,stock,['common'],213.21216357916813,36.5,100,1,false,0,USD,160.71428571428572,134079,153339798.0,USD,,-0.4929,-138.69249394673125,0.0,Finance,Finance,america,,218.72593800978794
1,NASDAQ:SANW,SANW,S&W Seed Company,sandw-seed-company,streaming,stock,['common'],170.02518891687657,2.27,100,1,false,0,USD,-57.649253731343286,947514,11506880.0,USD,,-12.1194,-7.265566225605167,0.0,Process industries,Process Industries,america,1.0,221.889841225235
2,AMEX:IBO,IBO,"Impact BioMedical, Inc.",impact-biomedical,streaming,stock,['common'],165.40625,1.61,100,1,false,0,USD,344.62855564761117,427591455,4376127.6852,USD,,-2.1812,-462.4548736462095,0.0,Electronic technology,Electronic Technology,america,,2309.6971135771423
3,NASDAQ:ECDA,ECDA,"ECD Automotive Design, Inc.",ecd-automotive-design,streaming,stock,['common'],143.33333333333334,0.3463,10000,1,false,0,USD,11.817888278979666,225111009,13605664.073942527,USD,,-0.2752,-162.59541984732823,0.0,Producer manufacturing,Producer Manufacturing,america,1.0,142.5646957792211
4,NASDAQ:CURR,CURR,Currenc Group Inc.,infint-acquisition,streaming,stock,['common'],120.9767441860465,0.503,10000,1,false,0,USD,18.35294117647059,119243241,23403585.183529414,USD,,-0.8403,-520.7811717576365,0.0,Finance,Finance,america,1.0,90.98424437441334
5,NASDAQ:WFF,WFF,WF Holding Limited,wf-limited,streaming,stock,['common'],105.95744680851064,6.51,100,1,false,0,USD,-7.5284090909090935,650016,163986900.0,USD,,,,0.0,Process industries,Process Industries,america,,19.383905194162306
6,NASDAQ:LIVE,LIVE,Live Ventures Incorporated,live-ventures,streaming,stock,['common'],104.70756062767475,10.96,100,1,false,0,USD,9.600000000000009,382121,33721749.92,USD,,-2.0413,13.69805098718978,0.0,Consumer durables,Consumer Durables,america,,75.80712996210843
7,NASDAQ:PULM,PULM,"Pulmatrix, Inc.",pulmatrix,streaming,stock,['common'],96.56283566058002,6.91,100,1,false,0,USD,-6.998654104979806,483499,25237287.90847914,USD,,-3.3382,-37.79410550648063,0.0,Health technology,Health Technology,america,,14.39619237044889
8,NASDAQ:INDP,INDP,"Indaptus Therapeutics, Inc.",indaptus-therapeutics,streaming,stock,['common'],93.33474396953027,0.5,10000,1,false,0,USD,85.11662347278785,365359865,8017223.250647909,USD,,-1.4867,16.500982869980348,0.0,Health technology,Health Technology,america,1.0,644.3571813419234
9,NASDAQ:RGC,RGC,Regencell Bioscience Holdings Limited,regencell-bioscience,streaming,stock,['common'],91.96969696969695,23.7,100,1,false,0,USD,-37.64798737174427,1857873,11719386213.575375,USD,,,,0.0,Health technology,Health Technology,america,,0.975319765468074
10,NASDAQ:CGBS,CGBS,Crown LNG Holdings Limited,crown-lng-limited,streaming,stock,['common'],87.02127659574468,0.111,10000,1,false,0,USD,20.129870129870138,394984164,54325397.75974026,USD,,,,0.0,Miscellaneous,Miscellaneous,america,,3.44487688065429
11,NASDAQ:NXTT,NXTT,Next Technology Holding Inc.,wetrade,streaming,stock,['common'],72.0,2.14,100,1,false,0,USD,-37.7906976744186,2719735,933607407.9360466,USD,0.9435210087738637,2.2681,-74.73797935021106,0.0,Technology services,Technology Services,america,,1.1372799734251988
12,AMEX:INDO,INDO,Indonesia Energy Corporation Limited,indonesia-energy-limited,streaming,stock,['common'],69.14893617021276,4.87,100,1,false,0,USD,-3.754940711462441,53502882,70669240.82806323,USD,,-0.5517,-111.70376055257098,0.0,Energy minerals,Energy Minerals,america,,5.3830728361554945
13,NASDAQ:OP,OP,OceanPal Inc.,oceanpal,streaming,stock,['common'],68.6358231542536,2.2,100,1,false,0,USD,52.7777777777778,40047820,16510961.805555558,USD,,-2.64,-63.731084098238654,0.0,Transportation,Transportation,america,,2.6931843763265957
14,NASDAQ:GIBO,GIBO,GIBO Holdings Limited,gibo-limited,streaming,stock,['common'],68.171180739954,0.566,10000,1,false,0,USD,-39.787234042553195,3710836,187910209.32,USD,,,,0.0,Technology services,Technology Services,america,,6.110768041065649
15,NASDAQ:HHS,HHS,"Harte Hanks, Inc.",harte-hanks,streaming,stock,['common'],66.358024691358,3.51,100,1,false,0,USD,-8.355091383812017,307660,25849148.47519582,USD,,-4.2004,-2997.6401179941004,0.0,Commercial services,Commercial Services,america,,18.273285580224037
16,NYSE:SST,SST,"System1, Inc.",,streaming,stock,['common'],65.47159404302262,10.76,100,1,false,0,USD,12.670157068062817,1239746,105989958.10261779,USD,,-11.2284,49.401336571868896,0.0,Technology services,Technology Services,america,1.0,3.769709318669402
17,NASDAQ:VOR,VOR,Vor Biopharma Inc.,vor-biopharma,streaming,stock,['common'],65.21739130434783,0.29,10000,1,false,0,USD,20.682480233042018,36998424,36238262.421972536,USD,,-1.5093,15.10293621329733,0.0,Health technology,Health Technology,america,2.0,21.061164739990836
18,NASDAQ:CDTX,CDTX,"Cidara Therapeutics, Inc.",cidara-therapeutics,streaming,stock,['common'],64.53919491525424,44.95,100,1,false,0,USD,113.84395813510943,6741136,272625683.0,USD,,-29.0723,-260.33192037877103,0.0,Health technology,Health Technology,america,1.0,29.912836967455956
19,NASDAQ:LIMN,LIMN,"Liminatus Pharma, Inc.",liminatus-pharma,streaming,stock,['common'],63.924711668802445,20.0,100,1,false,0,USD,38.6001386001386,627371,520292674.982675,USD,,-0.2868,-46.02851323828921,0.0,Health technology,Health Technology,america,,1.1456575308094588
20,NYSE:WOLF,WOLF,"Wolfspeed, Inc.",wolfspeed,streaming,stock,['common'],63.65454545454545,0.6134,10000,1,false,0,USD,-31.852016442617494,59830669,95461431.63448505,USD,,-8.3521,-30.356947761077556,0.0,Electronic technology,Electronic Technology,america,2.35,2.6721717672635785
