,ticker,name,description,logoid,update_mode,type,typespecs,market_cap_basic,fundamental_currency_code,close,pricescale,minmov,fractional,minmove2,currency,change,volume,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark,relative_volume_10d_calc
0,NYSE:CURV,CURV,Torrid Holdings Inc.,torrid,streaming,stock,['common'],330814953.617647,USD,3.15,100,1,false,0,USD,-38.23529411764706,9227611,33.36864406779661,0.0944,-17.047451669595784,0.0,Retail trade,Retail Trade,america,2.0,50.14420054178452
1,NYSE:SRFM,SRFM,Surf Air Mobility Inc.,surf-air-mobility,streaming,stock,['common'],48980851.29444444,USD,2.54,100,1,false,0,USD,-29.444444444444446,93823962,,-4.2666,83.01269290184898,0.0,Transportation,Transportation,america,1.5,10.63861756696541
2,NASDAQ:FBRX,FBRX,"Forte Biosciences, Inc.",forte-biosciences,streaming,stock,['common'],69718012.43542697,USD,10.59,100,1,false,0,USD,-25.264643613267467,1579481,,-13.8148,45.19132728967884,0.0,Health technology,Health Technology,america,1.0,17.514895325202126
3,NYSE:ANVS,ANVS,"Annovis Bio, Inc.",annovis-bio,streaming,stock,['common'],44623467.59803922,USD,2.29,100,1,false,0,USD,-25.163398692810457,1615956,,-2.2135,56.85857955874328,0.0,Health technology,Health Technology,america,1.2,4.149160208675576
4,NASDAQ:BBLG,BBLG,Bone Biologics Corp,,streaming,stock,['common'],2284639.4482857967,USD,4.19,100,1,false,0,USD,-24.553442811869775,78482,,-23.2454,82.87959580485506,0.0,Health technology,Health Technology,america,,1.1191681176408514
5,NASDAQ:RYET,RYET,Ruanyun Edai Technology Inc.,ruanyun-edai-technology,streaming,stock,['common'],195750023.20000005,USD,5.8,100,1,false,0,USD,-23.784494086727996,529310,,,,0.0,Technology services,Technology Services,america,,1.200260319821495
6,NASDAQ:DAIC,DAIC,"CID HoldCo, Inc.",,streaming,stock,['common'],339264307.9358533,USD,30.975,100,1,false,0,USD,-23.72568332922925,57022,,-0.4929,-138.69249394673125,0.0,Miscellaneous,Miscellaneous,america,,2.035954655003124
7,NASDAQ:RBNE,RBNE,Robin Energy Ltd.,robin-energy-ltd,streaming,stock,['common'],8830908.400000002,USD,3.7,100,1,false,0,USD,-23.711340206185557,5234168,,,,0.0,Transportation,Transportation,america,,0.2778241274941028
8,NASDAQ:NA,NA,Nano Labs Ltd,nano-labs-ltd,streaming,stock,['common'],194590286.7138047,USD,11.35,100,1,false,0,USD,-23.56902356902357,770974,,-2.0089,,0.0,Electronic technology,Electronic Technology,america,,0.3973341535219011
9,NASDAQ:CPIX,CPIX,Cumberland Pharmaceuticals Inc.,cumberland-pharmaceuticals,streaming,stock,['common'],38150898.5,USD,2.55,100,1,false,0,USD,-22.72727272727273,192630,,-0.2407,59.60053709298422,0.0,Health technology,Health Technology,america,,2.1929969364300703
10,AMEX:KULR,KULR,"KULR Technology Group, Inc.",kulr-technology,streaming,stock,['common'],201099492.27981654,USD,5.21,100,1,false,0,USD,-20.33639143730887,8118317,,-1.0365,27.21718980408679,0.0,Producer manufacturing,Producer Manufacturing,america,1.0,2.2080943338963714
11,AMEX:KNW,KNW,"Know Labs, Inc.",know-labs,streaming,stock,['common'],15295813.6,USD,2.04,100,1,false,0,USD,-19.999999999999993,1233984,,-6.448,52.8047780770582,0.0,Electronic technology,Electronic Technology,america,,0.20418486104502273
12,NASDAQ:MFI,MFI,mF International Limited,mf-international-limited,streaming,stock,['common'],63608001.60000001,USD,4.8,100,1,false,0,USD,-18.367346938775512,885901,,-0.2003,,0.0,Technology services,Technology Services,america,,0.6853224655552165
13,NASDAQ:CLRB,CLRB,"Cellectar Biosciences, Inc.",cellectar-biosciences,streaming,stock,['common'],14387598.418556705,USD,7.94,100,1,false,0,USD,-18.14432989690721,276307,,-22.4451,77.03591160220995,0.0,Health technology,Health Technology,america,1.333333,1.8766519620330484
14,NASDAQ:VS,VS,Versus Systems Inc.,versus-systems,streaming,stock,['common'],10342537.546875,USD,2.11,100,1,false,0,USD,-17.578125000000007,500161,,-1.2042,80.09356454465805,0.0,Technology services,Technology Services,america,,15.067586497763184
15,NASDAQ:ALLT,ALLT,Allot Ltd.,allot-ltd,streaming,stock,['common'],317939428.0208117,USD,8.01,100,1,false,0,USD,-16.649323621227886,4775897,,-0.0955,93.26326185101581,0.0,Electronic technology,Electronic Technology,america,1.0,10.353709508881924
16,NASDAQ:UPXI,UPXI,"Upexi, Inc.",grove-inc,streaming,stock,['common'],126258058.88161209,USD,3.33,100,1,false,0,USD,-16.12090680100756,3230511,,,,0.0,Health technology,Health Technology,america,1.0,2.4908208878811355
17,NASDAQ:SITM,SITM,SiTime Corporation,sitime,streaming,stock,['common'],4833275647.485514,USD,203.75,100,1,false,0,USD,-15.66639072847682,1087804,,-3.8064,7.9178459975324795,0.0,Electronic technology,Electronic Technology,america,1.428571,4.185859481390925
18,NASDAQ:OMSE,OMSE,OMS Energy Technologies Inc.,oms-energy-technologies,streaming,stock,['common'],275067601.92,USD,6.48,100,1,false,0,USD,-15.40469973890339,106742,,,,0.0,Industrial services,Industrial Services,america,,1.4842160735614538
19,NASDAQ:CIGL,CIGL,Concorde International Group Ltd,concorde-international-ltd,streaming,stock,['common'],,USD,7.5,100,1,false,0,USD,-14.578587699316623,224575,,,,,Commercial services,Commercial Services,america,,4.638733398054241
20,AMEX:LUD,LUD,Luda Technology Group Limited,luda-technology-limited,streaming,stock,['common'],,USD,5.2101,100,1,false,0,USD,-14.448275862068968,62009,,,,,Non-energy minerals,Non-Energy Minerals,america,,1.7074325868530251
21,NASDAQ:YAAS,YAAS,Youxin Technology Ltd,youxin-technology-ltd,streaming,stock,['common'],161375494.82795694,USD,4.81,100,1,false,0,USD,-13.799283154121872,808248,,-0.041,48.49246231155779,0.0,Technology services,Technology Services,america,,0.34288828423877915
22,NASDAQ:WBUY,WBUY,WEBUY GLOBAL LTD.,webuy-global-ltd,streaming,stock,['common'],6925757.465648855,USD,5.66,100,1,false,0,USD,-13.587786259541982,79943,,-10.7004,9.232491856677525,0.0,Retail trade,Retail Trade,america,,0.46305327982799205
23,NASDAQ:AIRT,AIRT,"Air T, Inc.",air-t,streaming,stock,['common'],52187955.10981098,USD,19.31,100,1,false,0,USD,-13.096309630963098,421,,-0.2852,94.32121381068058,0.0,Transportation,Transportation,america,,0.1932078935291418
24,NYSE:STEM,STEM,"Stem, Inc.",stem,streaming,stock,['common'],51519503.49080622,USD,6.17,100,1,false,0,USD,-12.729844413012733,736341,,-99.385,-574.8397522950731,0.0,Producer manufacturing,Producer Manufacturing,america,2.0,2.700743260891998
25,NASDAQ:JVSA,JVSA,JVSPAC Acquisition Corp.,jvspac-acquisition,streaming,stock,['common'],83703262.5,USD,10.89,100,1,false,0,USD,-12.670408981555733,266985,40.06622516556292,0.2718,,0.0,Finance,Finance,america,,11.212109758863104
26,NASDAQ:ATLN,ATLN,Atlantic International Corp.,atlantic-international,streaming,stock,['common'],136864212.25984254,USD,2.22,100,1,false,0,USD,-12.598425196850387,34333,,-3.6044,73.2845135563824,0.0,Health technology,Health Technology,america,,1.3431527883731404
27,NASDAQ:ATGL,ATGL,Alpha Technology Group Limited,alpha-technology-limited,streaming,stock,['common'],320512492.9970821,USD,21.0,100,1,false,0,USD,-12.463526469362227,4522,,-0.046,99.84849283305228,0.0,Technology services,Technology Services,america,,1.6478390787843453
28,AMEX:VENU,VENU,Venu Holding Corporation,venu,streaming,stock,['common'],443437287.027027,USD,11.7,100,1,false,0,USD,-12.16216216216217,60967,,-0.8738,,0.0,Consumer services,Consumer Services,america,1.0,0.2976317171807905
29,NYSE:NGVC,NGVC,"Natural Grocers by Vitamin Cottage, Inc.",natural-grocers-by-vitamin-cottage,streaming,stock,['common'],856967201.5002353,USD,37.34,100,1,false,0,USD,-12.141176470588228,398029,20.98931984260821,1.779,42.55949995993268,1.08235294117647,Retail trade,Retail Trade,america,1.0,1.4566333653793722
30,NASDAQ:BNTC,BNTC,Benitec Biopharma Inc.,benitec-biopharma,streaming,stock,['common'],345456180.8924516,USD,13.16,100,1,false,0,USD,-12.090848363393457,161750,,-1.5802,83.98370193184813,0.0,Health technology,Health Technology,america,1.071429,1.1487036870015008
31,NASDAQ:XAGE,XAGE,"Longevity Health Holdings, Inc.",,streaming,stock,['common'],2580266.797945206,USD,2.57,100,1,false,0,USD,-11.986301369863018,52438,,-11.5995,-684.1516845444932,0.0,Finance,Finance,america,,0.5969996322688104
32,NASDAQ:MBAV,MBAV,M3-Brigade Acquisition V Corp.,,streaming,stock,['common'],397109375.0,USD,11.05,100,1,false,0,USD,-11.741214057507978,1582502,48.69986778316439,0.2269,,0.0,Finance,Finance,america,,4.1920671619966345
33,NASDAQ:MARPS,MARPS,Marine Petroleum Trust,marine-petroleum-trust,streaming,stock,['common'],8760000.0,USD,4.38,100,1,false,0,USD,-11.693548387096776,113757,12.042892493813582,0.3637,-9.188514357053682,7.77911290322581,Miscellaneous,Miscellaneous,america,,0.24250332448934608
34,NYSE:SST,SST,"System1, Inc.",,streaming,stock,['common'],81758048.65384616,USD,8.3,100,1,false,0,USD,-11.324786324786313,236858,,-11.2284,49.401336571868896,0.0,Technology services,Technology Services,america,1.0,0.4830807916718012
35,NYSE:LZM,LZM,Lifezone Metals Limited,lifezone-metals-limited,streaming,stock,['common'],335466982.4769874,USD,4.24,100,1,false,0,USD,-11.297071129707113,237118,,,,0.0,Non-energy minerals,Non-Energy Minerals,america,1.0,2.5710732304476105
36,NASDAQ:CRWS,CRWS,"Crown Crafts, Inc.",crown-crafts,streaming,stock,['common'],29518226.924999997,USD,2.84,100,1,false,0,USD,-11.25000000000001,108435,12.054329371816637,0.2356,-49.05945945945946,10.0,Consumer durables,Consumer Durables,america,,1.6021151732208079
37,NASDAQ:ASPS,ASPS,Altisource Portfolio Solutions S.A.,altisource,streaming,stock,['common'],105630409.35453697,USD,9.5,100,1,false,0,USD,-11.13189897100093,43675,,-8.1171,54.09191683822365,0.0,Finance,Finance,america,,0.40954744889682404
38,NASDAQ:ASPI,ASPI,ASP Isotopes Inc.,asp-isotopes,streaming,stock,['common'],575385330.5305592,USD,6.86,100,1,false,0,USD,-10.793237971391417,5732312,,-0.608,-16.230166316191927,0.0,Health technology,Health Technology,america,1.0,1.6615723154915243
39,NYSE:CRCL,CRCL,"Circle Internet Group, Inc.",,streaming,stock,['common'],44701011419.340004,USD,198.62,100,1,false,0,USD,-10.792724006287896,49282035,,,,0.0,Technology services,Technology Services,america,1.666667,0.9900362988007222
40,NASDAQ:ICCC,ICCC,ImmuCell Corporation,immucell-corporation,streaming,stock,['common'],55489620.119151406,USD,6.14,100,1,false,0,USD,-10.781749491426911,399980,,-0.0633,87.41550695825049,0.0,Health technology,Health Technology,america,,11.97032408280287
41,NYSE:SMR,SMR,NuScale Power Corporation,nuscale-power,streaming,stock,['common'],10994629607.878351,USD,38.66,100,1,false,0,USD,-10.592044403330261,15243011,,-1.3671,-62.80814576634513,0.0,Producer manufacturing,Producer Manufacturing,america,1.590909,0.9058469600863485
42,NASDAQ:UNCY,UNCY,"Unicycive Therapeutics, Inc.",,streaming,stock,['common'],79290765.389049,USD,6.21,100,1,false,0,USD,-10.518731988472627,1035631,,-2.0505,83.69072427341997,0.0,Health technology,Health Technology,america,1.0,0.7026279275439964
43,NASDAQ:IROH,IROH,Iron Horse Acquisitions Corp.,iron-horse-acquisitions,streaming,stock,['common'],83349800.0,USD,9.4,100,1,false,0,USD,-10.476190476190473,22070,84.53237410071944,0.1112,,0.0,Finance,Finance,america,,0.3374132769907689
44,NASDAQ:ISBA,ISBA,Isabella Bank Corporation,isabella-bank,streaming,stock,['common'],233734086.42832863,USD,31.66,100,1,false,0,USD,-10.31161473087818,14380,16.06291222729579,1.971,-7.1071731548685,3.1728045325779,Finance,Finance,america,2.0,0.22947931494519946
45,NASDAQ:SORA,SORA,Top Win International Limited,top-win-international-limited,streaming,stock,['common'],156891840.0,USD,6.31,100,1,false,0,USD,-10.113960113960115,61542,,,,0.0,Distribution services,Distribution Services,america,,0.6225116527481064
46,NASDAQ:LIMN,LIMN,"Liminatus Pharma, Inc.",liminatus-pharma,streaming,stock,['common'],623830905.535058,USD,23.98,100,1,false,0,USD,-10.086239220097493,629152,,-0.2868,-46.02851323828921,0.0,Health technology,Health Technology,america,,1.0454114037629705
47,AMEX:TOPS,TOPS,"TOP Ships, Inc.",top-ships,streaming,stock,['common'],25351559.802955665,USD,5.48,100,1,false,0,USD,-10.016420361247938,525216,5.03583900018379,1.0882,,0.0,Transportation,Transportation,america,,3.5493011428104184
48,NYSE:WGO,WGO,"Winnebago Industries, Inc.",winnebago-industries,streaming,stock,['common'],791436491.0743695,USD,28.24,100,1,false,0,USD,-9.86275135652729,1889338,,-0.5865,-123.30154946364719,4.2451324609001,Consumer durables,Consumer Durables,america,1.428571,2.688091098176878
49,NASDAQ:NAMM,NAMM,Namib Minerals,,streaming,stock,['common'],813021819.9855701,USD,12.5,100,1,false,0,USD,-9.81240981240981,32023,,-1.2433,-1339.0046296296296,0.0,Non-energy minerals,Non-Energy Minerals,america,,0.48428636457811897
50,NASDAQ:AIRO,AIRO,"AIRO Group Holdings, Inc.",,streaming,stock,['common'],573219798.0,USD,21.9,100,1,false,0,USD,-9.765142150803467,2425871,,,,0.0,Electronic technology,Electronic Technology,america,,
51,NASDAQ:NNE,NNE,Nano Nuclear Energy Inc.,nano-nuclear-energy,streaming,stock,['common'],1479382851.9356964,USD,35.67,100,1,false,0,USD,-9.696202531645564,4880354,,-0.9085,,0.0,Producer manufacturing,Producer Manufacturing,america,1.0,0.9581239879567839
52,NASDAQ:NSPR,NSPR,InspireMD Inc.,inspiremd,streaming,stock,['common'],68623171.10303031,USD,2.24,100,1,false,0,USD,-9.49494949494949,906096,,-0.7946,6.086750975062048,0.0,Health technology,Health Technology,america,1.0,1.6883001457262294
53,NASDAQ:PAYX,PAYX,"Paychex, Inc.",paychex,streaming,stock,['common'],49684697338.228966,USD,137.94,100,1,false,0,USD,-9.399014778325125,9294173,28.686700634293434,4.8085,4.860868806699234,2.64039408866995,Technology services,Technology Services,america,2.105263,3.9726039049106094
