,ticker,name,description,logoid,update_mode,type,typespecs,market_cap_basic,fundamental_currency_code,close,pricescale,minmov,fractional,minmove2,currency,change,volume,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark,relative_volume_10d_calc
0,NASDAQ:RBNE,RBNE,Robin Energy Ltd.,robin-energy-ltd,streaming,stock,['common'],7995552.199999999,USD,14.0,100,1,false,0,USD,317.91044776119406,101812521,,,,0.0,Transportation,Transportation,america,,2256.6782368156823
1,AMEX:HUSA,HUSA,Houston American Energy Corporation,,streaming,stock,['common'],11200182.0,USD,15.65,100,1,false,0,USD,119.18767507002804,28872461,,-7.9502,-160.20161026379526,0.0,Energy minerals,Energy Minerals,america,,37.46026835120662
2,NASDAQ:NEON,NEON,Neonode Inc.,neonode,streaming,stock,['common'],282120924.23823816,USD,16.81,100,1,false,0,USD,68.26826826826824,4784188,,-0.377,46.29629629629629,0.0,Electronic technology,Electronic Technology,america,1.0,65.92696505346709
3,NASDAQ:ICON,ICON,Icon Energy Corp.,icon-energy,streaming,stock,['common'],,USD,2.92,100,1,false,0,USD,63.128491620111724,59048300,,,,,Transportation,Transportation,america,1.0,739.2699483435108
4,NASDAQ:USEG,USEG,U.S. Energy Corp.,us-energy,streaming,stock,['common'],75123929.25352113,USD,2.21,100,1,false,0,USD,55.633802816901415,106870639,,-0.6837,57.324761250858245,0.0,Energy minerals,Energy Minerals,america,1.25,334.7089893897227
5,AMEX:INDO,INDO,Indonesia Energy Corporation Limited,indonesia-energy-limited,streaming,stock,['common'],72053996.07909605,USD,5.18,100,1,false,0,USD,46.3276836158192,38546800,,-0.5517,-111.70376055257098,0.0,Energy minerals,Energy Minerals,america,,28.742376020411093
6,AMEX:MXC,MXC,Mexco Energy Corporation,mexco-energy,streaming,stock,['common'],24367858.59551887,USD,11.91,100,1,false,0,USD,40.448113207547166,444353,18.76477075783835,0.6347,-30.45145737453429,0.0,Energy minerals,Energy Minerals,america,,79.86502030986017
7,NASDAQ:KLXE,KLXE,"KLX Energy Services Holdings, Inc.",klx-energy-services,streaming,stock,['common'],49502100.54545453,USD,2.82,100,1,false,0,USD,28.181818181818162,951423,,-3.5239,-355.4019126389247,0.0,Energy minerals,Energy Minerals,america,,7.693644446421135
8,NASDAQ:CRML,CRML,Critical Metals Corp.,critical-metals,streaming,stock,['common'],200162428.17391303,USD,2.03,100,1,false,0,USD,26.08695652173911,12227692,,-1.9609,-195.8955786932247,0.0,Non-energy minerals,Non-Energy Minerals,america,,6.7637537964792305
9,NYSE:CRCL,CRCL,"Circle Internet Group, Inc.",,streaming,stock,['common'],29377583401.32,USD,133.56,100,1,false,0,USD,25.361366622864644,34010798,,,,0.0,Technology services,Technology Services,america,,
10,NASDAQ:BDMD,BDMD,Baird Medical Investment Holdings Ltd,baird-medical-investment-ltd,streaming,stock,['common'],192934579.0719258,USD,5.4,100,1,false,0,USD,25.290023201856165,346311,,,,0.0,Health technology,Health Technology,america,,5.108879254006352
11,NASDAQ:RCON,RCON,"Recon Technology, Ltd.",recon-technology,streaming,stock,['common'],72740702.04230769,USD,2.599,100,1,false,0,USD,24.951923076923084,91462,,-0.5704,83.10626702997276,0.0,Distribution services,Distribution Services,america,2.0,10.293862759000971
12,NASDAQ:CCCM,CCCM,Columbus Circle Capital Corp I,,streaming,stock,['common'],433666662.33000004,USD,13.01,100,1,false,0,USD,23.904761904761905,2164834,,,,0.0,Finance,Finance,america,,
13,NASDAQ:TORO,TORO,Toro Corp.,toro,streaming,stock,['common'],46970878.38,USD,2.46,100,1,false,0,USD,23.0,6762331,5.2665382145150925,0.4671,-94.23411635456912,0.0,Transportation,Transportation,america,,304.55462979643363
14,NASDAQ:MTEK,MTEK,Maris-Tech Ltd.,maris-tech-ltd,streaming,stock,['common'],24429708.900000002,USD,3.06,100,1,false,0,USD,22.400000000000002,942301,,-0.1564,54.24224692802808,0.0,Consumer durables,Consumer Durables,america,,13.636299173400635
15,AMEX:DDC,DDC,DDC Enterprise Limited,ddc-enterprise-limited,streaming,stock,['common'],44598748.335183136,USD,11.01,100,1,false,0,USD,22.197558268590456,143315,,,,0.0,Technology services,Technology Services,america,,0.841822139778365
16,NASDAQ:SNES,SNES,"SenesTech, Inc.",senestech,streaming,stock,['common'],6038162.0,USD,3.4,100,1,false,0,USD,21.428571428571434,976456,,-7.6529,94.77510396333992,0.0,Process industries,Process Industries,america,,16.654318208177273
17,NASDAQ:KPLT,KPLT,"Katapult Holdings, Inc.",katapult,streaming,stock,['common'],44377417.6962963,USD,9.78,100,1,false,0,USD,20.740740740740737,55606,,-7.0042,-1.9697477034168496,0.0,Commercial services,Commercial Services,america,2.0,2.8339466093143235
18,NASDAQ:MDBH,MDBH,"MDB Capital Holdings, LLC",mdb-capital-llc,streaming,stock,['common'],44777840.71504803,USD,4.5,100,1,false,0,USD,20.064034151547485,13141,4.147847727901189,1.0849,,0.0,Finance,Finance,america,,3.1658194608398182
19,NASDAQ:GPRE,GPRE,"Green Plains, Inc.",green-plains,streaming,stock,['common'],364928950.79999995,USD,5.58,100,1,false,0,USD,19.999999999999993,6423045,,-1.7051,-38.22146562905318,0.0,Process industries,Process Industries,america,1.857143,4.840728487227553
20,NASDAQ:PPIH,PPIH,"Perma-Pipe International Holdings, Inc.",perma-pipe-international,streaming,stock,['common'],138337896.58888125,USD,17.33,100,1,false,0,USD,18.9430336307481,214559,15.597155971559715,1.1111,-15.053516819571872,0.0,Producer manufacturing,Producer Manufacturing,america,,15.463823162689462
21,NASDAQ:RUN,RUN,Sunrun Inc.,sunrun,streaming,stock,['common'],2284864726.0920897,USD,10.0,100,1,false,0,USD,18.063754427390784,42841200,,-12.1439,-82.0620071362178,0.0,Electronic technology,Electronic Technology,america,1.56,2.313843601526958
22,NASDAQ:CISS,CISS,C3is Inc.,c3is,streaming,stock,['common'],3302648.875,USD,4.23,100,1,false,0,USD,17.50000000000001,640224,,-37.5449,-101.53784304087819,0.0,Transportation,Transportation,america,,72.84295320339962
23,AMEX:GTE,GTE,Gran Tierra Energy Inc.,gran-tierra-energy,streaming,stock,['common'],216213377.4171428,USD,6.12,100,1,false,0,USD,16.571428571428573,995723,,-0.3357,-427.83203125,0.0,Energy minerals,Energy Minerals,america,1.4,4.27927455572985
24,NASDAQ:PHOE,PHOE,Phoenix Asia Holdings Limited,phoenix-asia-limited,streaming,stock,['common'],,USD,4.71,100,1,false,0,USD,15.92419394536058,105953,,,,,Industrial services,Industrial Services,america,,1.8426993258989752
25,NASDAQ:NXGL,NXGL,"NexGel, Inc",nexgel,streaming,stock,['common'],26214240.098552037,USD,2.5601,100,1,false,0,USD,15.841628959276012,162462,,-0.4565,17.4204052098408,0.0,Process industries,Process Industries,america,1.0,3.9924408489054466
26,NASDAQ:ATHR,ATHR,"Aether Holdings, Inc.",aether,streaming,stock,['common'],186601629.65999997,USD,15.42,100,1,false,0,USD,15.765765765765764,29183,,-0.1102,-130.5439330543933,0.0,Technology services,Technology Services,america,,0.902690781313314
27,NASDAQ:GNLX,GNLX,Genelux Corporation,genelux,streaming,stock,['common'],115469012.24150942,USD,3.06,100,1,false,0,USD,15.471698113207552,579660,,-0.8817,9.159282917782813,0.0,Health technology,Health Technology,america,1.0,4.738935860940201
28,NASDAQ:NUKK,NUKK,Nukkleus Inc.,nukkleus,streaming,stock,['common'],74998208.39108911,USD,13.99,100,1,false,0,USD,15.429042904290439,5871224,0.7776888355235363,17.9892,,0.0,Commercial services,Commercial Services,america,,28.635689017844555
29,AMEX:VNTG,VNTG,Vantage Corp,,streaming,stock,['common'],134375000.0,USD,4.3,100,1,false,0,USD,13.157894736842104,747450,,,,0.0,Transportation,Transportation,america,,
30,NASDAQ:OSS,OSS,"One Stop Systems, Inc.",one-stop-systems,streaming,stock,['common'],82902635.78947368,USD,3.84,100,1,false,0,USD,12.280701754385962,882121,,-0.6786,-82.0767373222431,0.0,Electronic technology,Electronic Technology,america,1.0,2.524079910221465
31,NASDAQ:PXS,PXS,Pyxis Tankers Inc.,pyxis-tankers,streaming,stock,['common'],32506182.94964029,USD,3.1,100,1,false,0,USD,11.510791366906487,93632,5.415793151642208,0.5724,-77.44858561185092,0.0,Transportation,Transportation,america,1.0,4.02815301750099
32,NASDAQ:ELVN,ELVN,"Enliven Therapeutics, Inc.",enliven-therapeutics,streaming,stock,['common'],1075107470.3290946,USD,21.91,100,1,false,0,USD,11.444557477110886,3224970,,-1.9299,-0.19208804900841225,0.0,Health technology,Health Technology,america,1.055556,6.791445100290044
33,NASDAQ:SEDG,SEDG,"SolarEdge Technologies, Inc.",solaredge-technologies,streaming,stock,['common'],1375730621.5176024,USD,23.3,100,1,false,0,USD,10.84681255946718,7919608,,-30.1377,-547.1205874774543,0.0,Producer manufacturing,Producer Manufacturing,america,2.181818,2.570613075473365
