,ticker,name,description,logoid,update_mode,type,typespecs,relative_volume_10d_calc,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark
0,NASDAQ:PBBK,PBBK,"PB Bankshares, Inc.",pb-bankshares,streaming,stock,['common'],86.1322188449848,19.05,100,1,false,0,USD,15.524560339599772,45340,48621600.34566404,USD,23.183643665571378,0.8217,13.026134800550206,0.0,Finance,Finance,america,
1,NASDAQ:FERA,FERA,Fifth Era Acquisition Corp I,fifth-era-acquisition-i,streaming,stock,['common'],36.729379167619825,10.17,100,1,false,0,USD,0.4940711462450663,1717991,240012000.0,USD,,,,0.0,Finance,Finance,america,
2,NYSE:RAC,RAC,Rithm Acquisition Corp.,rithm-acquisition,streaming,stock,['common'],27.002427037634813,10.19,100,1,false,0,USD,0.4930966469427902,2231810,215503426.03550294,USD,,,,0.0,Finance,Finance,america,
3,NASDAQ:BASE,BASE,"Couchbase, Inc.",couchbase,streaming,stock,['common'],17.608248152921384,24.49,100,1,false,0,USD,29.371368198626513,13423692,1324528102.2303221,USD,,-1.3671,16.969328879441246,0.0,Technology services,Technology Services,america,1.466667
4,NASDAQ:BAYA,BAYA,Bayview Acquisition Corp,bayview-acquisition,streaming,stock,['common'],17.487291356148024,11.42,100,1,false,0,USD,4.770642201834859,177162,62142055.724770635,USD,65.10832383124287,0.1754,109.55794504181601,0.0,Finance,Finance,america,
5,NASDAQ:NNNN,NNNN,Anbio Biotechnology,anbio-biotechnology,streaming,stock,['common'],16.447623050768456,16.1,100,1,false,0,USD,39.27335640138409,790430,2316648420.276817,USD,265.6765676567657,0.0606,5.208333333333338,0.0,Health technology,Health Technology,america,
6,NASDAQ:ASPS,ASPS,Altisource Portfolio Solutions S.A.,altisource,streaming,stock,['common'],12.546920693810046,10.8,100,1,false,0,USD,7.676969092721849,592507,120085098.78364907,USD,,-8.1171,54.09191683822365,0.0,Finance,Finance,america,
7,NASDAQ:ISBA,ISBA,Isabella Bank Corporation,isabella-bank,streaming,stock,['common'],10.95470894658508,38.42,100,1,false,0,USD,-1.5124327095616414,317967,283640664.0020508,USD,19.492643328259767,1.971,-7.1071731548685,2.87105870289669,Finance,Finance,america,2.0
8,NASDAQ:RAAQ,RAAQ,Real Asset Acquisition Corp.,,streaming,stock,['common'],10.60382577793931,10.26,100,1,false,0,USD,0.6869479882237516,840262,205200000.0,USD,,,,0.0,Finance,Finance,america,
9,NASDAQ:MBBC,MBBC,"Marathon Bancorp, Inc.",marathon-bancorp,streaming,stock,['common'],9.891768384342488,10.04,100,1,false,0,USD,1.414141414141402,65804,29536977.2,USD,61.74661746617466,0.1626,133.2855093256815,0.0,Finance,Finance,america,
