,ticker,name,description,logoid,update_mode,type,typespecs,Volatility.D,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark,relative_volume_10d_calc
0,NASDAQ:INAB,INAB,"IN8bio, Inc.",,streaming,stock,['common'],3692.6315789473683,4.17,100,1,false,0,USD,-96.1421038023869,520489,10901705.1790829,USD,,-14.7729,45.78135494313115,0.0,Health technology,Health Technology,america,1.0,1.2537674843036084
1,AMEX:NCL,NCL,Northann Corp.,northann,streaming,stock,['common'],686.2550960978452,0.26,100,1,false,0,USD,-80.74074074074075,118349455,128876944.00000001,USD,,-0.1933,-49.61300309597522,0.0,Technology services,Technology Services,america,,30.431021478180433
2,NASDAQ:MWYN,MWYN,"Marwynn Holdings, Inc.",marwynn,streaming,stock,['common'],604.2857142857142,2.855,100,1,false,0,USD,-71.0446247464503,6067713,168152489.3,USD,,,,0.0,Retail trade,Retail Trade,america,,5.592883355306196
3,NASDAQ:NAMM,NAMM,Hennessy Capital Investment Corp. VI,,streaming,stock,['common'],254.82174167153713,31.22,100,1,false,0,USD,173.859649122807,1199331,166904781.0,USD,,-1.2433,-1339.0046296296296,0.0,Finance,Finance,america,,344.11126732275557
4,NASDAQ:EPWK,EPWK,EPWK Holdings Ltd.,epwk-ltd,streaming,stock,['common'],215.09433962264148,0.625,100,1,false,0,USD,-62.5748502994012,19760018,37274303.14,USD,,-0.089,-386.3387978142077,0.0,Technology services,Technology Services,america,,10.64862574113236
5,AMEX:KNW,KNW,"Know Labs, Inc.",know-labs,streaming,stock,['common'],162.14705060106232,1.56,10000,1,false,0,USD,205.8823529411765,108256080,3825000.0,USD,,-6.448,52.8047780770582,0.0,Electronic technology,Electronic Technology,america,,163.44455645450464
6,NASDAQ:PHAT,PHAT,"Phathom Pharmaceuticals, Inc.",phathom-pharmaceuticals,streaming,stock,['common'],161.99363057324842,8.92,100,1,false,0,USD,90.19189765458421,53285229,327428215.0,USD,,-5.2442,-18.797571583907228,0.0,Health technology,Health Technology,america,1.125,60.396363244394585
7,NASDAQ:PTHL,PTHL,Pheton Holdings Ltd,pheton-ltd,streaming,stock,['common'],126.78571428571428,13.5,100,1,false,0,USD,51.685393258426956,2561769,192375000.0,USD,,-0.046,-177.10843373493975,0.0,Health technology,Health Technology,america,,2.0677733884078986
8,NASDAQ:OMH,OMH,Ohmyhome Limited,ohmyhome-limited,streaming,stock,['common'],109.21925497533593,0.6035,100,1,false,0,USD,-43.06603773584906,4264573,3883198.545754717,USD,,,,0.0,Finance,Finance,america,1.0,29.06257837118775
9,NASDAQ:BRLS,BRLS,Borealis Foods Inc.,borealis-foods,streaming,stock,['common'],94.66666666666667,5.18,100,1,false,0,USD,50.14492753623186,1883418,110757991.25797099,USD,,-0.9862,-13.4867663981588,0.0,Technology services,Technology Services,america,,50.19342699982944
