,ticker,name,description,logoid,update_mode,type,typespecs,Value.Traded,currency,close,pricescale,minmov,fractional,minmove2,change,volume,relative_volume_10d_calc,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,market,sector,recommendation_mark
0,NASDAQ:TSLA,TSLA,"Tesla, Inc.",tesla,streaming,stock,['common'],48458328264.0,USD,295.14,100,1,false,0,3.6670179135932552,164187600,1.3934945544464161,949322894600.8044,USD,162.3075230972283,1.8184,-53.531636512317284,0.0,Consumer durables,america,Consumer Durables,1.763636
1,NASDAQ:NVDA,NVDA,NVIDIA Corporation,nvidia,streaming,stock,['common'],21785019407.64,USD,141.72,100,1,false,0,1.2358025573255158,153718737,0.6379229903031726,3457968135689.3833,USD,45.64986310194879,3.1045,81.60280783854927,0.0285734695335381,Electronic technology,america,Electronic Technology,1.184932
2,NASDAQ:PLTR,PLTR,Palantir Technologies Inc.,palantir,streaming,stock,['common'],11117075890.92,USD,127.72,100,1,false,0,6.5132182470185995,87042561,0.9106586131660763,301408257215.4049,USD,557.7292576419213,0.229,80.74191002367797,0.0,Technology services,america,Technology Services,2.017857
3,NASDAQ:AVGO,AVGO,Broadcom Inc.,broadcom,streaming,stock,['common'],10149728739.24,USD,246.93,100,1,false,0,-5.001346516369791,41103668,1.7168412607335346,1161052167299.2568,USD,92.78199443901705,2.6614,14.498365169506119,0.859846881852806,Electronic technology,america,Electronic Technology,1.204545
4,NASDAQ:AAPL,AAPL,Apple Inc.,apple,streaming,stock,['common'],9494839636.72,USD,203.92,100,1,false,0,1.6398345212580334,46561591,0.8789665791816587,3045713747093.379,USD,31.82321821501584,6.4079,-0.35609877464701006,0.503414245127847,Electronic technology,america,Electronic Technology,1.54
5,NASDAQ:AMZN,AMZN,"Amazon.com, Inc.",amazon,streaming,stock,['common'],8498382352.11,USD,213.57,100,1,false,0,2.7223317781732463,39792023,1.0863207192721025,2267334243140.156,USD,34.83274346386573,6.1313,72.19850586979723,0.0,Retail trade,america,Retail Trade,1.112676
6,NASDAQ:META,META,"Meta Platforms, Inc.",meta-platforms,streaming,stock,['common'],8175114816.570001,USD,697.71,100,1,false,0,1.912009581957879,11717067,1.0201047949918425,1754146153138.5525,USD,27.21517506085003,25.6368,47.260915268451576,0.29578452280097,Technology services,america,Technology Services,1.2
7,NASDAQ:MSFT,MSFT,Microsoft Corporation,microsoft,streaming,stock,['common'],7188385731.16,USD,470.38,100,1,false,0,0.5773178241532647,15282082,0.8111121147786802,3496119966244.0645,USD,36.349164644606894,12.9406,12.125255606002842,0.69278138898392,Technology services,america,Technology Services,1.148438
8,NYSE:CRCL,CRCL,"Circle Internet Group, Inc.",,streaming,stock,['common'],6507779069.7,USD,107.7,100,1,false,0,29.400456566142015,60425061,,23752170385.5,USD,,,,0.0,Technology services,america,Technology Services,
9,NASDAQ:HOOD,HOOD,"Robinhood Markets, Inc.",robinhood,streaming,stock,['common'],4871431319.04,USD,74.88,100,1,false,0,3.2685146876292785,65056508,1.9644117652707151,66079275954.46916,USD,42.737286684549964,1.7521,1104.192439862543,0.0,Finance,america,Finance,1.386364
10,NASDAQ:LULU,LULU,lululemon athletica inc.,lululemon-athletica,streaming,stock,['common'],4270315133.6499996,USD,265.27,100,1,false,0,-19.80470403289195,16097995,6.069485717060681,33229460555.80957,USD,18.102101118458314,14.6541,17.42914152462917,0.0,Consumer non-durables,america,Consumer Non-Durables,1.571429
