,ticker,name,description,logoid,update_mode,type,typespecs,relative_volume_10d_calc,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark
0,NASDAQ:INEO,INEO,INNEOVA Holdings Limited,sag-limited,streaming,stock,['common'],369.74279436678535,1.78,100,1,false,0,USD,53.44827586206898,46748726,17577500.0,USD,,,,0.0,Distribution services,Distribution Services,america,
1,NASDAQ:BMR,BMR,Beamr Imaging Ltd.,beamr-imaging-ltd,streaming,stock,['common'],159.62312756858438,4.09,100,1,false,0,USD,21.36498516320474,17225650,63471867.46,USD,,-0.2221,-175.5583126550868,0.0,Technology services,Technology Services,america,1.0
2,NASDAQ:EQ,EQ,"Equillium, Inc.",equillium,streaming,stock,['common'],158.54279375239835,0.386,10000,1,false,0,USD,10.096976611523099,17235360,13787655.767256131,USD,,-0.394,-13.34867663981588,0.0,Health technology,Health Technology,america,2.0
3,NASDAQ:KBSX,KBSX,FST Corp.,fst,streaming,stock,['common'],146.32384632237248,2.26,100,1,false,0,USD,44.871794871794854,18366935,101171162.8974359,USD,,-0.4659,-267.1394799054373,0.0,Finance,Finance,america,
4,NASDAQ:TRNR,TRNR,Interactive Strength Inc.,interactive-strength,streaming,stock,['common'],107.20400608023947,0.92,10000,1,false,0,USD,14.29991303267488,53120314,9262959.821095789,USD,,-1910.0722,84.92335512918065,0.0,Retail trade,Retail Trade,america,
5,AMEX:VTAK,VTAK,"Catheter Precision, Inc.",ra-medical-systems,streaming,stock,['common'],65.44044633416485,0.6001,10000,1,false,0,USD,165.06183745583039,684821510,2851253.0,USD,,-9.2869,10.028095330362333,0.0,Health technology,Health Technology,america,
6,NASDAQ:VACH,VACH,Voyager Acquisition Corp,voyager-acquisition,streaming,stock,['common'],63.384669450531284,10.365,100,1,false,0,USD,-0.048216007714551645,613234,327793125.00000006,USD,49.47494033412888,0.2095,,0.0,Finance,Finance,america,
7,NASDAQ:ADIL,ADIL,"Adial Pharmaceuticals, Inc",adial-pharmaceuticals,streaming,stock,['common'],55.228706427347184,0.4528,10000,1,false,0,USD,-23.77104377104377,13910747,3948278.0255892253,USD,,-1.624,72.39034342060523,0.0,Health technology,Health Technology,america,1.0
8,NASDAQ:NUWE,NUWE,"Nuwellis, Inc.",nuwellis,streaming,stock,['common'],42.97762052088928,0.369,10000,1,false,0,USD,57.55764304013664,436340160,1614000.0128095646,USD,,-18.2363,93.72153633227525,0.0,Health technology,Health Technology,america,1.0
9,NASDAQ:JUNS,JUNS,"Jupiter Neurosciences, Inc.",jupiter-neurosciences,streaming,stock,['common'],42.82885499787167,1.99,10000,1,false,0,USD,105.79110651499484,9035338,32011432.0,USD,,-0.1007,71.7769058295964,0.0,Health technology,Health Technology,america,1.0
10,NASDAQ:XTIA,XTIA,"XTI Aerospace, Inc.",inpixon,streaming,stock,['common'],36.39192748826125,5.05,100,1,false,0,USD,65.57377049180329,58499110,31752077.000000004,USD,,-307.6465,99.99842916708256,0.0,Technology services,Technology Services,america,
11,NASDAQ:LDTC,LDTC,LeddarTech Holdings Inc.,leddartech,streaming,stock,['common'],34.33366239462273,0.23,10000,1,false,0,USD,-38.40385645420461,5968145,10268317.354043921,USD,,,,0.0,Technology services,Technology Services,america,
12,NASDAQ:SAFX,SAFX,"XCF Global, Inc.",,streaming,stock,['common'],33.3779994663054,6.36,100,1,false,0,USD,-73.27731092436976,813038,135941357.0,USD,,-0.569,-70.66586682663467,0.0,Energy minerals,Energy Minerals,america,
13,NASDAQ:SPHL,SPHL,Springview Holdings Ltd,springview-ltd,streaming,stock,['common'],32.631313778481896,0.577,10000,1,false,0,USD,16.801619433198372,2240962,12405500.0,USD,,-0.0363,-144.05339805825244,0.0,Consumer durables,Consumer Durables,america,
14,NASDAQ:MFH,MFH,Mercurity Fintech Holding Inc. - American,mercurity-fintech-american,streaming,stock,['common'],31.577461835301452,4.22,100,1,false,0,USD,1.932367149758456,3403302,268757280.7536232,USD,,-0.0949,53.503184713375795,0.0,Technology services,Technology Services,america,
15,NASDAQ:VXRT,VXRT,"Vaxart, Inc. - Common Stock",vaxart,streaming,stock,['common'],30.731234439596193,0.5041,10000,1,false,0,USD,28.302367014507496,94363771,115091121.03792313,USD,,-0.2721,49.035399887619405,0.0,Health technology,Health Technology,america,1.0
16,NASDAQ:HSDT,HSDT,"Helius Medical Technologies, Inc.",helius-medical-technologies,streaming,stock,['common'],27.383323327406075,1.11,10000,1,false,0,USD,31.360946745562146,151691286,586148.3076923077,USD,,-47.8064,59.34173038160928,0.0,Health technology,Health Technology,america,2.0
