,ticker,name,description,logoid,update_mode,type,typespecs,relative_volume_10d_calc,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark
0,NASDAQ:DAIC,DAIC,"CID HoldCo, Inc.",,streaming,stock,['common'],218.72593800978794,36.5,100,1,false,0,USD,160.71428571428572,134079,153339798.0,USD,,-0.4929,-138.69249394673125,0.0,Finance,Finance,america,
1,NASDAQ:WLAC,WLAC,Willow Lane Acquisition Corp.,willow-lane-acquisition,streaming,stock,['common'],104.73498233215547,10.227,100,1,false,0,USD,0.2647058823529512,509808,129371550.0,USD,,,,0.0,Commercial services,Commercial Services,america,
2,NASDAQ:LIVE,LIVE,Live Ventures Incorporated,live-ventures,streaming,stock,['common'],75.80712996210843,10.96,100,1,false,0,USD,9.600000000000009,382121,33721749.92,USD,,-2.0413,13.69805098718978,0.0,Consumer durables,Consumer Durables,america,
3,AMEX:CKX,CKX,"CKX Lands, Inc.",ckx-lands,streaming,stock,['common'],37.84524162466647,10.54,100,1,false,0,USD,-1.1720581340834506,191478,21639978.88420066,USD,28.2497989815063,0.3731,,0.0,Miscellaneous,Miscellaneous,america,
4,NASDAQ:CDTX,CDTX,"Cidara Therapeutics, Inc.",cidara-therapeutics,streaming,stock,['common'],29.912836967455956,44.95,100,1,false,0,USD,113.84395813510943,6741136,272625683.0,USD,,-29.0723,-260.33192037877103,0.0,Health technology,Health Technology,america,1.0
5,NASDAQ:GEOS,GEOS,Geospace Technologies Corporation,geospace-technologies,streaming,stock,['common'],20.957547038925203,18.4,100,1,false,0,USD,60.13925152306352,3323255,235647920.83550912,USD,,-1.277,-207.2028206850235,0.0,Industrial services,Industrial Services,america,
6,NASDAQ:ELTK,ELTK,Eltek Ltd.,eltek-ltd,streaming,stock,['common'],20.65897846117382,10.13,100,1,false,0,USD,-6.377079482439921,278921,68013221.64232902,USD,19.631782945736436,0.516,-51.621976373523346,1.75600739371534,Electronic technology,Electronic Technology,america,
7,NASDAQ:SPTN,SPTN,SpartanNash Company,spartannash-company,streaming,stock,['common'],20.465973828554258,26.57,100,1,false,0,USD,50.6235827664399,9138878,899391083.8571428,USD,,-0.3184,-120.48642388367006,4.94614512471655,Distribution services,Distribution Services,america,2.0
8,NYSE:APG,APG,APi Group Corporation,api-group,streaming,stock,['common'],15.885802854599198,50.84,100,1,false,0,USD,-0.7612726917821462,37612512,14277903734.311928,USD,99.70582467150422,0.5099,,0.0,Industrial services,Industrial Services,america,1.181818
9,NASDAQ:FBRX,FBRX,"Forte Biosciences, Inc.",forte-biosciences,streaming,stock,['common'],14.792780388857253,12.76,100,1,false,0,USD,-12.96043656207367,522160,84003948.99317871,USD,,-13.8148,45.19132728967884,0.0,Health technology,Health Technology,america,1.0
