,ticker,name,description,logoid,update_mode,type,typespecs,Volatility.D,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark,relative_volume_10d_calc
0,NASDAQ:APM,APM,Aptorum Group Limited,aptorum-limited,delayed_streaming_900,stock,['common'],293.6340425531915,1.94,100,1,false,0,USD,100.04124561765313,196405294,6928016.0,USD,,-0.7847,13.91113549094899,0.0,Health technology,Health Technology,america,,7377.694495050992
1,NASDAQ:YHC,YHC,LQR House Inc.,lqr-house,delayed_streaming_900,stock,['common'],172.42206235011992,10.73,100,1,false,0,USD,171.64556962025316,49701024,4214003.0,USD,,-129.6442,85.61800101127781,0.0,Commercial services,Commercial Services,america,,8.744925936050254
2,NASDAQ:NUWE,NUWE,"Nuwellis, Inc.",,delayed_streaming_900,stock,['common'],131.232782369146,15.95,100,1,false,0,USD,131.32704858593186,40079526,784837.0,USD,,-765.925,93.72153305338138,0.0,Health technology,Health Technology,america,,95.55624715294387
3,NASDAQ:JUNS,JUNS,"Jupiter Neurosciences, Inc.",jupiter-neurosciences,delayed_streaming_900,stock,['common'],109.77554017201595,2.18,100,1,false,0,USD,-26.599326599326602,929833,72166413.1851852,USD,,-0.1007,71.7769058295964,0.0,Health technology,Health Technology,america,1.0,0.8323497757309634
4,NASDAQ:CGBS,CGBS,Crown LNG Holdings Limited,crown-lng-limited,delayed_streaming_900,stock,['common'],105.66666666666667,0.0371,10000,1,false,0,USD,-39.47797716150082,197312416,18157407.557911906,USD,,,,0.0,Miscellaneous,Miscellaneous,america,,18.934524886470534
5,NASDAQ:ZVSA,ZVSA,"ZyVersa Therapeutics, Inc.",zyversa-therapeutics,delayed_streaming_900,stock,['common'],105.55555555555556,0.3113,10000,1,false,0,USD,-43.29690346083789,12446521,1517106.657741348,USD,,-7.7761,99.55936440038799,0.0,Health technology,Health Technology,america,,0.5726639744366068
6,NASDAQ:QLGN,QLGN,"Qualigen Therapeutics, Inc.",qualigen-therapeutics,delayed_streaming_900,stock,['common'],81.98433420365535,3.93,100,1,false,0,USD,11.33144475920681,48109117,6427415.915014165,USD,,-33.1731,73.75597792765174,0.0,Health technology,Health Technology,america,,2034.5046222289964
7,NYSE:PEW,PEW,Colombier Acquisition Corp. II,,delayed_streaming_900,stock,['common'],73.98373983739835,13.12,100,1,false,0,USD,,12289142,278800000.00000006,USD,68.83525708289612,0.1906,,0.0,Retail trade,Retail Trade,america,,
8,NASDAQ:AGRI,AGRI,AgriFORCE Growing Systems Ltd.,agriforce-growing-systems-ltd,delayed_streaming_900,stock,['common'],73.91304347826087,0.7202,10000,1,false,0,USD,-10.53416149068324,13450992,2063838.2223602482,USD,,-17.5173,98.25432400435291,0.0,Commercial services,Commercial Services,america,,11.240211083117112
9,NASDAQ:FTRK,FTRK,FAST TRACK GROUP,,delayed_streaming_900,stock,['common'],70.6140350877193,0.575,10000,1,false,0,USD,1.3215859030836918,19481545,12542187.499999998,USD,,,,0.0,Consumer services,Consumer Services,america,,35.61730702956386
10,NASDAQ:GTI,GTI,Graphjet Technology,energem,delayed_streaming_900,stock,['common'],67.14876033057853,0.104,10000,1,false,0,USD,42.465753424657535,452285749,15395849.424657535,USD,,,,0.0,Finance,Finance,america,,32.897553144296715
11,NASDAQ:SLNH,SLNH,"Soluna Holdings, Inc.",soluna,delayed_streaming_900,stock,['common'],65.92833876221498,0.6359,10000,1,false,0,USD,-16.77790865070017,28139471,12117151.4804345,USD,,-9.4223,47.47061971768169,0.0,Electronic technology,Electronic Technology,america,,6.685142222541307
12,NASDAQ:NCPL,NCPL,Netcapital Inc.,netcapital,delayed_streaming_900,stock,['common'],64.19488817891376,3.21,100,1,false,0,USD,-29.450549450549445,2221199,12052478.353846153,USD,,-16.9907,-261.573492796493,0.0,Commercial services,Commercial Services,america,,1.9142955071347012
13,NASDAQ:CYCC,CYCC,"Cyclacel Pharmaceuticals, Inc.",cyclacel-pharmaceuticals,delayed_streaming_900,stock,['common'],64.17890574026976,8.2,100,1,false,0,USD,-33.495539334955396,3553824,12988512.700729925,USD,,-733.968,86.27797620115943,0.0,Health technology,Health Technology,america,,0.5035770268568747
14,NASDAQ:GAME,GAME,"GameSquare Holdings, Inc.",engine-gaming-and-media,delayed_streaming_900,stock,['common'],63.90243902439023,2.31,100,1,false,0,USD,52.980132450331126,99471259,101216893.66887417,USD,,-1.5112,79.10773782367659,0.0,Miscellaneous,Miscellaneous,america,1.0,5.768383660263518
15,NASDAQ:WINT,WINT,"Windtree Therapeutics, Inc.",windtree-therapeutics,delayed_streaming_900,stock,['common'],63.252733713229645,0.9,10000,1,false,0,USD,8.616944243301958,49736631,10416657.132512672,USD,,-1261.3192,34.39137784851937,0.0,Health technology,Health Technology,america,,1.8565459722166433
