,ticker,name,description,logoid,update_mode,type,typespecs,market_cap_basicfundamental_currency_code,close,pricescale,minmov,fractional,minmove2,currency,change,volume,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark,relative_volume_10d_calc
107,NASDAQ:NVCT,NVCT,"Nuvectis Pharma, Inc.",nuvectis-pharma,streaming,stock,['common'],,6.96,100,1,false,0,USD,-7.814569536423839,348773,,-1.0909,20.563605912764874,0.0,Health technology,Health Technology,america,1.0,1.2383333611459164
108,NASDAQ:TCX,TCX,Tucows Inc.,tucows,streaming,stock,['common'],,17.23,100,1,false,0,USD,-7.811663991439276,24593,,-8.9564,5.920168067226883,0.0,Technology services,Technology Services,america,,1.43034948847543
109,NASDAQ:VYGR,VYGR,"Voyager Therapeutics, Inc.",voyager-therapeutics,streaming,stock,['common'],,3.19,100,1,false,0,USD,-7.803468208092486,1016713,,-1.4585,-2932.224532224532,0.0,Health technology,Health Technology,america,1.045455,1.6213090256499065
110,NASDAQ:SPT,SPT,"Sprout Social, Inc",sprout-social,streaming,stock,['common'],,17.15,100,1,false,0,USD,-7.746100053792368,764282,,-1.0412,16.4902149502727,0.0,Technology services,Technology Services,america,1.607143,1.1485207731922356
111,NASDAQ:QCOM,QCOM,QUALCOMM Incorporated,qualcomm,streaming,stock,['common'],,146.76,100,1,false,0,USD,-7.7329309694454995,24429837,14.154546506693414,10.3684,34.39970964145905,2.16270589714573,Electronic technology,Electronic Technology,america,1.576923,3.0672497937063
112,NASDAQ:MERC,MERC,Mercer International Inc.,mercer-international,streaming,stock,['common'],,3.71,100,1,false,0,USD,-7.711442786069643,2045623,,-1.3583,60.423647329623265,7.46268656716418,Process industries,Process Industries,america,2.0,1.5290382064649275
113,NASDAQ:HTOO,HTOO,Fusion Fuel Green PLC,fusion-fuel-green-plc,streaming,stock,['common'],,5.41,100,1,false,0,USD,-7.679180887372016,174076,,-28.2436,,0.0,Process industries,Process Industries,america,,0.033402227650507425
114,AMEX:INLX,INLX,"Intellinetics, Inc.",intellinetics,streaming,stock,['common'],,12.05,100,1,false,0,USD,-7.662835249042145,3991,,-0.2603,-667.1023965141611,0.0,Technology services,Technology Services,america,1.0,1.6113533591731264
115,NASDAQ:GRAB,GRAB,Grab Holdings Limited,grab,streaming,stock,['common'],,4.89,100,1,false,0,USD,-7.561436672967871,80074837,184.52830188679243,0.0265,,0.0,Transportation,Transportation,america,1.222222,1.944546486966909
116,NASDAQ:LIMN,LIMN,"Liminatus Pharma, Inc.",liminatus-pharma,streaming,stock,['common'],,6.27,100,1,false,0,USD,-7.52212389380532,212235,,-0.2868,-46.02851323828921,0.0,Health technology,Health Technology,america,,0.12525667629858747
117,NASDAQ:NTRP,NTRP,"NextTrip, Inc.",sigma-additive-solutions,streaming,stock,['common'],,3.63,100,1,false,0,USD,-7.515923566878979,10672,,-4.9743,68.38542792134331,0.0,Technology services,Technology Services,america,1.0,0.34911641357471396
118,NASDAQ:XRAY,XRAY,DENTSPLY SIRONA Inc.,dentsply-sirona,streaming,stock,['common'],,14.31,100,1,false,0,USD,-7.498383968972205,5690220,,-4.54,-912.7146999776936,4.13703943115708,Health technology,Health Technology,america,1.823529,1.6405704951257913
119,NYSE:ORN,ORN,"Orion Group Holdings, Inc.",orion,streaming,stock,['common'],,7.41,100,1,false,0,USD,-7.490636704119846,804971,26.295244854506745,0.2818,,0.0,Industrial services,Industrial Services,america,1.0,1.6137368636084617
120,NASDAQ:ZJK,ZJK,"ZJK Industrial Co., Ltd.",zjk-industrial-co-ltd,streaming,stock,['common'],,3.22,100,1,false,0,USD,-7.471264367816086,38886,53.223140495867774,0.0605,,0.0,Producer manufacturing,Producer Manufacturing,america,,0.5730690273624766
121,NASDAQ:FTRE,FTRE,Fortrea Holdings Inc.,fortrea,streaming,stock,['common'],,5.74,100,1,false,0,USD,-7.419354838709677,1537905,,-8.5699,-527.1423344310282,0.0,Commercial services,Commercial Services,america,2.038462,0.8299806896140821
122,NYSE:ONTO,ONTO,Onto Innovation Inc.,onto-innovation,streaming,stock,['common'],,94.75,100,1,false,0,USD,-7.389307008112602,1540187,21.46384559623052,4.4144,57.24157583529244,0.0,Electronic technology,Electronic Technology,america,1.4,1.4781760370689216
123,NASDAQ:ANNX,ANNX,"Annexon, Inc.",annexon,streaming,stock,['common'],,2.4,100,1,false,0,USD,-7.335907335907334,685908,,-1.1721,19.757650441569123,0.0,Health technology,Health Technology,america,1.0,0.48389595546995706
124,NASDAQ:BAFN,BAFN,BayFirst Financial Corp.,bayfirst-financial,streaming,stock,['common'],,12.69,100,1,false,0,USD,-7.304601899196495,9150,7.34375,1.728,81.79905312993161,2.33747260774288,Finance,Finance,america,,0.4342049067527167
125,NYSE:CWH,CWH,"Camping World Holdings, Inc.",camping-world,streaming,stock,['common'],,13.84,100,1,false,0,USD,-7.300736771600803,6818294,,-0.197,57.32235701906412,3.34896182183523,Retail trade,Retail Trade,america,1.208333,3.0679484840857376
126,NASDAQ:ANEB,ANEB,"Anebulo Pharmaceuticals, Inc.",anebulo-pharmaceuticals,streaming,stock,['common'],,2.67,100,1,false,0,USD,-7.291666666666666,267279,,-0.2676,26.34186622625929,0.0,Health technology,Health Technology,america,2.0,0.12080663408443026
127,NASDAQ:ACDC,ACDC,ProFrac Holding Corp.,profrac,streaming,stock,['common'],,7.02,100,1,false,0,USD,-7.265521796565398,496259,,-1.4945,-76.84297716246598,0.0,Industrial services,Industrial Services,america,2.3,1.5333815354857447
128,NASDAQ:ALGM,ALGM,"Allegro MicroSystems, Inc.",allegro-microsystems,streaming,stock,['common'],,31.41,100,1,false,0,USD,-7.26306465899025,3423983,,-0.387,-149.43160045982887,0.0,Electronic technology,Electronic Technology,america,1.285714,1.5272546275286694
129,AMEX:BDL,BDL,"Flanigan's Enterprises, Inc.",flanigan-s-enterprises,streaming,stock,['common'],,32.0,100,1,false,0,USD,-7.219483908379246,1070,14.685635612666362,2.179,14.76273239584978,1.59466512032473,Consumer services,Consumer Services,america,,1.1103040365258898
130,NASDAQ:MCTR,MCTR,CTRL Group Limited,ctrl-limited,streaming,stock,['common'],,2.06,100,1,false,0,USD,-7.207207207207213,105442,,,,0.0,Electronic technology,Electronic Technology,america,,1.2775583395933796
131,NYSE:KAI,KAI,Kadant Inc,kadant,streaming,stock,['common'],,332.77,100,1,false,0,USD,-7.205599397674363,155866,37.04689169932312,8.9824,-7.592280153080115,0.362510805610552,Producer manufacturing,Producer Manufacturing,america,1.5,1.4062937025080615
132,NASDAQ:GORV,GORV,"Lazydays Holdings, Inc.",,streaming,stock,['common'],,5.03,100,1,false,0,USD,-7.195571955719552,22651,,-211.917,26.174468587648686,0.0,Retail trade,Retail Trade,america,,0.5372972178009503
133,NASDAQ:ACLS,ACLS,"Axcelis Technologies, Inc.",axcelis-technologies,streaming,stock,['common'],,67.69,100,1,false,0,USD,-7.134037590890387,758251,12.39947976772728,5.4591,-27.80782607545722,0.0,Producer manufacturing,Producer Manufacturing,america,1.833333,1.6802091455995418
134,NYSE:CSTM,CSTM,Constellium SE,constellium-nv,streaming,stock,['common'],,13.71,100,1,false,0,USD,-7.113821138211375,1912367,72.46300211416491,0.1892,-83.81522668947818,0.0,Non-energy minerals,Non-Energy Minerals,america,1.0,1.2081081094740203
135,NASDAQ:BNZI,BNZI,"Banzai International, Inc.",banzai-international,streaming,stock,['common'],,2.89,100,1,false,0,USD,-7.073954983922821,197948,,-136.197,63.75554090724381,0.0,Technology services,Technology Services,america,1.0,0.5663087113149595
136,NASDAQ:FATN,FATN,"FatPipe, Inc.",fatpipe,streaming,stock,['common'],,6.548,100,1,false,0,USD,-6.988636363636363,53875,,,,0.0,Technology services,Technology Services,america,,2.325475994181454
137,NASDAQ:FBYD,FBYD,"Falcon's Beyond Global, Inc.",falcon-s-beyond-global-8-series-a-preferred-stock,streaming,stock,['common'],,7.08,100,1,false,0,USD,-6.964520367936928,6085,,-0.1274,-112.73108823823324,0.0,Industrial services,Industrial Services,america,,0.5517122573508741
138,NASDAQ:ORIC,ORIC,"Oric Pharmaceuticals, Inc.",oric-pharmaceuticals,streaming,stock,['common'],,9.97,100,1,false,0,USD,-6.909430438842206,893997,,-1.8808,-3.8656947205654997,0.0,Health technology,Health Technology,america,1.045455,0.5111282542298721
139,NASDAQ:REPL,REPL,"Replimune Group, Inc.",replimune,streaming,stock,['common'],,7.03,100,1,false,0,USD,-6.887417218543041,19432705,,-3.2086,3.130755064456719,0.0,Health technology,Health Technology,america,1.888889,0.49383466660933595
140,NASDAQ:MXL,MXL,"MaxLinear, Inc",maxlinear,streaming,stock,['common'],,15.82,100,1,false,0,USD,-6.886403766921709,1619646,,-2.4759,-7.181818181818188,0.0,Electronic technology,Electronic Technology,america,1.636364,0.590941470434866
141,NASDAQ:SANA,SANA,"Sana Biotechnology, Inc.",sana-biotechnology,streaming,stock,['common'],,4.06,100,1,false,0,USD,-6.8807339449541445,3579380,,-0.8846,42.122481025909444,0.0,Health technology,Health Technology,america,1.142857,0.7216230347133787
142,NYSE:VAC,VAC,Marriott Vacations Worldwide Corporation,marriott-vacations-worldwide,streaming,stock,['common'],,74.47,100,1,false,0,USD,-6.87757909215956,695199,12.742112107316405,5.8444,7.675301227016468,3.91396773790171,Consumer services,Consumer Services,america,1.545455,1.6149383874101526
143,NASDAQ:ZKIN,ZKIN,"ZK International Group Co., Ltd",zk-international-co-ltd,streaming,stock,['common'],,2.15,100,1,false,0,USD,-6.861895685323163,29534,,,,0.0,Producer manufacturing,Producer Manufacturing,america,,0.35363114310482735
144,NASDAQ:PBM,PBM,Psyence Biomedical Ltd.,psyence,streaming,stock,['common'],,5.03,100,1,false,0,USD,-6.851851851851853,37021310,,,,0.0,Health technology,Health Technology,america,,219.535019696374
145,NASDAQ:THCH,THCH,TH International Limited,th-international-limited,streaming,stock,['common'],,2.74,100,1,false,0,USD,-6.802721088435365,42149,,-1.6739,54.7741273100616,0.0,Finance,Finance,america,,12.175106155579321
146,NASDAQ:ICLR,ICLR,ICON plc,icon,streaming,stock,['common'],,169.19,100,1,false,0,USD,-6.782369146005511,1615819,17.390276492959195,9.729,13.25564881319628,0.0,Commercial services,Commercial Services,america,1.315789,0.679238070144147
147,NASDAQ:MTSR,MTSR,"Metsera, Inc.",metsera,streaming,stock,['common'],,32.99,100,1,false,0,USD,-6.755228942905597,1894935,,,,0.0,Health technology,Health Technology,america,1.0,1.4932984848292612
148,NYSE:TISI,TISI,"Team, Inc.",team,streaming,stock,['common'],,16.43,100,1,false,0,USD,-6.753688989784343,6901,,-11.3653,26.857161244650392,0.0,Commercial services,Commercial Services,america,,1.1838065014152157
149,NASDAQ:KPLT,KPLT,"Katapult Holdings, Inc.",katapult,streaming,stock,['common'],,11.77,100,1,false,0,USD,-6.735340729001582,16342,,-7.0042,-1.9697477034168496,0.0,Commercial services,Commercial Services,america,2.0,0.6763345004262795
150,NYSE:TWI,TWI,"Titan International, Inc. (DE)",titan-international,streaming,stock,['common'],,8.46,100,1,false,0,USD,-6.72546857772877,1258033,,-0.2138,-124.25411230856496,0.0,Producer manufacturing,Producer Manufacturing,america,1.0,2.711264577783343
151,NYSE:TRN,TRN,"Trinity Industries, Inc.",trinity-industries,streaming,stock,['common'],,23.3,100,1,false,0,USD,-6.7253803042433935,1606521,14.329643296432966,1.626,8.342217484008527,4.64371497197758,Producer manufacturing,Producer Manufacturing,america,2.0,2.4775171916472134
152,NASDAQ:CHNR,CHNR,"China Natural Resources, Inc.",,streaming,stock,['common'],,3.62,100,1,false,0,USD,-6.7010309278350455,19897,,-0.3576,89.55454943770994,0.0,Distribution services,Distribution Services,america,,0.15736466970581814
153,NASDAQ:ATNF,ATNF,180 Life Sciences Corp.,180-life-sciences,streaming,stock,['common'],,3.28,100,1,false,0,USD,-6.685633001422484,1942584,,-5.692,80.01846501651671,0.0,Health technology,Health Technology,america,,0.14754002849917175
154,NASDAQ:YMAB,YMAB,"Y-mAbs Therapeutics, Inc.",y-mabs-therapeutics,streaming,stock,['common'],,4.47,100,1,false,0,USD,-6.680584551148232,156883,,-0.6334,-27.701612903225797,0.0,Health technology,Health Technology,america,1.291667,0.8076041415174617
155,NASDAQ:IMDX,IMDX,Insight Molecular Diagnostics Inc.,oncocyte-oration,streaming,stock,['common'],,2.52,100,1,false,0,USD,-6.666666666666672,39116,,-3.5278,86.0393516320005,0.0,Health technology,Health Technology,america,1.5,0.6753942792813015
156,NYSE:KRO,KRO,Kronos Worldwide Inc,kronos-worldwide,streaming,stock,['common'],,5.35,100,1,false,0,USD,-6.631762652705074,553740,6.3956963538553495,0.8365,,3.49040139616056,Process industries,Process Industries,america,2.0,2.1725100231516263
157,NASDAQ:TKNO,TKNO,"Alpha Teknova, Inc.",alpha-teknova,streaming,stock,['common'],,4.52,100,1,false,0,USD,-6.61157024793389,308648,,-0.4714,55.18585416864721,0.0,Health technology,Health Technology,america,1.333333,0.8636039701697252
158,NASDAQ:IDXX,IDXX,"IDEXX Laboratories, Inc.",idexx-laboratories,streaming,stock,['common'],,534.31,100,1,false,0,USD,-6.603856036637606,1033186,49.37120575108803,10.8223,4.864199684117716,0.0,Health technology,Health Technology,america,1.5,1.681076906080189
159,NYSE:THS,THS,"Treehouse Foods, Inc.",treehouse-foods,streaming,stock,['common'],,19.22,100,1,false,0,USD,-6.56295576081673,1297333,148.53168469860898,0.1294,-67.14902259456714,0.0,Consumer non-durables,Consumer Non-Durables,america,1.888889,2.5411200270147503
160,NASDAQ:TNDM,TNDM,"Tandem Diabetes Care, Inc.",tandem-diabetes-care,streaming,stock,['common'],,15.58,100,1,false,0,USD,-6.5386922615477,1808875,,-2.7836,-28.22922424912475,0.0,Health technology,Health Technology,america,1.64,1.1027406492378524
161,NASDAQ:NVFY,NVFY,"Nova Lifestyle, Inc",nova-lifestyle,streaming,stock,['common'],,2.29,100,1,false,0,USD,-6.530612244897964,243352,,-1.1187,73.94069277178598,0.0,Consumer durables,Consumer Durables,america,,1.4639396165213567
162,NASDAQ:DHIL,DHIL,"Diamond Hill Investment Group, Inc.",diamond-hill,streaming,stock,['common'],,135.57,100,1,false,0,USD,-6.529233314947601,43740,7.7018344193656505,17.6023,21.651899871452855,4.13678985107557,Finance,Finance,america,,1.9817232021094886
163,NASDAQ:CALC,CALC,"CalciMedica, Inc.",calcimedica,streaming,stock,['common'],,3.44,100,1,false,0,USD,-6.521739130434788,169383,,-1.5505,41.17981790591806,0.0,Health technology,Health Technology,america,1.0,1.0046923962539125
164,NASDAQ:MKTW,MKTW,"MarketWise, Inc.",marketwise,streaming,stock,['common'],,18.4,100,1,false,0,USD,-6.504065040650413,15353,1.6759267692868203,10.979,996.6936369993006,4.0650406504065,Technology services,Technology Services,america,2.0,1.1690843327622313
165,NYSE:HOG,HOG,"Harley-Davidson, Inc.",harley-davidson,streaming,stock,['common'],,24.33,100,1,false,0,USD,-6.495003843197546,3049209,12.603605470368835,1.9304,-60.62256491850765,2.70945426594927,Consumer durables,Consumer Durables,america,1.735294,1.000602256296955
166,NASDAQ:INNV,INNV,InnovAge Holding Corp.,innovage,streaming,stock,['common'],,3.32,100,1,false,0,USD,-6.478873239436619,38386,,-0.2306,-1.5859030837004369,0.0,Technology services,Technology Services,america,2.25,1.1855983741494707
167,NASDAQ:MGRT,MGRT,Mega Fortune Company Limited,,streaming,stock,['common'],,2.46,100,1,false,0,USD,-6.463878326996195,77806,,,,,Technology services,Technology Services,america,,0.0852433735235436
168,NYSE:OEC,OEC,Orion S.A.,orion-engineered-carbons,streaming,stock,['common'],,9.7,100,1,false,0,USD,-6.460945033751206,865677,21.276595744680847,0.4559,-69.22713466081674,0.798457087753134,Process industries,Process Industries,america,1.4,1.8858421924015336
169,NYSE:UTZ,UTZ,Utz Brands Inc,utz-brands,streaming,stock,['common'],,13.03,100,1,false,0,USD,-6.4608758076094785,3705355,40.795241077019405,0.3194,,1.73725771715721,Consumer non-durables,Consumer Non-Durables,america,1.318182,3.9264560987969133
170,NASDAQ:AGEN,AGEN,Agenus Inc.,agenus,streaming,stock,['common'],,5.52,100,1,false,0,USD,-6.440677966101707,671149,,-8.6806,31.189358868666368,0.0,Health technology,Health Technology,america,1.6,0.7712651559890844
171,NYSE:HWM,HWM,Howmet Aerospace Inc.,howmet-aerospace,streaming,stock,['common'],,179.77,100,1,false,0,USD,-6.438013948162786,8508299,58.616192246242136,3.0669,48.0950311458786,0.187363380868117,Electronic technology,Electronic Technology,america,1.277778,3.2880793881728443
172,NASDAQ:PROP,PROP,Prairie Operating Co.,prairie-operating-co,streaming,stock,['common'],,3.09,100,1,false,0,USD,-6.363636363636363,1895448,,-5.3969,61.22777398613457,0.0,Energy minerals,Energy Minerals,america,1.25,0.9987015733024123
173,NASDAQ:VOR,VOR,Vor Biopharma Inc.,vor-biopharma,streaming,stock,['common'],,2.07,100,1,false,0,USD,-6.334841628959281,3477275,,-1.5093,15.10293621329733,0.0,Health technology,Health Technology,america,1.8,0.5726182783150024
174,NASDAQ:ABEO,ABEO,Abeona Therapeutics Inc.,abeona-therapeutics,streaming,stock,['common'],,6.37,100,1,false,0,USD,-6.323529411764701,649791,,-1.3373,58.299292151298765,0.0,Health technology,Health Technology,america,1.0,1.0435107283317568
175,NASDAQ:LVRO,LVRO,Lavoro Limited,lavoro-limited,streaming,stock,['common'],,2.0,100,1,false,0,USD,-6.323185011709592,38805,,,,0.0,Distribution services,Distribution Services,america,2.666667,18.647284959154252
176,NASDAQ:PHOE,PHOE,Phoenix Asia Holdings Limited,phoenix-asia-limited,streaming,stock,['common'],,8.0,100,1,false,0,USD,-6.323185011709592,17148,,,,,Industrial services,Industrial Services,america,,0.10174873971120163
177,NASDAQ:HSCS,HSCS,HeartSciences Inc.,heart-test-laboratories,streaming,stock,['common'],,3.12,100,1,false,0,USD,-6.306306306306306,61999,,-9.3611,73.25247156980399,0.0,Health technology,Health Technology,america,1.0,0.41825059146309795
178,NASDAQ:HCHL,HCHL,Happy City Holdings Limited,,streaming,stock,['common'],,4.02,100,1,false,0,USD,-6.293706293706304,163275,,,,,Consumer services,Consumer Services,america,,0.7567109871515549
179,NYSE:SW,SW,Smurfit WestRock plc,smurfit-kappa,streaming,stock,['common'],,44.38,100,1,false,0,USD,-6.292229729729723,7855561,66.7569193742479,0.6648,-80.4763443070688,3.09670608108108,Process industries,Process Industries,america,1.275,2.1904505796165235
180,NASDAQ:SKYT,SKYT,"SkyWater Technology, Inc.",skywater-technology,streaming,stock,['common'],,8.95,100,1,false,0,USD,-6.28272251308902,911741,,-0.1762,74.69118069520253,0.0,Producer manufacturing,Producer Manufacturing,america,1.2,1.462080544715571
181,NASDAQ:BCG,BCG,"Binah Capital Group, Inc.",binah-capital,streaming,stock,['common'],,2.09,100,1,false,0,USD,-6.278026905829602,7347,,-0.1174,62.04332363401228,0.0,Finance,Finance,america,,0.20471054369359457
182,NASDAQ:DLTH,DLTH,Duluth Holdings Inc.,duluth,streaming,stock,['common'],,2.1,100,1,false,0,USD,-6.250000000000005,10912,,-1.5858,-292.0395550061805,0.0,Retail trade,Retail Trade,america,2.0,0.20584717658111082
183,NASDAQ:NBIX,NBIX,"Neurocrine Biosciences, Inc.",neurocrine-biosciences,streaming,stock,['common'],,128.23,100,1,false,0,USD,-6.237203860778006,2914158,37.84940523628206,3.3879,2.3441984110201592,0.0,Health technology,Health Technology,america,1.172414,3.3757495547414607
184,NASDAQ:BTMD,BTMD,Biote Corp.,biote,streaming,stock,['common'],,4.07,100,1,false,0,USD,-6.221198156682018,105391,6.660121093110784,0.6111,981.5929203539822,0.0,Health services,Health Services,america,1.0,1.0705462893362858
185,NASDAQ:TATT,TATT,TAT Technologies Ltd.,tat-technologies,streaming,stock,['common'],,34.465,100,1,false,0,USD,-6.217687074829923,180796,29.22744233378562,1.1792,84.25,0.0,Electronic technology,Electronic Technology,america,1.0,1.7527178391458025
186,NASDAQ:BGM,BGM,BGM Group Ltd.,qilian-international-ltd,streaming,stock,['common'],,8.46,100,1,false,0,USD,-6.208425720620828,59880,,-0.2842,74.15423790469261,0.0,Health technology,Health Technology,america,,0.511986976309915
187,NYSE:CLW,CLW,Clearwater Paper Corporation,clearwater-paper,streaming,stock,['common'],,22.56,100,1,false,0,USD,-6.1954261954262035,695827,,-6.2778,-334.3074683686038,0.0,Process industries,Process Industries,america,1.0,2.480940852643251
188,NYSE:UNH,UNH,UnitedHealth Group Incorporated,unitedhealth,streaming,stock,['common'],,249.56,100,1,false,0,USD,-6.194557209442196,29536349,10.809499677308974,23.0871,52.6520761703253,3.19876710269132,Health services,Health Services,america,1.465517,1.5817554822461157
189,NASDAQ:BYND,BYND,"Beyond Meat, Inc.",beyond-meat,streaming,stock,['common'],,3.04,100,1,false,0,USD,-6.172839506172845,2482433,,-2.2822,55.85942788619616,0.0,Consumer non-durables,Consumer Non-Durables,america,2.5,0.4443198266960929
190,NASDAQ:ISPR,ISPR,Ispire Technology Inc.,ispire-technology,streaming,stock,['common'],,2.74,100,1,false,0,USD,-6.1643835616438265,41114,,-0.491,-106.12930310663309,0.0,Producer manufacturing,Producer Manufacturing,america,1.0,1.2363179292261062
191,NASDAQ:SPAI,SPAI,Safe Pro Group Inc.,safe-pro,streaming,stock,['common'],,3.66,100,1,false,0,USD,-6.153846153846148,45549,,-0.7188,,0.0,Electronic technology,Electronic Technology,america,1.0,0.19167171280003803
192,NYSE:TK,TK,Teekay Corporation Ltd.,teekay-tankers-ltd,streaming,stock,['common'],,7.2,100,1,false,0,USD,-6.1277705345501925,1313475,,,,0.0,Transportation,Transportation,america,,2.0465152876121535
193,NASDAQ:XXII,XXII,"22nd Century Group, Inc",,streaming,stock,['common'],,2.76,100,1,false,0,USD,-6.122448979591842,436410,,-2825.5091,99.11402659823749,0.0,Health technology,Health Technology,america,1.5,0.0880984648568459
194,NASDAQ:TPCS,TPCS,TechPrecision Corporation,techprecision,streaming,stock,['common'],,4.3,100,1,false,0,USD,-6.1135371179039355,102221,,-0.2972,63.03482587064677,0.0,Producer manufacturing,Producer Manufacturing,america,,1.0580766834143807
195,NASDAQ:TAOX,TAOX,Tao Synergies Inc.,synaptogenix,streaming,stock,['common'],,6.33,100,1,false,0,USD,-6.0830860534124644,183037,,-9.8938,73.40862422997947,0.0,Technology services,Technology Services,america,,0.6459904455091916
196,NASDAQ:CODA,CODA,"Coda Octopus Group, Inc.",coda-octopus,streaming,stock,['common'],,7.45,100,1,false,0,USD,-6.052963430012605,53679,24.59557609772202,0.3029,23.88548057259714,0.0,Electronic technology,Electronic Technology,america,1.0,0.6695162380668481
197,NASDAQ:CNXC,CNXC,Concentrix Corporation,concentrix,streaming,stock,['common'],,51.97,100,1,false,0,USD,-6.038691014283137,651877,14.268848498160452,3.6422,-15.903948279843002,2.35174471162538,Technology services,Technology Services,america,1.416667,1.0866324490665784
198,NASDAQ:SNCR,SNCR,"Synchronoss Technologies, Inc.",synchronoss-technologies,streaming,stock,['common'],,7.32,100,1,false,0,USD,-6.0333761232349135,93193,,-0.2167,93.50400191852273,0.0,Technology services,Technology Services,america,1.0,0.835667010104977
199,NASDAQ:BRKR,BRKR,Bruker Corporation,bruker,streaming,stock,['common'],,38.43,100,1,false,0,USD,-6.027631739821502,2990032,73.18605979813368,0.5251,-80.84345700631133,0.489057341973346,Health technology,Health Technology,america,1.607143,0.7669412757298029
200,NYSE:GLOB,GLOB,Globant S.A.,globant,streaming,stock,['common'],,84.26,100,1,false,0,USD,-6.012269938650307,1649342,24.894377640558986,3.3847,-11.353517364203029,0.0,Technology services,Technology Services,america,1.318182,1.2399421249779916
201,NASDAQ:VRCA,VRCA,Verrica Pharmaceuticals Inc.,verrica-pharmaceuticals,streaming,stock,['common'],,5.63,100,1,false,0,USD,-6.010016694490823,47781,,-12.0134,31.215610381728332,0.0,Health technology,Health Technology,america,1.5,0.8107205624497976
202,NASDAQ:LZMH,LZMH,LZ Technology Holdings Limited,lz-technology-limited,streaming,stock,['common'],,5.65,100,1,false,0,USD,-5.990016638935098,133117,,,,0.0,Commercial services,Commercial Services,america,,0.4186598431625633
203,NASDAQ:ETSY,ETSY,"Etsy, Inc.",etsy,streaming,stock,['common'],,58.27,100,1,false,0,USD,-5.985801871571464,9795042,46.60108765195138,1.2504,-41.91210629006783,0.0,Retail trade,Retail Trade,america,1.863636,1.5836604708594464
204,NASDAQ:DDOG,DDOG,"Datadog, Inc.",datadog,streaming,stock,['common'],,139.98,100,1,false,0,USD,-5.977968833960241,10858737,303.2495667244367,0.4616,42.11822660098524,0.0,Technology services,Technology Services,america,1.26087,2.92948642530952
205,NASDAQ:RITR,RITR,Reitar Logtech Holdings Limited,reitar-logtech-limited,streaming,stock,['common'],,4.25,100,1,false,0,USD,-5.97345132743362,32713,,,,0.0,Finance,Finance,america,,0.06126982283763207
206,NYSE:FICO,FICO,Fair Isaac Corporation,fair-isaac,streaming,stock,['common'],,1436.72,100,1,false,0,USD,-5.961513287079456,892856,56.19409319007631,25.5671,34.414413467149636,0.0,Commercial services,Commercial Services,america,1.583333,3.7389185789315436
207,NASDAQ:CV,CV,"CapsoVision, Inc.",,streaming,stock,['common'],,3.865,100,1,false,0,USD,-5.961070559610708,117181,,,,0.0,Health technology,Health Technology,america,,1.402636234579871
208,NASDAQ:MCW,MCW,"Mister Car Wash, Inc.",mister-car-wash,streaming,stock,['common'],,5.775,100,1,false,0,USD,-5.9446254071661135,11929098,21.94148936170213,0.2632,22.58965999068467,0.0,Consumer services,Consumer Services,america,1.421053,8.235073697746905
209,NASDAQ:KPTI,KPTI,Karyopharm Therapeutics Inc.,karyopharm-therapeutics,streaming,stock,['common'],,3.81,100,1,false,0,USD,-5.92592592592592,116504,,-13.2585,30.6984256413473,0.0,Health technology,Health Technology,america,1.5,0.7227662945633712
210,NASDAQ:LFST,LFST,"LifeStance Health Group, Inc.",lifestance-health-group,streaming,stock,['common'],,3.98,100,1,false,0,USD,-5.91016548463358,2234140,,-0.0938,79.84096281968623,0.0,Health services,Health Services,america,1.111111,0.9432805961058462
211,NASDAQ:COHU,COHU,"Cohu, Inc.",cohu,streaming,stock,['common'],,17.86,100,1,false,0,USD,-5.900948366701797,574149,,-1.839,-3463.9534883720926,0.0,Electronic technology,Electronic Technology,america,1.2,1.8762174684107695
212,NASDAQ:PMTS,PMTS,CPI Card Group Inc.,cpi-card,streaming,stock,['common'],,19.41,100,1,false,0,USD,-5.868089233753642,30345,12.255335269604748,1.5838,0.8340230470490935,0.0,Finance,Finance,america,1.0,1.0654433993069088
213,NYSE:TNK,TNK,Teekay Tankers Ltd.,teekay-tankers-ltd,streaming,stock,['common'],,42.35,100,1,false,0,USD,-5.8679706601467,976451,5.258322055153404,8.0539,-37.27931842783605,0.0,Transportation,Transportation,america,1.25,2.970857362786813
214,NASDAQ:ELAB,ELAB,PMGC Holdings Inc.,pmgc,streaming,stock,['common'],,2.09,100,1,false,0,USD,-5.855855855855871,68298,,,,0.0,Health technology,Health Technology,america,,1.0012505002734091
215,NASDAQ:BLKB,BLKB,"Blackbaud, Inc.",blackbaud,streaming,stock,['common'],,67.42,100,1,false,0,USD,-5.851138109202622,837578,,-5.7855,-836.0687022900763,0.0,Technology services,Technology Services,america,1.928571,3.095631888063505
216,NYSE:AP,AP,Ampco-Pittsburgh Corporation,ampco-pittsburgh-series-a,streaming,stock,['common'],,3.23,100,1,false,0,USD,-5.8309037900874685,109281,15.023255813953488,0.215,,0.0,Non-energy minerals,Non-Energy Minerals,america,,1.3274307259502558
217,NASDAQ:EUDA,EUDA,Euda Health Holdings Limited,euda-health-limited,streaming,stock,['common'],,3.08,100,1,false,0,USD,-5.810397553516817,104506,,,,0.0,Health services,Health Services,america,,1.0619125522034691
