,ticker,name,description,logoid,update_mode,type,typespecs,market_cap_basic,fundamental_currency_code,close,pricescale,minmov,fractional,minmove2,currency,change,volume,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark,relative_volume_10d_calc
0,NASDAQ:TELO,TELO,"Telomir Pharmaceuticals, Inc.",telomir-pharmaceuticals,delayed_streaming_900,stock,['common'],67858892.0,USD,2.28,100,1,false,0,USD,88.4297520661157,137200926,,-0.422,35.11685116851169,0.0,Health technology,Health Technology,america,,43.27641440293697
1,NASDAQ:CYCC,CYCC,"Cyclacel Pharmaceuticals, Inc.",cyclacel-pharmaceuticals,delayed_streaming_900,stock,['common'],20702421.000000004,USD,13.07,100,1,false,0,USD,58.80923450789793,22367648,,-733.968,86.27797620115943,0.0,Health technology,Health Technology,america,,2.976549232224383
2,NASDAQ:BZAI,BZAI,"Blaize Holdings, Inc.",blaize,delayed_streaming_900,stock,['common'],489092428.99999994,USD,4.81,100,1,false,0,USD,58.745874587458744,73515939,,-1.8813,-10774.56647398844,0.0,Electronic technology,Electronic Technology,america,1.333333,56.38878239983727
3,NYSE:STEM,STEM,"Stem, Inc.",stem,delayed_streaming_900,stock,['common'],112725005.0,USD,13.5,100,1,false,0,USD,45.63106796116506,3806876,,-99.385,-574.8397522950731,0.0,Producer manufacturing,Producer Manufacturing,america,2.0,11.33116505256052
4,NASDAQ:LMFA,LMFA,"LM Funding America, Inc.",lm-funding,delayed_streaming_900,stock,['common'],16580920.0,USD,3.23,100,1,false,0,USD,45.49549549549548,17085783,,-6.7576,-64.95227866331436,0.0,Commercial services,Commercial Services,america,2.0,3.192895237601534
5,NASDAQ:CELU,CELU,Celularity Inc.,celularity,delayed_streaming_900,stock,['common'],72566161.0,USD,3.03,100,1,false,0,USD,37.72727272727271,762250,,-2.6508,76.60040252815932,0.0,Commercial services,Commercial Services,america,,0.8737201818988561
6,AMEX:UAVS,UAVS,"AgEagle Aerial Systems, Inc.",ageagle-aerial-systems,delayed_streaming_900,stock,['common'],28129968.000000004,USD,2.02,100,1,false,0,USD,37.41496598639456,145838152,,-31.4033,90.76290667251033,0.0,Electronic technology,Electronic Technology,america,,25.576094985180475
7,NASDAQ:OPEN,OPEN,Opendoor Technologies Inc,opendoor,delayed_streaming_900,stock,['common'],1640537979.0,USD,2.25,100,1,false,0,USD,36.36363636363637,589417155,,-0.5185,-23.27627199239182,0.0,Finance,Finance,america,2.055556,3.2166964795015747
8,NASDAQ:CARV,CARV,"Carver Bancorp, Inc.",carver-bancorp,delayed_streaming_900,stock,['common'],13193136.0,USD,2.6,100,1,false,0,USD,34.71502590673576,165285,,-2.6434,-312.5156054931336,0.0,Finance,Finance,america,,3.5810078862986394
9,AMEX:LUD,LUD,Luda Technology Group Limited,luda-technology-limited,delayed_streaming_900,stock,['common'],,USD,5.75,100,1,false,0,USD,33.720930232558146,113938,,,,,Non-energy minerals,Non-Energy Minerals,america,,6.1363220198408
10,AMEX:TGEN,TGEN,Tecogen Inc.,tecogen,delayed_streaming_900,stock,['common'],197411892.0,USD,7.72,100,1,false,0,USD,33.56401384083044,5792285,,-0.1734,-2.3008849557522044,0.0,Producer manufacturing,Producer Manufacturing,america,,8.07371052098239
11,NASDAQ:MEIP,MEIP,"MEI Pharma, Inc.",mei-pharma,delayed_streaming_900,stock,['common'],39444114.0,USD,5.92,100,1,false,0,USD,31.555555555555554,41286782,,-4.7521,-221.0602741121924,0.0,Health technology,Health Technology,america,,342.2863258846333
12,NASDAQ:LZMH,LZMH,LZ Technology Holdings Limited,lz-technology-limited,delayed_streaming_900,stock,['common'],1196790900.0,USD,7.87,100,1,false,0,USD,31.16666666666667,847903,,,,0.0,Commercial services,Commercial Services,america,,0.975065033813213
13,NASDAQ:ANPA,ANPA,Rich Sparkle Holdings Limited,,delayed_streaming_900,stock,['common'],,USD,7.81,100,1,false,0,USD,26.171243941841666,1075110,,,,,Commercial services,Commercial Services,america,,
14,NASDAQ:TLN,TLN,Talen Energy Corporation,talen-energy,delayed_streaming_900,stock,['common'],14955879514.000002,USD,328.63,100,1,false,0,USD,24.481060606060602,4495262,34.25191515972693,9.5945,-36.99021475011493,0.0,Utilities,Utilities,america,1.125,4.582314052990277
15,NASDAQ:KSCP,KSCP,"Knightscope, Inc.",knightscope,delayed_streaming_900,stock,['common'],69633361.0,USD,10.09,100,1,false,0,USD,23.048780487804887,2962075,,-11.1335,35.092986649565674,0.0,Producer manufacturing,Producer Manufacturing,america,1.0,3.1363208309324464
16,NASDAQ:CALC,CALC,"CalciMedica, Inc.",calcimedica,delayed_streaming_900,stock,['common'],42055692.0,USD,3.01,100,1,false,0,USD,19.444444444444436,297328,,-1.5505,41.17981790591806,0.0,Health technology,Health Technology,america,1.0,2.7418057881419076
17,AMEX:AXIL,AXIL,"AXIL Brands, Inc.",axil-brands,delayed_streaming_900,stock,['common'],45385241.0,USD,6.825,100,1,false,0,USD,18.48958333333334,27150,29.545454545454543,0.231,58.110882956878854,0.0,Consumer non-durables,Consumer Non-Durables,america,,3.2774022211492033
18,NASDAQ:CRSP,CRSP,CRISPR Therapeutics AG,crispr-therapeutics-ag,delayed_streaming_900,stock,['common'],5624866606.0,USD,65.13,100,1,false,0,USD,18.224723180250486,10165842,,-4.5159,-65.90984238950732,0.0,Health technology,Health Technology,america,1.466667,3.203490680552247
