,ticker,name,description,logoid,update_mode,type,typespecs,cash_n_short_term_invest_fq,fundamental_currency_code,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark,relative_volume_10d_calc
0,NYSE:BRK.A,BRK.A,Berkshire Hathaway Inc.,berkshire-hathaway,delayed_streaming_900,stock,['common'],347681000000.0,USD,711000.2,100,1,false,0,USD,0.0030521316748612554,439,1022327834909.3489,12.631151599603792,56289.4202,10.765466166805247,0.0,Finance,Finance,america,1.666667,1.136128364389234
1,NASDAQ:AMZN,AMZN,"Amazon.com, Inc.",amazon,delayed_streaming_900,stock,['common'],98251000000.0,USD,229.3,100,1,false,0,USD,1.4018484942289904,39882626,2434329465845.8135,37.3982679040334,6.1313,72.19850586979723,0.0,Retail trade,Retail Trade,america,1.098592,1.0463058715469915
2,NASDAQ:IBKR,IBKR,"Interactive Brokers Group, Inc.",interactive-brokers-group,delayed_streaming_900,stock,['common'],96862000000.0,USD,62.0,100,1,false,0,USD,-3.200624512099918,7988519,27021816370.772835,32.47433479991619,1.9092,21.01159916333903,0.417642466822795,Finance,Finance,america,1.4,1.2903840088712175
3,NASDAQ:GOOG,GOOG,Alphabet Inc.,alphabet,delayed_streaming_900,stock,['common'],95328000000.0,USD,191.15,100,1,false,0,USD,2.801979133053677,24550580,2313565754034.0615,21.31633825120159,8.9673,37.528948054537366,0.435624394966118,Technology services,Technology Services,america,1.222222,1.0500695103930282
4,NASDAQ:MSFT,MSFT,Microsoft Corporation,microsoft,delayed_streaming_900,stock,['common'],79618000000.0,USD,510.06,100,1,false,0,USD,0.0019605920988120585,14051760,3791043274014.6743,39.41548305333601,12.9406,12.125255606002842,0.635231840015685,Technology services,Technology Services,america,1.146154,0.8876709981901992
5,NYSE:SCHW,SCHW,Charles Schwab Corporation (The),schwab,delayed_streaming_900,stock,['common'],77800000000.0,USD,96.25,100,1,false,0,USD,0.4697286012526126,11757923,174883400498.65604,25.913361871685108,3.7143,54.33165745626793,1.08559498956159,Finance,Finance,america,1.326087,1.245194642946517
6,NASDAQ:META,META,"Meta Platforms, Inc.",meta-platforms,delayed_streaming_900,stock,['common'],70301000000.0,USD,712.965,100,1,false,0,USD,1.2331743056738882,9366970,1792499567179.275,27.810218123946825,25.6368,47.260915268451576,0.291077412392798,Technology services,Technology Services,america,1.219178,0.8708484815162062
7,NYSE:AXP,AXP,American Express Company,american-express,delayed_streaming_900,stock,['common'],57937000000.0,USD,302.97,100,1,false,0,USD,-1.617145640526047,2650394,212257417506.0981,21.271203100426874,14.2432,6.257646742860547,0.948205877577529,Finance,Finance,america,1.734375,0.92383174094227
8,NASDAQ:NVDA,NVDA,NVIDIA Corporation,nvidia,delayed_streaming_900,stock,['common'],53691000000.0,USD,171.38,100,1,false,0,USD,-0.5974131430891486,122333911,4181672088821.1816,55.203736511515544,3.1045,81.60280783854927,0.023200510411229,Electronic technology,Electronic Technology,america,1.186567,0.7382875903023425
9,NASDAQ:AAPL,AAPL,Apple Inc.,apple,delayed_streaming_900,stock,['common'],48498000000.0,USD,212.48,100,1,false,0,USD,0.6155885974050492,51285496,3173564234933.023,33.15906927386507,6.4079,-0.35609877464701006,0.478264987214698,Electronic technology,Electronic Technology,america,1.5,1.13537264596619
10,NASDAQ:TSLA,TSLA,"Tesla, Inc.",tesla,delayed_streaming_900,stock,['common'],37411000000.0,USD,328.49,100,1,false,0,USD,-0.35188836644925475,75265304,1056593679279.864,180.64782226132866,1.8184,-53.531636512317284,0.0,Consumer durables,Consumer Durables,america,1.8,0.8228670376818286
11,NYSE:F,F,Ford Motor Company,ford,delayed_streaming_900,stock,['common'],35226000000.0,USD,11.31,100,1,false,0,USD,1.3440860215053796,65466548,44976439936.44086,9.0625,1.248,28.659793814432994,6.72043010752688,Consumer durables,Consumer Durables,america,2.019231,0.9107009620929956
12,NYSE:GM,GM,General Motors Company,general-motors,delayed_streaming_900,stock,['common'],30449000000.0,USD,53.21,100,1,false,0,USD,-0.01878992859826759,13030427,51157944403.24521,7.664606830589285,6.9423,-15.105899041283502,0.958286358511838,Consumer durables,Consumer Durables,america,1.612903,1.7566152968569764
13,NYSE:BA,BA,Boeing Company (The),boeing,delayed_streaming_900,stock,['common'],23674000000.0,USD,229.32,100,1,false,0,USD,-0.008720676724518284,4059156,172908536931.37747,,-17.9353,-406.76141500904157,0.0,Electronic technology,Electronic Technology,america,1.354839,0.5009057976044444
14,NYSE:BN,BN,Brookfield Corporation,brookfield,delayed_streaming_900,stock,['common'],21832058148.57,USD,66.33,100,1,false,0,USD,-1.397353946781623,4356781,109366607154.0663,240.57667720208502,0.275712512,-54.16701778202436,0.513978983858737,Finance,Finance,america,1.4,1.7494817045490403
15,NYSE:SYF,SYF,Synchrony Financial,synchrony,delayed_streaming_900,stock,['common'],21629000000.0,USD,69.44,100,1,false,0,USD,-0.8566533409480418,4299299,26432386781.222153,9.532830882857652,7.2843,4.506326934664713,1.49914334665905,Finance,Finance,america,1.395833,1.473822866284987
16,NASDAQ:INTC,INTC,Intel Corporation,intel,delayed_streaming_900,stock,['common'],21048000000.0,USD,23.26,100,1,false,0,USD,0.6926406926406933,61525291,101460121675.52554,,-4.4723,-565.913115949578,2.16450216450216,Electronic technology,Electronic Technology,america,2.056818,0.9358147865429116
