,ticker,name,description,logoid,update_mode,type,typespecs,Perf.Y,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark,relative_volume_10d_calc
0,NASDAQ:RGC,RGC,Regencell Bioscience Holdings Limited,regencell-bioscience,streaming,stock,['common'],14902.875186043864,13.7,100,1,false,0,USD,-6.675749318801093,812517,6774497956.13079,USD,,-0.3142,13.204419889502766,0.0,Health technology,Health Technology,america,,0.2325685903412464
1,NASDAQ:DFDV,DFDV,DeFi Development Corp.,janover,streaming,stock,['common'],2704.548259093713,24.68,100,1,false,0,USD,0.7346938775510192,1454348,363802424.2089796,USD,,-0.2584,51.42857142857142,0.0,Finance,Finance,america,1.0,0.7415052574877805
2,NASDAQ:WW,WW,"WW International, Inc.",,streaming,stock,['common'],2637.9032258064517,33.95,100,1,false,0,USD,-8.243243243243235,210901,2725516185.0,USD,,-0.8823,79.56266938454056,0.0,Consumer services,Consumer Services,america,1.0,0.8171530816095322
3,NASDAQ:QUBT,QUBT,Quantum Computing Inc.,quantum-computing,streaming,stock,['common'],2618.4615384615386,17.67,100,1,false,0,USD,-6.705385427666312,33533713,2790293300.7386484,USD,,-0.4776,-39.97655334114889,0.0,Technology services,Technology Services,america,1.5,1.6331845545024124
4,NASDAQ:NUTX,NUTX,Nutex Health Inc.,nutex-health,streaming,stock,['common'],2045.8490566037738,113.73,100,1,false,0,USD,-2.0075822850249856,219259,631783349.5786662,USD,9.553690683198509,11.9043,,0.0,Health services,Health Services,america,1.0,0.6336353658346274
5,NASDAQ:DGNX,DGNX,Diginex Limited,diginex-limited,streaming,stock,['common'],1290.6103286384978,59.24,100,1,false,0,USD,-4.451612903225803,27118,1362150520.12,USD,,-0.1859,-7.023603914795634,0.0,Technology services,Technology Services,america,,0.6648263282797576
6,NYSE:QBTS,QBTS,D-Wave Quantum Inc.,d-wave-quantum,streaming,stock,['common'],1213.0081300813006,16.15,100,1,false,0,USD,2.0214782059380827,31545301,5046459335.931774,USD,,-0.6043,-13.504883546205853,0.0,Electronic technology,Electronic Technology,america,1.0,0.8208167967453074
7,NASDAQ:NEON,NEON,Neonode Inc.,neonode,streaming,stock,['common'],1070.0854700854702,27.38,100,1,false,0,USD,4.58365164247517,328299,459516430.54774636,USD,,-0.377,46.29629629629629,0.0,Electronic technology,Electronic Technology,america,1.0,0.8031937016504298
8,NASDAQ:RGTI,RGTI,"Rigetti Computing, Inc.",rigetti-computing-redeemable,streaming,stock,['common'],1066.9724770642201,12.72,100,1,false,0,USD,-0.39154267815191024,22575668,3719871901.024276,USD,,-0.6999,-33.51774132010682,0.0,Electronic technology,Electronic Technology,america,1.0625,0.595351335792527
9,NASDAQ:BSGM,BSGM,"BioSig Technologies, Inc.",biosig-technologies,streaming,stock,['common'],1017.0731707317074,4.58,100,1,false,0,USD,-16.117216117216117,1581838,141031701.77289376,USD,,-0.6233,80.60249587651325,0.0,Health technology,Health Technology,america,1.0,0.7961841658890241
10,NASDAQ:MNPR,MNPR,Monopar Therapeutics Inc.,monopar-therapeutics,streaming,stock,['common'],1016.8539325842695,39.76,100,1,false,0,USD,-9.078435856391492,85568,243140901.16624743,USD,,-3.9851,-51.31758809234509,0.0,Health technology,Health Technology,america,1.166667,1.5952333901319542
11,AMEX:UAMY,UAMY,United States Antimony Corporation,united-states-antimony,streaming,stock,['common'],961.2903225806451,3.29,100,1,false,0,USD,10.033444816053505,10463217,391843941.60200673,USD,,-0.0085,84.40366972477064,0.0,Non-energy minerals,Non-Energy Minerals,america,1.0,1.9075393660887556
12,AMEX:TGEN,TGEN,Tecogen Inc.,tecogen,streaming,stock,['common'],829.4117647058823,6.32,100,1,false,0,USD,-15.733333333333329,1281111,159702364.46933332,USD,,-0.1734,-2.3008849557522044,0.0,Producer manufacturing,Producer Manufacturing,america,,2.577477055701877
13,NASDAQ:SEZL,SEZL,Sezzle Inc.,sezzle,streaming,stock,['common'],813.3573877177433,133.32,100,1,false,0,USD,-1.8334437817539275,859805,4437729015.350563,USD,45.06033055057964,2.9587,676.3579113093675,0.0,Technology services,Technology Services,america,1.0,0.7167001244256868
14,NASDAQ:NNNN,NNNN,Anbio Biotechnology,anbio-biotechnology,streaming,stock,['common'],807.7946768060837,47.75,100,1,false,0,USD,0.1888375996642959,183330,6870804827.050986,USD,787.953795379538,0.0606,5.208333333333338,0.0,Health technology,Health Technology,america,,1.0101644596008603
15,NASDAQ:AEVA,AEVA,"Aeva Technologies, Inc.",aeva,streaming,stock,['common'],757.6051779935275,26.5,100,1,false,0,USD,-1.008591707134851,2615094,1458100091.8565557,USD,,-2.8215,10.383051708804478,0.0,Electronic technology,Electronic Technology,america,1.2,0.6794065582745159
16,NASDAQ:MTEN,MTEN,Mingteng International Corporation Inc.,mingteng-international,streaming,stock,['common'],752.4590163934427,20.8,100,1,false,0,USD,22.35294117647059,101696,142263680.0,USD,,-0.117,,0.0,Producer manufacturing,Producer Manufacturing,america,,0.841961640805202
17,NASDAQ:RKLB,RKLB,Rocket Lab Corporation,rocket-lab,streaming,stock,['common'],697.8533094812166,44.6,100,1,false,0,USD,3.216847951862996,29978481,21378506218.176346,USD,,-0.4128,-10.522088353413656,0.0,Electronic technology,Electronic Technology,america,1.3125,1.4498562180471384
18,NASDAQ:ATGL,ATGL,Alpha Technology Group Limited,alpha-technology-limited,streaming,stock,['common'],689.6342281879193,23.5311,100,1,false,0,USD,6.959545454545448,1667,359143409.4716182,USD,,,,0.0,Technology services,Technology Services,america,,0.3636323975307026
19,AMEX:UMAC,UMAC,"Unusual Machines, Inc.",unusual-machines,streaming,stock,['common'],669.1780821917808,11.23,100,1,false,0,USD,-3.1896551724137865,7452750,278842814.9086207,USD,,-3.7622,-542.67167748548,0.0,Electronic technology,Electronic Technology,america,1.0,1.0988579514866765
20,NASDAQ:VBIX,VBIX,Viewbix Inc.,viewbix,streaming,stock,['common'],634.8156182212581,5.42,100,1,false,0,USD,7.968127490039849,195181,49931603.16334662,USD,,-3.3207,-55.95266049875545,0.0,Electronic technology,Electronic Technology,america,,1.093473646232443
21,NASDAQ:CNVS,CNVS,Cineverse Corp.,cinedigm,streaming,stock,['common'],613.9664804469272,6.39,100,1,false,0,USD,-0.4672897196261721,252495,109320522.11214954,USD,43.35142469470827,0.1474,,0.0,Consumer services,Consumer Services,america,1.0,0.3214070090009746
22,NASDAQ:GRRR,GRRR,Gorilla Technology Group Inc.,gorilla-technology-group-inc,streaming,stock,['common'],582.5657894736842,20.75,100,1,false,0,USD,3.3881415047334316,2071853,470382072.5710015,USD,,,,0.0,Technology services,Technology Services,america,1.0,0.5881717869631444
23,NYSE:OKLO,OKLO,Oklo Inc.,altc,streaming,stock,['common'],582.5307950727884,60.95,100,1,false,0,USD,-2.3393686909149074,21937949,8910715877.93062,USD,,-5.399,-2987.16577540107,0.0,Producer manufacturing,Producer Manufacturing,america,1.384615,1.6172531336195293
24,NASDAQ:MVST,MVST,"Microvast Holdings, Inc.",microvast,streaming,stock,['common'],570.0920573752944,3.13,100,1,false,0,USD,-1.5723270440251655,5059359,1018318508.1792452,USD,,-0.4479,-37.90024630541873,0.0,Producer manufacturing,Producer Manufacturing,america,1.333333,0.7989768957457302
25,NASDAQ:PSIX,PSIX,"Power Solutions International, Inc.",power-solutions-international,streaming,stock,['common'],557.117903930131,75.24,100,1,false,0,USD,-0.5419695968275092,449587,1731138415.1143422,USD,21.31988325635431,3.5291,172.98112623762376,0.0,Producer manufacturing,Producer Manufacturing,america,1.0,0.6628237698779166
26,AMEX:CTM,CTM,"Castellum, Inc.",castellum,streaming,stock,['common'],531.578947368421,1.38,100,1,false,0,USD,8.661417322834636,7490176,125323438.44094487,USD,,-0.1196,66.41392867172144,0.0,Process industries,Process Industries,america,1.0,3.0340896059434033
27,NASDAQ:TOI,TOI,"The Oncology Institute, Inc.",the-oncology-institute,streaming,stock,['common'],518.7500000000001,2.97,100,1,false,0,USD,-7.476635514018684,2461157,272983794.4766356,USD,,-0.6963,13.856241494494617,0.0,Health services,Health Services,america,1.0,1.1563927265141212
28,AMEX:AREN,AREN,"The Arena Group Holdings, Inc.",the-arena,streaming,stock,['common'],502.247191011236,5.36,100,1,false,0,USD,-6.6202090592334475,159044,254926688.26480836,USD,95.71428571428572,0.056,,0.0,Technology services,Technology Services,america,,0.8233241705621386
29,NASDAQ:SRM,SRM,"SRM Entertainment, Inc.",srm-entertainment,streaming,stock,['common'],489.47368421052636,6.72,100,1,false,0,USD,-7.053941908713702,2473969,119841859.19999997,USD,,-0.2567,36.12839014680269,0.0,Consumer durables,Consumer Durables,america,,0.6775826768039125
30,NASDAQ:ROMA,ROMA,Roma Green Finance Limited,roma-green-finance-limited,streaming,stock,['common'],483.13895368210603,3.5,100,1,false,0,USD,1.4492753623188355,41924,41875999.56521739,USD,,,,0.0,Commercial services,Commercial Services,america,,0.1412976438034829
31,NASDAQ:PRCH,PRCH,"Porch Group, Inc.",porch,streaming,stock,['common'],481.81818181818187,12.16,100,1,false,0,USD,-1.777059773828761,1857463,1255219147.0630047,USD,,-0.2041,81.94923498717608,0.0,Finance,Finance,america,1.166667,0.7623874732666535
32,NASDAQ:TSSI,TSSI,"TSS, Inc.",tss,streaming,stock,['common'],471.6666666666666,20.58,100,1,false,0,USD,-3.4482758620689795,2106207,514921867.31034464,USD,57.97183098591549,0.355,814.9484536082474,0.0,Technology services,Technology Services,america,,0.8219189468545822
33,NASDAQ:ALMU,ALMU,"Aeluma, Inc.",aeluma,streaming,stock,['common'],462.2950819672131,17.15,100,1,false,0,USD,1.0606953447259855,219115,270892237.8373601,USD,,-0.2675,,0.0,Commercial services,Commercial Services,america,1.0,0.6912195261984551
34,NASDAQ:RCAT,RCAT,"Red Cat Holdings, Inc.",red-cat,streaming,stock,['common'],461.2021857923497,10.27,100,1,false,0,USD,-0.5808325266214955,14705512,1010815763.5014521,USD,,,,0.0,Technology services,Technology Services,america,1.0,1.3730392051181832
35,NASDAQ:PTHL,PTHL,Pheton Holdings Ltd,pheton-ltd,streaming,stock,['common'],448.1382978723405,20.61,100,1,false,0,USD,-4.228624535315985,6229192,293692500.00000006,USD,,-0.046,-177.10843373493975,0.0,Health technology,Health Technology,america,,6.219046247951092
36,NYSE:AMPX,AMPX,"Amprius Technologies, Inc.",amprius-technologies,streaming,stock,['common'],446.71532846715326,7.49,100,1,false,0,USD,11.292719167904899,16826970,902890153.2228826,USD,,-0.4109,4.241435562805871,0.0,Producer manufacturing,Producer Manufacturing,america,1.0,1.6927044379073521
37,NASDAQ:EPSM,EPSM,Epsium Enterprise Limited,epsium-enterprise-limited,streaming,stock,['common'],440.1785714285714,24.2,100,1,false,0,USD,14.529105537150972,424936,325200422.8,USD,,,,0.0,Distribution services,Distribution Services,america,,4.467738594773956
38,NASDAQ:DAVE,DAVE,Dave Inc.,dave,streaming,stock,['common'],432.86842105263156,202.49,100,1,false,0,USD,-5.400607334734875,997011,2701285713.3702874,USD,55.71330306782226,3.6345,,0.0,Finance,Finance,america,1.0,1.7210099334147395
39,NASDAQ:TMC,TMC,TMC the metals company Inc.,the-metals-company,streaming,stock,['common'],429.3706293706294,7.57,100,1,false,0,USD,3.983516483516484,17827363,3006465737.461539,USD,,-0.2337,28.597616865261227,0.0,Non-energy minerals,Non-Energy Minerals,america,1.0,1.5029057539295396
40,NASDAQ:PLTR,PLTR,Palantir Technologies Inc.,palantir,streaming,stock,['common'],422.80084447572136,148.58,100,1,false,0,USD,-0.3821656050955368,59029454,350636044916.54517,USD,648.82096069869,0.229,80.74191002367797,0.0,Technology services,Technology Services,america,2.0,0.8568602422339746
41,NASDAQ:AZ,AZ,A2Z Cust2Mate Solutions Corp.,a2z-smart-technologies,streaming,stock,['common'],421.8604651162791,11.22,100,1,false,0,USD,-5.714285714285712,325955,393145758.3428571,USD,,-1.0767,-22.88290344670167,0.0,Finance,Finance,america,,1.0409866850280345
42,NASDAQ:NAKA,NAKA,"Kindly MD, Inc.",kindly-md,streaming,stock,['common'],418.5022026431718,11.77,100,1,false,0,USD,-2.646815550041359,252502,89526386.39999999,USD,,-0.7302,-153.45366192294338,0.0,Health services,Health Services,america,,0.7417700166889587
43,NASDAQ:RPID,RPID,"Rapid Micro Biosystems, Inc.",rapid-micro-biosystems,streaming,stock,['common'],401.53846153846155,3.26,100,1,false,0,USD,1.8749999999999878,63722,142891349.13125,USD,,-1.0245,14.86621239820509,0.0,Producer manufacturing,Producer Manufacturing,america,1.0,0.9589191580677152
44,NYSE:IONQ,IONQ,"IonQ, Inc.",ionq,streaming,stock,['common'],386.16647127784296,41.47,100,1,false,0,USD,-2.216458382456963,15861781,10849919022.712334,USD,,-1.4902,-79.17518335938439,0.0,Electronic technology,Electronic Technology,america,1.357143,0.6825124887159812
45,NASDAQ:AGFY,AGFY,Agrify Corporation,agrify,streaming,stock,['common'],385.4901960784315,24.76,100,1,false,0,USD,0.2023472278429814,7943,48331866.70012141,USD,,-28.493,62.63438533544207,0.0,Producer manufacturing,Producer Manufacturing,america,,0.3096480934986765
46,NASDAQ:COMM,COMM,"CommScope Holding Company, Inc.",commscope,streaming,stock,['common'],367.3076923076923,7.29,100,1,false,0,USD,-6.29820051413882,5807242,1578992396.1131105,USD,,-0.594,93.28896973257562,0.0,Electronic technology,Electronic Technology,america,2.277778,1.1695715657441506
47,NASDAQ:SERV,SERV,Serve Robotics Inc.,serve-robotics,streaming,stock,['common'],358.62068965517244,10.64,100,1,false,0,USD,-0.28116213683223396,3960378,607792510.3130273,USD,,-1.0266,-32.567148760330575,0.0,Producer manufacturing,Producer Manufacturing,america,1.0,0.8040871176910382
48,NASDAQ:ABVC,ABVC,"ABVC BioPharma, Inc.",abvc-biopharma,streaming,stock,['common'],346.2499999999999,3.57,100,1,false,0,USD,1.7094017094017109,398263,60624290.64102565,USD,,-0.1442,93.72470516558596,0.0,Health technology,Health Technology,america,,0.36648858617413677
49,NASDAQ:OCG,OCG,Oriental Culture Holding LTD,oriental-culture-ltd,streaming,stock,['common'],344.40917387508927,5.6,100,1,false,0,USD,-6.370172212004685,18601,116109999.26433706,USD,,-0.3056,63.86425446375784,0.0,Retail trade,Retail Trade,america,,1.959443800695249
50,NASDAQ:CDTX,CDTX,"Cidara Therapeutics, Inc.",cidara-therapeutics,streaming,stock,['common'],340.8818493150685,51.495,100,1,false,0,USD,-6.914316702819962,701554,1138943226.079718,USD,,-29.0723,-260.33192037877103,0.0,Health technology,Health Technology,america,1.0,0.7750870510986662
51,NYSE:BBAI,BBAI,"BigBear.ai, Inc.",bigbear-ai,streaming,stock,['common'],338.2716049382716,7.1,100,1,false,0,USD,2.6011560693641576,136469414,2067440589.7832367,USD,,-0.7731,13.581488933601605,0.0,Technology services,Technology Services,america,1.5,0.6489472474290237
52,AMEX:LEU,LEU,Centrus Energy Corp.,centrus,streaming,stock,['common'],335.6607974094313,215.26,100,1,false,0,USD,-0.4670088315531601,1118006,3667441874.3625093,USD,33.75303802430419,6.3775,40.27890812308913,0.0,Non-energy minerals,Non-Energy Minerals,america,1.269231,1.103570089304795
