,ticker,name,description,logoid,update_mode,type,typespecs,Perf.Y,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark,relative_volume_10d_calc
0,NASDAQ:YORK,YORK,Yorkville Acquisition Corp.,,delayed_streaming_900,stock,['common'],10509900.0,10.51,100,1,false,0,USD,-0.8490566037735837,18779,241730000.00000003,USD,,,,0.0,Finance,Finance,america,,0.35155935547763506
1,NASDAQ:RGC,RGC,Regencell Bioscience Holdings Limited,regencell-bioscience,delayed_streaming_900,stock,['common'],4307.876077283539,14.43,100,1,false,0,USD,3.887688984881203,479006,7135474882.060475,USD,,-0.3142,13.204419889502766,0.0,Health technology,Health Technology,america,,0.5745815503335534
2,NASDAQ:QUBT,QUBT,Quantum Computing Inc.,quantum-computing,delayed_streaming_900,stock,['common'],1974.6478873239437,14.73,100,1,false,0,USD,-4.163955757970064,12237005,2326033890.804164,USD,,-0.4776,-39.97655334114889,0.0,Technology services,Technology Services,america,1.5,0.6857529390472418
3,NASDAQ:DFDV,DFDV,DeFi Development Corp.,janover,delayed_streaming_900,stock,['common'],1936.1655469728123,14.8,100,1,false,0,USD,-7.902924704418169,2701064,218163524.10703173,USD,,-0.2584,51.42857142857142,0.0,Finance,Finance,america,1.0,0.8918879152282109
4,NYSE:QBTS,QBTS,D-Wave Quantum Inc.,d-wave-quantum,delayed_streaming_900,stock,['common'],1572.549019607843,17.06,100,1,false,0,USD,-3.4521788341822464,37283032,5330810963.265421,USD,,-0.6043,-13.504883546205853,0.0,Electronic technology,Electronic Technology,america,1.0,0.6735533083961468
5,NASDAQ:RGTI,RGTI,"Rigetti Computing, Inc.",rigetti-computing-redeemable,delayed_streaming_900,stock,['common'],1289.2156862745098,14.17,100,1,false,0,USD,-2.07325501036628,24464796,4573403476.327575,USD,,-0.6999,-33.51774132010682,0.0,Electronic technology,Electronic Technology,america,1.0625,0.4276388766341172
6,NASDAQ:DGNX,DGNX,Diginex Limited,diginex-limited,delayed_streaming_900,stock,['common'],1211.737089201878,55.88,100,1,false,0,USD,5.275056518462707,75707,1284891476.44,USD,,-0.1859,-7.023603914795634,0.0,Technology services,Technology Services,america,,1.5302009895867021
7,NASDAQ:BSGM,BSGM,"BioSig Technologies, Inc.",biosig-technologies,delayed_streaming_900,stock,['common'],1127.9271936973648,4.52,100,1,false,0,USD,1.8018018018017834,655199,141596496.68468466,USD,,-0.6233,80.60249587651325,0.0,Health technology,Health Technology,america,1.0,0.5446981098398052
8,AMEX:TGEN,TGEN,Tecogen Inc.,tecogen,delayed_streaming_900,stock,['common'],1078.4559133736466,8.38,100,1,false,0,USD,12.786002691790054,1034957,247683379.7711979,USD,,-0.1734,-2.3008849557522044,0.0,Producer manufacturing,Producer Manufacturing,america,,0.719469086222394
9,NASDAQ:MNPR,MNPR,Monopar Therapeutics Inc.,monopar-therapeutics,delayed_streaming_900,stock,['common'],1068.7671232876712,42.66,100,1,false,0,USD,-0.859865210318393,13086,260875015.9353939,USD,,-3.9851,-51.31758809234509,0.0,Health technology,Health Technology,america,1.166667,0.5874167310074881
10,NASDAQ:SEZL,SEZL,Sezzle Inc.,sezzle,delayed_streaming_900,stock,['common'],996.739964688897,150.93,100,1,false,0,USD,5.982725932167692,1003428,5023900912.436486,USD,51.012268901882585,2.9587,676.3579113093675,0.0,Technology services,Technology Services,america,1.0,1.2398192538779726
11,NASDAQ:NUTX,NUTX,Nutex Health Inc.,nutex-health,delayed_streaming_900,stock,['common'],860.548885077187,84.0,100,1,false,0,USD,-1.65086055497014,295458,466629778.8549351,USD,7.056273783422797,11.9043,,0.0,Health services,Health Services,america,1.0,0.7789296854733085
12,NASDAQ:RKLB,RKLB,Rocket Lab Corporation,rocket-lab,delayed_streaming_900,stock,['common'],769.6629213483145,46.44,100,1,false,0,USD,6.051609956611095,16853439,22260490371.236355,USD,,-0.4128,-10.522088353413656,0.0,Electronic technology,Electronic Technology,america,1.375,0.6991040244420278
13,NYSE:OKLO,OKLO,Oklo Inc.,altc,delayed_streaming_900,stock,['common'],766.3230240549826,75.63,100,1,false,0,USD,6.506125897760865,22210525,11056890299.533587,USD,,-5.399,-2987.16577540107,0.0,Producer manufacturing,Producer Manufacturing,america,1.464286,1.0196127025902697
14,NASDAQ:TSSI,TSSI,"TSS, Inc.",tss,delayed_streaming_900,stock,['common'],762.8865979381443,25.11,100,1,false,0,USD,5.994090333474031,2079253,628264726.3815956,USD,70.73239436619718,0.355,814.9484536082474,0.0,Technology services,Technology Services,america,,0.7570630779276661
15,AMEX:UAMY,UAMY,United States Antimony Corporation,united-states-antimony,delayed_streaming_900,stock,['common'],734.2857142857143,2.92,100,1,false,0,USD,-4.885993485342017,5308269,347776377.1465798,USD,,-0.0085,84.40366972477064,0.0,Non-energy minerals,Non-Energy Minerals,america,1.0,0.8242251469000511
16,NASDAQ:NNNN,NNNN,Anbio Biotechnology,anbio-biotechnology,delayed_streaming_900,stock,['common'],698.4790874524715,42.0,100,1,false,0,USD,-10.846953937592867,88474,6043430521.248143,USD,693.0693069306931,0.0606,5.208333333333338,0.0,Health technology,Health Technology,america,,0.6581853592925515
17,NASDAQ:MVST,MVST,"Microvast Holdings, Inc.",microvast,delayed_streaming_900,stock,['common'],694.6210268948656,3.25,100,1,false,0,USD,0.0,4656659,1057359451.0000001,USD,,-0.4479,-37.90024630541873,0.0,Producer manufacturing,Producer Manufacturing,america,1.333333,0.8160368145947577
18,AMEX:CTM,CTM,"Castellum, Inc.",castellum,delayed_streaming_900,stock,['common'],693.3333333333334,1.19,100,1,false,0,USD,1.7094017094017109,2143136,108068759.67521366,USD,,-0.1196,66.41392867172144,0.0,Process industries,Process Industries,america,1.0,0.5762592387880728
19,AMEX:AREN,AREN,"The Arena Group Holdings, Inc.",the-arena,delayed_streaming_900,stock,['common'],604.4943820224719,6.27,100,1,false,0,USD,6.8143100511073165,183593,298207158.10221463,USD,111.96428571428571,0.056,,0.0,Technology services,Technology Services,america,1.0,0.9915911377753918
20,NASDAQ:TRON,TRON,Tron Inc.,srm-entertainment,delayed_streaming_900,stock,['common'],604.0000000000001,8.8,100,1,false,0,USD,-5.274488697524203,2594169,156935768.00000006,USD,,-0.2567,36.12839014680269,0.0,Consumer durables,Consumer Durables,america,,0.3137677040420372
