,ticker,name,description,logoid,update_mode,type,typespecs,relative_volume_10d_calc,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark
0,NASDAQ:XBP,XBP,"XBP Europe Holdings, Inc.",xbp-europe,delayed_streaming_900,stock,['common'],3768.9248378735083,1.63,100,1,false,0,USD,81.09098989001221,158775758,58542340.0622153,USD,,-0.4775,-66.89968542467668,0.0,Technology services,Technology Services,america,
1,NASDAQ:VRME,VRME,"VerifyMe, Inc.",verifyme,delayed_streaming_900,stock,['common'],234.61722128246515,0.686199,10000,1,false,0,USD,-1.9855734895014916,16380294,8522978.736984717,USD,,-0.3567,-49.12207357859533,0.0,Technology services,Technology Services,america,1.0
2,NASDAQ:TYGO,TYGO,"Tigo Energy, Inc.",tigo-energy,delayed_streaming_900,stock,['common'],86.21111385218872,1.47,100,1,false,0,USD,19.51219512195122,42249903,91163984.90243901,USD,,-0.8422,-4.960119641076763,0.0,Electronic technology,Electronic Technology,america,1.25
3,NASDAQ:BGLC,BGLC,BioNexus Gene Lab Corp,bionexus-gene-lab,delayed_streaming_900,stock,['common'],75.47573835996441,7.18,100,1,false,0,USD,60.98654708520179,58853875,12899567.071748877,USD,,-1.1769,27.280029658922388,0.0,Distribution services,Distribution Services,america,
4,NASDAQ:FGF,FGF,Fundamental Global Inc.,fg-financial-800-cumulative-series-a-preferred-stock,delayed_streaming_900,stock,['common'],67.70570734916541,18.56,100,1,false,0,USD,-13.71455137145515,2325840,23614258.164574612,USD,,-5.59,-33.98849472674977,0.0,Finance,Finance,america,
5,NASDAQ:STAK,STAK,STAK Inc.,,delayed_streaming_900,stock,['common'],61.84467283640273,1.79,100,1,false,0,USD,6.865671641791043,10591228,,USD,,,,,Industrial services,Industrial Services,america,
6,NASDAQ:VYNE,VYNE,VYNE Therapeutics Inc.,vyne-therapeutics,delayed_streaming_900,stock,['common'],55.32568209246732,0.3981,10000,1,false,0,USD,-72.35416666666667,38448367,23997446.0,USD,,-0.9901,81.74594395280236,0.0,Health technology,Health Technology,america,1.5
7,NASDAQ:SUPX,SUPX,Super X AI Technology Limited,junee-limited,delayed_streaming_900,stock,['common'],41.45445545168057,23.21,100,1,false,0,USD,43.982630272952846,5351223,301204386.34,USD,,,,0.0,Commercial services,Commercial Services,america,
8,NASDAQ:GIFT,GIFT,"Giftify, Inc.",rde,delayed_streaming_900,stock,['common'],23.307000761410052,1.0,10000,1,false,0,USD,11.098766803688477,2047830,29334335.07388068,USD,,-0.7157,-94.90740740740739,0.0,Technology services,Technology Services,america,1.0
9,NASDAQ:DSY,DSY,Big Tree Cloud Holdings Limited,big-tree-cloud-limited,delayed_streaming_900,stock,['common'],17.08771735079804,1.27,100,1,false,0,USD,-0.7812500000000007,215512,72492294.69,USD,,,,0.0,Miscellaneous,Miscellaneous,america,
