,ticker,name,description,logoid,update_mode,type,typespecs,Value.Traded,currency,close,pricescale,minmov,fractional,minmove2,change,volume,relative_volume_10d_calc,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,market,sector,recommendation_mark
0,NASDAQ:NVDA,NVDA,NVIDIA Corporation,nvidia,streaming,stock,['common'],39308887495.2,USD,170.7,100,1,false,0,4.040958127628449,230280536,1.3683624698083237,4165080185932.636,USD,54.98469962956998,3.1045,81.60280783854927,0.0243798378740781,Electronic technology,america,Electronic Technology,1.186567
1,NASDAQ:TSLA,TSLA,"Tesla, Inc.",tesla,streaming,stock,['common'],24024984332.42,USD,310.78,100,1,false,0,-1.93120858314926,77305439,0.7961835475337284,999629161928.3005,USD,170.90849098108225,1.8184,-53.531636512317284,0.0,Consumer durables,america,Consumer Durables,1.8
2,NASDAQ:AMD,AMD,"Advanced Micro Devices, Inc.",advanced-micro-devices,streaming,stock,['common'],14517245613.78,USD,155.61,100,1,false,0,6.40727571115974,93292498,2.1570485804622352,252306732114.4148,USD,114.06685236768803,1.3642,99.18236238866992,0.0,Electronic technology,america,Electronic Technology,1.330357
3,NASDAQ:AAPL,AAPL,Apple Inc.,apple,streaming,stock,['common'],8836763388.53,USD,209.11,100,1,false,0,0.23487680951011844,42258923,0.7847974865293357,3123230537700.9263,USD,32.633155948126536,6.4079,-0.35609877464701006,0.484133831847378,Electronic technology,america,Electronic Technology,1.5
4,NASDAQ:PLTR,PLTR,Palantir Technologies Inc.,palantir,streaming,stock,['common'],8770596275.320002,USD,148.58,100,1,false,0,-0.3821656050955368,59029454,0.8568602422339746,350636044916.54517,USD,648.82096069869,0.229,80.74191002367797,0.0,Technology services,america,Technology Services,2.0
5,NASDAQ:META,META,"Meta Platforms, Inc.",meta-platforms,streaming,stock,['common'],8181563050.78,USD,710.39,100,1,false,0,-1.4606336347999742,11517002,1.0952650682703695,1786025519306.314,USD,27.709776571178928,25.6368,47.260915268451576,0.284358874771126,Technology services,america,Technology Services,1.219178
6,NASDAQ:AMZN,AMZN,"Amazon.com, Inc.",amazon,streaming,stock,['common'],7895133043.65,USD,226.35,100,1,false,0,0.29243652798085723,34880199,0.8814533817773114,2403011202166.0444,USD,36.91713013553406,6.1313,72.19850586979723,0.0,Retail trade,america,Retail Trade,1.098592
7,NASDAQ:MSFT,MSFT,Microsoft Corporation,microsoft,streaming,stock,['common'],7546523826.5199995,USD,505.82,100,1,false,0,0.5566379070414718,14919386,0.8874062144926251,3759529296307.346,USD,39.08783209433875,12.9406,12.125255606002842,0.644109578147986,Technology services,america,Technology Services,1.146154
8,NASDAQ:COIN,COIN,"Coinbase Global, Inc.",coinbase,streaming,stock,['common'],6542378058.599999,USD,388.02,100,1,false,0,-1.520265983096878,16860930,1.3955098957837557,98830624003.85768,USD,72.71466586709643,5.3362,6.572666813125351,0.0,Finance,america,Finance,1.631579
9,NASDAQ:MSTR,MSTR,MicroStrategy Incorporated,microstrategy,streaming,stock,['common'],6314812542.83,USD,442.31,100,1,false,0,-1.9311782182608266,14276893,1.0416794564051655,120928898448.03363,USD,,-21.8108,-160.1634162342697,0.0,Technology services,america,Technology Services,1.235294
10,NASDAQ:AVGO,AVGO,Broadcom Inc.,broadcom,streaming,stock,['common'],5030404039.98,USD,280.94,100,1,false,0,1.9375907111756074,17905617,1.0082351135203211,1321393225777.342,USD,105.60860085707841,2.6602,14.446738943383252,0.834542815674891,Electronic technology,america,Electronic Technology,1.193878
11,NYSE:UNH,UNH,UnitedHealth Group Incorporated,unitedhealth,streaming,stock,['common'],4657278502.4,USD,291.71,100,1,false,0,-2.9509614744826687,15965440,1.3812813085406186,264621926483.84204,USD,12.194265505666355,23.9219,46.134344952290185,2.83119302681482,Health services,america,Health Services,1.448276
12,NASDAQ:HOOD,HOOD,"Robinhood Markets, Inc.",robinhood,streaming,stock,['common'],4553701471.62,USD,99.54,100,1,false,0,-0.4201680672268783,45747453,0.6516910207378246,87840957191.82355,USD,56.811825809029166,1.7521,1104.192439862543,0.0,Finance,america,Finance,1.44
13,NASDAQ:GOOG,GOOG,Alphabet Inc.,alphabet,streaming,stock,['common'],4374862497.599999,USD,183.1,100,1,false,0,0.1586346479951819,23893296,0.9618734829862413,2213560232265.6274,USD,20.418632141224226,8.9673,37.528948054537366,0.443082982331382,Technology services,america,Technology Services,1.222222
