,ticker,name,description,logoid,update_mode,type,typespecs,relative_volume_10d_calc,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark
0,NASDAQ:EVOK,EVOK,"Evoke Pharma, Inc.",evoke-pharma,streaming,stock,['common'],10496.269525245045,6.99,100,1,false,0,USD,162.78195488721806,139970903,3971003.0,USD,,-3.1821,85.54004989480283,0.0,Health technology,Health Technology,america,1.0
1,NASDAQ:SUGP,SUGP,SU Group Holdings Limited,su-ltd,streaming,stock,['common'],5014.781994070913,1.22,10000,1,false,0,USD,171.41268075639599,208234309,6224451.0,USD,,-0.0373,,0.0,Commercial services,Commercial Services,america,
2,NASDAQ:EEIQ,EEIQ,EpicQuest Education Group International Limited,epicquest-education-international-limited,streaming,stock,['common'],388.5717390385695,0.63,10000,1,false,0,USD,49.892933618843685,6436652,8261299.571734476,USD,,,,0.0,Commercial services,Commercial Services,america,
3,NASDAQ:AQMS,AQMS,"Aqua Metals, Inc.",aqua-metals,streaming,stock,['common'],322.3239627530825,0.5847,10000,1,false,0,USD,21.812500000000004,113190506,5815487.106250001,USD,,-3.7479,23.97151898734177,0.0,Non-energy minerals,Non-Energy Minerals,america,1.0
4,NASDAQ:SLXN,SLXN,Silexion Therapeutics Corp,silexion-therapeutics,streaming,stock,['common'],111.49333546013737,0.9099,10000,1,false,0,USD,12.33333333333333,11183562,7909206.8966666665,USD,,-19.7728,-1934.2386831275717,0.0,Health technology,Health Technology,america,1.0
5,AMEX:IGC,IGC,"IGC Pharma, Inc.",india-globalization-capital,streaming,stock,['common'],111.25312385231841,0.366,10000,1,false,0,USD,15.239294710327457,33503945,30704321.958438285,USD,,-0.0936,56.566125290023194,0.0,Health technology,Health Technology,america,
6,AMEX:CLDI,CLDI,"Calidi Biotherapeutics, Inc.",first-light-acquisition,streaming,stock,['common'],109.72727530672768,0.7,10000,1,false,0,USD,108.955223880597,619136544,11564393.0,USD,,-1.842,81.7339825272949,0.0,Health technology,Health Technology,america,1.0
7,NASDAQ:BMGL,BMGL,Basel Medical Group Ltd,basel-medical-ltd,streaming,stock,['common'],106.97430373527295,3.62,100,1,false,0,USD,98.9010989010989,85715525,34190065.0,USD,169.9530516431925,0.0213,-81.44599303135888,0.0,Health services,Health Services,america,
8,NASDAQ:CELZ,CELZ,"Creative Medical Technology Holdings, Inc.",creative-medical-technology,streaming,stock,['common'],55.114580993035275,3.94,100,1,false,0,USD,46.468401486988846,2256898,10186995.962825278,USD,,-3.8054,-1.7922105713674346,0.0,Health technology,Health Technology,america,1.0
9,NASDAQ:IMG,IMG,CIMG Inc.,nuzee,streaming,stock,['common'],52.251509754202125,0.282,10000,1,false,0,USD,23.144104803493434,19693547,10264072.21834061,USD,,,,0.0,Consumer non-durables,Consumer Non-Durables,america,
10,NASDAQ:BENF,BENF,Beneficient,beneficient,streaming,stock,['common'],44.91528350506872,0.325,10000,1,false,0,USD,10.921501706484651,6736776,2818385.580204778,USD,,-19.6217,97.2344545272088,0.0,Finance,Finance,america,
