,ticker,name,description,logoid,update_mode,type,typespecs,market_cap_basic,fundamental_currency_code,close,pricescale,minmov,fractional,minmove2,currency,change,volume,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark,relative_volume_10d_calc
0,NASDAQ:NEGG,NEGG,"Newegg Commerce, Inc.",newegg-commerce,delayed_streaming_900,stock,['common'],1089883792.2044523,USD,56.19,100,1,false,0,USD,43.78198567041965,2704304,,,,0.0,Retail trade,Retail Trade,america,,2.5906985027465117
1,NASDAQ:ANPA,ANPA,Rich Sparkle Holdings Limited,,delayed_streaming_900,stock,['common'],,USD,37.21,100,1,false,0,USD,43.06036139946174,359881,,,,,Commercial services,Commercial Services,america,,0.19338235262508774
2,NASDAQ:SUPX,SUPX,Super X AI Technology Limited,junee-limited,delayed_streaming_900,stock,['common'],209194946.48000005,USD,16.12,100,1,false,0,USD,41.90140845070424,764192,,,,0.0,Commercial services,Commercial Services,america,,12.443732312031237
3,NYSE:XPRO,XPRO,Expro Group Holdings N.V.,franks-international,delayed_streaming_900,stock,['common'],1371997705.88,USD,11.89,100,1,false,0,USD,32.11111111111112,6398947,19.562356038170453,0.6078,,0.0,Energy minerals,Energy Minerals,america,1.5,6.632119728631188
4,NASDAQ:MGRT,MGRT,Mega Fortune Company Limited,,delayed_streaming_900,stock,['common'],,USD,2.87,100,1,false,0,USD,25.877192982456155,1464312,,,,,Technology services,Technology Services,america,,
5,NASDAQ:SANM,SANM,Sanmina Corporation,sanmina,delayed_streaming_900,stock,['common'],6456289771.178605,USD,120.76,100,1,false,0,USD,22.79221109359907,3396470,25.85202945709882,4.6712,20.999870483098036,0.0,Electronic technology,Electronic Technology,america,1.6,4.918046079885181
6,NASDAQ:MFH,MFH,Mercurity Fintech Holding Inc. - American,mercurity-fintech-american,delayed_streaming_900,stock,['common'],275125945.0909091,USD,4.32,100,1,false,0,USD,22.727272727272734,1795239,,-0.0949,53.503184713375795,0.0,Technology services,Technology Services,america,,0.5871353626674204
7,NASDAQ:EMPG,EMPG,Empro Group Inc.,,delayed_streaming_900,stock,['common'],30956250.0,USD,3.81,100,1,false,0,USD,19.43573667711599,295581,,,,0.0,Distribution services,Distribution Services,america,,2.0835415716524266
8,NASDAQ:REPL,REPL,"Replimune Group, Inc.",replimune,delayed_streaming_900,stock,['common'],291776912.46056783,USD,3.75,100,1,false,0,USD,18.296529968454262,23375110,,-3.2086,3.130755064456719,0.0,Health technology,Health Technology,america,1.888889,1.3201764816040784
9,NASDAQ:CVLT,CVLT,"Commvault Systems, Inc.",commvault-systems,delayed_streaming_900,stock,['common'],8605333387.962858,USD,193.27,100,1,false,0,USD,18.258581655754757,1587093,107.65931372549021,1.7952,-53.87698473870819,0.0,Technology services,Technology Services,america,1.416667,3.707229210600326
